observer,estimator,direction_provider,support_mode,estimator_calibration,controller_mode,x1,x2,n_examples,integrated_squared_error,final_target_squared_error,cumulative_collateral_abs,actuation_energy_l1,observer_bias_abs_mean,mean_residual_delta_from_initial_l2,mean_nearest_clean_residual_l2,mean_abs_residual_norm_z,mean_convex_hull_extrapolation_mass,control_clip_fraction
est-first_order__dir-first_order__support-projected__cal-none__controller-base,first_order,first_order,projected,none,base,0.0,0.0,635,502.4639861701934,108.80064084889302,30.014857247820306,131.81570900169393,10.101571685315637,13.289364225255525,13.239897315733588,38.640967542991945,14.928548005400089,0.7333333333333333
est-first_order__dir-first_order__support-projected__cal-none__controller-base,first_order,first_order,projected,none,base,0.0,1.0,337,214.8006568994688,59.79676567575389,17.991759804007422,97.83766662331615,5.658808539424651,7.966023196932916,7.857803492195911,19.43011328206901,8.121252868883076,0.4
est-first_order__dir-first_order__support-projected__cal-none__controller-base,first_order,first_order,projected,none,base,1.0,0.0,337,154.12808521394624,47.08950588675594,14.76764537975795,86.58049949952766,4.599964382405393,6.538515795049044,6.535426468718945,16.305686468178873,6.552148888656911,0.3333333333333333
est-first_order__dir-first_order__support-projected__cal-none__controller-base,first_order,first_order,projected,none,base,1.0,1.0,191,223.46410038636142,61.27489432038578,19.570821090359413,102.89742058107115,5.968142183758028,8.665167637136976,8.523736357181294,17.226128276445603,8.944562960672627,0.4666666666666667
est-first_order__dir-first_order__support-projected__cal-response_gain__controller-base,first_order,first_order,projected,response_gain,base,0.0,0.0,635,1.85860243601299,0.03126323637608104,5.384009972678149,13.601575140180078,0.18275276002260044,2.3838217496278116,2.383832628246992,2.162003662753938,2.6778673787018796,0.0
est-first_order__dir-first_order__support-projected__cal-response_gain__controller-base,first_order,first_order,projected,response_gain,base,0.0,1.0,337,3.1672905886164364,0.11965407794237806,1.860665313082624,4.700581758772477,0.34385817051651746,0.8238273080125944,0.8238359899043517,0.9127164237079014,0.46481786508490736,0.0
est-first_order__dir-first_order__support-projected__cal-response_gain__controller-base,first_order,first_order,projected,response_gain,base,1.0,0.0,337,2.786565288801694,0.12015723467080705,1.3745636432937782,3.472547557321851,0.3451208757286005,0.6086011589427696,0.6086018495607981,1.4967792368061024,0.3402866695103955,0.0
est-first_order__dir-first_order__support-projected__cal-response_gain__controller-base,first_order,first_order,projected,response_gain,base,1.0,1.0,191,8.657304917737664,0.39271385681270254,2.148781591945866,5.428447278330217,0.6242987199216719,0.951393537544369,0.9513978246318795,2.7761862212432993,0.7367074172662936,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,0.0,0.0,635,414.4272937466159,94.99981898829448,15.659332316445004,97.76428315214834,7.366775442980915,8.569773878538463,8.569776819115445,24.057182913607377,6.112420881787593,0.5333333333333333
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,0.0,1.0,337,79.07028307344139,26.798751653470845,6.808998054019433,53.934190148515775,2.842750419146319,3.726313005125752,3.7263228361242873,7.214631140842201,1.97022610052916,0.06666666666666667
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,1.0,0.0,337,40.768537377756246,14.23185621762671,5.038256884823243,40.201147627891,2.041840760065669,2.7572518018269387,2.7572549374465045,6.296763832889213,1.33708211074885,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,1.0,1.0,191,92.70407203487089,30.974956272038614,7.813816156043696,60.59737390971279,3.1103616242258485,4.276212818821322,4.276217544089006,4.802064598437178,2.942713860356748,0.13333333333333333
est-first_order__dir-first_order__support-unprojected__cal-response_gain__controller-base,first_order,first_order,unprojected,response_gain,base,0.0,0.0,635,1.8586024360129914,0.03126323637608128,3.0998861197366194,10.729793403959548,0.18275276002260085,1.6964531155306455,1.6964560568246405,2.332605872835808,1.210012641150025,0.0
est-first_order__dir-first_order__support-unprojected__cal-response_gain__controller-base,first_order,first_order,unprojected,response_gain,base,0.0,1.0,337,3.167290588616435,0.11965407794237806,1.0712926994507654,3.7081198780468405,0.34385817051651735,0.5862789042659738,0.5862887358067803,0.5650874766994014,0.21092171610594665,0.0
est-first_order__dir-first_order__support-unprojected__cal-response_gain__controller-base,first_order,first_order,unprojected,response_gain,base,1.0,0.0,337,2.786565288801694,0.120157234670807,0.7914158369252524,2.7393678666980144,0.3451208757286004,0.4331126403915152,0.4331157763476377,1.7377898970076142,0.15310168482511954,0.0
est-first_order__dir-first_order__support-unprojected__cal-response_gain__controller-base,first_order,first_order,unprojected,response_gain,base,1.0,1.0,191,8.65730491773766,0.39271385681270277,1.2371779147922348,4.282306806415846,0.6242987199216716,0.6770617522534399,0.6770664776083045,2.7672734684710263,0.3739785092458071,0.0
est-first_order__dir-lifted_interaction__support-projected__cal-none__controller-base,first_order,lifted_interaction,projected,none,base,0.0,0.0,635,463.0554524524874,102.75690033804163,21.034714909433866,129.1648900825526,8.603503577783572,12.286887712785006,11.242455846895925,30.33884314845694,12.47312612995695,0.6666666666666666
est-first_order__dir-lifted_interaction__support-projected__cal-none__controller-base,first_order,lifted_interaction,projected,none,base,0.0,1.0,337,141.90634430575227,43.944565729016595,10.880219659852969,85.60104007806007,4.072115155083683,6.355400480901849,5.85463807478563,12.472451172952303,5.647648916795879,0.26666666666666666
est-first_order__dir-lifted_interaction__support-projected__cal-none__controller-base,first_order,lifted_interaction,projected,none,base,1.0,0.0,337,87.33600555093122,30.333368368308324,8.430871198297606,71.37086398834197,3.0987562017519963,4.924676573010128,4.813676378945654,9.866675033067413,4.236465407817896,0.13333333333333333
est-first_order__dir-lifted_interaction__support-projected__cal-none__controller-base,first_order,lifted_interaction,projected,none,base,1.0,1.0,191,156.00182488499289,47.047949660034256,12.163268220361692,92.25616145393325,4.384289878381428,7.104860298203713,6.495741875504514,11.204051408874086,6.442701774231659,0.3333333333333333
est-first_order__dir-lifted_interaction__support-projected__cal-response_gain__controller-base,first_order,lifted_interaction,projected,response_gain,base,0.0,0.0,635,1.8586024360129885,0.03126323637608073,3.9387732428441202,13.67961233259872,0.18275276002259982,2.300733086676776,2.300743025046972,0.19409668477251368,2.335618171970832,0.0
est-first_order__dir-lifted_interaction__support-projected__cal-response_gain__controller-base,first_order,lifted_interaction,projected,response_gain,base,0.0,1.0,337,3.1672905886164386,0.11965407794237837,1.3612045271551585,4.727550709015988,0.34385817051651774,0.7951126150889289,0.7951202679922448,1.3179149583488896,0.4022430242428837,0.0
est-first_order__dir-lifted_interaction__support-projected__cal-response_gain__controller-base,first_order,lifted_interaction,projected,response_gain,base,1.0,0.0,337,2.786565288801696,0.120157234670807,1.0055877545298733,3.492470827907852,0.34512087572860073,0.5873882236321069,0.5873883188471333,1.2805560854128215,0.2991358684004174,0.0
est-first_order__dir-lifted_interaction__support-projected__cal-response_gain__controller-base,first_order,lifted_interaction,projected,response_gain,base,1.0,1.0,191,8.657304917737669,0.3927138568127037,1.571981382282316,5.459592258262879,0.6242987199216722,0.9182324939440412,0.9182371884715974,3.545477867672872,0.6199691671664715,0.0
est-first_order__dir-lifted_interaction__support-unprojected__cal-none__controller-base,first_order,lifted_interaction,unprojected,none,base,0.0,0.0,635,367.7596869593686,87.14113953091832,11.411150434361467,89.97972655377971,6.511420902862614,7.994212780346292,7.851078835290664,18.61840888404197,5.297940231660739,0.4666666666666666
est-first_order__dir-lifted_interaction__support-unprojected__cal-none__controller-base,first_order,lifted_interaction,unprojected,none,base,0.0,1.0,337,47.23028914612389,15.25315601024929,4.40605835801394,40.552670306934,2.164179907534815,3.086714896906676,3.086723885489118,4.33931522563259,1.389186857671714,0.0
est-first_order__dir-lifted_interaction__support-unprojected__cal-none__controller-base,first_order,lifted_interaction,unprojected,none,base,1.0,0.0,337,23.80931551972246,7.807035602110908,3.254968847203794,29.958222927282183,1.539813260488413,2.2803058909460123,2.2803083716885473,4.369289585046911,0.9282833288340055,0.0
est-first_order__dir-lifted_interaction__support-unprojected__cal-none__controller-base,first_order,lifted_interaction,unprojected,none,base,1.0,1.0,191,55.63055064210342,18.344844933154636,5.088318154893853,46.832082506780175,2.354113835407845,3.564679850493677,3.564684932736462,4.774698532994618,2.14881914550889,0.0
est-first_order__dir-lifted_interaction__support-unprojected__cal-response_gain__controller-base,first_order,lifted_interaction,unprojected,response_gain,base,0.0,0.0,635,1.8586024360129902,0.03126323637608104,2.389793318247603,10.268843075187025,0.18275276002260063,1.6741972158734575,1.6741999425309981,0.9354080150378509,1.109538651786198,0.0
est-first_order__dir-lifted_interaction__support-unprojected__cal-response_gain__controller-base,first_order,lifted_interaction,unprojected,response_gain,base,0.0,1.0,337,3.1672905886164378,0.11965407794237828,0.8258910282976466,3.548819599601321,0.3438581705165176,0.5785874659674337,0.5785964550873391,0.8338541824448307,0.1914944900883187,0.0
est-first_order__dir-lifted_interaction__support-unprojected__cal-response_gain__controller-base,first_order,lifted_interaction,unprojected,response_gain,base,1.0,0.0,337,2.786565288801695,0.12015723467080713,0.6101257291348496,2.6216850305758017,0.3451208757286006,0.42743060215740913,0.42743308323084683,1.5894688331111042,0.14180202545047416,0.0
est-first_order__dir-lifted_interaction__support-unprojected__cal-response_gain__controller-base,first_order,lifted_interaction,unprojected,response_gain,base,1.0,1.0,191,8.657304917737658,0.392713856812702,0.9537768163254949,4.0983395429274605,0.6242987199216716,0.6681793267493559,0.6681844090762992,3.2341214100517326,0.329635237981625,0.0
est-lifted_interaction__dir-first_order__support-projected__cal-none__controller-base,lifted_interaction,first_order,projected,none,base,0.0,0.0,635,2.0018171830313727,0.00018874543757649612,4.520528279354137,11.404760157868697,0.007706788716552053,2.001506996981219,2.0015178757764502,1.6009398899373473,2.248396222726308,0.0
est-lifted_interaction__dir-first_order__support-projected__cal-none__controller-base,lifted_interaction,first_order,projected,none,base,0.0,1.0,337,1.1332901335640364,0.00013691371089409737,3.3903951476040426,8.553567439323793,0.0071772602455859825,1.501129777564446,1.501138459136901,0.42139387648751864,0.8649144644915893,0.0
est-lifted_interaction__dir-first_order__support-projected__cal-none__controller-base,lifted_interaction,first_order,projected,none,base,1.0,0.0,337,0.8276415835275343,2.3354931762927956e-05,2.9383424018676862,7.413091630915455,0.0013283214097315858,1.3009791142607403,1.3009798046476457,1.9030274019011644,0.7274159459333898,0.0
