support_mode,metric,estimate_effect_at_first_order_direction_fo_minus_lifted,estimate_effect_at_lifted_direction_fo_minus_lifted,direction_effect_at_first_order_estimate_fo_minus_lifted,direction_effect_at_lifted_estimate_fo_minus_lifted,estimate_by_direction_interaction
projected,integrated_squared_error,2.832521106554964e-07,2.832520809015193e-07,6.953515541141542e-10,6.953218001370942e-10,2.9753977059954195e-14
projected,integrated_absolute_error,2.431330757612926e-06,2.431330536900589e-06,5.974568395572533e-09,5.974347683235237e-09,2.2071233729548112e-13
projected,final_target_mse,1.5329509814649062e-09,1.5329503828125123e-09,3.704202949824905e-12,3.7036042974309714e-12,5.986523939332383e-16
projected,cumulative_collateral_abs,-3.823659042723193e-06,-3.823658760282456e-06,-2.1017500806408407e-07,-2.101747256233466e-07,-2.824407374646398e-13
projected,actuation_energy_l1,-1.4693357798023499e-05,-1.469335668957683e-05,-5.660300317344991e-07,-5.660289232878313e-07,-1.1084466677857563e-12
projected,observer_bias_mae_path,-1.0104554852563563e-07,-1.010455385769965e-07,-2.6969348846175856e-10,-2.6968353982262383e-10,-9.948639134726989e-15
projected,large_error_trajectory_rate,0.0,0.0,0.0,0.0,0.0
projected,observer_self_gain,3.2809441541381545e-07,3.280943857708607e-07,8.058287370715789e-10,8.057990941168214e-10,2.964295475749168e-14
projected,observer_error_pole_unsaturated,-1.1483304551695994e-07,-1.1483303496984121e-07,-2.8204016899735507e-10,-2.8202962187862113e-10,-1.0547118733938987e-14
projected,mean_residual_off_support_l2_path,-1.3037874282034319e-17,-2.5303802727836226e-16,4.141430620997248e-16,1.7414290910339684e-16,2.4000015299632794e-16
unprojected,integrated_squared_error,-2.154952071009575e-06,-2.154951673105643e-06,-5.79643472775615e-07,-5.79643074871683e-07,-3.979039320256561e-13
unprojected,integrated_absolute_error,-5.632780322173403e-07,-5.63277936294071e-07,-1.5098297723170617e-07,-1.5098288130843684e-07,-9.592326932761353e-14
unprojected,final_target_mse,-5.444389143960393e-07,-5.444388238018405e-07,-1.463022849534923e-07,-1.4630219435929348e-07,-9.059419880941277e-14
unprojected,cumulative_collateral_abs,-3.120861769012606e-08,-3.120860947447568e-08,1.192698593222019e-07,1.192698675378523e-07,-8.215650382226158e-15
unprojected,actuation_energy_l1,-9.246721397460078e-07,-9.246719798738923e-07,-2.4222961414466226e-07,-2.422294542725467e-07,-1.5987211554602254e-13
unprojected,observer_bias_mae_path,-6.066174895735799e-08,-6.066173763308313e-08,-1.6252784673653764e-08,-1.6252773349378913e-08,-1.1324274851176597e-14
unprojected,large_error_trajectory_rate,0.0,0.0,0.0,0.0,0.0
unprojected,observer_self_gain,1.3458439529490107e-08,1.3458436941282681e-08,3.6046959306368365e-09,3.6046933424294103e-09,2.588207426157396e-15
unprojected,observer_error_pole_unsaturated,-4.710453804790404e-09,-4.710452916611985e-09,-1.26164356739622e-09,-1.2616426792178004e-09,-8.881784197001252e-16
unprojected,mean_residual_off_support_l2_path,-6.163033017259067e-08,-6.163031862627122e-08,-2.915252972357507e-08,-2.9152518177255615e-08,-1.1546319456101628e-14
