index,support_mode,contrast,fixed_factor,fixed_name,metric,mean,min,max
0,projected,direction_provider_first_order_minus_lifted,estimator,first_order,actuation_energy_l1,-5.660300318363436e-07,-7.172199829597048e-07,-2.868880422113307e-07
1,projected,direction_provider_first_order_minus_lifted,estimator,first_order,cumulative_collateral_abs,-2.1017501299110582e-07,-2.6631399663301636e-07,-1.0652561410751105e-07
2,projected,direction_provider_first_order_minus_lifted,estimator,first_order,final_target_abs_error,3.5880213659448637e-10,-5.983102902007431e-10,9.204772499771252e-10
3,projected,direction_provider_first_order_minus_lifted,estimator,first_order,final_target_squared_error,3.704202952158198e-12,-5.612529626437216e-12,1.0550674957722321e-11
4,projected,direction_provider_first_order_minus_lifted,estimator,first_order,integrated_absolute_error,5.974569067183448e-09,1.4022563110671626e-09,8.947401486381068e-09
5,projected,direction_provider_first_order_minus_lifted,estimator,first_order,integrated_squared_error,6.953513858783585e-10,1.355514589462814e-10,1.05904729430506e-09
6,projected,direction_provider_first_order_minus_lifted,estimator,first_order,mean_residual_off_support_l2,4.141430620997245e-16,-2.1214436980445512e-16,7.396343209644501e-16
7,projected,direction_provider_first_order_minus_lifted,estimator,first_order,observer_bias_abs_mean,-2.6969348841665576e-10,-5.815112905094288e-10,5.658941093500403e-10
8,projected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,actuation_energy_l1,-5.660289264402725e-07,-7.17218576085088e-07,-2.868874382500053e-07
9,projected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,cumulative_collateral_abs,-2.1017472756490462e-07,-2.6631363070350744e-07,-1.0652545778810918e-07
10,projected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,final_target_abs_error,3.5878865286183744e-10,-5.982885298294605e-10,9.204432771525717e-10
11,projected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,final_target_squared_error,3.7036043012087384e-12,-5.612648414337739e-12,1.054985018480092e-11
12,projected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,integrated_absolute_error,5.974347559778436e-09,1.4022005778713265e-09,8.9470693076521e-09
13,projected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,integrated_squared_error,6.953220775448206e-10,1.3554557476425089e-10,1.05900266333947e-09
14,projected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,mean_residual_off_support_l2,1.741429091033959e-16,4.4255637467090744e-17,3.3500888161738347e-16
15,projected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,observer_bias_abs_mean,-2.696835403765789e-10,-5.814898389189249e-10,5.658733551183737e-10
16,projected,estimator_first_order_minus_lifted,direction_provider,first_order,actuation_energy_l1,-1.4693357801701741e-05,-1.790621612940413e-05,-5.070579316424073e-06
17,projected,estimator_first_order_minus_lifted,direction_provider,first_order,cumulative_collateral_abs,-3.823659043153664e-06,-4.6029321936202905e-06,-1.1298405580006943e-06
18,projected,estimator_first_order_minus_lifted,direction_provider,first_order,final_target_abs_error,1.4572365882411138e-07,-2.69865732871466e-07,3.6042775408695604e-07
19,projected,estimator_first_order_minus_lifted,direction_provider,first_order,final_target_squared_error,1.5329509814668803e-09,-2.531584233314999e-09,4.696998043111911e-09
20,projected,estimator_first_order_minus_lifted,direction_provider,first_order,integrated_absolute_error,2.4313307581915746e-06,2.4958697442123423e-07,3.4607350594129116e-06
21,projected,estimator_first_order_minus_lifted,direction_provider,first_order,integrated_squared_error,2.8325211038907985e-07,8.193691780622459e-09,3.9164912291056453e-07
22,projected,estimator_first_order_minus_lifted,direction_provider,first_order,mean_residual_off_support_l2,-1.3037874282033922e-17,-1.7004968963727242e-16,1.1032343859655567e-16
23,projected,estimator_first_order_minus_lifted,direction_provider,first_order,observer_bias_abs_mean,-1.0104554852511984e-07,-2.295462046622565e-07,2.567788141595584e-07
24,projected,estimator_first_order_minus_lifted,direction_provider,lifted_interaction,actuation_energy_l1,-1.469335669630567e-05,-1.7906214722529512e-05,-5.070578712462748e-06
25,projected,estimator_first_order_minus_lifted,direction_provider,lifted_interaction,cumulative_collateral_abs,-3.823658757727462e-06,-4.6029318276907816e-06,-1.1298404016812924e-06
26,projected,estimator_first_order_minus_lifted,direction_provider,lifted_interaction,final_target_abs_error,1.4572364534037873e-07,-2.698657111110947e-07,3.604277201141315e-07
27,projected,estimator_first_order_minus_lifted,direction_provider,lifted_interaction,final_target_squared_error,1.5329503828159308e-09,-2.5315843521028997e-09,4.696997218338989e-09
28,projected,estimator_first_order_minus_lifted,direction_provider,lifted_interaction,integrated_absolute_error,2.4313305366841694e-06,2.495869186880384e-07,3.4607347272341826e-06
29,projected,estimator_first_order_minus_lifted,direction_provider,lifted_interaction,integrated_squared_error,2.832520810807463e-07,8.193685896440428e-09,3.9164907827959894e-07
30,projected,estimator_first_order_minus_lifted,direction_provider,lifted_interaction,mean_residual_off_support_l2,-2.530380272783625e-16,-4.0819685056913236e-16,1.7687137262022812e-16
31,projected,estimator_first_order_minus_lifted,direction_provider,lifted_interaction,observer_bias_abs_mean,-1.0104553857707976e-07,-2.29546183210666e-07,2.567787934053267e-07
32,unprojected,direction_provider_first_order_minus_lifted,estimator,first_order,actuation_energy_l1,-2.422296148706001e-07,-3.06930573401587e-07,-1.227722439267609e-07
33,unprojected,direction_provider_first_order_minus_lifted,estimator,first_order,cumulative_collateral_abs,1.192698592798654e-07,6.045102551865966e-08,1.5112754070401024e-07
34,unprojected,direction_provider_first_order_minus_lifted,estimator,first_order,final_target_abs_error,-2.8000719033490402e-08,-3.5479875926114346e-08,-1.4191952502073946e-08
35,unprojected,direction_provider_first_order_minus_lifted,estimator,first_order,final_target_squared_error,-1.4630228492877132e-07,-2.1991768583973226e-07,-3.532125192329261e-08
36,unprojected,direction_provider_first_order_minus_lifted,estimator,first_order,integrated_absolute_error,-1.5098298275025476e-07,-1.9131142536821244e-07,-7.652458222651148e-08
37,unprojected,direction_provider_first_order_minus_lifted,estimator,first_order,integrated_squared_error,-5.796434644598965e-07,-8.712231576168961e-07,-1.4013181370842176e-07
38,unprojected,direction_provider_first_order_minus_lifted,estimator,first_order,mean_residual_off_support_l2,-2.915252960544734e-08,-3.693934180759584e-08,-1.4775738854666542e-08
39,unprojected,direction_provider_first_order_minus_lifted,estimator,first_order,observer_bias_abs_mean,-1.6252784689048856e-08,-2.05939989506021e-08,-8.237601045735232e-09
40,unprojected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,actuation_energy_l1,-2.42229446956325e-07,-3.0693035313333894e-07,-1.2277214622713473e-07
41,unprojected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,cumulative_collateral_abs,1.1926986715748987e-07,6.045102141083447e-08,1.511275482535268e-07
42,unprojected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,final_target_abs_error,-2.8000700267168572e-08,-3.5479851057118594e-08,-1.419194184393291e-08
43,unprojected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,final_target_squared_error,-1.4630219274621344e-07,-2.199175384021146e-07,-3.532122128113713e-08
44,unprojected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,integrated_absolute_error,-1.509828815571268e-07,-1.9131129391780632e-07,-7.652452538309262e-08
45,unprojected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,integrated_squared_error,-5.796430790171078e-07,-8.712225465501433e-07,-1.4013168669890774e-07
46,unprojected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,mean_residual_off_support_l2,-2.9152518199608107e-08,-3.69393267085627e-08,-1.477573152719458e-08
47,unprojected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,observer_bias_abs_mean,-1.6252773521019393e-08,-2.0593984739747384e-08,-8.237594273374782e-09
48,unprojected,estimator_first_order_minus_lifted,direction_provider,first_order,actuation_energy_l1,-9.246721441715048e-07,-1.8333659461688967e-06,1.2693212827485922e-06
49,unprojected,estimator_first_order_minus_lifted,direction_provider,first_order,cumulative_collateral_abs,-3.1208617529143724e-08,-7.808191870850578e-08,7.234178911463829e-08
50,unprojected,estimator_first_order_minus_lifted,direction_provider,first_order,final_target_abs_error,-1.0448471440227536e-07,-2.0716393311914771e-07,1.434288612323087e-07
51,unprojected,estimator_first_order_minus_lifted,direction_provider,first_order,final_target_squared_error,-5.44438915773308e-07,-9.610698468165424e-07,3.569689672744403e-07
52,unprojected,estimator_first_order_minus_lifted,direction_provider,first_order,integrated_absolute_error,-5.632780343702848e-07,-1.329735962229961e-06,1.1608558807552072e-06
53,unprojected,estimator_first_order_minus_lifted,direction_provider,first_order,integrated_squared_error,-2.154952064454226e-06,-4.290557139796647e-06,1.8965268777648703e-06
54,unprojected,estimator_first_order_minus_lifted,direction_provider,first_order,mean_residual_off_support_l2,-6.163033073288322e-08,-1.5419505405844802e-07,1.428595244323816e-07
55,unprojected,estimator_first_order_minus_lifted,direction_provider,first_order,observer_bias_abs_mean,-6.066174897571368e-08,-1.3384267560923035e-07,1.1400656418913968e-07
56,unprojected,estimator_first_order_minus_lifted,direction_provider,lifted_interaction,actuation_energy_l1,-9.246719762572297e-07,-1.8333657969549222e-06,1.2693213804482184e-06
57,unprojected,estimator_first_order_minus_lifted,direction_provider,lifted_interaction,cumulative_collateral_abs,-3.1208609651519243e-08,-7.808190716218633e-08,7.23417850068131e-08
58,unprojected,estimator_first_order_minus_lifted,direction_provider,lifted_interaction,final_target_abs_error,-1.0448469563595353e-07,-2.0716391668784695e-07,1.4342887189044973e-07
59,unprojected,estimator_first_order_minus_lifted,direction_provider,lifted_interaction,final_target_squared_error,-5.4443882359075e-07,-9.610697810913393e-07,3.5696899791659575e-07
60,unprojected,estimator_first_order_minus_lifted,direction_provider,lifted_interaction,integrated_absolute_error,-5.632779331771568e-07,-1.3297358698594053e-06,1.160855937598626e-06
61,unprojected,estimator_first_order_minus_lifted,direction_provider,lifted_interaction,integrated_squared_error,-2.1549516790114373e-06,-4.290556848474125e-06,1.8965270047743843e-06
62,unprojected,estimator_first_order_minus_lifted,direction_provider,lifted_interaction,mean_residual_off_support_l2,-6.1630319327044e-08,-1.541950438443962e-07,1.4285953175985355e-07
63,unprojected,estimator_first_order_minus_lifted,direction_provider,lifted_interaction,observer_bias_abs_mean,-6.066173780768421e-08,-1.3384266539517853e-07,1.1400657096150013e-07
