fit_id,observer,target,action_loss,mae
90400-0,additive,0.5,0.9797272603958845,0.49157856483163387
90400-0,additive,1.0,1.0237401701509952,0.49157856483163387
90400-0,additive,1.5,1.0239643312990665,0.49157856483163387
90400-0,all_pairs,0.5,0.9975329592823983,0.41451122211182556
90400-0,all_pairs,1.0,1.0626654291525484,0.41451122211182556
90400-0,all_pairs,1.5,0.9932724848389626,0.41451122211182556
90400-0,atp_calibrated,0.5,0.9284745436161757,0.6280326888290025
90400-0,atp_calibrated,1.0,0.9953577544540166,0.6280326888290025
90400-0,atp_calibrated,1.5,1.1343993470072746,0.6280326888290025
90400-0,atp_raw,0.5,1.056213466078043,0.6564087326349239
90400-0,atp_raw,1.0,0.9956020101904869,0.6564087326349239
90400-0,atp_raw,1.5,1.0606257516890765,0.6564087326349239
90400-1,additive,0.5,0.996401340328157,0.48542067436279257
90400-1,additive,1.0,0.9890084274113178,0.48542067436279257
90400-1,additive,1.5,0.9980218052864075,0.48542067436279257
90400-1,all_pairs,0.5,1.0176696451380849,0.3852274727268573
90400-1,all_pairs,1.0,1.0700412573292852,0.3852274727268573
90400-1,all_pairs,1.5,1.0424445193260907,0.3852274727268573
90400-1,atp_calibrated,0.5,0.9573022939264775,0.6395179563391531
90400-1,atp_calibrated,1.0,1.003203444555402,0.6395179563391531
90400-1,atp_calibrated,1.5,1.1129647698253393,0.6395179563391531
90400-1,atp_raw,0.5,0.9922239303588867,0.6782901428942393
90400-1,atp_raw,1.0,0.9369809109717607,0.6782901428942393
90400-1,atp_raw,1.5,1.0911143604665994,0.6782901428942393
90401-0,additive,0.5,1.0190180502831936,0.5004153136711327
90401-0,additive,1.0,0.9397696781903505,0.5004153136711327
90401-0,additive,1.5,1.04210584461689,0.5004153136711327
90401-0,all_pairs,0.5,1.0048016114160419,0.4083167617596626
90401-0,all_pairs,1.0,0.9623657332733273,0.4083167617596626
90401-0,all_pairs,1.5,0.9693683814257383,0.4083167617596626
90401-0,atp_calibrated,0.5,1.0064788848161696,0.6444263361146132
90401-0,atp_calibrated,1.0,0.991862497292459,0.6444263361146132
90401-0,atp_calibrated,1.5,1.119145044311881,0.6444263361146132
90401-0,atp_raw,0.5,1.0629943039268255,0.6880260782126998
90401-0,atp_raw,1.0,0.9035212077200413,0.6880260782126998
90401-0,atp_raw,1.5,1.0609368849545717,0.6880260782126998
90401-1,additive,0.5,1.0799315245822072,0.4788825349229636
90401-1,additive,1.0,1.0193724557757378,0.4788825349229636
90401-1,additive,1.5,1.0269972395151854,0.4788825349229636
90401-1,all_pairs,0.5,0.9555610274896026,0.3888277227141498
90401-1,all_pairs,1.0,0.9887699518352747,0.3888277227141498
90401-1,all_pairs,1.5,1.0217149641364813,0.3888277227141498
90401-1,atp_calibrated,0.5,1.060785650089383,0.6236652317573492
90401-1,atp_calibrated,1.0,0.9243125736713409,0.6236652317573492
90401-1,atp_calibrated,1.5,1.1073441371321677,0.6236652317573492
90401-1,atp_raw,0.5,1.0647300951182843,0.6453603587114954
90401-1,atp_raw,1.0,0.9577692247927189,0.6453603587114954
90401-1,atp_raw,1.5,1.0943303760141134,0.6453603587114954
90402-0,additive,0.5,1.035017179325223,0.5100043627725626
90402-0,additive,1.0,0.9366294767707586,0.5100043627725626
90402-0,additive,1.5,1.0189268477261066,0.5100043627725626
90402-0,all_pairs,0.5,0.9189352847635746,0.4142420274332398
90402-0,all_pairs,1.0,0.9984674960374832,0.4142420274332398
90402-0,all_pairs,1.5,1.0731021124869584,0.4142420274332398
90402-0,atp_calibrated,0.5,0.9341655548661947,0.6474535752212957
90402-0,atp_calibrated,1.0,0.9206308517605066,0.6474535752212957
90402-0,atp_calibrated,1.5,1.0827872943133117,0.6474535752212957
90402-0,atp_raw,0.5,1.0120761148631572,0.7094692522790212
90402-0,atp_raw,1.0,0.9709774125367403,0.7094692522790212
90402-0,atp_raw,1.5,1.0189514625817537,0.7094692522790212
90402-1,additive,0.5,1.0898005209863186,0.4841288925736783
90402-1,additive,1.0,0.9247030915692449,0.4841288925736783
90402-1,additive,1.5,1.00593624971807,0.4841288925736783
90402-1,all_pairs,0.5,1.129356177151203,0.4038561530507831
90402-1,all_pairs,1.0,0.9822777416557074,0.4038561530507831
90402-1,all_pairs,1.5,1.0217149641364813,0.4038561530507831
90402-1,atp_calibrated,0.5,0.955279502645135,0.6261204444439219
90402-1,atp_calibrated,1.0,0.9729593316093087,0.6261204444439219
90402-1,atp_calibrated,1.5,1.090993322059512,0.6261204444439219
90402-1,atp_raw,0.5,1.0055190179497004,0.6411319840084723
90402-1,atp_raw,1.0,1.0219828344881534,0.6411319840084723
90402-1,atp_raw,1.5,1.0521474570035934,0.6411319840084723
90403-0,additive,0.5,1.0457840889692307,0.4951607207438629
90403-0,additive,1.0,0.935838159918785,0.4951607207438629
90403-0,additive,1.5,1.03706836104393,0.4951607207438629
90403-0,all_pairs,0.5,0.9638487646356225,0.4024096132361873
90403-0,all_pairs,1.0,1.008415623754263,0.4024096132361873
90403-0,all_pairs,1.5,0.9932724848389626,0.4024096132361873
90403-0,atp_calibrated,0.5,0.9080776076763868,0.6417610594777365
90403-0,atp_calibrated,1.0,0.9877140846103429,0.6417610594777365
90403-0,atp_calibrated,1.5,1.0827872943133117,0.6417610594777365
90403-0,atp_raw,0.5,1.0621938955038785,0.6767351239497656
90403-0,atp_raw,1.0,0.9117853451520205,0.6767351239497656
90403-0,atp_raw,1.5,1.0697735331952571,0.6767351239497656
90403-1,additive,0.5,1.103486836515367,0.4875905006545261
90403-1,additive,1.0,0.959634467959404,0.4875905006545261
90403-1,additive,1.5,1.0568677708506584,0.4875905006545261
90403-1,all_pairs,0.5,0.9783804265782237,0.40369018755409813
90403-1,all_pairs,1.0,1.0266308829188346,0.40369018755409813
90403-1,all_pairs,1.5,1.0217149641364813,0.40369018755409813
90403-1,atp_calibrated,0.5,0.9287413094192744,0.6231513571285102
90403-1,atp_calibrated,1.0,0.9282745216041803,0.6231513571285102
90403-1,atp_calibrated,1.5,1.1143924120813609,0.6231513571285102
90403-1,atp_raw,0.5,1.0340009495615958,0.6499613975043759
90403-1,atp_raw,1.0,1.0019136887043714,0.6499613975043759
90403-1,atp_raw,1.5,1.0550643188878894,0.6499613975043759
90404-0,additive,0.5,1.029720923304558,0.4890904696803361
90404-0,additive,1.0,0.9906969491392374,0.4890904696803361
90404-0,additive,1.5,1.047121748700738,0.4890904696803361
90404-0,all_pairs,0.5,0.9498507948592305,0.3936581690423766
90404-0,all_pairs,1.0,0.9981487540528178,0.3936581690423766
90404-0,all_pairs,1.5,1.0479630418121815,0.3936581690423766
90404-0,atp_calibrated,0.5,1.0308686796575786,0.627672528328882
90404-0,atp_calibrated,1.0,0.9206308517605066,0.627672528328882
90404-0,atp_calibrated,1.5,1.0807440869510174,0.627672528328882
90404-0,atp_raw,0.5,1.0976390086114407,0.6695600564278793
90404-0,atp_raw,1.0,0.8926562506705522,0.6695600564278793
90404-0,atp_raw,1.5,1.0189514625817537,0.6695600564278793
90404-1,additive,0.5,1.0078431241214276,0.49131501222920104
90404-1,additive,1.0,1.0087144572287798,0.49131501222920104
90404-1,additive,1.5,1.046631808206439,0.49131501222920104
90404-1,all_pairs,0.5,0.9916955906897783,0.41042486928393773
90404-1,all_pairs,1.0,1.002385065704584,0.41042486928393773
90404-1,all_pairs,1.5,1.011145281791687,0.41042486928393773
90404-1,atp_calibrated,0.5,1.1078840412199498,0.6418331462244911
90404-1,atp_calibrated,1.0,0.9729593316093087,0.6418331462244911
90404-1,atp_calibrated,1.5,1.1127028737217188,0.6418331462244911
90404-1,atp_raw,0.5,1.1094749107956887,0.6628062415564175
90404-1,atp_raw,1.0,0.9636191226541996,0.6628062415564175
90404-1,atp_raw,1.5,1.0521474570035934,0.6628062415564175
90405-0,additive,0.5,1.0048065058887006,0.5012614954745473
90405-0,additive,1.0,0.9233364090323448,0.5012614954745473
90405-0,additive,1.5,1.03706836104393,0.5012614954745473
90405-0,all_pairs,0.5,0.9124001048505306,0.41201918601479637
90405-0,all_pairs,1.0,1.0773970134556294,0.41201918601479637
90405-0,all_pairs,1.5,0.9932724848389626,0.41201918601479637
90405-0,atp_calibrated,0.5,1.0068176690489055,0.6493892340556726
90405-0,atp_calibrated,1.0,0.9877140846103429,0.6493892340556726
90405-0,atp_calibrated,1.5,1.1408545959740877,0.6493892340556726
90405-0,atp_raw,0.5,0.983498341217637,0.696123639785159
90405-0,atp_raw,1.0,0.9082398451864719,0.696123639785159
90405-0,atp_raw,1.5,1.0718167405575514,0.696123639785159
90405-1,additive,0.5,1.0819481985643506,0.48195529832456196
90405-1,additive,1.0,0.9633884571492672,0.48195529832456196
90405-1,additive,1.5,1.0731069438159466,0.48195529832456196
90405-1,all_pairs,0.5,1.0269096279516816,0.3952063660029073
90405-1,all_pairs,1.0,1.0696961726993321,0.3952063660029073
90405-1,all_pairs,1.5,1.0574100248515605,0.3952063660029073
90405-1,atp_calibrated,0.5,1.0911214869469403,0.620833332180551
90405-1,atp_calibrated,1.0,0.9503027778118849,0.620833332180551
90405-1,atp_calibrated,1.5,1.1073441371321677,0.620833332180551
90405-1,atp_raw,0.5,1.0523855537176132,0.6404477856480699
90405-1,atp_raw,1.0,0.9003457650542259,0.6404477856480699
90405-1,atp_raw,1.5,1.0480160439386963,0.6404477856480699
90406-0,additive,0.5,1.0608726399019361,0.49011160760169864
90406-0,additive,1.0,0.9856695299968123,0.49011160760169864
90406-0,additive,1.5,1.0189268477261066,0.49011160760169864
90406-0,all_pairs,0.5,1.0180579032748938,0.3954687088690438
90406-0,all_pairs,1.0,0.9922393094748259,0.3954687088690438
90406-0,all_pairs,1.5,1.0110199488699436,0.3954687088690438
90406-0,atp_calibrated,0.5,0.8768082831054926,0.6222221152806058
90406-0,atp_calibrated,1.0,0.9206308517605066,0.6222221152806058
90406-0,atp_calibrated,1.5,1.0827872943133117,0.6222221152806058
90406-0,atp_raw,0.5,0.9742274038493633,0.6507306854175112
90406-0,atp_raw,1.0,0.9675226449966431,0.6507306854175112
90406-0,atp_raw,1.5,1.040454656817019,0.6507306854175112
90406-1,additive,0.5,0.9647118575870991,0.48640717373752745
90406-1,additive,1.0,1.0361829359084367,0.48640717373752745
90406-1,additive,1.5,1.061377925798297,0.48640717373752745
90406-1,all_pairs,0.5,0.9119200902059674,0.40036336181899934
90406-1,all_pairs,1.0,1.0935309201478958,0.40036336181899934
90406-1,all_pairs,1.5,1.0197800207883119,0.40036336181899934
90406-1,atp_calibrated,0.5,0.9277488771826029,0.6423431704387574
90406-1,atp_calibrated,1.0,0.9282745216041803,0.6423431704387574
90406-1,atp_calibrated,1.5,1.1561088986694812,0.6423431704387574
90406-1,atp_raw,0.5,1.0797878690063953,0.6802985325976416
90406-1,atp_raw,1.0,0.9785428281873465,0.6802985325976416
90406-1,atp_raw,1.5,1.0850278358906507,0.6802985325976416
90407-0,additive,0.5,1.0661922492086888,0.4859319451733507
90407-0,additive,1.0,1.0018815480172634,0.4859319451733507
90407-0,additive,1.5,1.047121748700738,0.4859319451733507
90407-0,all_pairs,0.5,0.9909408858045936,0.3985499842294552
90407-0,all_pairs,1.0,1.0568509470671414,0.3985499842294552
90407-0,all_pairs,1.5,0.9693683814257383,0.3985499842294552
90407-0,atp_calibrated,0.5,0.9252664312720299,0.6328439065707687
90407-0,atp_calibrated,1.0,0.9995061671361327,0.6328439065707687
90407-0,atp_calibrated,1.5,1.1143924120813609,0.6328439065707687
90407-0,atp_raw,0.5,0.9922239303588867,0.6675961772308283
90407-0,atp_raw,1.0,0.9464705429971219,0.6675961772308283
90407-0,atp_raw,1.5,1.092542002722621,0.6675961772308283
90407-1,additive,0.5,1.042160641029477,0.4893577373075401
90407-1,additive,1.0,0.9636416498571634,0.4893577373075401
90407-1,additive,1.5,1.0239643312990665,0.4893577373075401
90407-1,all_pairs,0.5,1.047945935279131,0.39539228165508444
90407-1,all_pairs,1.0,1.0734975460916758,0.39539228165508444
90407-1,all_pairs,1.5,1.0064963147044181,0.39539228165508444
90407-1,atp_calibrated,0.5,0.9335065726190805,0.630786452973574
90407-1,atp_calibrated,1.0,0.9509310754016042,0.630786452973574
90407-1,atp_calibrated,1.5,1.1143924120813609,0.630786452973574
90407-1,atp_raw,0.5,1.0811848759651184,0.657646453934629
90407-1,atp_raw,1.0,0.940227422863245,0.657646453934629
90407-1,atp_raw,1.5,1.1013786509633063,0.657646453934629
90408-0,additive,0.5,1.0721511978656053,0.5074826328551583
90408-0,additive,1.0,0.9884772285819053,0.5074826328551583
90408-0,additive,1.5,1.047121748700738,0.5074826328551583
90408-0,all_pairs,0.5,0.9367243457585573,0.409938218864513
90408-0,all_pairs,1.0,1.0120549181476235,0.409938218864513
90408-0,all_pairs,1.5,1.0217149641364813,0.409938218864513
90408-0,atp_calibrated,0.5,0.9983367085456848,0.643755681676873
90408-0,atp_calibrated,1.0,0.9432874055579304,0.643755681676873
90408-0,atp_calibrated,1.5,1.0827872943133117,0.643755681676873
90408-0,atp_raw,0.5,0.9922239303588867,0.7095850457242826
90408-0,atp_raw,1.0,0.8322736497968435,0.7095850457242826
90408-0,atp_raw,1.5,1.0189514625817537,0.7095850457242826
90408-1,additive,0.5,1.0503722427412867,0.4908834110676577
90408-1,additive,1.0,0.9090010218322278,0.4908834110676577
90408-1,additive,1.5,1.0269972395151854,0.4908834110676577
90408-1,all_pairs,0.5,0.954505972750485,0.41417809418444607
90408-1,all_pairs,1.0,1.0707718621939422,0.41417809418444607
90408-1,all_pairs,1.5,1.0024344086647035,0.41417809418444607
90408-1,atp_calibrated,0.5,0.9300784189254045,0.631718840117616
90408-1,atp_calibrated,1.0,0.9729593316093087,0.631718840117616
90408-1,atp_calibrated,1.5,1.1490606237202883,0.631718840117616
90408-1,atp_raw,0.5,1.0125148069113492,0.6439923979533299
90408-1,atp_raw,1.0,0.9636191226541996,0.6439923979533299
90408-1,atp_raw,1.5,1.0521474570035934,0.6439923979533299
90409-0,additive,0.5,0.9489197786897421,0.49036460802111315
90409-0,additive,1.0,0.9678253132849932,0.49036460802111315
90409-0,additive,1.5,1.0251992985606193,0.49036460802111315
90409-0,all_pairs,0.5,1.0381894897669555,0.41293584195694166
90409-0,all_pairs,1.0,1.0931538060307502,0.41293584195694166
90409-0,all_pairs,1.5,0.9693683814257383,0.41293584195694166
90409-0,atp_calibrated,0.5,1.0743389815092086,0.6397311079779504
90409-0,atp_calibrated,1.0,0.9469691274687648,0.6397311079779504
90409-0,atp_calibrated,1.5,1.1490606237202883,0.6397311079779504
90409-0,atp_raw,0.5,0.9086831577122212,0.6630311402804532
90409-0,atp_raw,1.0,1.0211221352219582,0.6630311402804532
90409-0,atp_raw,1.5,1.080022768303752,0.6630311402804532
90409-1,additive,0.5,1.0311713399365545,0.4921948792866357
90409-1,additive,1.0,0.9514859586954116,0.4921948792866357
90409-1,additive,1.5,1.0289802353829145,0.4921948792866357
90409-1,all_pairs,0.5,1.0180032992735506,0.3899222574444624
90409-1,all_pairs,1.0,1.0165924137458204,0.3899222574444624
90409-1,all_pairs,1.5,0.9508302487432957,0.3899222574444624
90409-1,atp_calibrated,0.5,1.018394860252738,0.629355803814587
90409-1,atp_calibrated,1.0,0.9206308517605066,0.629355803814587
90409-1,atp_calibrated,1.5,1.0827872943133117,0.629355803814587
90409-1,atp_raw,0.5,1.0778574723750354,0.6709331643651673
90409-1,atp_raw,1.0,0.960187528654933,0.6709331643651673
90409-1,atp_raw,1.5,1.0119031876325608,0.6709331643651673
90410-0,additive,0.5,1.1299684351310133,0.48373347541440886
90410-0,additive,1.0,0.9840182602405548,0.48373347541440886
90410-0,additive,1.5,1.00593624971807,0.48373347541440886
90410-0,all_pairs,0.5,1.1016399301588535,0.3945994864742949
90410-0,all_pairs,1.0,0.9777497533708811,0.3945994864742949
90410-0,all_pairs,1.5,1.0217149641364813,0.3945994864742949
90410-0,atp_calibrated,0.5,1.0655893191695214,0.6160694744771515
90410-0,atp_calibrated,1.0,0.9282745216041803,0.6160694744771515
90410-0,atp_calibrated,1.5,1.1143924120813609,0.6160694744771515
90410-0,atp_raw,0.5,1.0811848759651184,0.637149234710345
90410-0,atp_raw,1.0,0.9043077129870654,0.637149234710345
90410-0,atp_raw,1.5,1.0755465470254422,0.637149234710345
90410-1,additive,0.5,1.0645907998085022,0.4955933707475344
90410-1,additive,1.0,0.9291677303612232,0.4955933707475344
90410-1,additive,1.5,1.047121748700738,0.4955933707475344
90410-1,all_pairs,0.5,0.9457322428002953,0.40436789791396527
90410-1,all_pairs,1.0,0.9956864342093468,0.40436789791396527
90410-1,all_pairs,1.5,0.9460513390600681,0.40436789791396527
90410-1,atp_calibrated,0.5,0.980713801831007,0.6487386654800807
90410-1,atp_calibrated,1.0,0.9509310754016042,0.6487386654800807
90410-1,atp_calibrated,1.5,1.1561088986694812,0.6487386654800807
90410-1,atp_raw,0.5,0.923743412271142,0.6948551147207253
90410-1,atp_raw,1.0,0.9158835150301456,0.6948551147207253
90410-1,atp_raw,1.5,1.0850278358906507,0.6948551147207253
90411-0,additive,0.5,0.980137013271451,0.48969593846875636
90411-0,additive,1.0,1.0340735375881196,0.48969593846875636
90411-0,additive,1.5,1.0272369679063558,0.48969593846875636
90411-0,all_pairs,0.5,0.9045626655220985,0.40747178929084543
90411-0,all_pairs,1.0,1.0080480432137846,0.40747178929084543
90411-0,all_pairs,1.5,1.0316353853791953,0.40747178929084543
90411-0,atp_calibrated,0.5,1.0068640060722829,0.6489699241249633
90411-0,atp_calibrated,1.0,0.9995061671361327,0.6489699241249633
90411-0,atp_calibrated,1.5,1.1724597137421369,0.6489699241249633
90411-0,atp_raw,0.5,0.9996657207608223,0.6856867849635387
90411-0,atp_raw,1.0,0.9467826627194882,0.6856867849635387
90411-0,atp_raw,1.5,1.1034218583256006,0.6856867849635387
90411-1,additive,0.5,1.1558231599628925,0.49614289825683866
90411-1,additive,1.0,1.017301076091826,0.49614289825683866
90411-1,additive,1.5,1.0597066044807435,0.49614289825683866
90411-1,all_pairs,0.5,0.9693592390045523,0.3989310079816255
90411-1,all_pairs,1.0,1.026126578450203,0.3989310079816255
90411-1,all_pairs,1.5,1.0168119095265866,0.3989310079816255
90411-1,atp_calibrated,0.5,1.1470094818621874,0.6190271645502579
90411-1,atp_calibrated,1.0,0.9321673050522804,0.6190271645502579
90411-1,atp_calibrated,1.5,1.0538886100053788,0.6190271645502579
90411-1,atp_raw,0.5,1.1185253191739322,0.6464985097442925
90411-1,atp_raw,1.0,1.0441586043685676,0.6464985097442925
90411-1,atp_raw,1.5,1.0277881108224391,0.6464985097442925
90412-0,additive,0.5,1.0744112949818372,0.49509317349966964
90412-0,additive,1.0,0.9397587049752474,0.49509317349966964
90412-0,additive,1.5,1.0139109436422586,0.49509317349966964
90412-0,all_pairs,0.5,0.9951531888917089,0.3994992842507206
90412-0,all_pairs,1.0,0.958119847252965,0.3994992842507206
90412-0,all_pairs,1.5,0.9569311946630478,0.3994992842507206
90412-0,atp_calibrated,0.5,1.0089510217309,0.6381710564638923
90412-0,atp_calibrated,1.0,0.991862497292459,0.6381710564638923
90412-0,atp_calibrated,1.5,1.0827872943133117,0.6381710564638923
90412-0,atp_raw,0.5,1.0391590595245361,0.6682367977365771
90412-0,atp_raw,1.0,0.9423723731189966,0.6682367977365771
90412-0,atp_raw,1.5,1.0697735331952571,0.6682367977365771
90412-1,additive,0.5,1.042160641029477,0.48225375414100097
90412-1,additive,1.0,1.0475213136523962,0.48225375414100097
90412-1,additive,1.5,1.0239643312990665,0.48225375414100097
90412-1,all_pairs,0.5,0.9295534728094935,0.39567114382012253
90412-1,all_pairs,1.0,1.105305402725935,0.39567114382012253
90412-1,all_pairs,1.5,0.9814171202480793,0.39567114382012253
90412-1,atp_calibrated,0.5,0.9284745436161757,0.6273401412345976
90412-1,atp_calibrated,1.0,0.9509310754016042,0.6273401412345976
90412-1,atp_calibrated,1.5,1.1143924120813609,0.6273401412345976
90412-1,atp_raw,0.5,1.0416908890008927,0.6599082774815745
90412-1,atp_raw,1.0,0.9706158991903067,0.6599082774815745
90412-1,atp_raw,1.5,1.092542002722621,0.6599082774815745
90413-0,additive,0.5,1.0383710291236639,0.4852437973207821
90413-0,additive,1.0,0.9944810578599572,0.4852437973207821
90413-0,additive,1.5,1.0251992985606193,0.4852437973207821
90413-0,all_pairs,0.5,0.9923411041498185,0.3982292365808608
90413-0,all_pairs,1.0,0.9669779673218727,0.3982292365808608
90413-0,all_pairs,1.5,0.980248237028718,0.3982292365808608
90413-0,atp_calibrated,0.5,0.9072400249540806,0.6185521825015232
90413-0,atp_calibrated,1.0,0.9206308517605066,0.6185521825015232
90413-0,atp_calibrated,1.5,1.0827872943133117,0.6185521825015232
90413-0,atp_raw,0.5,1.0587491374462843,0.6403722456003834
90413-0,atp_raw,1.0,0.9633337426930666,0.6403722456003834
90413-0,atp_raw,1.5,1.040454656817019,0.6403722456003834
90413-1,additive,0.5,1.056625160202384,0.49485350491146346
90413-1,additive,1.0,1.0007867302745581,0.49485350491146346
90413-1,additive,1.5,1.0665054719895124,0.49485350491146346
90413-1,all_pairs,0.5,0.9457322428002953,0.40101564724235994
90413-1,all_pairs,1.0,0.9614895135164261,0.40101564724235994
90413-1,all_pairs,1.5,0.9848972041159868,0.40101564724235994
90413-1,atp_calibrated,0.5,0.998922635987401,0.6480584251036065
90413-1,atp_calibrated,1.0,0.9509310754016042,0.6480584251036065
90413-1,atp_calibrated,1.5,1.1561088986694812,0.6480584251036065
90413-1,atp_raw,0.5,1.0768534380942583,0.695828406397853
90413-1,atp_raw,1.0,0.9680041067302227,0.695828406397853
90413-1,atp_raw,1.5,1.0850278358906507,0.695828406397853
90414-0,additive,0.5,1.0451642271131276,0.4926140278888253
90414-0,additive,1.0,1.0311432380229235,0.4926140278888253
90414-0,additive,1.5,1.0392890799790622,0.4926140278888253
90414-0,all_pairs,0.5,0.8783312197774649,0.41292002402504024
90414-0,all_pairs,1.0,1.0227066589519382,0.41292002402504024
90414-0,all_pairs,1.5,1.0022173970937729,0.41292002402504024
90414-0,atp_calibrated,0.5,1.0064788848161696,0.649132884592103
90414-0,atp_calibrated,1.0,0.9889646099880338,0.649132884592103
90414-0,atp_calibrated,1.5,1.1408545959740877,0.649132884592103
90414-0,atp_raw,0.5,0.955279502645135,0.682981192022091
90414-0,atp_raw,1.0,0.9206308517605066,0.682981192022091
90414-0,atp_raw,1.5,1.0827872943133117,0.682981192022091
90414-1,additive,0.5,1.0418653273954988,0.48878526424541757
90414-1,additive,1.0,0.98623987454921,0.48878526424541757
90414-1,additive,1.5,1.0518701523542404,0.48878526424541757
90414-1,all_pairs,0.5,0.9706099649891258,0.3895508703732627
90414-1,all_pairs,1.0,1.0078379075974226,0.3895508703732627
90414-1,all_pairs,1.5,0.9622011540457607,0.3895508703732627
90414-1,atp_calibrated,0.5,1.1397906463593244,0.619158884535125
90414-1,atp_calibrated,1.0,0.9362654749304056,0.619158884535125
90414-1,atp_calibrated,1.5,1.085493727773428,0.619158884535125
90414-1,atp_raw,0.5,1.1028507132083178,0.6499322707840015
90414-1,atp_raw,1.0,0.9904143340885639,0.6499322707840015
90414-1,atp_raw,1.5,1.0550643188878894,0.6499322707840015
90415-0,additive,0.5,1.017671624571085,0.4927027916506127
90415-0,additive,1.0,1.0393231373280287,0.4927027916506127
90415-0,additive,1.5,1.0482523165643216,0.4927027916506127
90415-0,all_pairs,0.5,0.8965116035193205,0.39912768833576817
90415-0,all_pairs,1.0,1.0384525712579489,0.39912768833576817
90415-0,all_pairs,1.5,0.9770783264189958,0.39912768833576817
90415-0,atp_calibrated,0.5,0.9521267622709274,0.6391561057614168
90415-0,atp_calibrated,1.0,0.9995061671361327,0.6391561057614168
90415-0,atp_calibrated,1.5,1.0980415970087052,0.6391561057614168
90415-0,atp_raw,0.5,1.1236989311873913,0.6883628224227001
90415-0,atp_raw,1.0,0.9043077129870654,0.6883628224227001
90415-0,atp_raw,1.5,1.0591957319527865,0.6883628224227001
90415-1,additive,0.5,1.065493698604405,0.48577315797053977
90415-1,additive,1.0,0.9773471964523196,0.48577315797053977
90415-1,additive,1.5,1.0302152026444673,0.48577315797053977
90415-1,all_pairs,0.5,0.9797532392665744,0.39650803242173016
90415-1,all_pairs,1.0,1.042071370407939,0.39650803242173016
90415-1,all_pairs,1.5,1.0479630418121815,0.39650803242173016
