observer,arm_id,estimator_name,direction_name,direction_support_mode,estimator_calibration,controller_mode,loop_steps,model_test_mse,model_test_r2,observer_initial_r2_vs_plant_target,observer_initial_mae_vs_plant_target,observer_initial_r2_vs_synthetic_clean_target,observer_initial_mae_vs_synthetic_clean_target,observer_initial_r2_vs_true_target,observer_initial_mae_vs_true_target,initial_target_mse,final_target_mse,final_over_initial_target_mse,target_improvement_mse,target_improvement_fraction,integrated_squared_error,integrated_absolute_error,final_target_mae,cumulative_collateral_abs,final_collateral_abs,max_collateral_abs,actuation_energy_l1,mean_abs_strength,mean_strength,max_abs_strength,overshoot_mean,undershoot_mean,settled_fraction,settling_step_mean,large_error_trajectory_rate,final_mse_growth_flag_rate,divergence_rate,divergence_rate_mse_growth,divergence_rate_old_abs_threshold,target_error_worsened_rate,mean_observer_bias_initial,mean_observer_bias_final,observer_bias_mae_path,effective_target_gain,observer_self_gain,observer_to_target_gain_ratio,mismatch_projection,observer_error_pole_unsaturated,observer_direction_sign_compatible,locally_convergent_unsaturated,target_gain_on_support_component,target_gain_off_support_component,observer_gain_on_support_component,observer_gain_off_support_component,effective_collateral_gain,raw_target_gain,direction_norm,raw_direction_norm,normalization_mode,orientation_sign,raw_parallel_norm,raw_orthogonal_norm,fixed_parallel_norm,target_head_norm,post_normalization_target_gain_error,projected_direction_scale,projected_target_gain_before_rescale,direction_norm_ratio_vs_unprojected,residual_support_rank,residual_support_n_centroids,residual_support_absolute_tolerance,residual_support_clean_rms_radius,mean_residual_off_support_l2_path,final_residual_off_support_l2,max_residual_off_support_l2,mean_residual_off_support_normalized_path,mean_residual_delta_from_initial_l2_path,final_residual_delta_from_initial_l2,max_residual_delta_from_initial_l2,mean_residual_delta_from_initial_normalized_path,mean_nearest_clean_residual_l2_path,final_nearest_clean_residual_l2,max_nearest_clean_residual_l2,mean_nearest_clean_residual_normalized_path,mean_abs_residual_norm_z_path,max_abs_residual_norm_z,mean_convex_hull_extrapolation_mass_path,final_convex_hull_extrapolation_mass,max_convex_hull_extrapolation_mass,outside_clean_convex_hull_step_fraction,convex_hull_extrapolation_tolerance,clean_residual_norm_mean,clean_residual_norm_std,clean_residual_norm_min,clean_residual_norm_max,clean_centroid_pairwise_rms,control_clip_fraction,examples_ever_clipped_fraction,clipped_command_mass_fraction,gamma,nuisance_interaction_weight,controller_gain,max_strength,target_ref_mean,divergence_abs_error_threshold,divergence_initial_error_multiplier,divergence_final_mse_multiplier,direction_on_support_norm,direction_off_support_norm,direction_off_support_fraction,affine_calibration_offset,affine_calibration_scale,calibration_raw_mae,calibration_affine_mae,response_calibration_scale,response_calibration_raw_mae,response_calibration_corrected_mae,response_calibration_raw_gain,response_calibration_target_gain,calibration_n_states,gain_match_eligible,base_controller_gain,effective_controller_gain,controller_gain_ratio_vs_base,ise_ratio_vs_lifted_diagonal_same_condition,collateral_ratio_vs_lifted_diagonal_same_condition,final_mse_ratio_vs_lifted_diagonal_same_condition,energy_ratio_vs_lifted_diagonal_same_condition
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,15.0,0.0003950263504872279,0.9999676322732142,0.7740470012744547,0.2385755093303349,0.7720953342835559,0.23988706879586247,0.7720953342835559,0.23988706879586247,0.7200662986178054,36.27656096012521,50.37947343148742,-35.5564946615074,-49.37947343148741,141.03667035093258,31.668151331258294,5.316157171006467,6.063892049631213,0.9170272538067972,0.9170272538067972,54.955418095932785,0.4824671979322252,0.4332690822954432,1.0,5.193495367797669,0.957961404361338,0.0,,0.8726666666666667,1.0,0.8726666666666667,1.0,0.42333333333333334,1.0,-0.0010973077323850064,-7.3033774107249725,3.2792056721747933,0.8499999999999999,-0.2735943101063605,-0.32187565894865944,-1.1235943101063603,1.095758008537226,False,False,0.28916609672574084,0.5608339032742591,-0.2735942229790371,-8.712732336296769e-08,-0.12671358906015096,-0.06252993924087914,1.5386030599791687,0.34579135671277456,parallel_orthogonal,-1.0,0.11059086888638617,0.3276298553187964,1.5033156867674353,0.5654168365845675,-1.1102230246251565e-16,2.939487061673697,0.28916609672574084,1.0,3.0,4.0,8.38193376139126e-06,5.52862568644996,3.515391668189108,8.505982471058822,8.505982471058822,0.6358527177567723,4.601875641430328,11.13488260617145,11.13488260617145,0.8323724380019085,4.60187573607595,11.1348806381394,11.1348806381394,0.8323724551211037,10.114015860298444,28.844961807698866,2.674670732086245,6.759319070562092,6.759319070562092,0.9375,1e-05,6.356997966766357,0.2498803734779358,6.034790515899658,6.6887946128845215,9.028216361999512,0.11288888888888889,0.42333333333333334,0.05253217757787928,1.15,0.0,0.35,1.0,1.0,2.0,2.0,4.0,0.992906376240872,1.1753451851254084,0.7639040995676438,0.0,1.0,,,1.0,,,,,0.0,False,0.35,0.35,1.0,19.558113772443242,2.965636107433271,32.96465178709943,3.3921283632151984
est-first_order__dir-lifted_interaction__support-unprojected__cal-none__controller-base,est-first_order__dir-lifted_interaction__support-unprojected__cal-none__controller-base,first_order,lifted_interaction,unprojected,none,base,15.0,0.0003950263504872279,0.9999676322732142,0.7740470012744547,0.2385755093303349,0.7720953342835559,0.23988706879586247,0.7720953342835559,0.23988706879586247,0.7200662986178054,28.7162825576969,39.88005356287177,-27.996216259079095,-38.88005356287177,109.52814377866315,27.8641383095187,4.635642619079509,4.004225481122675,0.5951583034598034,0.5951583034598034,47.43454298246094,0.42909350758501275,0.3875866140578603,1.0,4.5620123568196,0.9089298634124493,0.0,,0.8726666666666667,0.8726666666666667,0.8726666666666667,0.8726666666666667,0.42333333333333334,1.0,-0.0010973077323850064,-6.172320392259857,2.7933006011041175,0.8499999999999999,-0.21147854301216717,-0.2487982858966673,-1.061478543012167,1.0740174900542585,False,False,0.31053657527550393,0.539463424724496,-0.2114784592062881,-8.380587906975379e-08,-0.0924675380290918,0.0925361815524054,1.5252023429358346,0.30507173640359886,parallel_orthogonal,1.0,0.1636601097897534,0.2574570504296061,1.5033156867674353,0.5654168365845675,-1.1102230246251565e-16,2.7371977012559348,0.31053657527550393,1.0,3.0,4.0,8.38193376139126e-06,5.52862568644996,3.059866126359103,7.2767320068795565,7.2767320068795565,0.5534587255307393,4.127971702032765,9.816816346608247,9.816816346608247,0.7466542204421542,4.127972371545682,9.816814991762849,9.816814991762849,0.7466543415414935,7.562389776666181,22.67414668838596,2.155851829923538,5.33940107822091,5.33940107822091,0.9375,1e-05,6.356997966766357,0.2498803734779358,6.034790515899658,6.6887946128845215,9.028216361999512,0.05644444444444444,0.42333333333333334,0.006361586804189187,1.15,0.0,0.35,1.0,1.0,2.0,2.0,4.0,1.0237572217539648,1.1305588608310322,0.7412517205125976,0.0,1.0,,,1.0,,,,,0.0,False,0.35,0.35,1.0,15.188701576529034,1.9583257043376905,26.09459745026415,2.9279016377616207
est-lifted_interaction__dir-first_order__support-unprojected__cal-none__controller-base,est-lifted_interaction__dir-first_order__support-unprojected__cal-none__controller-base,lifted_interaction,first_order,unprojected,none,base,15.0,0.0003950263504872279,0.9999676322732142,0.9999677697674227,0.0028661398687681514,0.9999999999999347,1.1357681555853223e-07,0.9999999999999347,1.1357681555853223e-07,0.7200662986178054,1.2746058646533174,1.7701229277081454,-0.554539566035512,-0.7701229277081455,8.075620499940099,9.865734606797158,1.1119832198164723,2.881051554159374,0.2902908180556441,0.2902908180556441,17.396487628293897,0.1527280645055588,0.11772420340603972,0.3500000152535466,1.0798097892827239,0.8674730316862878,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0019567340248731416,-0.9847044425248714,0.792363984564809,0.8499999999999999,0.2912583653470392,0.34265690040828145,-0.5587416346529607,0.8980595721285363,True,True,0.28916609672574084,0.5608339032742591,0.2912585757075192,-2.1036047997968765e-07,-0.12671358906015096,-0.06252993924087914,1.5386030599791687,0.34579135671277456,parallel_orthogonal,-1.0,0.11059086888638617,0.3276298553187964,1.5033156867674353,0.5654168365845675,-1.1102230246251565e-16,2.939487061673697,0.28916609672574084,1.0,3.0,4.0,8.38193376139126e-06,5.52862568644996,1.6702184910648432,2.69262292875197,2.69262292875197,0.3021037389379355,2.186424306415108,3.52481801089423,3.52481801089423,0.3954733835162305,2.186424401106411,3.524816042956478,3.524816042956478,0.39547340064368824,3.016224914954834,5.073918548151603,1.1213119873790969,1.8120563041522768,1.8120563041522768,0.9375,1e-05,6.356997966766357,0.2498803734779358,6.034790515899658,6.6887946128845215,9.028216361999512,0.0,0.0,0.0,1.15,0.0,0.35,1.0,1.0,2.0,2.0,4.0,0.992906376240872,1.1753451851254084,0.7639040995676438,0.0,1.0,,,1.0,,,,,0.0,True,0.35,0.35,1.0,1.1198782850438944,1.409020880724849,1.158239297828588,1.0737998390121501
est-lifted_interaction__dir-lifted_interaction__support-unprojected__cal-none__controller-base,est-lifted_interaction__dir-lifted_interaction__support-unprojected__cal-none__controller-base,lifted_interaction,lifted_interaction,unprojected,none,base,15.0,0.0003950263504872279,0.9999676322732142,0.9999677697674227,0.0028661398687681514,0.9999999999999347,1.1357681555853223e-07,0.9999999999999347,1.1357681555853223e-07,0.7200662986178054,1.1004685016670457,1.5282877476413448,-0.38040220304924033,-0.5282877476413447,7.211159112370475,9.349272811268238,1.0332543648773216,2.04471884950155,0.20327127652922164,0.20327127652922164,16.20086630325622,0.14655325235346858,0.11296460114079723,0.3500000152535466,1.0101028973722277,0.8584510686576332,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0019567340248731416,-0.9091305156250996,0.7414727751071363,0.8499999999999999,0.31231694316092984,0.3674316978363881,-0.53768305683907,0.8906890698936746,True,True,0.31053657527550393,0.539463424724496,0.31231714550437245,-2.023434426123849e-07,-0.0924675380290918,0.0925361815524054,1.5252023429358346,0.30507173640359886,parallel_orthogonal,1.0,0.1636601097897534,0.2574570504296061,1.5033156867674353,0.5654168365845675,-1.1102230246251565e-16,2.7371977012559348,0.31053657527550393,1.0,3.0,4.0,8.38193376139126e-06,5.52862568644996,1.56249091741047,2.485306170477303,2.485306170477303,0.2826183225317568,2.1079086552810447,3.3528504578156535,3.3528504578156535,0.3812717255297807,2.107909324837388,3.352849103066093,3.352849103066093,0.38127184663697467,2.2331554952796178,3.7052466062434006,0.985228311354909,1.5671112256424646,1.5671112256424646,0.9375,1e-05,6.356997966766357,0.2498803734779358,6.034790515899658,6.6887946128845215,9.028216361999512,0.0,0.0,0.0,1.15,0.0,0.35,1.0,1.0,2.0,2.0,4.0,1.0237572217539648,1.1305588608310322,0.7412517205125976,0.0,1.0,,,1.0,,,,,0.0,True,0.35,0.35,1.0,1.0,1.0,1.0,1.0
est-first_order__dir-first_order__support-projected__cal-none__controller-base,est-first_order__dir-first_order__support-projected__cal-none__controller-base,first_order,first_order,projected,none,base,15.0,0.0003950263504872279,0.9999676322732142,0.7740470012744547,0.2385755093303349,0.7720953342835559,0.23988706879586247,0.7720953342835559,0.23988706879586247,0.7200662986178054,81.08186924007882,112.60333860329048,-80.36180294146101,-111.60333860329048,339.87781610320604,54.887140215613414,8.897502629150404,28.16363781777102,4.264938241606382,4.264938241606382,145.10639254074653,0.7633570377866514,0.6162138406380686,1.0,8.150440931303875,1.5823612989990687,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,-0.0010973077323850064,-15.291457900092285,7.727101078699675,0.8500000000000001,-0.8042266785955481,-0.9461490336418211,-1.6542266785955482,1.2814793375084417,False,False,0.8499999999999994,7.124555491727489e-16,-0.8042266785955474,-6.306158279047357e-16,-0.3724721225227749,-0.06252993924087914,2.9186354464133593,0.34579135671277456,parallel_orthogonal,-1.0,0.11059086888638617,0.3276298553187964,1.5033156867674353,0.5654168365845675,1.1102230246251565e-16,2.939487061673697,0.28916609672574084,1.896938542714763,3.0,4.0,8.38193376139126e-06,5.52862568644996,8.169608255915672e-15,1.5870289615537323e-14,1.8857416422812667e-14,1.477692417473381e-15,13.792876477263773,33.41941363129835,33.41941363129835,2.494811054231536,13.457961174829794,32.015052358051555,32.015052358051555,2.4342326534809082,36.62323983508226,105.72159580643235,14.746057355791251,36.32111672409803,36.32111672409803,0.9375,1e-05,6.356997966766357,0.2498803734779358,6.034790515899658,6.6887946128845215,9.028216361999512,0.5476,1.0,0.4749744572913784,1.15,0.0,0.35,1.0,1.0,2.0,2.0,4.0,2.9186354464133566,2.4600559812907065e-15,8.428788132186259e-16,0.0,1.0,,,1.0,,,,,0.0,False,0.35,0.35,1.0,237.34689525297244,9.009770009596393,629709.4378123131,11.889359337133621
est-first_order__dir-lifted_interaction__support-projected__cal-none__controller-base,est-first_order__dir-lifted_interaction__support-projected__cal-none__controller-base,first_order,lifted_interaction,projected,none,base,15.0,0.0003950263504872279,0.9999676322732142,0.7740470012744547,0.2385755093303349,0.7720953342835559,0.23988706879586247,0.7720953342835559,0.23988706879586247,0.7200662986178054,67.19799608166848,93.32195689571583,-66.47792978305067,-92.32195689571583,270.67772461486567,47.283264320601525,7.974884703015216,16.836446299216224,2.6233742351265845,2.6233742351265845,130.3954257457763,0.6909948475015388,0.5779642054965336,1.0,7.445290544208994,1.3648937599587616,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,-0.0010973077323850064,-12.388532012761653,5.852777905361086,0.8499999999999999,-0.5788583524045987,-0.6810098263583515,-1.4288583524045986,1.2026004233416097,False,False,0.8499999999999994,3.575849393025023e-16,-0.5788583524045985,-1.9026055235245822e-16,-0.2531011863655267,0.0925361815524054,2.802225914029115,0.30507173640359886,parallel_orthogonal,1.0,0.1636601097897534,0.2574570504296061,1.5033156867674353,0.5654168365845675,-1.1102230246251565e-16,2.7371977012559348,0.31053657527550393,1.8372814118782173,3.0,4.0,8.38193376139126e-06,5.52862568644996,6.932945096781316e-15,1.507505255503032e-14,1.7520351654954875e-14,1.2540087699865782e-15,11.650361757808744,29.044855021941125,29.044855021941125,2.1072798953205445,10.403817847015178,25.404586704412498,25.404586704412498,1.881809049311073,26.54583173033631,84.2694543665735,10.90154494715068,27.772929424693476,27.772929424693476,0.9375,1e-05,6.356997966766357,0.2498803734779358,6.034790515899658,6.6887946128845215,9.028216361999512,0.434,1.0,0.31475759374483453,1.15,0.0,0.35,1.0,1.0,2.0,2.0,4.0,2.8022259140291137,1.248688854430635e-15,4.456060620163337e-16,0.0,1.0,,,1.0,,,,,0.0,False,0.35,0.35,1.0,189.02239130537777,5.386112046901193,521882.5457687529,10.68400947377093
est-lifted_interaction__dir-first_order__support-projected__cal-none__controller-base,est-lifted_interaction__dir-first_order__support-projected__cal-none__controller-base,lifted_interaction,first_order,projected,none,base,15.0,0.0003950263504872279,0.9999676322732142,0.9999677697674227,0.0028661398687681514,0.9999999999999347,1.1357681555853223e-07,0.9999999999999347,1.1357681555853223e-07,0.7200662986178054,0.00015718207156443736,0.00021828833243015862,0.7199091165462409,0.9997817116675698,1.4333427466366466,2.878600325757451,0.011877502021673593,4.595076095483699,0.36082562064179136,0.36082562064179136,12.276403826163184,0.06458212553786108,0.04978049913633803,0.3500000152535466,0.09548809941609701,0.7398115017364423,1.0,6.423333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0019567340248731416,0.006549624747352669,0.006751419884583157,0.8500000000000001,0.8561508148937615,1.00723625281619,0.006150814893761458,0.7003472147871834,True,True,0.8499999999999994,7.124555491727489e-16,0.8561508148937609,7.178565242421177e-16,-0.3724721225227749,-0.06252993924087914,2.9186354464133593,0.34579135671277456,parallel_orthogonal,-1.0,0.11059086888638617,0.3276298553187964,1.5033156867674353,0.5654168365845675,1.1102230246251565e-16,2.939487061673697,0.28916609672574084,1.896938542714763,3.0,4.0,8.38193376139126e-06,5.52862568644996,2.1809130509390013e-15,2.4218959133115404e-15,2.987879076708551e-15,3.9447652538390763e-16,2.250395257839964,2.827375211992781,2.827375211992781,0.4070442430847561,2.2503950095040617,2.8273728782580765,2.8273728782580765,0.4070441981665583,1.2155893104847257,1.5560050460601482,2.0023345419301544,2.5566708862520917,2.5566708862520917,0.9375,1e-05,6.356997966766357,0.2498803734779358,6.034790515899658,6.6887946128845215,9.028216361999512,0.0,0.0,0.0,1.15,0.0,0.35,1.0,1.0,2.0,2.0,4.0,2.9186354464133566,2.4600559812907065e-15,8.428788132186259e-16,0.0,1.0,,,1.0,,,,,0.0,True,0.35,0.35,1.0,1.0009463243234218,1.4700011079811182,1.2207295520771149,1.0058728213233634
est-lifted_interaction__dir-lifted_interaction__support-projected__cal-none__controller-base,est-lifted_interaction__dir-lifted_interaction__support-projected__cal-none__controller-base,lifted_interaction,lifted_interaction,projected,none,base,15.0,0.0003950263504872279,0.9999676322732142,0.9999677697674227,0.0028661398687681514,0.9999999999999347,1.1357681555853223e-07,0.9999999999999347,1.1357681555853223e-07,0.7200662986178054,0.00012876076547584719,0.00017881793068639425,0.7199375378523295,0.9998211820693136,1.4319876219191856,2.86695747715447,0.010685554198101466,3.1258997496910195,0.2455421105313437,0.2455421105313437,12.204727641424782,0.06467561164167068,0.04985255908901372,0.3500000152535466,0.09548809941609701,0.7398115017364423,1.0,6.423333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0019567340248731416,0.005601315865405215,0.005782973617969426,0.8499999999999999,0.8548737727373835,1.005733850279275,0.004873772737383653,0.7007941795419158,True,True,0.8499999999999994,3.575849393025023e-16,0.8548737727373832,3.625509103057766e-16,-0.2531011863655267,0.0925361815524054,2.802225914029115,0.30507173640359886,parallel_orthogonal,1.0,0.1636601097897534,0.2574570504296061,1.5033156867674353,0.5654168365845675,-1.1102230246251565e-16,2.7371977012559348,0.31053657527550393,1.8372814118782173,3.0,4.0,8.38193376139126e-06,5.52862568644996,1.9724742132566153e-15,1.9504726343373957e-15,2.547831248571534e-15,3.5677478004903244e-16,2.1630373925309594,2.7185351242195903,2.7185351242195903,0.39124323388944937,2.1630380659240336,2.7185337736593223,2.7185337736593223,0.39124335569061885,1.9467012881021688,2.28739304439411,1.6524159373748928,2.0977664398242606,2.0977664398242606,0.9375,1e-05,6.356997966766357,0.2498803734779358,6.034790515899658,6.6887946128845215,9.028216361999512,0.0,0.0,0.0,1.15,0.0,0.35,1.0,1.0,2.0,2.0,4.0,2.8022259140291137,1.248688854430635e-15,4.456060620163337e-16,0.0,1.0,,,1.0,,,,,0.0,True,0.35,0.35,1.0,1.0,1.0,1.0,1.0
est-first_order__dir-first_order__support-unprojected__cal-response_gain__controller-base,est-first_order__dir-first_order__support-unprojected__cal-response_gain__controller-base,first_order,first_order,unprojected,response_gain,base,15.0,0.0003950263504872279,0.9999676322732142,0.7740470012744547,0.2385755093303349,0.7720953342835559,0.23988706879586247,0.7720953342835559,0.23988706879586247,0.7200662986178054,0.06892538505958466,0.0957208873570247,0.6511409135582207,0.9042791126429752,2.391527946579122,5.125647120049606,0.23730744403510418,1.3466013096187144,0.105913518913962,0.105913518913962,6.347163281969977,0.0557233151811286,0.05036770316260437,0.3998414651042396,0.15172815439864262,0.7398115017364423,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010973077323850064,-0.0010972765425052823,0.2385754951858187,0.8499999999999999,0.8499999999999999,1.0,0.0,0.7025000000000001,True,True,0.28916609672574084,0.5608339032742591,0.8499997293137241,2.706862757273498e-07,-0.12671358906015096,-0.06252993924087914,1.5386030599791687,0.34579135671277456,parallel_orthogonal,-1.0,0.11059086888638617,0.3276298553187964,1.5033156867674353,0.5654168365845675,-1.1102230246251565e-16,2.939487061673697,0.28916609672574084,1.0,3.0,4.0,8.38193376139126e-06,5.52862568644996,0.7806588549830906,0.982411952960476,0.982411952960476,0.1412030582747531,1.0219330612637496,1.286040948748022,1.286040948748022,0.18484395928058445,1.0219331561507479,1.2860389810515174,1.2860389810515174,0.18484397644343895,1.5913447462210453,1.9627941794285846,0.5668703991586657,0.7133727156295003,0.7133727156295003,0.9375,1e-05,6.356997966766357,0.2498803734779358,6.034790515899658,6.6887946128845215,9.028216361999512,0.0,0.0,0.0,1.15,0.0,0.35,1.0,1.0,2.0,2.0,4.0,0.992906376240872,1.1753451851254084,0.7639040995676438,0.0,1.0,,,-3.1067897562254134,0.33707829303190817,9.332812300755222e-17,-0.2735943101063605,0.8499999999999999,2560.0,True,0.35,0.35,1.0,1.6758933483579428,1.1741552067419205,1471.7137731559126,0.8828594257880317
est-first_order__dir-lifted_interaction__support-unprojected__cal-response_gain__controller-base,est-first_order__dir-lifted_interaction__support-unprojected__cal-response_gain__controller-base,first_order,lifted_interaction,unprojected,response_gain,base,15.0,0.0003950263504872279,0.9999676322732142,0.7740470012744547,0.2385755093303349,0.7720953342835559,0.23988706879586247,0.7720953342835559,0.23988706879586247,0.7200662986178054,0.06892538505958463,0.09572088735702466,0.6511409135582207,0.9042791126429752,2.3915279465791213,5.125647120049603,0.23730744403510406,0.9826642014542346,0.07728896648427112,0.07728896648427112,6.159985975925736,0.05572331518112858,0.050367703162604346,0.3998414651042396,0.15172815439864243,0.7398115017364423,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010973077323850064,-0.001097276542505091,0.23857549518581853,0.8499999999999999,0.8499999999999996,0.9999999999999998,-2.220446049250313e-16,0.7025000000000001,True,True,0.31053657527550393,0.539463424724496,0.849999663157329,3.368426707284211e-07,-0.0924675380290918,0.0925361815524054,1.5252023429358346,0.30507173640359886,parallel_orthogonal,1.0,0.1636601097897534,0.2574570504296061,1.5033156867674353,0.5654168365845675,-1.1102230246251565e-16,2.7371977012559348,0.31053657527550393,1.0,3.0,4.0,8.38193376139126e-06,5.52862568644996,0.7509119847997422,0.9449773159935793,0.9449773159935793,0.13582254024542537,1.0130323667653198,1.274839963056139,1.274839963056139,0.18323403033924837,1.0130330365165034,1.2748386085460215,1.2748386085460215,0.18323415148168443,1.1943530587889986,1.4009005841886464,0.5132382956239884,0.6458799571235814,0.6458799571235814,0.9375,1e-05,6.356997966766357,0.2498803734779358,6.034790515899658,6.6887946128845215,9.028216361999512,0.0,0.0,0.0,1.15,0.0,0.35,1.0,1.0,2.0,2.0,4.0,1.0237572217539648,1.1305588608310322,0.7412517205125976,0.0,1.0,,,-4.0193202955398455,0.31844356290365017,2.5231552958082657e-16,-0.21147854301216717,0.8499999999999999,2560.0,True,0.35,0.35,1.0,1.6758933483579421,0.8568239763134314,1471.7137731559121,0.856823976313431
