index,support_mode,contrast,fixed_factor,fixed_name,metric,mean,min,max
0,projected,direction_provider_first_order_minus_lifted,estimator,first_order,actuation_energy_l1,14.710966794970242,6.514875179411433,26.076327570364427
1,projected,direction_provider_first_order_minus_lifted,estimator,first_order,cumulative_collateral_abs,11.327191518554791,8.803315704052158,12.943699783173738
2,projected,direction_provider_first_order_minus_lifted,estimator,first_order,final_target_abs_error,0.9226179261351878,0.35663843961807196,1.7078602542432506
3,projected,direction_provider_first_order_minus_lifted,estimator,first_order,final_target_squared_error,13.883873158410337,7.287257760147142,19.684637084419354
4,projected,direction_provider_first_order_minus_lifted,estimator,first_order,integrated_absolute_error,7.603875895011886,4.2071282252218225,10.493296856122065
5,projected,direction_provider_first_order_minus_lifted,estimator,first_order,integrated_squared_error,69.20009148834046,47.26128619996746,88.51191454756028
6,projected,direction_provider_first_order_minus_lifted,estimator,first_order,mean_residual_off_support_l2,1.2366631591343558e-15,2.541100101397117e-16,1.8409565906887533e-15
7,projected,direction_provider_first_order_minus_lifted,estimator,first_order,observer_bias_abs_mean,1.874323173338587,1.7875956778054674,1.9650459010182217
8,projected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,actuation_energy_l1,0.07167618473840019,0.05590518283871759,0.08600799302875117
9,projected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,cumulative_collateral_abs,1.4691763457926788,1.1459116097436373,1.762941336346631
10,projected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,final_target_abs_error,0.001191947823572128,0.0009296820311268661,0.001430280371012893
11,projected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,final_target_squared_error,2.8421306088590188e-05,9.794504596768335e-06,4.305094379357827e-05
12,projected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,integrated_absolute_error,0.011642848602981709,0.009081057847719176,0.013970861383524547
13,projected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,integrated_squared_error,0.0013551247174607474,0.0007312652662284647,0.0019248817235313354
14,projected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,mean_residual_off_support_l2,2.0843883768238622e-16,1.9790616003459628e-17,4.046313501713451e-16
15,projected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,observer_bias_abs_mean,0.0009684462666137302,0.0007111707845664644,0.0011765324798405571
16,projected,estimator_first_order_minus_lifted,direction_provider,first_order,actuation_energy_l1,132.82998871458335,98.78318221626284,155.2127954542483
17,projected,estimator_first_order_minus_lifted,direction_provider,first_order,cumulative_collateral_abs,23.568561722287317,13.250476220804455,30.915514982435667
18,projected,estimator_first_order_minus_lifted,direction_provider,first_order,final_target_abs_error,8.88562512712873,6.608026814236233,10.379144713364465
