observer,estimator,direction_provider,support_mode,estimator_calibration,controller_mode,step,target_mse,target_mae,observer_error_mae,collateral_abs_delta,collateral_rms_delta,mean_observer_estimate,mean_true_target,mean_target_ref,mean_residual_off_support_l2,mean_residual_off_support_normalized,mean_nearest_clean_residual_l2,mean_residual_delta_from_initial_l2,mean_abs_residual_norm_z,mean_convex_hull_extrapolation_mass,fraction_outside_clean_convex_hull,next_clip_fraction
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,0,0.6653615095607748,0.7883611974716187,0.0027525483001844884,0.0,0.0,0.21116666558886912,0.21163880825042725,1.0,6.5979246431700396e-15,1.1245678525463105e-15,4.7689648908211125e-05,0.0,0.9166553020477295,2.59822080706724e-06,0.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,1,0.32846479290140623,0.5536832683945151,0.23160704060967366,0.005504680431594245,0.005690060118192716,0.21470969099581133,0.446316731605485,1.0,0.4251495939454829,0.07246362935792718,0.4295878957323956,0.4295899414756662,0.9380765754783428,0.0016709703359381644,0.768,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,2,0.10998070927156375,0.3200594014657689,0.4617037955424436,0.01098463672720764,0.011354563472128227,0.21823680299178755,0.6799405985342312,1.0,0.8483896390073293,0.14460179011723578,0.8572483431462723,0.8572503903566117,1.030328822769882,0.003335266795289919,0.768,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,3,0.008329658234019424,0.08748485035582572,0.690767076592685,0.016439979934685253,0.01699362484938094,0.2217480730514893,0.9125151496441744,1.0,1.2697287118771108,0.21641594411208495,1.2829879652117375,1.282990012911093,1.2060939503655757,0.004992088108266718,0.768,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,4,0.021948533990955737,0.14404509791135606,0.9188015255827746,0.021870820603103594,0.022607358521959733,0.22524357232858147,1.144045097911356,1.0,1.6891753507244003,0.2879075466108418,1.7068153885391766,1.7068174364830369,1.6195594959353383,0.006641467849303586,0.768,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,5,0.14929055792323861,0.3745351351436031,1.1458117634864589,0.02727726878501062,0.02819587824862354,0.2287233716571441,1.3745351351436033,1.0,2.106738055369795,0.35907804634557156,2.1287392015763076,2.1287412496668674,2.329151334132374,0.008283439442036787,0.768,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,6,0.3888251218449641,0.6039899320756028,1.3718023905224952,0.032659434038656114,0.03375929727718672,0.23218754155310756,1.6039899320756028,1.0,2.522425287457155,0.4299288855413952,2.548767954293194,2.548770002481554,3.1387044967997704,0.00991803615998116,0.768,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,7,0.7390376327096301,0.8324141384635532,1.5967779862478717,0.03801742543021171,0.03929772834681389,0.23563615221568163,1.8324141384635533,1.0,2.93624547062508,0.5004614999457154,2.9669101582856445,2.9669122065438582,4.038567758029467,0.01154529112720438,0.768,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,8,1.1984293587547126,1.059812383179388,1.8207431096506097,0.043351351535980805,0.044811283690304314,0.23906927352877833,2.0598123831793878,1.0,3.348206990677603,0.5706773188573108,3.3831742869302315,3.3831763352408357,5.019353003382597,0.013165237318998204,0.768,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,9,1.7655172770715428,1.2861892743045766,2.043702299242149,0.048661320444599275,0.05030007503636666,0.24248697506242758,2.2861892743045766,1.0,3.7583181957541267,0.6405777651553,3.797568775550175,3.7975708239015256,6.07217320539083,0.014777907562546643,0.768,0.0
