observer,estimator,direction_provider,support_mode,estimator_calibration,controller_mode,step,target_mse,target_mae,observer_error_mae,collateral_abs_delta,collateral_rms_delta,mean_observer_estimate,mean_true_target,mean_target_ref,mean_residual_off_support_l2,mean_residual_off_support_normalized,mean_nearest_clean_residual_l2,mean_residual_delta_from_initial_l2,mean_abs_residual_norm_z,mean_convex_hull_extrapolation_mass,fraction_outside_clean_convex_hull,next_clip_fraction
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,0,0.7984103457252162,0.8777418055733045,0.30823503618389486,0.0,0.0,0.3982841477119373,0.40168026089668274,1.0,1.8111285230577718e-15,3.301936589975336e-16,4.145763861341233e-05,0.0,0.9199634790420532,2.9615315878642746e-06,0.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,1,0.45675176024313546,0.6648490953553576,0.400409895879049,0.011480479805112326,0.013094641012036522,0.37404471737832146,0.5806907494119381,1.0,0.2967704898508066,0.054105345191564014,0.3766682301329992,0.3766755113522666,1.4872266921915904,0.0781576444754895,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,2,0.2264799349448793,0.44338025736999187,0.49629791640572324,0.023423437521308925,0.026716784560939944,0.34882882950139166,0.7669124459918875,1.0,0.6054960372033524,0.11039026192085662,0.7685176796015302,0.7685249620001051,2.27559894322595,0.1594630415565784,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,3,0.12236809202897721,0.2888430351305454,0.6380387206019787,0.035847503538771475,0.04088768047907642,0.32259714861324434,0.9606358692152231,1.0,0.9266582377848329,0.1689425517178608,1.1761523338262985,1.1761596166177681,3.3593771983793914,0.24404373294942586,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,4,0.16063000966422564,0.38023671312266577,0.8668544628408439,0.04877205875150013,0.05562943462384333,0.29530875466193923,1.162163217502783,1.0,1.2607580878518356,0.229853553096106,1.6002080809853776,1.6002153639731411,4.8546039597247335,0.3320316601144239,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,5,0.35904752843069276,0.47531208020806665,1.147840576519207,0.062217264790496093,0.0709650433616521,0.2669210791783565,1.3718088629908562,1.0,1.6083167657183328,0.29321828403597805,2.041346425775586,2.0413537088810036,6.618525181409327,0.42356407962178794,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,6,0.7371089157258344,0.59868624533657,1.442331530925121,0.07620409547485257,0.08691842944105857,0.2373898388716084,1.589899841935295,1.0,1.9698764447666217,0.35913559020780544,2.500255520932233,2.5002628041159842,8.646529764380663,0.5187837772646363,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,7,1.3161589844843469,0.8167763648709915,1.7486857143718837,0.09075436952981723,0.10351447931100104,0.20666896654941866,1.8167763648709916,1.0,2.346001139209487,0.42770829916594105,2.9776512406553297,2.9776585238949465,10.931944941437838,0.6178392907973688,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,8,2.119561947696001,1.0858847679552,2.0673810233828673,0.10589078462286364,0.12077908194236074,0.17471053925570856,2.0527923473225393,1.0,2.737277583922902,0.4990433807543766,3.474278297321928,3.474285580603368,13.467169381886093,0.7208851416468048,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,9,3.172878071494404,1.377879903944931,2.398914605992672,0.12163695277086672,0.13873916921340382,0.14146470351328944,2.2983159618939664,1.0,3.1443161497217953,0.5732521139741104,3.990911403193862,3.9909186865077633,16.24454222474254,0.8280820759575378,1.0,0.0
