observer,estimator,direction_provider,support_mode,estimator_calibration,controller_mode,step,target_mse,target_mae,observer_error_mae,collateral_abs_delta,collateral_rms_delta,mean_observer_estimate,mean_true_target,mean_target_ref,mean_residual_off_support_l2,mean_residual_off_support_normalized,mean_nearest_clean_residual_l2,mean_residual_delta_from_initial_l2,mean_abs_residual_norm_z,mean_convex_hull_extrapolation_mass,fraction_outside_clean_convex_hull,next_clip_fraction
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,0,0.6952330725623717,0.8170037466684977,0.2072813620368455,0.0,0.0,0.33028512665704823,0.3306906819343567,1.0,4.9199873983198195e-15,9.813181960461756e-16,3.81772981933807e-05,0.0,0.9896690845489502,1.0367600033184427e-06,0.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,1,0.3691925075036833,0.6045849082005547,0.29411823315960745,0.021487312894180738,0.024154910934146834,0.291457551431994,0.5299308654652859,1.0,0.30471512218767227,0.06077708534686754,0.3900024288183533,0.3900053009306229,1.365379444930244,0.1700408148830794,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,2,0.14839997105578395,0.3798507976784553,0.490343345976401,0.04422038019966586,0.04971023368335251,0.25037889793786683,0.7407222439142678,1.0,0.6270964928041663,0.12507779984876002,0.8026187842570853,0.8026216573458972,2.801167150169983,0.34994466811619923,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,3,0.053770271128354516,0.1939053432441017,0.7568158647410917,0.06827142611968283,0.07674715891137483,0.2069186570366606,0.9637345217777524,1.0,0.968168335167669,0.19310643040675662,1.2391571006552131,1.239159974069193,5.304306794430204,0.5402786770360499,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,4,0.10919813089178512,0.2799667231006631,1.038737468152955,0.09371686214789524,0.10535158441441009,0.16093875315639067,1.1996762213093455,1.0,1.3290142532515046,0.26507910771596743,1.7010042837291603,1.701007157305466,8.509481161171479,0.7416475432412589,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,5,0.34194185587595044,0.44929694224531946,1.3370038366279002,0.12063752983191366,0.13561438802310777,0.11229310561741951,1.4492969422453195,1.0,1.7107806743534648,0.34122449292462015,2.1896276472449383,2.1896305209184335,12.445095083980993,0.9546910266780357,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,6,0.7830543751132962,0.713389743324137,1.658447638822178,0.14911895761133268,0.16763171632643029,0.06082716452611488,1.713389743324137,1.0,2.1146804913582886,0.42178450410308566,2.7065795744291803,2.7065824481672967,17.13018577575386,1.1800859781926512,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,7,1.4678674344567535,0.992793661877618,2.0143839518840974,0.1792516325462796,0.20150529013464527,0.006377419761351229,1.9927936618776185,1.0,2.541996916164967,0.5070150848308723,3.253502449929475,3.2535053237136053,22.577545682097483,1.4185484899237466,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,8,2.4365353837546935,1.288396379498616,2.3909561273418367,0.21113128779977422,0.23734272765192627,-0.05122911850612482,2.2883963794986157,1.0,2.994087556521412,0.5971870173434338,3.8321338777490093,3.8321367515675204,28.796819888951102,1.6708361703663819,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,9,3.7346457739382597,1.6036205756930406,2.7893605556764802,0.24485920678724452,0.2752578863852968,-0.11217546941188153,2.6011370422541877,1.0,3.472388729218824,0.6925867828221998,4.444312201706036,4.444315075551176,35.79704073536941,1.9377505513358313,1.0,0.0
