observer,arm_id,estimator_name,direction_name,direction_support_mode,estimator_calibration,controller_mode,loop_steps,model_test_mse,model_test_r2,observer_initial_r2_vs_plant_target,observer_initial_mae_vs_plant_target,observer_initial_r2_vs_synthetic_clean_target,observer_initial_mae_vs_synthetic_clean_target,observer_initial_r2_vs_true_target,observer_initial_mae_vs_true_target,initial_target_mse,final_target_mse,final_over_initial_target_mse,target_improvement_mse,target_improvement_fraction,integrated_squared_error,integrated_absolute_error,final_target_mae,cumulative_collateral_abs,final_collateral_abs,max_collateral_abs,actuation_energy_l1,mean_abs_strength,mean_strength,max_abs_strength,overshoot_mean,undershoot_mean,settled_fraction,settling_step_mean,large_error_trajectory_rate,final_mse_growth_flag_rate,divergence_rate,divergence_rate_mse_growth,divergence_rate_old_abs_threshold,target_error_worsened_rate,mean_observer_bias_initial,mean_observer_bias_final,observer_bias_mae_path,effective_target_gain,observer_self_gain,observer_to_target_gain_ratio,mismatch_projection,omitted_response_gain,normalized_omitted_response,true_to_observer_response_ratio,true_response_direction_compatible,predicted_final_true_error_mae_unsaturated_affine,affine_true_error_prediction_residual_mae,observer_error_pole_unsaturated,observer_direction_sign_compatible,locally_convergent_unsaturated,target_gain_on_support_component,target_gain_off_support_component,observer_gain_on_support_component,observer_gain_off_support_component,effective_collateral_gain,raw_target_gain,direction_norm,raw_direction_norm,normalization_mode,orientation_sign,raw_parallel_norm,raw_orthogonal_norm,fixed_parallel_norm,target_head_norm,post_normalization_target_gain_error,projected_direction_scale,projected_target_gain_before_rescale,direction_norm_ratio_vs_unprojected,residual_support_rank,residual_support_n_centroids,residual_support_absolute_tolerance,residual_support_clean_rms_radius,mean_residual_off_support_l2_path,final_residual_off_support_l2,max_residual_off_support_l2,mean_residual_off_support_normalized_path,mean_residual_delta_from_initial_l2_path,final_residual_delta_from_initial_l2,max_residual_delta_from_initial_l2,mean_residual_delta_from_initial_normalized_path,mean_nearest_clean_residual_l2_path,final_nearest_clean_residual_l2,max_nearest_clean_residual_l2,mean_nearest_clean_residual_normalized_path,mean_abs_residual_norm_z_path,max_abs_residual_norm_z,mean_convex_hull_extrapolation_mass_path,final_convex_hull_extrapolation_mass,max_convex_hull_extrapolation_mass,outside_clean_convex_hull_step_fraction,convex_hull_extrapolation_tolerance,clean_residual_norm_mean,clean_residual_norm_std,clean_residual_norm_min,clean_residual_norm_max,clean_centroid_pairwise_rms,control_clip_fraction,examples_ever_clipped_fraction,clipped_command_mass_fraction,gamma,nuisance_interaction_weight,controller_gain,max_strength,target_ref_mean,divergence_abs_error_threshold,divergence_initial_error_multiplier,divergence_final_mse_multiplier,direction_on_support_norm,direction_off_support_norm,direction_off_support_fraction,affine_calibration_offset,affine_calibration_scale,calibration_raw_mae,calibration_affine_mae,response_calibration_scale,response_calibration_raw_mae,response_calibration_corrected_mae,response_calibration_raw_gain,response_calibration_target_gain,calibration_n_states,gain_match_eligible,base_controller_gain,effective_controller_gain,controller_gain_ratio_vs_base,ise_ratio_vs_lifted_diagonal_same_condition,collateral_ratio_vs_lifted_diagonal_same_condition,final_mse_ratio_vs_lifted_diagonal_same_condition,energy_ratio_vs_lifted_diagonal_same_condition
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,15.0,0.0004186725147997339,0.9999587584865683,0.7901441255827731,0.2072813620368455,0.7898272801006352,0.2074498358766053,0.7898272801006352,0.2074498358766053,0.6952330725623717,21.870731176337053,31.458128273054726,-21.175498103774682,-30.45812827305473,85.71614727013853,25.111219370726836,4.05170947487209,3.42795428054411,0.4924966018651743,0.4924966018651743,43.950891448252314,0.38185986188936716,0.3581688888927355,0.8665451597064907,4.048373968917275,0.8203392526233122,0.0,,0.8773333333333333,0.8773333333333333,0.8773333333333333,0.8773333333333333,0.426,1.0,-0.0004055656087802471,-5.457000275856917,2.4669880279123135,0.8499999999999999,-0.16564650664049355,-0.19487824310646304,-1.0156465066404934,1.0156465066404934,-6.131409150962504,-5.131409150962504,False,4.051709492420935,2.132297511892034e-08,1.0579762773241728,False,False,0.2932555272966708,0.556744472703329,-0.16564658228588416,7.56453906042287e-08,-0.08598208418282012,-0.03790622278543037,1.5606171316770114,0.2538109051875067,parallel_orthogonal,-1.0,0.06873838767646047,0.24432562217610773,1.5413730314340006,0.5514563850966117,-1.1102230246251565e-16,2.8984960925906122,0.2932555272966708,1.0,3.0,4.0,7.383534258348891e-06,5.013651451835824,3.0382740055546855,6.984175404035855,6.984175404035855,0.6060002444809313,3.8886910480151515,8.93905563546546,8.93905563546546,0.7756205403132379,3.8886907400676862,8.939052761536503,8.939052761536503,0.7756204788914441,33.92818098567999,94.95550495922814,1.731836440153204,4.1338991830685154,4.1338991830685154,0.9375,1e-05,5.84111213684082,0.06071062386035919,5.774877548217773,5.911202430725098,8.187268257141113,0.0,0.0,0.0,1.0,0.0,0.35,1.0,1.0,2.0,2.0,4.0,0.974048104445857,1.2193260933438659,0.7813102064524947,0.0,1.0,,,1.0,,,,,0.0,False,0.35,0.35,1.0,13.662902119677597,2.4286146307704772,23.626194711390553,2.762294905554733
est-first_order__dir-lifted_interaction__support-unprojected__cal-none__controller-base,est-first_order__dir-lifted_interaction__support-unprojected__cal-none__controller-base,first_order,lifted_interaction,unprojected,none,base,15.0,0.0004186725147997339,0.9999587584865683,0.7901441255827731,0.2072813620368455,0.7898272801006352,0.2074498358766053,0.7898272801006352,0.2074498358766053,0.6952330725623717,17.73100322442545,25.503682037270664,-17.03577015186308,-24.503682037270664,71.72762168574971,23.168592334729503,3.6368080230470654,2.512898412022646,0.3507758039951666,0.3507758039951666,40.264643084708524,0.3493185715501496,0.3276464931995473,0.740575611883942,3.646342970460688,0.807468799254875,0.0,,0.648,0.8773333333333333,0.648,0.8773333333333333,0.426,0.8773333333333333,-0.0004055656087802471,-4.8262402314877955,2.2410106998796695,0.8499999999999999,-0.13191898233034527,-0.15519880274158268,-0.9819189823303451,0.9819189823303451,-7.4433486749577105,-6.4433486749577105,False,3.6368080405959007,2.132296843656197e-08,1.0461716438156208,False,False,0.3326788082318297,0.5173211917681702,-0.13191905261957354,7.028922826418649e-08,-0.06694477621359594,0.09541089551812203,1.5624015678409537,0.30854893810350004,parallel_orthogonal,1.0,0.17301621324305935,0.25547570757281346,1.5413730314340006,0.5514563850966117,-1.1102230246251565e-16,2.555016968221406,0.3326788082318297,1.0,3.0,4.0,7.383534258348891e-06,5.013651451835824,2.658045911795858,5.936591386618173,5.936591386618173,0.5301616870120827,3.665480565505883,8.186638257988742,8.186638257988742,0.7310999978196953,3.6654807542343697,8.186635913847427,8.186635913847427,0.7311000354626165,26.747477466637818,77.57594461355976,1.6384833312704492,3.784861880992169,3.784861880992169,0.9375,1e-05,5.84111213684082,0.06071062386035919,5.774877548217773,5.911202430725098,8.187268257141113,0.0,0.0,0.0,1.0,0.0,0.35,1.0,1.0,2.0,2.0,4.0,1.0758453778963413,1.1329851640912811,0.7251561873794884,0.0,1.0,,,1.0,,,,,0.0,False,0.35,0.35,1.0,11.43317222694485,1.780321833262434,19.154189735632343,2.5306157577673587
est-lifted_interaction__dir-first_order__support-unprojected__cal-none__controller-base,est-lifted_interaction__dir-first_order__support-unprojected__cal-none__controller-base,lifted_interaction,first_order,unprojected,none,base,15.0,0.0004186725147997339,0.9999587584865683,0.9999590093543285,0.002954717582743669,0.9999999999999432,9.24565703351495e-08,0.9999999999999432,9.24565703351495e-08,0.6952330725623717,1.2199969541978208,1.7548028169910903,-0.5247638816354492,-0.7548028169910902,7.745800194237479,9.61661850880987,1.082519371570893,1.9087175758518473,0.19214700961006861,0.19214700961006861,17.147392143408798,0.14898220672848894,0.12207952083076905,0.3500000111642567,1.058709195871641,0.8408139223677497,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0013426405740962343,-1.0192726527222606,0.771751128092982,0.8499999999999999,0.2926500104352797,0.34429412992385855,-0.5573499895647201,0.5573499895647201,1.9044933186085755,2.9044933186085755,True,1.0825193891197356,2.1322973278762685e-08,0.8975724963476521,True,True,0.2932555272966708,0.556744472703329,0.29265005581950204,-4.5384222303879174e-08,-0.08598208418282012,-0.03790622278543037,1.5606171316770114,0.2538109051875067,parallel_orthogonal,-1.0,0.06873838767646047,0.24432562217610773,1.5413730314340006,0.5514563850966117,-1.1102230246251565e-16,2.8984960925906122,0.2932555272966708,1.0,3.0,4.0,7.383534258348891e-06,5.013651451835824,1.6917398891724806,2.7248683816199493,2.7248683816199493,0.33742670495234056,2.165260193967966,3.4875627620328897,3.4875627620328897,0.43187290037386294,2.165259886080801,3.4875598882332652,3.4875598882332652,0.4318728389640964,12.318659970121699,22.41683742086538,0.8779014885721826,1.4140292394743683,1.4140292394743683,0.9375,1e-05,5.84111213684082,0.06071062386035919,5.774877548217773,5.911202430725098,8.187268257141113,0.0,0.0,0.0,1.0,0.0,0.35,1.0,1.0,2.0,2.0,4.0,0.974048104445857,1.2193260933438659,0.7813102064524947,0.0,1.0,,,1.0,,,,,0.0,True,0.35,0.35,1.0,1.2346578009265599,1.3522757456341479,1.317920528343699,1.0777063308728603
est-lifted_interaction__dir-lifted_interaction__support-unprojected__cal-none__controller-base,est-lifted_interaction__dir-lifted_interaction__support-unprojected__cal-none__controller-base,lifted_interaction,lifted_interaction,unprojected,none,base,15.0,0.0004186725147997339,0.9999587584865683,0.9999590093543285,0.002954717582743669,0.9999999999999432,9.24565703351495e-08,0.9999999999999432,9.24565703351495e-08,0.6952330725623717,0.9256984225984066,1.331493651742753,-0.23046535003603497,-0.331493651742753,6.273641318610367,8.701536351177472,0.9429678053874387,1.4114854769925322,0.1386128269052743,0.1386128269052743,15.911006228868224,0.13803698585135532,0.11311074966400465,0.3500000111642567,0.9317574965917907,0.8282140554641455,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0013426405740962343,-0.8776121011358963,0.6811327908934521,0.8499999999999999,0.33195036225351554,0.3905298379453125,-0.5180496377464843,0.5180496377464843,1.560623806010014,2.560623806010014,True,0.9429678229362825,2.1322973587256654e-08,0.8838173732112695,True,True,0.3326788082318297,0.5173211917681702,0.3319504044236924,-4.217017674640333e-08,-0.06694477621359594,0.09541089551812203,1.5624015678409537,0.30854893810350004,parallel_orthogonal,1.0,0.17301621324305935,0.25547570757281346,1.5413730314340006,0.5514563850966117,-1.1102230246251565e-16,2.555016968221406,0.3326788082318297,1.0,3.0,4.0,7.383534258348891e-06,5.013651451835824,1.4930142753599778,2.3459078559819546,2.3459078559819546,0.2977898024429457,2.058886487275677,3.2350380467129556,3.2350380467129556,0.4106560870963187,2.0588866760699625,3.235035702710695,3.235035702710695,0.41065612475236385,8.749640673282547,16.194322002378,0.8391374201926592,1.3185018305712402,1.3185018305712402,0.9375,1e-05,5.84111213684082,0.06071062386035919,5.774877548217773,5.911202430725098,8.187268257141113,0.0,0.0,0.0,1.0,0.0,0.35,1.0,1.0,2.0,2.0,4.0,1.0758453778963413,1.1329851640912811,0.7251561873794884,0.0,1.0,,,1.0,,,,,0.0,True,0.35,0.35,1.0,1.0,1.0,1.0,1.0
est-first_order__dir-first_order__support-projected__cal-none__controller-base,est-first_order__dir-first_order__support-projected__cal-none__controller-base,first_order,first_order,projected,none,base,15.0,0.0004186725147997339,0.9999587584865683,0.7901441255827731,0.2072813620368455,0.7898272801006352,0.2074498358766053,0.7898272801006352,0.2074498358766053,0.6952330725623717,59.29815962891824,85.2924896256261,-58.60292655635587,-84.2924896256261,235.9610337770849,43.08135553892833,7.304592632002285,15.289498442143115,2.3812402018936893,2.3812402018936893,126.04213222490894,0.6369879526446764,0.5799228423272197,1.0,7.08849700062721,1.0330993780435718,0.0,,1.0,1.0,1.0,1.0,0.8773333333333333,1.0,-0.0004055656087802471,-11.570962074729351,5.028110687017753,0.8500000000000001,-0.4801259715066246,-0.5648540841254407,-1.3301259715066247,1.3301259715066247,-2.7703687166364257,-1.7703687166364257,False,,,1.1680440900273186,False,False,0.8499999999999993,7.12661339543781e-16,-0.48012597150662384,-7.183732913748069e-16,-0.24921875858689263,-0.03790622278543037,2.823274624731609,0.2538109051875067,parallel_orthogonal,-1.0,0.06873838767646047,0.24432562217610773,1.5413730314340006,0.5514563850966117,1.1102230246251565e-16,2.8984960925906122,0.2932555272966708,1.8090757607522663,3.0,4.0,7.383534258348891e-06,5.013651451835824,1.0997377081706937e-14,2.0891275601818928e-14,2.2726079966486434e-14,2.1934865611130748e-15,10.825442379753113,26.97587884442182,26.97587884442182,2.1591932514154357,10.492997208377082,25.60576443152739,25.60576443152739,2.0928852572180525,115.44478690141601,345.9122700707358,10.551562615316142,26.878359960803696,26.878359960803696,0.9375,1e-05,5.84111213684082,0.06071062386035919,5.774877548217773,5.911202430725098,8.187268257141113,0.3169777777777778,0.8773333333333333,0.2326921335977489,1.0,0.0,0.35,1.0,1.0,2.0,2.0,4.0,2.8232746247316065,3.0414526325238623e-15,1.0772783511320632e-15,0.0,1.0,,,1.0,,,,,0.0,False,0.35,0.35,1.0,171.53922681251214,7.356014312374604,2327726.615286926,10.455479376350349
est-first_order__dir-lifted_interaction__support-projected__cal-none__controller-base,est-first_order__dir-lifted_interaction__support-projected__cal-none__controller-base,first_order,lifted_interaction,projected,none,base,15.0,0.0004186725147997339,0.9999587584865683,0.7901441255827731,0.2072813620368455,0.7898272801006352,0.2074498358766053,0.7898272801006352,0.2074498358766053,0.6952330725623717,43.74038491913486,62.9147068017406,-43.04515184657249,-61.9147068017406,171.30227397779785,35.49832718835673,6.006387737175794,8.944320662403143,1.37306752727152,1.37306752727152,101.20103130897523,0.5351679608935791,0.4972593836145532,1.0,5.912415003920717,0.9109764799235748,0.0,,0.8773333333333333,1.0,0.8773333333333333,1.0,0.648,1.0,-0.0004055656087802471,-8.854522245119071,3.810799150513906,0.8500000000000002,-0.33705541787470283,-0.3965357857349444,-1.187055417874703,1.187055417874703,-3.5218404894947564,-2.5218404894947564,False,,,1.1179693962561459,False,False,0.8499999999999998,4.4119201864032487e-16,-0.33705541787470256,-3.1919165280558673e-16,-0.17104505844967333,0.09541089551812203,2.7488031957077226,0.30854893810350004,parallel_orthogonal,1.0,0.17301621324305935,0.25547570757281346,1.5413730314340006,0.5514563850966117,2.220446049250313e-16,2.555016968221406,0.3326788082318297,1.7593448779664433,3.0,4.0,7.383534258348891e-06,5.013651451835824,9.41844145996912e-15,1.7536860013278795e-14,1.758304200166797e-14,1.8785592796883428e-15,8.983808653657475,22.06607101716984,22.06607101716984,1.7918694069504806,8.141485176072138,19.407418074626907,19.407418074626907,1.6238634165705734,82.25225666558721,258.9487304884857,7.792593310376079,19.674962629426375,19.674962629426375,0.9375,1e-05,5.84111213684082,0.06071062386035919,5.774877548217773,5.911202430725098,8.187268257141113,0.1704,0.426,0.10511464366667052,1.0,0.0,0.35,1.0,1.0,2.0,2.0,4.0,2.7488031957077212,1.7171133842106449e-15,6.24676727272411e-16,0.0,1.0,,,1.0,,,,,0.0,False,0.35,0.35,1.0,124.53352640053681,4.303251088064014,1717012.1092512305,8.394853982859468
est-lifted_interaction__dir-first_order__support-projected__cal-none__controller-base,est-lifted_interaction__dir-first_order__support-projected__cal-none__controller-base,lifted_interaction,first_order,projected,none,base,15.0,0.0004186725147997339,0.9999587584865683,0.9999590093543285,0.002954717582743669,0.9999999999999432,9.24565703351495e-08,0.9999999999999432,9.24565703351495e-08,0.6952330725623717,2.6366222409152355e-05,3.792429251384176e-05,0.6952067063399625,0.9999620757074862,1.3756496459444425,2.74421736820461,0.004514110353006894,3.0281724700214605,0.2382848123812052,0.2382848123812052,12.612724161743492,0.06374180759434415,0.05223153488514268,0.3500000111642567,0.07395641594894001,0.7431565272013346,1.0,6.426,0.0,0.0,0.0,0.0,0.0,0.0,0.0013426405740962343,-3.2319045724118624e-05,0.0021094146710159264,0.8500000000000001,0.8482450432892512,0.9979353450461778,-0.0017549567107488784,0.0017549567107488784,0.002068926573320911,1.002068926573321,True,0.004514097717426206,2.1322973405381306e-08,0.7031142348487621,True,True,0.8499999999999993,7.12661339543781e-16,0.8482450432892504,6.79079908717003e-16,-0.24921875858689263,-0.03790622278543037,2.823274624731609,0.2538109051875067,parallel_orthogonal,-1.0,0.06873838767646047,0.24432562217610773,1.5413730314340006,0.5514563850966117,1.1102230246251565e-16,2.8984960925906122,0.2932555272966708,1.8090757607522663,3.0,4.0,7.383534258348891e-06,5.013651451835824,5.3007236160329156e-15,5.655816732662094e-15,6.079717014357567e-15,1.0572581015961882e-15,2.1440406769534994,2.6994094187345463,2.6994094187345463,0.42764055250957395,2.1440409037977437,2.699407115460952,2.699407115460952,0.42764059775488994,3.9603257741011877,5.654094765557163,1.7260329023928862,2.203430849626495,2.203430849626495,0.9375,1e-05,5.84111213684082,0.06071062386035919,5.774877548217773,5.911202430725098,8.187268257141113,0.0,0.0,0.0,1.0,0.0,0.35,1.0,1.0,2.0,2.0,4.0,2.8232746247316065,3.0414526325238623e-15,1.0772783511320632e-15,0.0,1.0,,,1.0,,,,,0.0,True,0.35,0.35,1.0,1.0000713798073404,1.4569006376571705,1.0349959936434223,1.0462539392573347
est-lifted_interaction__dir-lifted_interaction__support-projected__cal-none__controller-base,est-lifted_interaction__dir-lifted_interaction__support-projected__cal-none__controller-base,lifted_interaction,lifted_interaction,projected,none,base,15.0,0.0004186725147997339,0.9999587584865683,0.9999590093543285,0.002954717582743669,0.9999999999999432,9.24565703351495e-08,0.9999999999999432,9.24565703351495e-08,0.6952330725623717,2.547470963277571e-05,3.664197035230985e-05,0.6952075978527389,0.9999633580296478,1.3755514593462876,2.7432958058333607,0.004451693644393219,2.078503085077263,0.16356062059864726,0.16356062059864726,12.05512704754681,0.0637495258388389,0.052237859396037395,0.3500000111642567,0.07397441140328725,0.7431565272013346,1.0,6.426,0.0,0.0,0.0,0.0,0.0,0.0,0.0013426405740962343,-0.00011564354071229695,0.002058212897011932,0.8500000000000002,0.848138915910492,0.9978104893064609,-0.001861084089508247,0.001861084089508247,0.0021943151700689746,1.002194315170069,True,0.004451681008812739,2.1322973463434406e-08,0.7031513794313278,True,True,0.8499999999999998,4.4119201864032487e-16,0.8481389159104916,4.464421909251635e-16,-0.17104505844967333,0.09541089551812203,2.7488031957077226,0.30854893810350004,parallel_orthogonal,1.0,0.17301621324305935,0.25547570757281346,1.5413730314340006,0.5514563850966117,2.220446049250313e-16,2.555016968221406,0.3326788082318297,1.7593448779664433,3.0,4.0,7.383534258348891e-06,5.013651451835824,5.328307788928553e-15,5.762113667578817e-15,6.307836825807884e-15,1.0627599146281923e-15,2.087679400947806,2.6285235052597855,2.6285235052597855,0.4163989900381629,2.087680410651828,2.6285220370340685,2.6285220370340685,0.4163991914291114,2.7597476062006256,4.37028493553649,1.486038059251323,1.8823963769253333,1.8823963769253333,0.9375,1e-05,5.84111213684082,0.06071062386035919,5.774877548217773,5.911202430725098,8.187268257141113,0.0,0.0,0.0,1.0,0.0,0.35,1.0,1.0,2.0,2.0,4.0,2.7488031957077212,1.7171133842106449e-15,6.24676727272411e-16,0.0,1.0,,,1.0,,,,,0.0,True,0.35,0.35,1.0,1.0,1.0,1.0,1.0
est-first_order__dir-first_order__support-unprojected__cal-response_gain__controller-base,est-first_order__dir-first_order__support-unprojected__cal-response_gain__controller-base,first_order,first_order,unprojected,response_gain,base,15.0,0.0004186725147997339,0.9999587584865683,0.7901441255827731,0.2072813620368455,0.7898272801006352,0.2074498358766053,0.7898272801006352,0.2074498358766053,0.6952330725623717,0.05190016680004872,0.07465146416116818,0.6433329057623229,0.9253485358388318,2.099139638036893,4.717420366282666,0.20605790522008818,0.9136970186328142,0.07186452721629848,0.07186452721629848,6.413262594506552,0.05572054372280313,0.0522635846955749,0.39366625083781176,0.12359275620140651,0.7431565272013346,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004055656087802471,-0.0004055639887091275,0.20728136158596583,0.8499999999999999,0.8500000000000003,1.0000000000000004,4.440892098500626e-16,-4.440892098500626e-16,-5.2245789394125e-16,0.9999999999999994,True,0.20605790570102658,2.1322973681283293e-08,0.7024999999999999,True,True,0.2932555272966708,0.556744472703329,0.8500003881674498,-3.881674495720411e-07,-0.08598208418282012,-0.03790622278543037,1.5606171316770114,0.2538109051875067,parallel_orthogonal,-1.0,0.06873838767646047,0.24432562217610773,1.5413730314340006,0.5514563850966117,-1.1102230246251565e-16,2.8984960925906122,0.2932555272966708,1.0,3.0,4.0,7.383534258348891e-06,5.013651451835824,0.8098304917369725,1.019122693447824,1.019122693447824,0.16152508795569362,1.0365031520757584,1.3043765268024674,1.3043765268024674,0.20673618061268043,1.0365028444707844,1.3043736533585961,1.3043736533585961,0.20673611925919846,4.38227322392911,5.723778488547903,0.45191911209515684,0.5687135874531463,0.5687135874531463,0.9375,1e-05,5.84111213684082,0.06071062386035919,5.774877548217773,5.911202430725098,8.187268257141113,0.0,0.0,0.0,1.0,0.0,0.35,1.0,1.0,2.0,2.0,4.0,0.974048104445857,1.2193260933438659,0.7813102064524947,0.0,1.0,,,-5.131409150962507,0.304693951992148,2.5502603501204033e-16,-0.16564650664049355,0.8499999999999999,2560.0,True,0.35,0.35,1.0,1.5241031220446244,1.124996035172379,1179.7522355234878,0.8746236503630447
est-first_order__dir-lifted_interaction__support-unprojected__cal-response_gain__controller-base,est-first_order__dir-lifted_interaction__support-unprojected__cal-response_gain__controller-base,first_order,lifted_interaction,unprojected,response_gain,base,15.0,0.0004186725147997339,0.9999587584865683,0.7901441255827731,0.2072813620368455,0.7898272801006352,0.2074498358766053,0.7898272801006352,0.2074498358766053,0.6952330725623717,0.05190016680004872,0.07465146416116818,0.6433329057623229,0.9253485358388318,2.0991396380368923,4.717420366282663,0.2060579052200881,0.711395205416819,0.05595298995034409,0.05595298995034409,6.4226983281433325,0.055720543722803106,0.05226358469557488,0.39366625083781176,0.1235927562014064,0.7431565272013346,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004055656087802471,-0.00040556398870888474,0.20728136158596563,0.8499999999999999,0.8500000000000003,1.0000000000000004,4.440892098500626e-16,-4.440892098500626e-16,-5.2245789394125e-16,0.9999999999999994,True,0.20605790570102658,2.1322973875128232e-08,0.7024999999999999,True,True,0.3326788082318297,0.5173211917681702,0.8500004528980062,-4.528980058204901e-07,-0.06694477621359594,0.09541089551812203,1.5624015678409537,0.30854893810350004,parallel_orthogonal,1.0,0.17301621324305935,0.25547570757281346,1.5413730314340006,0.5514563850966117,-1.1102230246251565e-16,2.555016968221406,0.3326788082318297,1.0,3.0,4.0,7.383534258348891e-06,5.013651451835824,0.7524860966851976,0.9469582405955325,0.9469582405955325,0.15008743705342012,1.0376883074037766,1.3058679731018699,1.3058679731018699,0.20697256627678243,1.0376884964684483,1.3058656294386721,1.3058656294386721,0.2069726039867576,2.4845190474307897,3.337724417299103,0.4562728453379892,0.5741924974154915,0.5741924974154915,0.9375,1e-05,5.84111213684082,0.06071062386035919,5.774877548217773,5.911202430725098,8.187268257141113,0.0,0.0,0.0,1.0,0.0,0.35,1.0,1.0,2.0,2.0,4.0,1.0758453778963413,1.1329851640912811,0.7251561873794884,0.0,1.0,,,-6.443348674957715,0.2945756946991035,4.260480856999038e-16,-0.13191898233034527,0.8499999999999999,2560.0,True,0.35,0.35,1.0,1.5241031220446237,0.8759104705541164,1179.7522355234878,0.8759104705541161
