prompt_id,family_id,arm,effect
qseq_20d84938c3ec3dc4,length_32_gap_8,selected,2.6406848430633545
qseq_59a61a4ecc55ea15,length_32_gap_8,selected,4.1893181800842285
qseq_31237421f3e8fb73,length_32_gap_8,selected,5.275426983833313
qseq_db51bc7a8ce2bdc9,length_32_gap_8,selected,2.2713842391967773
qseq_255b180c5f28b7b1,length_32_gap_8,selected,1.3998012542724607
qseq_1c4677283f4ddd38,length_32_gap_8,selected,4.5882248878479004
qseq_f7e61a8c16cb0bc2,length_32_gap_8,selected,3.2316780090332031
qseq_67a3ef5387ab6eca,length_32_gap_8,selected,3.0424594879150391
qseq_7e2b133ba97b8dce,length_32_gap_8,selected,2.9707069396972656
qseq_950af0df43357e44,length_32_gap_8,selected,2.3916444778442383
qseq_74ed97927d986956,length_32_gap_8,selected,2.565798282623291
qseq_87afc113ff384c6d,length_32_gap_8,selected,2.6069192886352535
qseq_2a1a536b5de4cf84,length_32_gap_8,selected,1.7061383724212646
qseq_63682190c380ff47,length_32_gap_8,selected,0.59667301177978505
qseq_6cd4ec537ca76518,length_32_gap_8,selected,4.1854162216186523
qseq_a9ea8585d9a3c7f1,length_32_gap_8,selected,6.116520881652832
qseq_11741601f9bfa578,length_32_gap_8,selected,8.0127578973770142
qseq_22a648f6472d4674,length_32_gap_8,selected,7.7039740085601789
qseq_a88503e9abfb0d77,length_32_gap_8,selected,9.8075886964797956
qseq_3ac95bf0de6f1790,length_32_gap_8,selected,3.7436022758483887
qseq_81860bc02f0fb157,length_32_gap_8,selected,2.3556110858917241
qseq_c3c978d14fde62e1,length_32_gap_8,selected,3.2786300182342529
qseq_54e32c4912938dbc,length_32_gap_8,selected,3.141357421875
qseq_db9cc61c16a077a0,length_32_gap_8,selected,5.9516987800598153
qseq_88cc5ee4f2c1aee5,length_32_gap_8,selected,3.6739799976348881
qseq_233e7deb7facb2d3,length_32_gap_8,selected,2.2264223098754883
qseq_d39f95bd596f6631,length_32_gap_8,selected,1.0198390483856199
qseq_3722357b53a5dc31,length_32_gap_8,selected,5.2001411914825439
qseq_1fad909cfec0bc31,length_32_gap_8,selected,3.4052848815917969
qseq_fb081f0f4fed1e4a,length_32_gap_8,selected,-0.026993036270141602
qseq_cfa290f91e756400,length_32_gap_8,selected,5.7026293277740479
qseq_f8c0f781f4c949d8,length_32_gap_8,selected,4.6276729106903076
qseq_8ac75402182e3000,length_32_gap_8,selected,2.0137102603912358
qseq_4d0c2bcc7fd5efd9,length_32_gap_8,selected,5.7300896644592285
qseq_1ac3e646d5b1a53b,length_32_gap_8,selected,4.750899076461792
qseq_da502db63aa53069,length_32_gap_8,selected,2.8680229187011719
qseq_2afb1901a35bc7e4,length_32_gap_8,selected,3.7507648468017578
qseq_ca9c1c54e5e581ab,length_32_gap_8,selected,4.2552876472473145
qseq_00ed603bd5ff1e0f,length_32_gap_8,selected,4.3532863855361938
qseq_6b8de9991cf2ccf0,length_32_gap_8,selected,5.793872594833374
qseq_5fc0c2647c795de0,length_32_gap_8,selected,6.0947976112365723
qseq_2ed16ad0822e1aa9,length_32_gap_8,selected,2.6279582977294922
qseq_c90fbe0d78789bdf,length_32_gap_8,selected,4.9611213207244873
qseq_265dbb128691c4ea,length_32_gap_8,selected,2.1201343536376958
qseq_74f97f9f309af75a,length_32_gap_8,selected,1.5919137001037598
qseq_5fae35a4e32931ac,length_32_gap_8,selected,3.752349853515625
qseq_1607504492823f9b,length_32_gap_8,selected,5.5718159675598153
qseq_515c6d1a3124f890,length_32_gap_8,selected,3.3640575408935547
qseq_91148b6cc5bccdd2,length_32_gap_8,selected,4.299872875213623
qseq_65d0ab00219d2c21,length_32_gap_8,selected,3.330350399017334
qseq_712af6cd95e56e10,length_32_gap_8,selected,7.4605934619903556
qseq_c2368bbd0e7be1e6,length_32_gap_8,selected,1.37335205078125
qseq_94595c58ff11bc3c,length_32_gap_8,selected,5.1143250465393066
qseq_22463e75f2e88311,length_32_gap_8,selected,4.8978934288024893
qseq_c9d5935b86e922bb,length_32_gap_8,selected,4.6501460075378418
qseq_041fbec7259fe37b,length_32_gap_8,selected,2.5881223678588867
qseq_0f456dc928177364,length_32_gap_8,selected,2.850628137588501
