observer,estimator,direction_provider,support_mode,estimator_calibration,controller_mode,x1,x2,n_examples,integrated_squared_error,final_target_squared_error,cumulative_collateral_abs,actuation_energy_l1,observer_bias_abs_mean,mean_residual_delta_from_initial_l2,mean_nearest_clean_residual_l2,mean_abs_residual_norm_z,mean_convex_hull_extrapolation_mass,control_clip_fraction
est-first_order__dir-first_order__support-projected__cal-none__controller-base,first_order,first_order,projected,none,base,0.0,0.0,646,24.87377505114395,4.35724626013792,4.86093966188303,71.24100044495495,1.4841019174072367,10.27043526513603,6.335444174186511,10.555546666941577,2.4558572165776376,0.0
est-first_order__dir-first_order__support-projected__cal-none__controller-base,first_order,first_order,projected,none,base,0.0,1.0,327,3.2459032085096045,0.4628577128495681,2.271415622899312,33.28943222038728,0.44557842946324555,4.799159985081784,4.068578647195398,2.7865198418388593,0.5438172065689464,0.0
est-first_order__dir-first_order__support-projected__cal-none__controller-base,first_order,first_order,projected,none,base,1.0,0.0,357,2.1626021744405466,0.28091165890593167,1.8774738080795603,27.515896452204434,0.3480924735902289,3.9668201107437517,3.910663555911876,1.9337821544916105,0.5005849577614743,0.0
est-first_order__dir-first_order__support-projected__cal-none__controller-base,first_order,first_order,projected,none,base,1.0,1.0,170,2.082922912738493,0.021346604110956204,0.7120502721296773,10.435672376556488,0.23447860634227216,1.5044552564138187,1.5044596332656441,4.984667581246476,0.12906347768159632,0.0
est-first_order__dir-first_order__support-projected__cal-response_gain__controller-base,first_order,first_order,projected,response_gain,base,0.0,0.0,646,1.8469923440374476,0.01235746696288008,2.378966538976017,25.80149201685045,0.11681255123888294,5.026398913788006,5.026401391069758,10.80621291847619,1.2019074835281045,0.0
est-first_order__dir-first_order__support-projected__cal-response_gain__controller-base,first_order,first_order,projected,response_gain,base,0.0,1.0,327,2.3225795751900775,0.05910642366722226,1.111641398340578,12.056498565646296,0.24047874554242218,2.348731277046848,2.3487201622986413,4.319147316248362,0.26523217420790646,0.0
est-first_order__dir-first_order__support-projected__cal-response_gain__controller-base,first_order,first_order,projected,response_gain,base,1.0,0.0,357,1.903534103455968,0.054421760316693726,0.9188444370640354,9.96548586086444,0.23110309879487873,1.941380261021558,1.9413819407140902,2.9788638435701023,0.24498872889121778,0.0
est-first_order__dir-first_order__support-projected__cal-response_gain__controller-base,first_order,first_order,projected,response_gain,base,1.0,1.0,170,3.559368696986187,0.18974049890846847,0.34848072374736483,3.779507809161554,0.43476473062694265,0.736287418348371,0.7362917952601554,2.763218557728221,0.06316452782439534,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,0.0,0.0,646,66.4579673757483,14.117478259251222,0.6771121228145417,40.73372665614099,2.4809682722055193,4.245818504704978,4.245819764884971,6.35803316219851,0.5378170401120503,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,0.0,1.0,327,9.654348582853332,2.1335157126706337,0.3164003590243446,19.03402007459339,0.9052752516927931,1.9839823479409295,1.9839746944895094,1.4902818021583775,0.11834664498345232,0.0
