observer,estimator,direction_provider,support_mode,estimator_calibration,controller_mode,step,target_mse,target_mae,observer_error_mae,collateral_abs_delta,collateral_rms_delta,mean_observer_estimate,mean_true_target,mean_target_ref,mean_residual_off_support_l2,mean_residual_off_support_normalized,mean_nearest_clean_residual_l2,mean_residual_delta_from_initial_l2,mean_abs_residual_norm_z,mean_convex_hull_extrapolation_mass,fraction_outside_clean_convex_hull,next_clip_fraction
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,0,0.7151697863894179,0.8293778430918852,0.2070075422639076,0.0,0.0,0.3144614431052226,0.3066151440143585,1.0,3.812978623952182e-15,6.400485135056611e-16,3.9368930816024654e-05,0.0,0.9761300683021545,1.9394164646919395e-06,0.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,1,0.38084079294734435,0.6142898356932942,0.278985299720719,0.0037497145652496686,0.004202525362494018,0.3197830425853342,0.5105628668336651,1.0,0.3542004285083925,0.05945626244158767,0.3761962145271194,0.3762002055983722,0.9089382030405738,0.04132348162266796,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,2,0.16397884141538055,0.4008714921042143,0.38786407934124356,0.007470321389030493,0.008372427969405162,0.32506333232328477,0.7129274116645283,1.0,0.7056513211996552,0.11845098641518353,0.7494761066000416,0.7494800986944127,0.9150755187769991,0.08232691347438771,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,3,0.06189557403783148,0.18910984154117572,0.5834184373059896,0.011162046424704785,0.012509961059938506,0.3303026329923614,0.9137210702983511,1.0,1.054374021772444,0.17698775468480085,1.119858356231909,1.1198623486673096,0.9922222720067927,0.12301204982043487,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,4,0.07195097942372274,0.25078365060095853,0.7774547742065485,0.014825113871636621,0.01661537590749032,0.335501262776575,1.1129560369831237,1.0,1.4003897082416394,0.23507012220269094,1.4873654563157652,1.4873694489216753,1.1363467223761379,0.1633813614790887,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,5,0.1915525884274892,0.3243206256187094,0.969984873917109,0.018459746188807843,0.020688921834908253,0.3406595373899834,1.3106444113070925,1.0,1.7437193942244928,0.2927016163252362,1.8520197255453659,1.8520237182535766,1.3420959246756652,0.20343730008851785,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,6,0.4181546867846405,0.5067981989335724,1.1610204288377068,0.02206616410832793,0.02473084622963268,0.3457777700958655,1.5067981989335724,1.0,2.084383930216792,0.3498857370271679,2.213843309429553,2.2138473022059615,1.690843612322294,0.24318229825566923,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,7,0.7492575403286572,0.7014293123300523,1.3505730406043075,0.025644586648838875,0.0287413945587203,0.3508562717257448,1.7014293123300526,1.0,2.4224040048591116,0.4066259571141196,2.5728581815884435,2.5728621744135602,2.269972566550105,0.2826187697040006,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,8,1.182406632591402,0.8945495714916433,1.538654220793376,0.029195231128816734,0.032720810383752005,0.3558953506982675,1.8945495714916434,1.0,2.7578001461932424,0.46292572243353236,2.92908614507571,2.929090137937357,2.9192926228096763,0.3217491094200667,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,9,1.7151919145924204,1.0861707046589084,1.7252753916209767,0.03271831317976905,0.03666933537562395,0.36089531303793154,2.086170704658908,1.0,3.0905927229088634,0.518788452083921,3.2825488336986286,3.282552826588684,3.6307900602865946,0.36057569379896715,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,10,2.345247066625542,1.2763043490301238,1.9166845805940935,0.03621404675933025,0.04058720932922443,0.36585646239367264,2.276304349030124,1.0,3.4208019455805396,0.5742175386225181,3.633267713330278,3.63327170624306,4.3969524161237095,0.39910088078866585,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,11,3.0702487718541622,1.4649620514680064,2.1104558423342703,0.039682644164255466,0.04447467017799667,0.37077910005730436,2.464962051468006,1.0,3.74844786789511,0.6292163482713029,3.9812640832124333,3.9812680761438064,5.2108868062439,0.43732701003318936,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,12,3.8879160015295566,1.6521552692009585,2.3027229245715346,0.043124316043313266,0.04833195400838868,0.37566352498181566,2.6521552692009585,1.0,4.073550387869559,0.6837882211214352,4.326559077248702,4.326563070195567,6.0663673855015805,0.4752564030147143,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,13,4.79600931164943,1.8401690139666678,2.493497503732807,0.04653927141007855,0.05215929507419073,0.3805100337995268,2.8378953705188685,1.0,4.396129249059422,0.7379364713360974,4.669173665287796,4.669177658247766,6.957833450344096,0.5128913631945515,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,14,5.7923301508768175,2.0345342396720936,2.682791165604931,0.0499277176556257,0.0559569258107616,0.3853189208401033,3.0221936354635086,1.0,4.716204041757825,0.7916643873517666,5.009128654396918,5.009132647368121,7.880356538619499,0.5502341761530362,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,15,6.874720179542188,2.227390675137113,2.8706154060382825,0.0532898605611239,0.05972507684914466,0.39009047814843095,3.205061256513578,1.0,5.033794204185193,0.8449752320779205,5.346444690125309,5.346448683106247,8.829590465093322,0.5872871097283303,1.0,
est-first_order__dir-lifted_interaction__support-unprojected__cal-none__controller-base,first_order,lifted_interaction,unprojected,none,base,0,0.7151697863894179,0.8293778430918852,0.2070075422639076,0.0,0.0,0.3144614431052226,0.3066151440143585,1.0,3.812978623952182e-15,6.400485135056611e-16,3.9368930816024654e-05,0.0,0.9761300683021545,1.9394164646919395e-06,0.0,0.0
est-first_order__dir-lifted_interaction__support-unprojected__cal-none__controller-base,first_order,lifted_interaction,unprojected,none,base,1,0.3808407929473442,0.6142898356932941,0.2802958742494041,0.0020238399035559518,0.0022682362554054913,0.3161664500632986,0.5105628668336651,1.0,0.34121974926798315,0.057277319082207866,0.3772065606424399,0.37721087637286876,0.9165241525480603,0.06010860852748894,1.0,0.0
