repetition,fold,model,measurement_budget,n_measurements,n_fit_prompts,n_eval_prompts,n_candidates,target,selected_subset_idx,selected_head_count,predicted_effect,actual_effect,absolute_target_error,oracle_target_error,oracle_regret,same_size_oracle_target_error,same_size_oracle_regret,within_tolerance,cost_selected_subset_idx,cost_selected_head_count,cost_aware_loss,cost_aware_oracle_loss,cost_aware_regret
0,0,additive_head,20,20,128,128,48,0.25,204,8,0.2108654380898881,1.3922093957662582,1.1422093957662582,0.0008128806948661804,1.141396515071392,0.2920606881380081,0.8501487076282501,0,103,2,0.05216711848974228,0.05216711848974228,0.0
0,0,additive_head,20,20,128,128,48,0.5,228,8,0.5496443012870202,1.203400433063507,0.7034004330635071,0.023546569049358368,0.6798538640141487,0.28547196835279465,0.41792846471071243,0,228,8,0.8634004330635071,0.06354656904935838,0.7998538640141487
0,0,additive_head,20,20,128,128,48,0.75,225,8,0.7259033801141117,1.1979160904884338,0.44791609048843384,0.03547196835279465,0.4124441221356392,0.03547196835279465,0.4124441221356392,0,225,8,0.6079160904884339,0.19547196835279465,0.4124441221356392
0,0,additive_head,20,20,128,128,48,1.0,225,8,0.7259033801141117,1.1979160904884338,0.19791609048843384,0.00636359304189682,0.19155249744653702,0.19791609048843384,0.0,1,225,8,0.35791609048843387,0.12636359304189682,0.23155249744653705
0,0,additive_head,20,20,128,128,48,1.25,225,8,0.7259033801141117,1.1979160904884338,0.05208390951156616,0.003602348268032074,0.04848156124353409,0.04659956693649292,0.005484342575073242,1,225,8,0.21208390951156617,0.1436023482680321,0.06848156124353408
0,0,additive_head,20,20,128,128,48,1.5,225,8,0.7259033801141117,1.1979160904884338,0.30208390951156616,0.06765391677618027,0.2344299927353859,0.10779060423374176,0.1942933052778244,0,225,8,0.4620839095115662,0.24765391677618026,0.21442999273538593
0,0,additive_head,20,20,128,128,48,1.75,225,8,0.7259033801141117,1.1979160904884338,0.5520839095115662,0.16414327919483185,0.3879406303167343,0.35779060423374176,0.1942933052778244,0,225,8,0.7120839095115662,0.3841432791948318,0.32794063031673437
0,0,additive_head,20,20,128,128,48,2.0,225,8,0.7259033801141117,1.1979160904884338,0.8020839095115662,0.41414327919483185,0.3879406303167343,0.6077906042337418,0.1942933052778244,0,225,8,0.9620839095115662,0.6341432791948318,0.32794063031673437
0,0,count_additive,20,20,128,128,48,0.25,106,2,0.23587844414824188,-0.11314314603805542,0.3631431460380554,0.0008128806948661804,0.36233026534318924,0.012167118489742279,0.35097602754831314,0,1,1,0.09124680280685425,0.05216711848974228,0.03907968431711197
0,0,count_additive,20,20,128,128,48,0.5,225,8,0.4831097217674467,1.1979160904884338,0.6979160904884338,0.023546569049358368,0.6743695214390755,0.28547196835279465,0.4124441221356392,0,75,2,0.17273578137159348,0.06354656904935838,0.10918921232223511
0,0,count_additive,20,20,128,128,48,0.75,55,2,0.6993274524226998,0.47645343095064163,0.27354656904935837,0.03547196835279465,0.23807460069656372,0.27354656904935837,0.0,0,55,2,0.31354656904935835,0.19547196835279465,0.1180746006965637
0,0,count_additive,20,20,128,128,48,1.0,38,5,1.0415794073025428,-0.14526136964559555,1.1452613696455956,0.00636359304189682,1.1388977766036987,0.6275050267577171,0.5177563428878784,0,38,5,1.2452613696455956,0.12636359304189682,1.1188977766036987
0,0,count_additive,20,20,128,128,48,1.25,172,6,1.2825018867861968,0.12662214785814285,1.1233778521418571,0.003602348268032074,1.119775503873825,0.24363640695810318,0.879741445183754,0,172,6,1.2433778521418573,0.1436023482680321,1.099775503873825
0,0,count_additive,20,20,128,128,48,1.5,172,6,1.2825018867861968,0.12662214785814285,1.3733778521418571,0.06765391677618027,1.3057239353656769,0.4936364069581032,0.879741445183754,0,172,6,1.4933778521418573,0.24765391677618026,1.245723935365677
0,0,count_additive,20,20,128,128,48,1.75,137,6,1.9959582971228937,1.0063635930418968,0.7436364069581032,0.16414327919483185,0.5794931277632713,0.7436364069581032,0.0,0,137,6,0.8636364069581032,0.3841432791948318,0.47949312776327135
0,0,count_additive,20,20,128,128,48,2.0,137,6,1.9959582971228937,1.0063635930418968,0.9936364069581032,0.41414327919483185,0.5794931277632713,0.9936364069581032,0.0,0,137,6,1.1136364069581033,0.6341432791948318,0.47949312776327147
0,0,count_plus_PE_bin4,20,20,128,128,48,0.25,106,2,0.2558645195309524,-0.11314314603805542,0.3631431460380554,0.0008128806948661804,0.36233026534318924,0.012167118489742279,0.35097602754831314,0,106,2,0.4031431460380554,0.05216711848974228,0.35097602754831314
0,0,count_plus_PE_bin4,20,20,128,128,48,0.5,38,5,0.5423472244391883,-0.14526136964559555,0.6452613696455956,0.023546569049358368,0.6217148005962372,0.12750502675771713,0.5177563428878784,0,38,5,0.7452613696455955,0.06354656904935838,0.6817148005962371
0,0,count_plus_PE_bin4,20,20,128,128,48,0.75,172,6,0.7732921638440449,0.12662214785814285,0.6233778521418571,0.03547196835279465,0.5879058837890625,0.2563635930418968,0.3670142590999603,0,172,6,0.7433778521418571,0.19547196835279465,0.5479058837890625
0,0,count_plus_PE_bin4,20,20,128,128,48,1.0,137,6,1.0617804061557283,1.0063635930418968,0.00636359304189682,0.00636359304189682,0.0,0.00636359304189682,0.0,1,137,6,0.12636359304189682,0.12636359304189682,0.0
