prompt_id,family_id,candidate_margin,candidate_correct,top1_correct,target_nll,target_token_id,candidate_predicted_token_id,predicted_token_id,candidate_logits_finite
qseq_46e5aff43cde7749,length_32_gap_8,7.9177665710449219,True,False,3.409799337387085,52328,52328,13,True
qseq_553617fde738acb0,length_32_gap_8,2.682269811630249,True,False,7.3197922706604004,145959,145959,198,True
qseq_809509c38a8f59b5,length_32_gap_8,4.9389362335205078,True,False,6.106165885925293,53608,53608,1,True
qseq_b41da2973023f663,length_32_gap_8,10.080952644348145,True,True,2.9244587421417236,146854,146854,146854,True
qseq_cbac0bdaf6e4ec3c,length_32_gap_8,10.826884269714355,True,True,2.632239818572998,54104,54104,54104,True
qseq_619107a9ab1417a4,length_32_gap_8,3.4430770874023438,True,False,4.619539737701416,6531,6531,220,True
qseq_2171cd762d78b17b,length_32_gap_8,-0.55786561965942383,False,False,7.4056754112243652,121931,101124,18137,True
qseq_d8c546252946b89c,length_32_gap_8,0.78493070602416992,True,False,6.9999103546142578,12291,12291,8,True
qseq_7b74722520bdd172,length_32_gap_8,8.771052360534668,True,True,3.1591935157775879,911,911,911,True
qseq_ba81c1ec67926d92,length_32_gap_8,9.8655023574829102,True,True,2.3833858966827393,120465,120465,120465,True
qseq_8f9d4302667d8e91,length_32_gap_8,7.3348069190979004,True,False,4.5931482315063477,147746,147746,722,True
qseq_244bff2710c61e1d,length_32_gap_8,8.8622455596923828,True,False,4.1619729995727539,38363,38363,428,True
qseq_184524e8ba12b104,length_32_gap_8,0.19090104103088379,False,False,9.8450422286987305,137641,24928,220,True
qseq_069e0532b612e90b,length_32_gap_8,8.5692138671875,True,True,1.8764380216598511,14077,14077,14077,True
qseq_3f972fc85df0164d,length_32_gap_8,9.7823467254638672,True,True,2.5611128807067871,104408,104408,104408,True
qseq_4c92349cc7f90419,length_32_gap_8,2.8798732757568359,True,False,6.7587542533874512,130578,130578,220,True
qseq_fa3e86f1b25922aa,length_32_gap_8,7.080439567565918,True,True,3.6953556537628174,107306,107306,107306,True
qseq_6f167887a3f804d2,length_32_gap_8,6.1901836395263672,True,False,6.3557205200195312,54878,54878,14,True
qseq_628fc6a61191e958,length_32_gap_8,14.02479076385498,True,True,0.40889468789100647,67360,67360,67360,True
qseq_ab9dc799ba00fcdc,length_32_gap_8,5.0481624603271484,True,False,7.0795102119445801,57684,57684,220,True
qseq_4c0f8b697e698714,length_32_gap_8,2.0993890762329102,True,False,5.605010986328125,67203,67203,220,True
qseq_aa2d683bf5f6469d,length_32_gap_8,4.8792781829833984,True,True,4.0298080444335938,116767,116767,116767,True
qseq_af38ff9005b7c402,length_32_gap_8,5.8823909759521484,True,False,5.984367847442627,104512,104512,82,True
qseq_a34242e9ff3dbb41,length_32_gap_8,12.117851257324219,True,True,3.2956831455230713,145877,145877,145877,True
