target,pool_id,oracle_mask_id,oracle_target_loss
0.86343068687710911,qpool_04a0d16a2ce1d6ae,qmask_04e99e00df510b89,0.6262034039145874
0.86343068687710911,qpool_094d56ddcd5f1fe4,qmask_168ecc77c6d9bec7,0.65573787143512163
0.86343068687710911,qpool_0b1792f4952557ee,qmask_bde177d3edcb1ae0,0.64563089520743233
0.86343068687710911,qpool_0ffd30d33ad8dd0f,qmask_b996be105c0f3dda,0.71064613058479154
0.86343068687710911,qpool_169a31b6710ef111,qmask_55cbf5fefb67a9c9,0.61893912743425972
0.86343068687710911,qpool_3bc403a0734a65bf,qmask_cbd8bcbf0db11c8c,0.65201222961013627
0.86343068687710911,qpool_4da0243bdf72a6cd,qmask_b52a639547d6a0e9,0.51658195553318365
0.86343068687710911,qpool_59fb93108c625f9c,qmask_af3070b33fa6727a,0.55082300278763796
0.86343068687710911,qpool_6c9ad557921d1966,qmask_5febbac13cd7abee,0.54589395496896032
0.86343068687710911,qpool_70bc91001fd21361,qmask_83013e5a4235b8ec,0.54184549290675932
0.86343068687710911,qpool_7d29cbb2adc90870,qmask_fac74048988e3cbb,0.63044453324846472
0.86343068687710911,qpool_a6ffe2b653ce5a24,qmask_d350d740bff94567,0.59170391927500532
0.86343068687710911,qpool_bace2709926cfaee,qmask_0cd7ddfc8c2186ca,0.64731038615127545
0.86343068687710911,qpool_c519138426e50658,qmask_ecc5bb9003043fc6,0.4550087971888388
0.86343068687710911,qpool_e3bc02cdca185ab2,qmask_30f1d2fade2e7178,0.7090489045222057
0.86343068687710911,qpool_ff721276bd560c43,qmask_9ef84ec72720c5bb,0.6025459779684752
1.7268613737542182,qpool_04a0d16a2ce1d6ae,qmask_56332775d253c008,0.82708936952985823
1.7268613737542182,qpool_094d56ddcd5f1fe4,qmask_2def687a70c0189d,1.0905829492021439
1.7268613737542182,qpool_0b1792f4952557ee,qmask_84e1013c62ab0342,0.87945660662535374
1.7268613737542182,qpool_0ffd30d33ad8dd0f,qmask_b996be105c0f3dda,0.8119647807234287
1.7268613737542182,qpool_169a31b6710ef111,qmask_bcbb878aab0fd0e6,0.74825729402800789
1.7268613737542182,qpool_3bc403a0734a65bf,qmask_330533bb35dfe50c,0.86026109806152817
1.7268613737542182,qpool_4da0243bdf72a6cd,qmask_b52a639547d6a0e9,0.72354523784088087
1.7268613737542182,qpool_59fb93108c625f9c,qmask_22c3d94ed895c2d5,0.74376523128375993
1.7268613737542182,qpool_6c9ad557921d1966,qmask_ba4de66f5ec66b86,0.8020357481427709
1.7268613737542182,qpool_70bc91001fd21361,qmask_7f50455f5507bafe,0.76830619932752597
1.7268613737542182,qpool_7d29cbb2adc90870,qmask_ecfec3b493d7256a,0.88265869426140853
1.7268613737542182,qpool_a6ffe2b653ce5a24,qmask_5a3f155888c60ff4,0.90189061381261126
1.7268613737542182,qpool_bace2709926cfaee,qmask_884363745844cf9e,0.87813181763795001
1.7268613737542182,qpool_c519138426e50658,qmask_ecc5bb9003043fc6,0.76195357846063416
1.7268613737542182,qpool_e3bc02cdca185ab2,qmask_f61f977e6689b2ed,0.82701099306450487
1.7268613737542182,qpool_ff721276bd560c43,qmask_2678a15f3a1887ca,0.89306083322753693
2.5902920606313278,qpool_04a0d16a2ce1d6ae,qmask_d7d102c2537b80f1,1.0614792343103545
2.5902920606313278,qpool_094d56ddcd5f1fe4,qmask_2def687a70c0189d,1.0631138429403109
2.5902920606313278,qpool_0b1792f4952557ee,qmask_693dc55993aa4fa9,1.1752972429026158
2.5902920606313278,qpool_0ffd30d33ad8dd0f,qmask_c76e2148877c5063,1.048495178712983
2.5902920606313278,qpool_169a31b6710ef111,qmask_cb0a7c3a10da33f2,1.0953734230620285
2.5902920606313278,qpool_3bc403a0734a65bf,qmask_8ec53a11acfe0f00,1.1964769087176137
2.5902920606313278,qpool_4da0243bdf72a6cd,qmask_fe024629e8134fa2,1.2680681239380647
2.5902920606313278,qpool_59fb93108c625f9c,qmask_d9d8505932b1a835,0.94925190748472232
2.5902920606313278,qpool_6c9ad557921d1966,qmask_fa363a52954060a1,1.2692440399282532
2.5902920606313278,qpool_70bc91001fd21361,qmask_a6bb6d75ba01c741,1.0220049665604165
2.5902920606313278,qpool_7d29cbb2adc90870,qmask_6d08de407943319e,1.2971429733975128
2.5902920606313278,qpool_a6ffe2b653ce5a24,qmask_8a58e1cfc4f87182,1.0475714216063352
2.5902920606313278,qpool_bace2709926cfaee,qmask_bad2b6dedfcd4ce3,1.0671037607307881
2.5902920606313278,qpool_c519138426e50658,qmask_47a8b0e6e63f5071,1.365704009701858
2.5902920606313278,qpool_e3bc02cdca185ab2,qmask_90dd78ad11f097b3,1.162864014117531
2.5902920606313278,qpool_ff721276bd560c43,qmask_239a2dd293cc8eaf,0.99390057606387927
