observer,loop_steps,model_test_mse,model_test_r2,observer_initial_r2_vs_true_target,observer_initial_mae_vs_true_target,initial_target_mse,final_target_mse,final_over_initial_target_mse,target_improvement_mse,target_improvement_fraction,integrated_squared_error,integrated_absolute_error,final_target_mae,cumulative_collateral_abs,final_collateral_abs,max_collateral_abs,actuation_energy_l1,mean_abs_strength,mean_strength,max_abs_strength,overshoot_mean,undershoot_mean,settled_fraction,settling_step_mean,divergence_rate,divergence_rate_mse_growth,divergence_rate_old_abs_threshold,target_error_worsened_rate,mean_observer_bias_initial,mean_observer_bias_final,observer_bias_mae_path,effective_target_gain,effective_collateral_gain,raw_target_gain,direction_norm,raw_direction_norm,normalization_mode,post_normalization_target_gain_error,gamma,nuisance_interaction_weight,controller_gain,max_strength,target_ref_mean,divergence_abs_error_threshold,divergence_initial_error_multiplier,divergence_final_mse_multiplier,ise_ratio_vs_lifted,cumulative_collateral_ratio_vs_lifted,final_mse_ratio_vs_lifted,energy_ratio_vs_lifted,source_file,seed
first_order,15.0,0.0003937550411771,0.99996384960976,0.7720953278566278,0.2398870696979106,0.7152026888298848,31.57964525859233,44.154818979020554,-30.86444256976245,-43.154818979020554,121.04991760457604,29.257697142947116,4.891125708551177,4.665943260239555,0.6990600799127662,0.6990600799127662,50.67687922626171,0.4489140914591828,0.4048560892006895,1.0,4.801320312766797,0.9223343200707456,0.0,,0.8726666666666667,0.8726666666666667,0.4233333333333333,1.0,-0.0039561519399646,-6.583412969801915,2.9654972209015655,0.8500000000000001,-0.1038149753241933,-0.0540704872634111,1.5253112883194384,0.3166589446213745,parallel_orthogonal,1.1102230246251563e-16,1.15,0.0,0.35,1.0,1.0,2.0,2.0,4.0,15.35424008435942,2.748552709232076,25.566588031063407,3.058157671198722,runs/trained_transformer_ctl2_v7_clean/seed0/trained_transformer_ctl2_results.csv,0
lifted_interaction,15.0,0.0003937550411771,0.99996384960976,0.9999999999999384,1.1279413367025217e-07,0.7152026888298848,1.2351920099867475,1.727051686575168,-0.5199893211568627,-0.7270516865751678,7.8838103963141375,9.756419748615516,1.0945979230610228,1.6976000658700057,0.1704677286646281,0.1704677286646281,16.571048544530285,0.1511472063227001,0.1165056630569839,0.3500000188058234,1.0648224533555963,0.862304393991792,0.0,,0.0,0.0,0.0,1.0,-0.0009021101375611,-0.9681365599709189,0.7819357830758521,0.8500000000000001,-0.0751883909785619,0.088021815878494,1.516705735196064,0.2983627635250276,parallel_orthogonal,1.1102230246251563e-16,1.15,0.0,0.35,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,runs/trained_transformer_ctl2_v7_clean/seed0/trained_transformer_ctl2_results.csv,0
oracle_target,15.0,0.0003937550411771,0.99996384960976,0.9999638494642606,0.0022052016933759,0.7152026888298848,1.7939859697509997e-05,2.5083602142017532e-05,0.7151847489701872,0.999974916397858,1.4120487628718443,2.7885708043466773,0.0041695989470002,0.7253352234741698,0.0570494069748434,0.0570494069748434,7.197805027735909,0.0649693614593257,0.0500589725141027,0.3503822475671768,0.0955321801503499,0.7369967441360156,1.0,6.423333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,-0.0585398057314132,0.3232160322664033,1.4951077007639502,0.5685209035873413,parallel_orthogonal,0.0,1.15,0.0,0.35,1.0,1.0,2.0,2.0,4.0,0.1791073975513172,0.4272709680312374,1.4523944093277024e-05,0.4343602644330999,runs/trained_transformer_ctl2_v7_clean/seed0/trained_transformer_ctl2_results.csv,0
first_order,15.0,0.0004051884114386,0.9999502064577304,0.7657432230500761,0.2358200119132991,0.7272055760673688,13.524063579136214,18.597304564511944,-12.796858003068843,-17.59730456451194,57.46891925025698,20.8569175364463,3.143221796669819,1.1983751839058832,0.1606008452571916,0.1606008452571916,35.27955736233059,0.312363782039732,0.2852794261028774,0.5987674948939042,3.148291017263253,0.83434721051071,0.0,,0.4353333333333333,0.882,0.4353333333333333,0.882,0.0011525158842014,-3.9949261183627542,1.969715356624272,0.8499999999999998,-0.0342764546748388,-0.0123164591560079,1.5593805797481033,0.223203377618031,parallel_orthogonal,-2.220446049250313e-16,1.15,0.0,0.35,1.0,1.0,2.0,2.0,4.0,4.306239229728157,2.885184274882325,5.667206248991589,1.681123083164214,runs/trained_transformer_ctl2_v7_clean/seed1/trained_transformer_ctl2_results.csv,1
lifted_interaction,15.0,0.0004051884114386,0.9999502064577304,0.9999999999999288,1.1280187809087453e-07,0.7272055760673688,2.386372223799453,3.2815648041433305,-1.659166647732084,-2.2815648041433305,13.345500838299888,12.446304621531574,1.5211988403953092,0.4153548160991415,0.0445469171467035,0.0445469171467035,20.985707540180417,0.1851462952731037,0.1459544864868649,0.3500000112584251,1.4490830490739184,0.9115322224255342,0.0,,0.0,0.0,0.0,1.0,0.0025177737270351,-1.422035522737561,1.05022798366647,0.8499999999999999,-0.0160402587157698,0.0550226794090721,1.5580272531733064,0.2346986312801106,parallel_orthogonal,-1.1102230246251563e-16,1.15,0.0,0.35,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,runs/trained_transformer_ctl2_v7_clean/seed1/trained_transformer_ctl2_results.csv,1
oracle_target,15.0,0.0004051884114386,0.9999502064577304,0.9999502064110348,0.0032497644374767,0.7272055760673688,1.824093333650028e-05,2.508359937934583e-05,0.7271873351340323,0.9999749164006208,1.435746389469917,2.8116404991384383,0.0042040937268023,0.1540116318650852,0.0121133952253979,0.0121133952253979,7.277870982653951,0.0655068494596048,0.0516369018337998,0.3518679577857255,0.0888660013675689,0.7505504297365745,1.0,6.435333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8499999999999998,-0.0123278662972668,0.3032722034625678,1.5434857432035187,0.5507015585899353,parallel_orthogonal,-2.220446049250313e-16,1.15,0.0,0.35,1.0,1.0,2.0,2.0,4.0,0.1075828031383811,0.3707953438737159,7.643792177340235e-06,0.3468013155486576,runs/trained_transformer_ctl2_v7_clean/seed1/trained_transformer_ctl2_results.csv,1
first_order,15.0,0.0005203209332322,0.9995307914330916,0.7600254184297266,0.2345512455872544,0.7246515708930272,6.708527977643551,9.257591161192504,-5.9838764067505235,-8.257591161192503,32.03328849565548,16.03321677757198,2.1796351134456207,0.4991809336865138,0.06093224903368,0.06093224903368,25.58587778962486,0.2366091237545105,0.2181396454129266,0.4014382891453064,2.23203231753366,0.7847340218257235,0.0,,0.4306666666666666,0.4306666666666666,0.0,0.8866666666666667,-0.0022482531762116,-2.687629047081361,1.430647243634783,0.8500000000000001,0.0171681880695069,0.0038138762253882,1.4786760455897514,0.1401045846959348,parallel_orthogonal,1.1102230246251563e-16,1.15,0.0,0.35,1.0,1.0,2.0,2.0,4.0,1.7855874424133518,1.679072462831592,1.961075102052384,1.102638439494693,runs/trained_transformer_ctl2_v7_clean/seed2/trained_transformer_ctl2_results.csv,2
lifted_interaction,15.0,0.0005203209332322,0.9995307914330916,0.999999999999938,1.0021764581200497e-07,0.7246515708930272,3.4208419507354253,4.720671406976648,-2.696190379842398,-3.720671406976648,17.93991587012964,14.226201489978946,1.8213638834337704,0.2972956466957321,0.0332060404080633,0.0332060404080633,23.204231662148576,0.2085094194398557,0.1660007185652657,0.3500000152780322,1.7205110438738969,0.9379840654736366,0.0,,0.4306666666666666,1.0,0.0,1.0,0.0031244189357256,-1.7558262872018664,1.2338848375448048,0.8500000000000001,0.0106169593352245,0.0417511680922389,1.4846071752266308,0.2058866495490257,parallel_orthogonal,1.1102230246251563e-16,1.15,0.0,0.35,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,runs/trained_transformer_ctl2_v7_clean/seed2/trained_transformer_ctl2_results.csv,2
oracle_target,15.0,0.0005203209332322,0.9995307914330916,0.9995307922474987,0.0104639370222886,0.7246515708930272,1.8176869146893152e-05,2.508359862449869e-05,0.7246333940238804,0.9999749164013756,1.4307039100395536,2.803986147219114,0.0041926485789373,0.0981211291346778,0.0077174691434788,0.0077174691434788,7.136566771519842,0.0653285149682707,0.0520510243408585,0.353932262584567,0.0850700648625691,0.7520611610511939,1.0,6.430666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500000000000001,0.0078755493393424,0.3334260653187526,1.472038443101084,0.5774306058883667,parallel_orthogonal,1.1102230246251563e-16,1.15,0.0,0.35,1.0,1.0,2.0,2.0,4.0,0.0797497558180697,0.3300456304195402,5.31356590239003e-06,0.3075545389921795,runs/trained_transformer_ctl2_v7_clean/seed2/trained_transformer_ctl2_results.csv,2
first_order,15.0,0.0003858272428431,0.9999757611441576,0.7679199689757922,0.2395470046612783,0.7119923164106033,13.93390507849326,19.570302596436488,-13.221912762082656,-18.570302596436488,58.782082208011815,20.976568006386717,3.1835227399375756,1.6065842389086602,0.2167572772347994,0.2167572772347994,36.11354213864061,0.314826254318243,0.2854287380046032,0.6233026111227558,3.180692707969581,0.8333420269209518,0.0,,0.422,0.8766666666666667,0.422,1.0,-0.0015763254513294,-4.03381517405829,1.988124526298368,0.8499999999999998,-0.0458998731864951,-0.0137742730405195,1.5101277157790252,0.2373377699935531,parallel_orthogonal,-2.220446049250313e-16,1.15,0.0,0.35,1.0,1.0,2.0,2.0,4.0,6.214061302611526,3.4287581659261543,8.940815134810592,1.9600089783206676,runs/trained_transformer_ctl2_v7_clean/seed3/trained_transformer_ctl2_results.csv,3
lifted_interaction,15.0,0.0003858272428431,0.9999757611441576,0.999999999999946,1.0358924876135235e-07,0.7119923164106033,1.558460259875225,2.1888723009427347,-0.8464679434646217,-1.1888723009427349,9.459527247230088,10.624564869351287,1.229354769262972,0.4685615494479471,0.0481088102004007,0.0481088102004007,18.425192199671777,0.1615581781869015,0.1256506200358999,0.3500000148860218,1.1850232205817957,0.8748435436341333,0.0,,0.0,0.0,0.0,1.0,-0.0014337983793651,-1.108552289744831,0.8683783275894978,0.8499999999999998,-0.0198520065610648,0.0775205443607837,1.511435469300184,0.2796441684652159,parallel_orthogonal,-2.220446049250313e-16,1.15,0.0,0.35,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,runs/trained_transformer_ctl2_v7_clean/seed3/trained_transformer_ctl2_results.csv,3
oracle_target,15.0,0.0003858272428431,0.9999757611441576,0.9999757607475648,0.0018546717137098,0.7119923164106033,1.7859330438045903e-05,2.5083599958045745e-05,0.7119744570801653,0.999974916400042,1.4057103560504691,2.7818149774370213,0.004159497270474,0.1878483467736501,0.0147747364427081,0.0147747364427081,7.262277234864865,0.0648119612038861,0.05040767063915,0.3499227467924356,0.0922895634174346,0.7382224315355221,1.0,6.422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8499999999999998,-0.015197540873903,0.3247569445362422,1.491556477064225,0.5698745250701904,parallel_orthogonal,-2.220446049250313e-16,1.15,0.0,0.35,1.0,1.0,2.0,2.0,4.0,0.1486026013046355,0.4009043144811403,1.1459599514892845e-05,0.3941493340294292,runs/trained_transformer_ctl2_v7_clean/seed3/trained_transformer_ctl2_results.csv,3
first_order,15.0,0.0004409746510657,0.999881144004522,0.7683194046570271,0.2385673036021005,0.7116161520763021,26.702418541939817,37.523626275246045,-25.99080238986351,-36.52362627524604,102.23971431457252,27.036756297459476,4.463330104957294,4.038476553906466,0.5948809760731524,0.5948809760731524,47.62284075940619,0.4151864619989814,0.3771479085192353,1.0,4.406471756724486,0.8871556445979107,0.0,,0.8773333333333333,0.8773333333333333,0.426,1.0,-0.0069172394450319,-5.9216183860362825,2.6907915023530102,0.8499999999999998,-0.0955202911657255,-0.0452357992983253,1.5575114689562042,0.2771625295980109,parallel_orthogonal,-2.220446049250313e-16,1.15,0.0,0.35,1.0,1.0,2.0,2.0,4.0,21.86015011113796,2.7449715184093875,43.882763669532494,3.3094433233541456,runs/trained_transformer_ctl2_v7_clean/seed4/trained_transformer_ctl2_results.csv,4
lifted_interaction,15.0,0.0004409746510657,0.999881144004522,0.9999999999999236,1.143744352504526e-07,0.7116161520763021,0.6084944590779984,0.8550880377048459,0.1031216929983037,0.1449119622951541,4.676990496166829,7.605587947095788,0.7682687793254167,1.471227124515528,0.1391126873238203,0.1391126873238203,14.38998529551492,0.1253777305768732,0.0977020871964907,0.3500000142890313,0.7774739829760507,0.8210920927144683,0.0,,0.0,0.0,0.0,0.0,-0.0049068028177424,-0.6703674860851244,0.5678300604894942,0.8499999999999998,-0.0739699076722005,0.1164482020014313,1.5584912155721828,0.3426554962959282,parallel_orthogonal,-2.220446049250313e-16,1.15,0.0,0.35,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,runs/trained_transformer_ctl2_v7_clean/seed4/trained_transformer_ctl2_results.csv,4
oracle_target,15.0,0.0004409746510657,0.999881144004522,0.99988114418772,0.0049067960421244,0.7116161520763021,1.7849893778116718e-05,2.5083598406297537e-05,0.7115983021825241,0.9999749164015936,1.4049676392718022,2.7810957787512876,0.004158421852254,0.7433041378778956,0.058462706240522,0.058462706240522,7.340846697036592,0.0647952049943107,0.0503083268104202,0.3492554903030395,0.0928187128702799,0.7374785834948222,1.0,6.426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8499999999999996,-0.0601512681333496,0.3067035744829671,1.5348272701827133,0.5538082122802734,parallel_orthogonal,-3.3306690738754696e-16,1.15,0.0,0.35,1.0,1.0,2.0,2.0,4.0,0.3003999346210531,0.5052273204401829,2.9334521476437428e-05,0.5101358025240368,runs/trained_transformer_ctl2_v7_clean/seed4/trained_transformer_ctl2_results.csv,4
first_order,15.0,0.0004516599076295,0.9998704594226996,0.7711070145494279,0.2362722432469442,0.7219322774735053,10.96919023120748,15.194209448004694,-10.247257953733977,-14.194209448004694,47.85857592215375,19.117676649836568,2.809283893045711,0.7417323131941371,0.0971938008009652,0.0971938008009652,32.98540240844891,0.2859938190349402,0.2603578213186355,0.5228571140963698,2.835551908900121,0.8108692921073722,0.0,,0.4213333333333333,0.8726666666666667,0.4213333333333333,0.8726666666666667,0.0020632145516282,-3.540306591309233,1.7781046707899903,0.8499999999999999,-0.0226563872671413,-0.0080878512803844,1.5195293296742316,0.1887441686996993,parallel_orthogonal,-1.1102230246251563e-16,1.15,0.0,0.35,1.0,1.0,2.0,2.0,4.0,4.00026864988702,7.971498927949285,5.2489597146758555,1.6970032078540154,runs/trained_transformer_ctl2_v7_clean/seed5/trained_transformer_ctl2_results.csv,5
lifted_interaction,15.0,0.0004516599076295,0.9998704594226996,0.9999999999999364,1.0385913885518147e-07,0.7219322774735053,2.089783657614692,2.894708718286095,-1.367851380141187,-1.894708718286095,11.9638404594415,11.834819501648887,1.4232781960862042,0.0930480352438499,0.009847444881071,0.009847444881071,19.43744257865097,0.1772874898616455,0.1366564604813363,0.3500000086274915,1.3539528850825846,0.9064626189654011,0.0,,0.0,0.0,0.0,1.0,0.0050398185418338,-1.2900208205376211,0.9890168175544516,0.8499999999999999,-0.0037030042329386,0.0628532018823796,1.524352061605612,0.2500595714551036,parallel_orthogonal,-1.1102230246251563e-16,1.15,0.0,0.35,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,runs/trained_transformer_ctl2_v7_clean/seed5/trained_transformer_ctl2_results.csv,5
oracle_target,15.0,0.0004516599076295,0.9998704594226996,0.9998704594453702,0.0050398147265116,0.7219322774735053,1.810865958695679e-05,2.5083598769583164e-05,0.7219141688139183,0.9999749164012304,1.42533512187173,2.8040065297757217,0.0041926790626331,0.0379801203596635,0.0029872302694778,0.0029872302694778,7.229201063340674,0.065328989849972,0.0505252692822841,0.3511299021542072,0.0948487466176351,0.7422885613441468,1.0,6.421333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500000000000001,-0.0030483968157046,0.3177848410621753,1.507829852508696,0.5637241005897522,parallel_orthogonal,1.1102230246251563e-16,1.15,0.0,0.35,1.0,1.0,2.0,2.0,4.0,0.1191369215181149,0.4081775639875628,8.66532739930901e-06,0.3719214106531091,runs/trained_transformer_ctl2_v7_clean/seed5/trained_transformer_ctl2_results.csv,5
