seed,gamma,archetype_index,x1,x2,estimator,direction_provider,relative_offset,direction_support_fraction,z0,zhat0,target_ref,initial_true_error,initial_observer_error,initial_mismatch,observer_gain,true_symmetric_gain,rho_measured,observer_pole,certificate_final_error,pole_only_final_error,bias_only_final_error,actual_final_error,shadow_final_error,certificate_residual,actual_integrated_squared_error,shadow_integrated_squared_error,final_suffix_value,final_shadow_value,final_suffix_shadow_abs_gap,final_suffix_move_abs,scalar_displacement,residual_displacement_l2,direction_norm,max_abs_action,would_clip_fraction,clean_archetype_count,clean_pairwise_distance_count,clean_pairwise_nonzero_distance_count,clean_pairwise_distance_median,clean_pairwise_distance_max,clean_pairwise_median_degenerate,clean_pairwise_max_degenerate,residual_displacement_over_clean_pairwise_median,residual_displacement_over_clean_pairwise_max
0,1.15,0,0,0,first_order,first_order,-0.5,1.0000000185807598,-0.0038321539759635925,-0.14592796824984977,-0.5038321539759636,-0.5,-0.3579041857261138,0.14209581427388618,0.8499999999999999,-0.05235791206359863,-1.0615975436042338,0.7025000000000001,-0.5219356044432567,-0.0017925104912421424,-0.14388832476512833,-0.521675355732441,-0.5219356094206764,0.00026024871081575807,4.281260881217472,4.284372896393809,0.017843201756477356,0.018103455444712813,0.0002602536882354567,0.02167535573244095,-0.41895500710630784,0.5635744130750162,1.3451907806701828,0.12526646500413982,0.0,4,6,6,4.761626884295952,5.904752654708569,False,False,0.1183575334165112,0.09544420334450598
0,1.15,0,0,0,first_order,first_order,-0.25,1.0000000185807598,-0.0038321539759635925,-0.14592796824984977,-0.2538321539759636,-0.25,-0.10790418572611382,0.14209581427388618,0.8499999999999999,-0.05235791206359863,-1.0615975436042338,0.7025000000000001,-0.2566133441022985,-0.0005404222489619439,-0.14263623652284813,-0.2565874606370926,-0.25661334577286904,2.5883465205933653e-05,1.0423880048648229,1.0425396785524974,0.002755306661128998,0.0027811917969054415,2.5885135776443705e-05,0.00658746063709259,-0.12631034187986467,0.16991150740009284,1.3451907806701828,0.03776646500413983,0.0,4,6,6,4.761626884295952,5.904752654708569,False,False,0.03568349883953911,0.028775381008483387
0,1.15,0,0,0,first_order,first_order,0.25,1.0000000185807598,-0.0038321539759635925,-0.14592796824984977,0.2461678460240364,0.25,0.3920958142738862,0.14209581427388618,0.8499999999999999,-0.05235791206359863,-1.0615975436042338,0.7025000000000001,0.27403117657961795,0.0019637542355984534,-0.14013206003828774,0.27445198595523834,0.27403117390311194,0.0004208093756203901,1.1619171861645932,1.1593452641140005,-0.028284139931201935,-0.02786332787907554,0.0004208120521263965,0.024451985955238342,0.45897884304327335,0.6174141081844782,1.3451907806701828,0.13723353499586016,0.0,4,6,6,4.761626884295952,5.904752654708569,False,False,0.12966452920129803,0.10456223050971317
0,1.15,0,0,0,first_order,first_order,0.5,1.0000000185807598,-0.0038321539759635925,-0.14592796824984977,0.4961678460240364,0.5,0.6420958142738862,0.14209581427388618,0.8499999999999999,-0.05235791206359863,-1.0615975436042338,0.7025000000000001,0.5393534369205761,0.003215842477878652,-0.13887997179600753,0.5406390726566315,0.5393534425147809,0.001285635736055335,4.533311788923662,4.517984117794468,-0.04447122663259506,-0.04318559649074448,0.0012856301418505828,0.04063907265663147,0.751623603076048,1.0110771413920048,1.3451907806701828,0.22473353499586016,0.0,4,6,6,4.761626884295952,5.904752654708569,False,False,0.21233859056167972,0.17123107444403304
0,1.15,0,0,0,first_order,lifted_interaction,-0.5,1.0000000041567096,-0.0038321539759635925,-0.14592796824984977,-0.5038321539759636,-0.5,-0.3579041857261138,0.14209581427388618,-0.35039573005152913,0.25579214096069336,-1.730009298124371,1.1226385055180352,0.7202011153683707,-2.0293912729501535,-2.1714870872240395,0.35067863017320633,0.7202011441023319,-0.3695224851951644,1.4262621522567256,2.2319434659894015,-0.8545107841491699,-1.2240332980782955,0.3695225139291256,0.8506786301732063,-4.770283948207133,6.43590312738305,1.3491656256231714,0.6326943099603353,0.0,4,6,6,4.761626884295952,5.904752654708569,False,False,1.3516185295006906,1.0899530435455125
0,1.15,0,0,0,first_order,lifted_interaction,-0.25,1.0000000041567096,-0.0038321539759635925,-0.14592796824984977,-0.2538321539759636,-0.25,-0.10790418572611382,0.14209581427388618,-0.35039573005152913,0.25579214096069336,-1.730009298124371,1.1226385055180352,0.11787725046802444,-0.6118392060241011,-0.7539350202979873,0.07751405984163284,0.11787723315530979,-0.0403631906263916,0.40262094329766945,0.40534650514318693,-0.33134621381759644,-0.3717093871312734,0.04036317331367695,0.32751405984163284,-1.4381881780012942,1.9403540529369652,1.3491656256231714,0.19075034826636655,0.0,4,6,6,4.761626884295952,5.904752654708569,False,False,0.4074981303840365,0.32860886245416016
0,1.15,0,0,0,first_order,lifted_interaction,0.25,1.0000000041567096,-0.0038321539759635925,-0.14592796824984977,0.2461678460240364,0.25,0.3920958142738862,0.14209581427388618,-0.35039573005152913,0.25579214096069336,-1.730009298124371,1.1226385055180352,-1.0867704793326682,2.2232649278280037,2.0811691135541173,-1.3370937630534172,-1.0867703336298264,-0.25032328372074897,6.30366720178,3.608519996957922,1.5832616090774536,1.3329381796538629,0.25032342942359076,1.5870937630534172,5.226002365081432,7.050742750393264,1.3491656256231714,0.6931373155602566,0.0,4,6,6,4.761626884295952,5.904752654708569,False,False,1.4807423852647745,1.1940792718507622
0,1.15,0,0,0,first_order,lifted_interaction,0.5,1.0000000041567096,-0.0038321539759635925,-0.14592796824984977,0.4961678460240364,0.5,0.6420958142738862,0.14209581427388618,-0.35039573005152913,0.25579214096069336,-1.730009298124371,1.1226385055180352,-1.6890943442330135,3.640816994754056,3.49872118048017,-1.2570275589823723,-1.6890943603905275,0.43206678525064124,8.829534969446382,8.638292380522861,1.7531954050064087,2.185262206414564,0.43206680140815523,1.7570275589823723,8.558098588052076,11.546292435694058,1.3491656256231714,1.1350813004642295,0.13333333333333333,4,6,6,4.761626884295952,5.904752654708569,False,False,2.4248629126684036,1.9554235563934774
0,1.15,0,0,0,lifted_interaction,first_order,-0.5,1.0000000185807598,-0.0038321539759635925,-0.0038321223609858457,-0.5038321539759636,-0.5,-0.5000000316149777,-3.161497774684108e-08,-0.3483341343220689,-0.05235791206359863,-0.8496905502370645,1.1219169470127242,-0.8468982209508837,-2.8078936570523894,-2.8078936254374116,-0.7700314149260521,-0.8468981970686487,0.07686680602483165,6.125063323812194,6.509044821143057,0.2661992609500885,0.3430660430926851,0.07686678214259662,0.2700314149260521,-6.625516247616501,8.912583373474222,1.3451907806701828,0.8759674224564606,0.0,4,6,6,4.761626884295952,5.904752654708569,False,False,1.8717517331877265,1.5093914842253633
0,1.15,0,0,0,lifted_interaction,first_order,-0.25,1.0000000185807598,-0.0038321539759635925,-0.0038321223609858457,-0.2538321539759636,-0.25,-0.25000003161497775,-3.161497774684108e-08,-0.3483341343220689,-0.05235791206359863,-0.8496905502370645,1.1219169470127242,-0.4234491214426205,-1.4039469172976844,-1.4039468856827066,-0.4079078957438469,-0.42344910434660066,0.015541225698773586,1.586238656350762,1.6272612407395197,0.1540757417678833,0.16961695037063707,0.015541208602753764,0.1579078957438469,-3.312758234818718,4.456291836067368,1.3451907806701828,0.43798372316797585,0.0,4,6,6,4.761626884295952,5.904752654708569,False,False,0.9358758979550472,0.7546957674025229
