observer,estimator,direction_provider,support_mode,estimator_calibration,controller_mode,step,target_mse,target_mae,observer_error_mae,collateral_abs_delta,collateral_rms_delta,mean_observer_estimate,mean_true_target,mean_target_ref,mean_residual_off_support_l2,mean_residual_off_support_normalized,mean_nearest_clean_residual_l2,mean_residual_delta_from_initial_l2,mean_abs_residual_norm_z,mean_convex_hull_extrapolation_mass,fraction_outside_clean_convex_hull,next_clip_fraction
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,0,0.6911563797226433,0.8146902705033621,0.2059327378275607,0.0,0.0,0.3359116536118904,0.33830708265304565,1.0,1.3879435386000594e-15,2.483507838376262e-16,4.1162638512545676e-05,0.0,0.9565699100494385,3.704105498571906e-06,0.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,1,0.3693137444094171,0.6046376097358735,0.27802968017851115,0.002639894121900746,0.0029706279405108263,0.32871111652778046,0.5358733421380506,1.0,0.34569464482145457,0.061856648791689076,0.37615708134278203,0.3761526483061472,1.2500936034266583,0.05976413641308142,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,2,0.15754568670783856,0.39230740359199157,0.4141492790767384,0.0053084119286263875,0.0059734656265548825,0.32143250589429756,0.7355817849710359,1.0,0.6951375666957343,0.1243839931255388,0.7563882537650717,0.7563838218689801,1.689139229711998,0.12017320549726299,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,3,0.05952176397970495,0.18306789496174466,0.6233806392872147,0.008005863779341016,0.009008862300019162,0.31407497518026767,0.9374556144674824,1.0,1.0483694072152827,0.1875893051787372,1.1407421745921802,1.1407377430762566,2.2682945633279803,0.1812372743936276,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,4,0.07900530567348368,0.25491692276350475,0.8348806406755527,0.010732563398352206,0.012077170989529333,0.3066376686757999,1.1415183093513528,1.0,1.4054312486387512,0.2514799359787968,1.5292635451334244,1.5292591138075737,3.129524730604571,0.24296344509464884,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,5,0.2198556084262891,0.34779360292030226,1.0486738815275394,0.013488827911598887,0.015178748551508818,0.29911972139276294,1.3477936029203024,1.0,1.76636461866903,0.3160633162585079,1.9219975518451893,1.921993120633374,4.259918357844189,0.30535889659785587,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,6,0.48603017931910397,0.5563054858059551,1.26478522684177,0.01627497788353354,0.018313955711682105,0.29152025896418515,1.556305485805955,1.0,2.131211495283079,0.3813469573201623,2.3189898712061203,2.3189854400703216,5.542768469886759,0.3684308857407791,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,7,0.8815870296777293,0.7670782087641103,1.4832398112215497,0.019091337354406063,0.021483157107029055,0.2838383975425608,1.7670782087641104,1.0,2.500014311614141,0.44733845190914795,2.7202866749751697,2.7202822438936605,6.966887098299303,0.43218674804495033,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,8,1.4106870205392479,0.9801362854951983,1.7040630417981422,0.02193823387795013,0.024686721328193332,0.2760732436970561,1.9801362854951983,1.0,2.872815960886872,0.5140454750970137,3.125934635547974,3.1259302045071786,8.52141768821827,0.49663389856905105,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,9,2.077596260928406,1.1955044954953238,1.9379088599304648,0.02481599855947938,0.027925020962350888,0.26822389430959903,2.195504495495324,1.0,3.2496598014060023,0.5814757851741124,3.535980931380522,3.5359765003713868,10.19618995768329,0.5617798327713144,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,10,2.8866885601134453,1.4132078869382183,2.1778072356446745,0.02772496609439608,0.031198432636543535,0.2602894364698435,2.413207886938218,1.0,3.630589661599074,0.6496372245519191,3.9504732524743744,3.9504688214905634,11.981908585572786,0.6276321273812758,1.0,0.0
