index,support_mode,contrast,fixed_factor,fixed_name,metric,mean,min,max
0,projected,direction_provider_first_order_minus_lifted,estimator,first_order,actuation_energy_l1,39.91656948722028,27.96397360849724,46.98812364310385
1,projected,direction_provider_first_order_minus_lifted,estimator,first_order,cumulative_collateral_abs,7.0230317751701365,3.3927103096907416,10.867107746790618
2,projected,direction_provider_first_order_minus_lifted,estimator,first_order,final_target_abs_error,2.445679394954655,1.7580944367792437,2.802780989349709
3,projected,direction_provider_first_order_minus_lifted,estimator,first_order,final_target_squared_error,26.329895786432065,7.800963109411628,45.31839048034037
4,projected,direction_provider_first_order_minus_lifted,estimator,first_order,integrated_absolute_error,13.118756107240175,7.320656679314684,18.622389041381496
5,projected,direction_provider_first_order_minus_lifted,estimator,first_order,integrated_squared_error,106.19130245504105,21.975924190582155,203.41293801854755
6,projected,direction_provider_first_order_minus_lifted,estimator,first_order,mean_residual_off_support_l2,2.988817486224214e-16,-1.498211244193837e-17,5.289632518649311e-16
7,projected,direction_provider_first_order_minus_lifted,estimator,first_order,observer_bias_abs_mean,1.7622014988742205,0.9223001924897608,2.6081036018609876
8,projected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,actuation_energy_l1,0.45590055077911507,0.3384626301786984,0.5727828528187509
9,projected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,cumulative_collateral_abs,1.43449770786826,1.0649775841697493,1.8022695696914077
10,projected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,final_target_abs_error,0.0003049974930475141,-0.00034489966329509514,0.0005836762923403516
11,projected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,final_target_squared_error,6.790126076906919e-06,-6.838820276395433e-07,1.0835337947147806e-05
12,projected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,integrated_absolute_error,0.004369375314285262,0.0026725128076172666,0.0056900660946861414
13,projected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,integrated_squared_error,0.000513937459856495,0.00023140512003960723,0.0007306902448913632
14,projected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,mean_residual_off_support_l2,1.529366443680212e-16,-7.539954257146694e-17,3.1790722829828994e-16
15,projected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,observer_bias_abs_mean,0.00013226878735451007,-0.00047944500043438365,0.0004358592806581879
16,projected,estimator_first_order_minus_lifted,direction_provider,first_order,actuation_energy_l1,95.5753612453363,47.39678656784191,145.320050781932
17,projected,estimator_first_order_minus_lifted,direction_provider,first_order,cumulative_collateral_abs,7.216829918609162,2.759733567717988,12.322157701857082
18,projected,estimator_first_order_minus_lifted,direction_provider,first_order,final_target_abs_error,6.2298126559444205,3.0968130239320217,9.476934201494663
19,projected,estimator_first_order_minus_lifted,direction_provider,first_order,final_target_squared_error,46.856768628426835,9.595323310750663,89.98279790786987
20,projected,estimator_first_order_minus_lifted,direction_provider,first_order,integrated_absolute_error,34.18507382272019,13.797855079084497,57.451033213562674
21,projected,estimator_first_order_minus_lifted,direction_provider,first_order,integrated_squared_error,187.30817061101416,27.956406001142607,382.29055121500204
22,projected,estimator_first_order_minus_lifted,direction_provider,first_order,mean_residual_off_support_l2,8.56487517558275e-16,1.9815546867440847e-16,1.7394829924954637e-15
23,projected,estimator_first_order_minus_lifted,direction_provider,first_order,observer_bias_abs_mean,4.082003046243798,1.6945697681202125,6.773985016276658
24,projected,estimator_first_order_minus_lifted,direction_provider,lifted_interaction,actuation_energy_l1,56.11469230889514,19.771275589523366,98.85263904942654
25,projected,estimator_first_order_minus_lifted,direction_provider,lifted_interaction,cumulative_collateral_abs,1.6282958513072854,0.43200084219699575,3.0934775484014008
26,projected,estimator_first_order_minus_lifted,direction_provider,lifted_interaction,final_target_abs_error,3.784438258482814,1.338373687489483,6.674683827186692
27,projected,estimator_first_order_minus_lifted,direction_provider,lifted_interaction,final_target_squared_error,20.52687963212085,1.7943595174570066,44.664416693197644
28,projected,estimator_first_order_minus_lifted,direction_provider,lifted_interaction,integrated_absolute_error,21.070687090794305,6.4798709125774305,38.83381696178724
29,projected,estimator_first_order_minus_lifted,direction_provider,lifted_interaction,integrated_squared_error,81.11738209343297,5.980713215680494,178.87826700890642
30,projected,estimator_first_order_minus_lifted,direction_provider,lifted_interaction,mean_residual_off_support_l2,7.105424133038748e-16,-7.266265600945895e-17,1.3591799746315232e-15
31,projected,estimator_first_order_minus_lifted,direction_provider,lifted_interaction,observer_bias_abs_mean,2.3199338161569325,0.7719862671915303,4.166317273696328
32,unprojected,direction_provider_first_order_minus_lifted,estimator,first_order,actuation_energy_l1,7.026290892449741,2.9861987348831214,11.566803901036579
33,unprojected,direction_provider_first_order_minus_lifted,estimator,first_order,cumulative_collateral_abs,1.4346084733314304,0.6097137271555928,2.3616777528555497
34,unprojected,direction_provider_first_order_minus_lifted,estimator,first_order,final_target_abs_error,0.7599998359344924,0.32300264582238025,1.2511251244266823
35,unprojected,direction_provider_first_order_minus_lifted,estimator,first_order,final_target_squared_error,6.80796624250619,0.7204204112086458,14.548502636284397
36,unprojected,direction_provider_first_order_minus_lifted,estimator,first_order,integrated_absolute_error,3.6460939987900347,1.4291241926596259,6.179184843994179
37,unprojected,direction_provider_first_order_minus_lifted,estimator,first_order,integrated_squared_error,23.985573473889158,2.22573008604315,51.91651633921501
38,unprojected,direction_provider_first_order_minus_lifted,estimator,first_order,mean_residual_off_support_l2,0.6020492630694336,0.2558730879826181,0.9911041075983369
39,unprojected,direction_provider_first_order_minus_lifted,estimator,first_order,observer_bias_abs_mean,0.4181453259655806,0.17223877625991602,0.6949085105569615
