observer,estimator,direction_provider,support_mode,estimator_calibration,controller_mode,step,target_mse,target_mae,observer_error_mae,collateral_abs_delta,collateral_rms_delta,mean_observer_estimate,mean_true_target,mean_target_ref,mean_residual_off_support_l2,mean_residual_off_support_normalized,mean_nearest_clean_residual_l2,mean_residual_delta_from_initial_l2,mean_abs_residual_norm_z,mean_convex_hull_extrapolation_mass,fraction_outside_clean_convex_hull,next_clip_fraction
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,0,0.7963254396031995,0.8764468513727188,0.3118884947821345,0.0,0.0,0.39561408597969133,0.3940516710281372,1.0,3.319037870242806e-15,6.555679318392271e-16,3.4930842257215516e-05,0.0,0.9160087704658508,1.276278067934134e-06,0.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,1,0.451589962355645,0.6618299079202515,0.40860251476209425,0.015520914452751946,0.017762450771784278,0.36734284788900384,0.573856538442569,1.0,0.29671632885355764,0.05860665580029214,0.3807525561635146,0.3807540037782704,0.7895685032891677,0.09519380784525622,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,2,0.21997684035759146,0.4371738699910498,0.5098404753544635,0.0317678475927366,0.03635577212343183,0.3377491717920039,0.76207204119559,1.0,0.6073120976209514,0.11995474332722343,0.7793170122284958,0.7793184608531678,1.2030568276864178,0.19484174522825068,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,3,0.11915199097020913,0.2936004673315604,0.6551730299554576,0.04877476024976287,0.05581882952060104,0.30677119827259786,0.9590916625874693,1.0,0.9324365420657338,0.18417249798015575,1.1965250382479107,1.1965264872089856,1.9823044737257833,0.29915089409491635,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,4,0.1687924346749631,0.3894590003290705,0.9103063971729854,0.0665772018325315,0.07619230643100477,0.2743441743292523,1.1653272311013714,1.0,1.2727692671219204,0.2513941535998824,1.633248720199405,1.6332501693285064,2.9412763205695445,0.40833929099539257,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,5,0.39079379690478194,0.4898014886050379,1.208501938193272,0.08521238463726888,0.09751878936472518,0.24040031802233194,1.381209839238419,1.0,1.6290216674665563,0.3217602230565132,2.090400937878378,2.090402387108154,4.079206972255387,0.5226351715315813,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,6,0.8094983769025095,0.6206355092785256,1.5206461119367929,0.10471926163228235,0.11984285689244381,0.20486867679007204,1.6071907446267748,1.0,2.001938414542118,0.39541779196236415,2.5689372727465094,2.5689387220432853,5.392979153311424,0.6422774474361352,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,7,1.4519457846058168,0.8539193402826328,1.8473913907852018,0.12513860788102701,0.14321117282765833,0.16767497913702584,1.843742313281728,1.0,2.3922990131370647,0.47252082612379454,3.069858005327741,3.069859454672274,6.8781869192502985,0.7675162059676746,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,8,2.3481483405152535,1.149477275307147,2.189420767689246,0.1465131057738835,0.16767258376766608,0.12874147938497385,2.091359006988463,1.0,2.800919430778241,0.5532304933746567,3.594210206074375,3.5942116554546386,8.530017110028158,0.8986132326661127,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,9,3.5313936452533405,1.4588604642908212,2.5474491838232796,0.1688874342468046,0.19327822119720087,0.0879867951617741,2.3505584168714333,1.0,3.2286538033410435,0.6377155004640854,4.143089924045775,4.1430913734537524,10.343886034138933,1.035842558560803,1.0,0.0
