template_id,comparison_id,reference_mean_loss,direct_risk_mean_loss,reference_minus_direct_loss,descriptive_only
abba_meeting,H1a_estimand,0.8592315173397461,0.7939885036709408,0.06524301366880536,True
abba_meeting,H1b_intervention_value,1.0,0.7939885036709408,0.20601149632905924,True
abba_office,H1a_estimand,1.2892786829421918,1.0772841308886807,0.21199455205351114,True
abba_office,H1b_intervention_value,1.0,1.0772841308886807,-0.07728413088868069,True
abba_park,H1a_estimand,1.2329187334204714,1.0191701295164723,0.21374860390399908,True
abba_park,H1b_intervention_value,1.0,1.0191701295164723,-0.019170129516472345,True
abba_store,H1a_estimand,1.1041095866821706,0.9005910574148098,0.2035185292673608,True
abba_store,H1b_intervention_value,1.0,0.9005910574148098,0.09940894258519017,True
baba_meeting,H1a_estimand,0.8800747922311226,0.738127330938975,0.14194746129214764,True
baba_meeting,H1b_intervention_value,1.0,0.738127330938975,0.261872669061025,True
baba_office,H1a_estimand,0.9983001116973659,0.8399258075902859,0.15837430410707998,True
baba_office,H1b_intervention_value,1.0,0.8399258075902859,0.1600741924097141,True
baba_park,H1a_estimand,1.2114316361645858,0.9136305715267857,0.2978010646378001,True
baba_park,H1b_intervention_value,1.0,0.9136305715267857,0.08636942847321427,True
baba_store,H1a_estimand,1.1667315643280745,0.8422646839171648,0.32446688041090965,True
baba_store,H1b_intervention_value,1.0,0.8422646839171648,0.1577353160828352,True
