comparison_id,unordered_name_pair_id,pool_id,reference_minus_direct_loss,reference_loss,direct_risk_loss
H1a_estimand,phase7_pair_0c18e66c6fc56274,phase07_action_pool_00,-0.30688995122909546,0.7227012515068054,1.0295912027359009
H1a_estimand,phase7_pair_0c18e66c6fc56274,phase07_action_pool_01,-0.5296401977539062,0.5243837237358093,1.0540239214897156
H1a_estimand,phase7_pair_0c18e66c6fc56274,phase07_action_pool_02,-0.01211017370223999,0.573848307132721,0.5859584808349609
H1a_estimand,phase7_pair_0c18e66c6fc56274,phase07_action_pool_03,0.015617787837982178,0.685326874256134,0.6697090864181519
H1a_estimand,phase7_pair_0c18e66c6fc56274,phase07_action_pool_04,0.5179765820503235,1.3417809009552002,0.8238043189048767
H1a_estimand,phase7_pair_0c18e66c6fc56274,phase07_action_pool_05,0.6369572281837463,1.1852672100067139,0.5483099818229675
H1a_estimand,phase7_pair_0c18e66c6fc56274,phase07_action_pool_06,1.020110309123993,1.6682513356208801,0.6481410264968872
H1a_estimand,phase7_pair_0c18e66c6fc56274,phase07_action_pool_07,0.2296474575996399,0.7989416718482971,0.5692942142486572
H1a_estimand,phase7_pair_0c18e66c6fc56274,phase07_action_pool_08,0.5941030383110046,1.1007502675056458,0.5066472291946411
H1a_estimand,phase7_pair_0c18e66c6fc56274,phase07_action_pool_09,0.5094736814498901,1.164925754070282,0.6554520726203918
H1a_estimand,phase7_pair_0c18e66c6fc56274,phase07_action_pool_10,0.7193909883499146,1.2989757657051086,0.5795847773551941
H1a_estimand,phase7_pair_0c18e66c6fc56274,phase07_action_pool_11,0.05601704120635986,0.6050366163253784,0.5490195751190186
H1a_estimand,phase7_pair_0c18e66c6fc56274,phase07_action_pool_12,0.9185538291931152,1.3076205849647522,0.38906675577163696
H1a_estimand,phase7_pair_0c18e66c6fc56274,phase07_action_pool_13,-0.2782614827156067,0.5516465902328491,0.8299080729484558
H1a_estimand,phase7_pair_0c18e66c6fc56274,phase07_action_pool_14,0.8807124495506287,1.522633135318756,0.6419206857681274
H1a_estimand,phase7_pair_0c18e66c6fc56274,phase07_action_pool_15,0.4636889696121216,1.0287664532661438,0.5650774836540222
H1a_estimand,phase7_pair_0c18e66c6fc56274,phase07_action_pool_16,0.8953125476837158,1.5598883032798767,0.6645757555961609
H1a_estimand,phase7_pair_0c18e66c6fc56274,phase07_action_pool_17,0.5305298566818237,1.006828784942627,0.4762989282608032
H1a_estimand,phase7_pair_0c18e66c6fc56274,phase07_action_pool_18,0.609276533126831,1.185469388961792,0.5761928558349609
H1a_estimand,phase7_pair_0c18e66c6fc56274,phase07_action_pool_19,0.05811280012130737,1.0833433866500854,1.025230586528778
H1a_estimand,phase7_pair_0c18e66c6fc56274,phase07_action_pool_20,0.6338242292404175,1.2101760506629944,0.5763518214225769
H1a_estimand,phase7_pair_0c18e66c6fc56274,phase07_action_pool_21,0.0,0.28514391183853155,0.28514391183853155
H1a_estimand,phase7_pair_0c18e66c6fc56274,phase07_action_pool_22,0.0,0.819273829460144,0.819273829460144
H1a_estimand,phase7_pair_0c18e66c6fc56274,phase07_action_pool_23,0.20053279399871826,0.762804388999939,0.5622715950012207
H1a_estimand,phase7_pair_0c18e66c6fc56274,phase07_action_pool_24,0.8412671089172363,1.3607451915740967,0.5194780826568604
H1a_estimand,phase7_pair_0c18e66c6fc56274,phase07_action_pool_25,0.35800594091415405,1.4031281471252441,1.04512220621109
