observer,estimator,direction_provider,support_mode,estimator_calibration,controller_mode,step,target_mse,target_mae,observer_error_mae,collateral_abs_delta,collateral_rms_delta,mean_observer_estimate,mean_true_target,mean_target_ref,mean_residual_off_support_l2,mean_residual_off_support_normalized,mean_nearest_clean_residual_l2,mean_residual_delta_from_initial_l2,mean_abs_residual_norm_z,mean_convex_hull_extrapolation_mass,fraction_outside_clean_convex_hull,next_clip_fraction
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,0,0.8011524694675509,0.8792202147245407,0.31165000970131046,0.0,0.0,0.39821646514379183,0.4002852439880371,1.0,1.5462184516104268e-15,2.813772792057951e-16,4.3680655143278585e-05,0.0,0.847050130367279,7.064533356703325e-06,0.42333333333333334,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,1,0.45510313706165895,0.6643357216409222,0.43874459391834897,0.04440712408153613,0.0507735729482193,0.30567242113546134,0.5793158127476272,1.0,0.22853918435436923,0.04158903537761298,0.38884021381591793,0.3888380467668467,1.1353907396907934,0.2414352575793772,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,2,0.20584250295960738,0.41640562514521035,0.6098442739410013,0.09564330646601682,0.10935525545281417,0.1988966815333618,0.7858782674598274,1.0,0.4922237974376458,0.08957375507910748,0.8374749190334252,0.8374727533421119,1.5858241363223111,0.5199912525710718,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,3,0.11793909241565992,0.3220102775666135,0.9790578884630371,0.15475873984818583,0.17694580159320566,0.0757006542822825,1.0242065047036522,1.0,0.7964586067693611,0.14493770627260946,1.3551019913908051,1.3550998261490101,2.2453989012929454,0.8413844087115094,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,4,0.28234698856912305,0.45069810892661855,1.479713893474691,0.22296511864779328,0.2549306209469015,-0.06644082080378892,1.2991855600546733,1.0,1.1474795409331353,0.20881568890592264,1.9523312794416061,1.9523291144222896,3.1713084085154635,1.2122023507809008,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,5,0.8259140580858911,0.6326530711518712,2.057362253173989,0.3016604752204267,0.34490817545573,-0.23044123047988266,1.6164517042438005,1.0,1.5524815079725591,0.2825170158043681,2.6414042461415215,2.641402081253895,4.645382720432165,1.6400457678961458,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,6,1.9241575981647754,1.0198695106776385,2.7238430785772967,0.39245783545397656,0.4487227432457821,-0.41966210607330223,1.9825079703115658,1.0,2.0197658700763688,0.36755234977496076,3.4364448827776943,3.436442717976389,6.556091360710312,2.1336842055276106,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,7,3.8184078889984465,1.5268016471277863,3.4928172878375916,0.49721828110710625,0.5685022209640598,-0.6379819250972633,2.4048574468683728,1.0,2.5589105973549633,0.46566466779949256,4.353749209639991,4.353747044899111,8.965594061820736,2.703235815670992,1.0,0.42333333333333334
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,8,6.479504229105362,2.065053792217366,4.309301365077819,0.6084511869319326,0.6928839803088277,-0.8657678665294773,2.8455195615632207,1.0,3.1313655377806566,0.5698387018353253,5.327727748665773,5.327725583966663,11.639181011803739,3.325232807550484,1.0,0.42333333333333334
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,9,9.929872294040768,2.630743707552735,5.167406275091386,0.72535426600481,0.8201212303154867,-1.0999791374927614,3.2986117642651247,1.0,3.7330017592746385,0.6793230783148032,6.351355508097401,6.35135334342853,14.497320238868875,4.027669344193459,1.0,0.42333333333333334
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,10,14.243679841177574,3.2280908542358397,6.073532592099314,0.8487994942642763,0.9508879174844785,-1.341603844082496,3.766045590509578,1.0,4.368306845167097,0.7949344373358008,7.432267691240598,7.432265526594569,17.518306864728718,4.814395122379816,1.0,0.42333333333333334
