support_mode,metric,estimate_effect_at_first_order_direction_fo_minus_lifted,estimate_effect_at_lifted_direction_fo_minus_lifted,direction_effect_at_first_order_estimate_fo_minus_lifted,direction_effect_at_lifted_estimate_fo_minus_lifted,estimate_by_direction_interaction
projected,integrated_squared_error,1.6634405941573505e-07,1.6634404698123717e-07,-1.2474969945941439e-09,-1.2475094290920197e-09,1.2434497875801753e-14
projected,integrated_absolute_error,7.710435596663956e-07,7.710434690721968e-07,-6.1271827611619756e-09,-6.127273355360785e-09,9.059419880941277e-14
projected,final_target_mse,-3.6573080036060275e-09,-3.6573068470740176e-09,2.6118968722869604e-11,2.612012525487952e-11,-1.1565320099174436e-15
projected,cumulative_collateral_abs,-2.786927238318526e-06,-2.7869270020630665e-06,-3.435016537878255e-07,-3.4350141753236585e-07,-2.362554596402333e-13
projected,actuation_energy_l1,-1.3700270415029081e-05,-1.370026869551566e-05,7.357547175956825e-07,7.35756437109103e-07,-1.7195134205394424e-12
projected,observer_bias_mae_path,-1.686094859548043e-07,-1.6860946844450553e-07,1.1480778550065907e-09,1.1480953653053572e-09,-1.751029876650989e-14
projected,large_error_trajectory_rate,0.0,0.0,0.0,0.0,0.0
projected,observer_self_gain,2.373248598752653e-07,2.3732483389604653e-07,-1.7564414367399195e-09,-1.7564674159586957e-09,2.5979218776228663e-14
projected,observer_error_pole_unsaturated,-8.306370102850735e-08,-8.306369192467855e-08,6.147544695522811e-10,6.14763573381083e-10,-9.103828801926284e-15
projected,mean_residual_off_support_l2_path,-1.1622060320274849e-16,1.2855406546395764e-16,9.485775806735205e-17,3.396324267340582e-16,-2.4477466866670613e-16
unprojected,integrated_squared_error,-9.745378548586814e-07,-9.745376772229974e-07,-2.562477092737936e-07,-2.5624753163810965e-07,-1.7763568394002505e-13
unprojected,integrated_absolute_error,-2.3822350314617324e-07,-2.3822345696089542e-07,-6.381561235002664e-08,-6.381556616474882e-08,-4.618527782440651e-14
unprojected,final_target_mse,-2.499151365853436e-07,-2.499150921764226e-07,-6.548652287108325e-08,-6.548647846216227e-08,-4.440892098500626e-14
unprojected,cumulative_collateral_abs,-7.722147588040684e-09,-7.722144923505425e-09,3.949826599125572e-08,3.949826865579098e-08,-2.6645352591003757e-15
unprojected,actuation_energy_l1,-3.9841097176918083e-07,-3.984108971621936e-07,7.671525992236639e-08,7.671533452935364e-08,-7.460698725481052e-14
unprojected,observer_bias_mae_path,-2.674393817514442e-08,-2.6743933512207718e-08,-6.907046268267436e-09,-6.907041605330733e-09,-4.6629367034256575e-15
unprojected,large_error_trajectory_rate,0.0,0.0,0.0,0.0,0.0
unprojected,observer_self_gain,5.74909202882834e-09,5.7490909671775725e-09,1.4747651988500365e-09,1.4747641371992692e-09,1.061650767297806e-15
unprojected,observer_error_pole_unsaturated,-2.012182198640744e-09,-2.012181754551534e-09,-5.161678862108943e-10,-5.161674421216844e-10,-4.440892098500626e-16
unprojected,mean_residual_off_support_l2_path,-2.6527681828980576e-08,-2.6527676943999268e-08,-1.2714270081204404e-08,-1.2714265196223096e-08,-4.884981308350689e-15
