seed,observer,protocol_loss_mean,protocol_loss_cvar,risk_auroc,severity_weighted_miss_rate,clean_utility_retained,heldout_delete_protocol_loss,heldout_delete_severity_miss
0,action-only-label-ridge,2.66220703125,12.0,0.5,0.9632034632034632,0.900390625,2.612393162393162,0.9630818619582665
0,activation-label-ridge,1.66416015625,11.533980582524272,1.0,0.612914862914863,1.0,2.488888888888889,0.9341894060995185
0,activation-direct-risk-ridge,0.68076171875,4.0,0.9989852905273438,0.24963924963924963,1.0,0.5655982905982907,0.2102728731942215
0,exact-authorization-risk-oracle,0.68076171875,4.0,1.0,0.24963924963924963,1.0,0.685042735042735,0.2552166934189406
0,allow-all-no-action,2.70703125,12.0,0.5,1.0,1.0,2.6623931623931623,1.0
1,action-only-label-ridge,2.5606445312499995,12.0,0.5,0.9617691154422788,0.900390625,2.5218253968253967,0.9491525423728814
1,activation-label-ridge,1.57724609375,10.990291262135923,1.0,0.603448275862069,1.0,1.5051587301587301,0.5824345146379045
1,activation-direct-risk-ridge,0.65732421875,4.0,0.9991111755371094,0.25037481259370314,1.0,0.4841269841269842,0.1864406779661017
1,exact-authorization-risk-oracle,0.6573242187499999,4.0,1.0,0.25037481259370314,1.0,0.5803571428571429,0.22342064714946072
1,allow-all-no-action,2.60546875,12.0,0.5,1.0,1.0,2.5753968253968256,1.0
2,action-only-label-ridge,2.59482421875,12.0,0.5,0.9622641509433962,0.900390625,2.352816901408451,0.9520348837209303
2,activation-label-ridge,1.70224609375,11.766990291262136,1.0,0.6429892711801701,1.0,0.007042253521126761,0.0
2,activation-direct-risk-ridge,0.68369140625,4.0,0.990203857421875,0.2571217166111728,1.0,0.2894366197183098,0.11627906976744186
2,exact-authorization-risk-oracle,0.68369140625,4.0,1.0,0.2571217166111728,1.0,0.6663732394366196,0.27325581395348836
2,allow-all-no-action,2.6396484375,12.0,0.5,1.0,1.0,2.4225352112676055,1.0
3,action-only-label-ridge,2.61240234375,12.0,0.5,0.9625137816979051,0.900390625,2.716803278688525,0.9602941176470589
3,activation-label-ridge,1.50400390625,10.29126213592233,1.0,0.5641308342521132,1.0,1.4963114754098361,0.5352941176470588
3,activation-direct-risk-ridge,0.6778320312500001,4.0,0.9997024536132812,0.25321572951120913,1.0,0.4469262295081967,0.1588235294117647
3,exact-authorization-risk-oracle,0.67783203125,4.0,1.0,0.25321572951120913,1.0,0.5952868852459018,0.21176470588235294
3,allow-all-no-action,2.6572265625,12.0,0.5,1.0,1.0,2.7868852459016393,1.0
4,action-only-label-ridge,2.67001953125,12.0,0.5,0.9622709306503773,0.900390625,2.851652892561983,0.9628571428571429
4,activation-label-ridge,1.53525390625,10.368932038834952,1.0,0.5630614444843693,1.0,2.8925619834710745,1.0
4,activation-direct-risk-ridge,0.70712890625,4.0,0.99896240234375,0.25835429392741643,1.0,0.765909090909091,0.26285714285714284
4,exact-authorization-risk-oracle,0.70712890625,4.0,1.0,0.25835429392741643,1.0,0.6822314049586777,0.2342857142857143
4,allow-all-no-action,2.7177734375,12.0,0.5,1.0,1.0,2.8925619834710745,1.0
5,action-only-label-ridge,2.56943359375,12.0,0.5,0.9618976466193501,0.900390625,2.5518939393939393,0.9622641509433962
5,activation-label-ridge,1.66220703125,11.45631067961165,1.0,0.6339185655584609,1.0,2.6062499999999997,0.9985486211901307
5,activation-direct-risk-ridge,0.6895507812500001,4.0,0.9883155822753906,0.26186029137093764,1.0,0.934469696969697,0.3555878084179971
5,exact-authorization-risk-oracle,0.68955078125,4.0,1.0,0.26186029137093764,1.0,0.7208333333333333,0.274310595065312
5,allow-all-no-action,2.6142578125,12.0,0.5,1.0,1.0,2.609848484848485,1.0
6,action-only-label-ridge,2.5049804687499995,12.0,0.5,0.9609345078513979,0.900390625,2.5186567164179103,0.9692982456140351
6,activation-label-ridge,1.61435546875,11.067961165048544,1.0,0.6311757947146687,1.0,2.5522388059701493,1.0
6,activation-direct-risk-ridge,0.69541015625,4.0,0.9963836669921875,0.2707774798927614,1.0,0.9753731343283584,0.38011695906432746
6,exact-authorization-risk-oracle,0.6954101562499999,4.0,1.0,0.2707774798927614,1.0,0.7212686567164178,0.2807017543859649
6,allow-all-no-action,2.5498046875,12.0,0.5,1.0,1.0,2.5522388059701493,1.0
7,action-only-label-ridge,2.58994140625,12.0,0.5,0.9621942179392142,0.900390625,2.8538732394366195,0.9660194174757282
7,activation-label-ridge,1.49521484375,10.29126213592233,1.0,0.5656041512231282,1.0,1.775880281690141,0.6104368932038835
7,activation-direct-risk-ridge,0.66318359375,4.0,0.9993896484375,0.24981467753891773,1.0,0.4,0.13592233009708737
7,exact-authorization-risk-oracle,0.66318359375,4.0,1.0,0.24981467753891773,1.0,0.5975352112676057,0.20388349514563106
7,allow-all-no-action,2.634765625,12.0,0.5,1.0,1.0,2.9014084507042255,1.0
8,action-only-label-ridge,2.8077148437500004,12.0,0.5,0.9650804519000342,0.900390625,3.008455882352941,0.9722891566265061
8,activation-label-ridge,1.80283203125,12.0,1.0,0.6302636083533036,1.0,3.051470588235294,1.0
8,activation-direct-risk-ridge,0.72470703125,4.0,0.9979972839355469,0.25231085244779183,1.0,0.48290441176470594,0.1566265060240964
8,exact-authorization-risk-oracle,0.72470703125,4.0,1.0,0.25231085244779183,1.0,0.7181985294117648,0.23373493975903614
8,allow-all-no-action,2.8525390625,12.0,0.5,1.0,1.0,3.051470588235294,1.0
9,action-only-label-ridge,2.58017578125,12.0,0.5,0.9620535714285714,0.900390625,2.4003875968992245,0.94375
9,activation-label-ridge,1.56650390625,10.912621359223301,1.0,0.5948660714285714,1.0,0.05542635658914729,0.0203125
9,activation-direct-risk-ridge,0.64560546875,4.0,0.9905815124511719,0.24404761904761904,1.0,0.8593023255813954,0.34375
9,exact-authorization-risk-oracle,0.64560546875,4.0,1.0,0.24404761904761904,1.0,0.6866279069767443,0.275
9,allow-all-no-action,2.625,12.0,0.5,1.0,1.0,2.4806201550387597,1.0
10,action-only-label-ridge,2.52841796875,12.0,0.5,0.9612903225806452,0.900390625,2.3439516129032256,0.9561551433389545
10,activation-label-ridge,1.52646484375,10.601941747572816,1.0,0.5912713472485769,1.0,0.0870967741935484,0.03372681281618887
10,activation-direct-risk-ridge,0.64853515625,4.0,0.9940299987792969,0.2500948766603416,1.0,0.8483870967741937,0.3524451939291737
10,exact-authorization-risk-oracle,0.6485351562499999,4.0,1.0,0.2500948766603416,1.0,0.6538306451612903,0.2715008431703204
