observer,estimator,direction_provider,support_mode,estimator_calibration,controller_mode,step,target_mse,target_mae,observer_error_mae,collateral_abs_delta,collateral_rms_delta,mean_observer_estimate,mean_true_target,mean_target_ref,mean_residual_off_support_l2,mean_residual_off_support_normalized,mean_nearest_clean_residual_l2,mean_residual_delta_from_initial_l2,mean_abs_residual_norm_z,mean_convex_hull_extrapolation_mass,fraction_outside_clean_convex_hull,next_clip_fraction
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,0,0.6946361755174718,0.8163723920881748,0.20731912698398872,0.0,0.0,0.33587764340193466,0.3365230858325958,1.0,1.8915623308414877e-15,3.417880481308646e-16,4.0523753395047484e-05,0.0,0.8867408633232117,4.401116623883511e-06,0.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,1,0.36978626418102906,0.604995178844892,0.2941552972227222,0.021806370165686886,0.024547778577903405,0.29415757145539223,0.5340994968692836,1.0,0.32301106763176607,0.058365151668787196,0.38157863347113674,0.3815785734404147,1.0307957031177906,0.18163881193917986,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,2,0.14866451567372715,0.3803392561190357,0.49427096883597715,0.044982613402453034,0.050637645113279006,0.24981665052532723,0.7440876193613045,1.0,0.6663136445723846,0.1203967938608957,0.7871279174269674,0.7871278585712771,1.275594585811009,0.37468528641640536,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,3,0.053873344765891056,0.19520678068622602,0.7645769265785163,0.06961478494171064,0.07836647335219848,0.20269023925150328,0.9672671658300198,1.0,1.0311824405494516,0.18632525498931246,1.2181537505547955,1.2181536920902984,1.6325484594825672,0.579858912952586,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,4,0.11151955957533394,0.2812820518427599,1.0518634661258373,0.09579434599226484,0.1078372226356781,0.15260335352686044,1.2044668196526975,1.0,1.4189722423742772,0.2563953326651556,1.6762565654115433,1.67625650714228,2.11094668357071,0.7979215175145473,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,5,0.35170466850989274,0.4565673219784564,1.3571973052108255,0.1236185033430442,0.1391593201958871,0.09937001676763055,1.4565673219784563,1.0,1.831122944372892,0.33086720265064273,2.1631373340068745,2.1631372758544622,2.7576840724304086,1.0296827838679556,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,6,0.8090809597151428,0.7245047419900863,1.692629570609369,0.15319057029962682,0.17244906746814972,0.042792569367515174,1.7245047419900863,1.0,2.269164894828011,0.4100173849123547,2.680603883255846,2.680603825181094,3.7412786713314428,1.2760032599974291,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,7,1.5234820543268006,1.0092739526032506,2.061621953177372,0.18462035029474708,0.20783007192740915,-0.017339065228128142,2.009273952603251,1.0,2.734724578283726,0.494139770361828,3.2305776075279504,3.2305775495084648,4.911681970567049,1.5377975533895367,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,8,2.5406377359201304,1.3119323245086187,2.45379438471605,0.2180245445971605,0.24543370605259732,-0.08124816055321286,2.3119323245086187,1.0,3.2295306548117604,0.5835467120958459,3.815100602923036,3.8151005449448228,6.2749932200642995,1.8160377270430175,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,9,3.9129841383270687,1.6411606403584473,2.8706030326035563,0.2535271856327207,0.2853995951230797,-0.14917201615328524,2.633603652273199,1.0,3.75542037866358,0.6785701851882877,4.436343249731647,4.436343191785375,7.836554834825935,2.111756908815881,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,10,5.700581820210064,2.0069197520513673,3.3135955404455504,0.29126009752662546,0.3278761356584053,-0.22136283869757775,2.975482327078802,1.0,4.314346420141315,0.7795630193399394,5.096612271227521,5.096612213306662,9.60147929797927,2.4366264099183113,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,11,7.972155889045452,2.395655799098637,3.7844167745987907,0.33136338557686107,0.3730210464263663,-0.29808867844239906,3.3388377715913315,1.0,4.90838411601764,0.886900208963187,5.798359298713436,5.798359240813242,11.575056603419657,2.803056557475298,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,12,10.806274183886865,2.808812189309933,4.2848149316905255,0.3739859564762981,0.4210019540653069,-0.37963442452301943,3.725019153427945,1.0,5.539739175425993,1.000980305566047,6.544189974622483,6.544189916739393,13.763036683554756,3.213572379237752,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,13,14.292681613023927,3.247923005168159,4.816648029811387,0.4192860712150662,0.47199701549514056,-0.4663028627696513,4.135460394723544,1.0,6.210755869833742,1.12222689760556,7.336873627475094,7.3368735696063725,16.171808506231596,3.6572519841006392,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,14,18.533811100572883,3.7146186999995194,5.38189080748409,0.4674319327161765,0.5261955794281412,-0.5584157999752789,4.571685496397514,1.0,6.923925737508273,1.25109018330537,8.179353554615611,8.179353496759106,18.808506428082396,4.128803478611861,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,15,23.646494260322136,4.21063215197618,5.98264205602437,0.5186023103863309,0.5837988894357459,-0.6563152587898334,5.035314196890161,1.0,7.681896834796423,1.3880486422774714,9.074757950908948,9.074757893062936,21.68107235333934,4.629977770913362,1.0,
