support_mode,metric,estimate_effect_at_first_order_direction_fo_minus_lifted,estimate_effect_at_lifted_direction_fo_minus_lifted,direction_effect_at_first_order_estimate_fo_minus_lifted,direction_effect_at_lifted_estimate_fo_minus_lifted,estimate_by_direction_interaction
projected,integrated_squared_error,337.4773318671984,245.94109612276333,91.53810464071302,0.0018688962779038754,91.53623574443509
projected,integrated_absolute_error,51.72872576342932,41.59121916400983,10.153729218359267,0.016222618939773614,10.137506599419488
projected,final_target_mse,80.56768745095677,61.80235604033505,18.76537103361109,3.9622989370198975e-05,18.76533141062172
projected,cumulative_collateral_abs,24.614919289315147,11.554317348845858,15.028382001014105,1.9677800605448152,13.060601940469288
projected,actuation_energy_l1,162.4533133280065,131.6126295547931,31.488566674052265,0.6478829008388747,30.840683773213385
projected,observer_bias_mae_path,7.651245379697467,5.282832236451069,2.369589160265832,0.001176017019435243,2.3684131432463973
projected,large_error_trajectory_rate,1.0,1.0,0.0,0.0,0.0
projected,observer_self_gain,-1.6565531494841546,-1.368956975397718,-0.285775468096112,0.0018207059903245781,-0.28759617408643656
projected,observer_error_pole_unsaturated,0.5797936023194541,0.4791349413892012,0.10002141383363927,-0.0006372470966136135,0.10065866093025289
projected,mean_residual_off_support_l2_path,4.371066161864664e-15,3.0786504555653253e-15,1.4823831753413043e-15,1.8996746904196617e-16,1.2924157062993385e-15
unprojected,integrated_squared_error,78.16253394901877,57.42192649768943,22.06256742020041,1.3219599688710613,20.74060745132934
unprojected,integrated_absolute_error,13.458458726665192,11.004771160133975,3.028418882586031,0.5747313160548142,2.453687566531217
unprojected,final_target_mse,21.246363014601577,14.97515954590682,6.559964372018879,0.28876090332412163,6.2712034686947575
unprojected,cumulative_collateral_abs,1.3328424942354427,0.6894861199610278,1.4834573329535838,0.840100958679169,0.6433563742744148
unprojected,actuation_energy_l1,23.85168575197679,18.48702664609247,6.6748566988440174,1.310197592959696,5.364659105884321
unprojected,observer_bias_mae_path,1.5047275750682165,1.2102833133552475,0.3528097376145114,0.058365475901542285,0.294444261712969
unprojected,large_error_trajectory_rate,0.8726666666666667,0.648,0.22466666666666668,0.0,0.22466666666666668
unprojected,observer_self_gain,-0.3715336596009517,-0.33865574286836875,-0.05220866858960499,-0.01933075185702207,-0.032877916732582946
unprojected,observer_error_pole_unsaturated,0.130036780860333,0.11852951000392908,0.01827303400636171,0.006765763149957804,0.011507270856403906
unprojected,mean_residual_off_support_l2_path,1.2339366713052833,0.9655815761067919,0.38438366461121776,0.11602856941272632,0.26835509519849143
