support_mode,metric,estimate_effect_at_first_order_direction_fo_minus_lifted,estimate_effect_at_lifted_direction_fo_minus_lifted,direction_effect_at_first_order_estimate_fo_minus_lifted,direction_effect_at_lifted_estimate_fo_minus_lifted,estimate_by_direction_interaction
projected,integrated_squared_error,0.15488877889106623,6.3818586886793005,-6.230933574679206,-0.00396366489097133,-6.2269699097882345
projected,integrated_absolute_error,0.9121918354559466,6.472249486320571,-5.596437782115945,-0.036380131251321224,-5.560057650864625
projected,final_target_mse,0.01530849081436313,1.203575866625185,-1.1883108668680342,-4.3491057212419e-05,-1.188267375810822
projected,cumulative_collateral_abs,0.13494124878916658,3.529776761170723,0.821670518439408,4.216506030820964,-3.3948355123815563
projected,actuation_energy_l1,1.1188475807160287,41.94557231755975,-36.837216548899676,3.989508187944047,-40.82672473684372
projected,observer_bias_mae_path,0.11239164253721698,0.7117290696414824,-0.600917910799156,-0.0015804836948905827,-0.5993374271042654
projected,large_error_trajectory_rate,0.0,0.0,0.0,0.0,0.0
projected,observer_self_gain,-0.05406015823585397,-0.5688165828123123,0.5102106637633754,-0.004545760813082889,0.5147564245764583
projected,observer_error_pole_unsaturated,0.018921055382548846,0.1990858039843093,-0.17857373231718143,0.0015910162845790277,-0.18016474860176046
projected,mean_residual_off_support_l2_path,5.344150955195941e-16,3.724597766778208e-15,-2.5691637132347023e-15,6.210189580239115e-16,-3.1901826712586138e-15
unprojected,integrated_squared_error,0.013438634475882338,4.008000691373052,-2.8799377806115736,1.1146242762855962,-3.99456205689717
unprojected,integrated_absolute_error,-0.2871333932098459,0.6897507216674335,-0.6910369006296904,0.28584721424758897,-0.9768841148772793
unprojected,final_target_mse,-0.016090799882406692,0.9995512503915931,-0.734838994127549,0.28080305614645074,-1.0156420502739998
unprojected,cumulative_collateral_abs,-0.026033363684005106,0.005830213555066077,0.31386022050173534,0.3457237977408065,-0.031863577239071184
unprojected,actuation_energy_l1,-0.7469771372131717,0.8577381171751348,-0.4850970581956737,1.1196181961926328,-1.6047152543883065
unprojected,observer_bias_mae_path,-0.03309966516598606,0.0729856952252903,-0.07533749830185377,0.030747862089422595,-0.10608536039127636
unprojected,large_error_trajectory_rate,-0.44933333333333336,-0.22466666666666668,0.0,0.22466666666666668,-0.22466666666666668
unprojected,observer_self_gain,-0.0021081401734789895,-0.02686998315047854,0.01755402017491141,-0.007207822802088142,0.02476184297699955
unprojected,observer_error_pole_unsaturated,0.0007378490607177213,0.009404494102667416,-0.006143907061218923,0.0025227379807307715,-0.008666645041949694
unprojected,mean_residual_off_support_l2_path,-0.08008348492911876,0.02851946688266649,-0.05341264553548708,0.05519030627629817,-0.10860295181178525
