observer,estimator,direction_provider,support_mode,estimator_calibration,controller_mode,step,target_mse,target_mae,observer_error_mae,collateral_abs_delta,collateral_rms_delta,mean_observer_estimate,mean_true_target,mean_target_ref,mean_residual_off_support_l2,mean_residual_off_support_normalized,mean_nearest_clean_residual_l2,mean_residual_delta_from_initial_l2,mean_abs_residual_norm_z,mean_convex_hull_extrapolation_mass,fraction_outside_clean_convex_hull,next_clip_fraction
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,0,0.6470970991119749,0.7508890292992194,0.10331551573047636,0.0,0.0,0.27353882163706417,0.274149626493454,1.0,4.360620749897206e-15,7.821262883580453e-16,4.376616437082373e-05,0.0,0.8821048140525818,2.010292168170738e-06,0.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,1,0.3259047349307349,0.5430190854138123,0.2088585523179745,0.007666944199518338,0.008403773579447237,0.2814132846570582,0.4902718369750326,1.0,0.37735921809090694,0.06768361239167447,0.38753354914341376,0.38753097549452376,0.8942305898066002,0.043483886499889914,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,2,0.11861180968055406,0.33740234031071914,0.4148489922143337,0.015250782693771737,0.016716454604673112,0.2892023925752242,0.704051384789558,1.0,0.7506280576500846,0.1346335694708395,0.770863888264728,0.7708613158738847,0.9761195069911743,0.08649769947862403,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,3,0.021602950966485495,0.1340143742584962,0.6186066024017587,0.022752416305574036,0.024939030471798653,0.29690707059667004,0.9155136729984288,1.0,1.119850856262864,0.20085782368120417,1.1500391258191993,1.1500365538476895,1.123595517844923,0.12904526499673927,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,4,0.03135329751524274,0.1375361139673658,0.8201555855981599,0.030172736093286193,0.03307247787408217,0.3045282338977595,1.1246838194959194,1.0,1.4850714709181105,0.2663642412661055,1.5251043003364042,1.5251017285745492,1.3313894692816215,0.17113163693529085,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,5,0.14442642185590207,0.33158666991133595,1.019519882176518,0.03751262345665809,0.04111776291793295,0.3120667877348181,1.3315866699113361,1.0,1.846333283217637,0.33116060320287566,1.896103962647988,1.8961013910119155,1.6018933627667409,0.21276181439388067,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,6,0.3574722887940496,0.5362468005602274,1.2167231730085657,0.044772950241522454,0.049075841237666826,0.3195236275516617,1.5362468005602277,1.0,2.203679204529156,0.3952546061270815,2.2630821807601555,2.2630796092079297,2.1150244039673254,0.25394074228445873,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,7,0.6672252593649883,0.7386885213636082,1.4117888822776492,0.051954578843354755,0.05694765810901859,0.3268996390859588,1.738688521363608,1.0,2.5571516810833734,0.4586538632467458,2.626082545028252,2.62607997353591,2.689872748787625,0.29467331191869045,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,8,1.070502139269578,0.9389358787355355,1.604740180261095,0.05905836230971006,0.06473414856142352,0.3341956984744403,1.9389358787355355,1.0,2.906792699015831,0.5213659052466579,2.985148173319533,2.985145601872097,3.31867302375301,0.3349643615889553,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,9,1.5642002708179292,1.1370126584393896,1.7955999860824208,0.06608514444154959,0.07243623748908193,0.34141267235696854,2.137012658439389,1.0,3.252643789354104,0.5833981811828839,3.3403217161297944,3.3403191447172795,3.994225999119456,0.3748186771430489,1.0,0.0
