prompt_id,family_id,candidate_margin,candidate_correct,top1_correct,target_nll,target_token_id,candidate_predicted_token_id,predicted_token_id,candidate_logits_finite
qseq_40431e39f9572619,length_32_gap_8,7.3379793167114258,True,True,2.5511174201965332,36953,36953,36953,True
qseq_20b15eadf35b34cd,length_32_gap_8,6.6219511032104492,True,True,3.2877490520477295,62917,62917,62917,True
qseq_46e5aff43cde7749,length_32_gap_8,7.9177665710449219,True,False,3.409799337387085,52328,52328,13,True
qseq_6e4b24b69b3960d3,length_32_gap_8,2.4965484142303467,True,False,7.1485691070556641,71426,71426,287,True
qseq_f5d18beeab20a104,length_32_gap_8,8.4802389144897461,True,False,4.3528366088867188,35265,35265,220,True
qseq_2231aaedfefc4ff4,length_32_gap_8,8.1395587921142578,True,False,5.4793586730957031,99129,99129,1107,True
qseq_56e1417b2bf9417d,length_32_gap_8,4.1532163619995117,True,False,9.2615022659301758,140186,140186,220,True
qseq_b41da2973023f663,length_32_gap_8,10.080952644348145,True,True,2.9244587421417236,146854,146854,146854,True
qseq_be1d8a8e0b05fa11,length_32_gap_8,12.386477470397949,True,True,1.0307170152664185,32395,32395,32395,True
qseq_3f972fc85df0164d,length_32_gap_8,9.7823467254638672,True,True,2.5611128807067871,104408,104408,104408,True
qseq_5ec84933bbe16ffc,length_32_gap_8,9.6787328720092773,True,True,2.0866472721099854,23903,23903,23903,True
qseq_4bcf7cb0761e6055,length_32_gap_8,7.2515850067138672,True,False,3.052382230758667,54927,54927,43812,True
qseq_a34242e9ff3dbb41,length_32_gap_8,12.117851257324219,True,True,3.2956831455230713,145877,145877,145877,True
qseq_f23d1eb3c5208235,length_32_gap_8,9.7772817611694336,True,True,2.4719245433807373,49737,49737,49737,True
qseq_de173783c384179e,length_32_gap_8,10.805972099304199,True,True,1.6517610549926758,34505,34505,34505,True
qseq_fa3e86f1b25922aa,length_32_gap_8,7.080439567565918,True,True,3.6953556537628174,107306,107306,107306,True
qseq_619107a9ab1417a4,length_32_gap_8,3.4430770874023438,True,False,4.619539737701416,6531,6531,220,True
qseq_6f167887a3f804d2,length_32_gap_8,6.1901836395263672,True,False,6.3557205200195312,54878,54878,14,True
qseq_9eaa49b42493b8c3,length_32_gap_8,13.055350303649902,True,True,2.0914883613586426,15479,15479,15479,True
qseq_219560b5e9cf6fb0,length_32_gap_8,6.6622066497802734,True,False,5.7188587188720703,115970,115970,220,True
qseq_b37855452327d00f,length_32_gap_8,3.3263216018676758,True,False,7.227541446685791,65043,65043,118126,True
qseq_3be587fdaed7ccf8,length_32_gap_8,3.0994710922241211,True,False,8.8939342498779297,123490,123490,42344,True
qseq_1d643d500d53dec2,length_32_gap_8,6.061063289642334,True,True,3.2350311279296875,97327,97327,97327,True
qseq_e769fa31320e62c3,length_32_gap_8,5.2128682136535645,True,False,5.303856372833252,49655,49655,13,True
qseq_069e0532b612e90b,length_32_gap_8,8.5692138671875,True,True,1.8764380216598511,14077,14077,14077,True
qseq_4c0f8b697e698714,length_32_gap_8,2.0993890762329102,True,False,5.605010986328125,67203,67203,220,True
qseq_628fc6a61191e958,length_32_gap_8,14.02479076385498,True,True,0.40889468789100647,67360,67360,67360,True
qseq_ba81c1ec67926d92,length_32_gap_8,9.8655023574829102,True,True,2.3833858966827393,120465,120465,120465,True
qseq_dcca1496aa119b56,length_32_gap_8,10.159082412719727,True,True,2.42431640625,34980,34980,34980,True
qseq_8f9d4302667d8e91,length_32_gap_8,7.3348069190979004,True,False,4.5931482315063477,147746,147746,722,True
qseq_0deb5235fd0cb008,length_32_gap_8,11.729987144470215,True,True,2.1102352142333984,45118,45118,45118,True
qseq_7b74722520bdd172,length_32_gap_8,8.771052360534668,True,True,3.1591935157775879,911,911,911,True
qseq_15af9bf7802b1370,length_32_gap_16,4.9997186660766602,True,False,5.6251039505004883,104419,104419,198,True
qseq_0ff916189ea695bb,length_32_gap_16,14.628252029418945,True,False,3.0257935523986816,89157,89157,7,True
qseq_17c7b1ad6d44fa8f,length_32_gap_16,5.6584024429321289,True,False,5.7594761848449707,49074,49074,90397,True
qseq_4a29cd58bc929265,length_32_gap_16,13.030141830444336,True,True,1.9436049461364746,23814,23814,23814,True
qseq_99c5be60dc8bf753,length_32_gap_16,3.6592469215393066,True,False,7.7873635292053223,27072,27072,220,True
qseq_f0d968f2c2b00713,length_32_gap_16,6.083676815032959,True,False,4.8172545433044434,11841,11841,220,True
qseq_9f0609a3bba40997,length_32_gap_16,1.7323722839355469,True,False,9.7738943099975586,38368,38368,82,True
qseq_915e7d0d012b9046,length_32_gap_16,3.3373177051544189,True,False,7.4411468505859375,36491,36491,13,True
qseq_3c72e1925910b934,length_32_gap_16,8.9122304916381836,True,False,4.8286609649658203,104980,104980,6,True
qseq_3b8562cd3f37ed63,length_32_gap_16,3.1082823276519775,True,False,7.6251120567321777,111082,111082,68109,True
qseq_4499d2fd1f6ef4c3,length_32_gap_16,5.9012703895568848,True,False,4.9417333602905273,130811,130811,106411,True
qseq_bf285f5d2669e5de,length_32_gap_16,2.2792472839355469,True,False,7.7923426628112793,89264,89264,198,True
qseq_79e8d3e19c129682,length_32_gap_16,6.4350118637084961,True,False,3.9607102870941162,80960,80960,707,True
qseq_d724254ba3e69e76,length_32_gap_16,5.9781022071838379,True,True,3.5529537200927734,7827,7827,7827,True
qseq_f609ed638186c494,length_32_gap_16,8.7226657867431641,True,False,4.7009291648864746,67601,67601,13,True
qseq_1ddc0b729f8a4733,length_32_gap_16,9.0752439498901367,True,True,2.3203384876251221,98970,98970,98970,True
qseq_c5cd91c6dc32dedc,length_32_gap_16,11.701468467712402,True,False,3.1242117881774902,36174,36174,26,True
qseq_a240d4f6739b8be8,length_32_gap_16,13.494121551513672,True,True,1.9035131931304932,71655,71655,71655,True
qseq_50891c4fef517f64,length_32_gap_16,6.9072046279907227,True,True,1.9097238779067993,90015,90015,90015,True
qseq_38eddfdb8da749f5,length_32_gap_16,11.259653091430664,True,True,2.1525673866271973,50095,50095,50095,True
qseq_230f2c847e1451d9,length_32_gap_16,6.7061166763305664,True,False,4.8562450408935547,54546,54546,8,True
qseq_288da7bfe0f4ed6d,length_32_gap_16,3.7548551559448242,True,False,6.5213656425476074,51813,51813,8,True
qseq_ea22065eb9e64224,length_32_gap_16,2.5411276817321777,True,False,5.6671009063720703,103008,103008,291,True
qseq_fa40cc0236f2a328,length_32_gap_16,7.4634227752685547,True,True,3.1143119335174561,2339,2339,2339,True
qseq_f7496eb58edf7cd7,length_32_gap_16,3.5990457534790039,True,False,4.4357833862304688,70607,70607,1844,True
qseq_0c97510b913ce0d3,length_32_gap_16,3.7456026077270508,True,False,5.7879209518432617,57902,57902,220,True
qseq_fb92bca47980139c,length_32_gap_16,7.9715757369995117,True,True,2.1775634288787842,82468,82468,82468,True
qseq_aeb3a635c78a59f8,length_32_gap_16,4.9380741119384766,True,False,7.5989584922790527,108028,108028,8,True
qseq_04dc3aad78b9533a,length_32_gap_16,2.4206967353820801,True,False,6.8323302268981934,29798,29798,2179,True
qseq_b06f6397e23a619d,length_32_gap_16,4.2831687927246094,True,False,6.5830426216125488,82189,82189,220,True
qseq_49379330daa373d0,length_32_gap_16,11.848200798034668,True,True,1.306077241897583,36186,36186,36186,True
qseq_c0f34c9efd0fb93c,length_32_gap_16,12.079031944274902,True,True,1.9987192153930664,92879,92879,92879,True
qseq_9cf91c7df5403072,length_64_gap_8,4.8738212585449219,True,False,8.9526462554931641,4365,4365,82,True
qseq_57bc392cd8f8eeb2,length_64_gap_8,2.0240459442138672,True,False,10.015100479125977,124795,124795,15767,True
qseq_89b84c854060feda,length_64_gap_8,7.6397576332092285,True,False,4.784390926361084,64456,64456,82,True
qseq_df851a6a8edb076e,length_64_gap_8,7.300046443939209,True,True,4.0667953491210938,97327,97327,97327,True
qseq_89c4abbe77b3947a,length_64_gap_8,5.7283368110656738,True,False,6.9530267715454102,13560,13560,13,True
qseq_79753948d175d1f1,length_64_gap_8,3.777923583984375,True,False,9.6345558166503906,144797,144797,220,True
qseq_f7760cb5550ebb57,length_64_gap_8,4.1241965293884277,True,False,7.3543281555175781,98005,98005,220,True
qseq_973922b0ab1aab94,length_64_gap_8,7.630558967590332,True,False,5.20941162109375,41701,41701,10,True
qseq_54f3595d3c46f78c,length_64_gap_8,7.00970458984375,True,False,5.9083218574523926,59331,59331,39434,True
qseq_8a3c2b71452177cb,length_64_gap_8,4.9416680335998535,True,False,5.5921916961669922,22072,22072,1536,True
qseq_faaaa895698d45b2,length_64_gap_8,9.4503898620605469,True,False,4.36083984375,36491,36491,727,True
qseq_62dbb0162df06ac7,length_64_gap_8,10.261515617370605,True,True,1.7317962646484375,96264,96264,96264,True
qseq_7f43477fabaa2e45,length_64_gap_8,8.571558952331543,True,True,4.0409841537475586,99326,99326,99326,True
qseq_d94b68896b11bd04,length_64_gap_8,5.4585552215576172,True,False,6.8486928939819336,117355,117355,82,True
qseq_f8ae93672dffbc2a,length_64_gap_8,5.5996942520141602,True,False,4.997459888458252,95365,95365,3889,True
qseq_188c5a79715e9247,length_64_gap_8,4.5501632690429688,True,False,8.5873298645019531,128580,128580,6567,True
qseq_7af1d2db214c655d,length_64_gap_8,7.454777717590332,True,False,8.9709005355834961,127145,127145,220,True
qseq_89813d52f40fee82,length_64_gap_8,9.4686279296875,True,False,8.5320606231689453,6786,6786,220,True
qseq_09ffb64433201cbd,length_64_gap_8,1.523740291595459,True,False,8.6719207763671875,139326,139326,20109,True
qseq_76d5fa2de391830c,length_64_gap_8,10.753946304321289,True,False,4.0828657150268555,65370,65370,72804,True
qseq_b57e34665e3140e3,length_64_gap_8,6.8423604965209961,True,True,3.3389127254486084,18561,18561,18561,True
qseq_5dd6895a3653a841,length_64_gap_8,3.4827580451965332,True,False,6.9515113830566406,60634,60634,9,True
qseq_087ca1d6e771ee9b,length_64_gap_8,7.42388916015625,True,False,9.0440101623535156,91237,91237,10132,True
qseq_1e03ac900e787c6c,length_64_gap_8,2.687122106552124,True,False,7.7805995941162109,100048,100048,315,True
qseq_ed58a0a36995b486,length_64_gap_8,2.0287535190582275,True,False,10.271121025085449,149602,149602,13,True
qseq_63a40d188d3efa74,length_64_gap_8,3.708486795425415,True,False,5.7893810272216797,9125,9125,23364,True
qseq_f0cd4c69bb760b69,length_64_gap_8,4.3198933601379395,True,False,6.4749598503112793,113680,113680,82,True
qseq_a51d7c0b2edddfea,length_64_gap_8,7.2774982452392578,True,False,4.8446817398071289,4030,4030,26698,True
qseq_8ab451405f6fcde8,length_64_gap_8,8.8614301681518555,True,False,3.9208464622497559,120200,120200,46384,True
qseq_d78e0d998754d866,length_64_gap_8,5.499274730682373,True,False,7.0994582176208496,113237,113237,220,True
qseq_34b6c6405c35b000,length_64_gap_8,7.5126867294311523,True,False,5.9517111778259277,39496,39496,938,True
qseq_d39d9b258d40e54d,length_64_gap_8,10.712871551513672,True,True,2.7188951969146729,44600,44600,44600,True
qseq_c94f90844b180e60,length_64_gap_16,7.3183422088623047,True,True,4.1735444068908691,99180,99180,99180,True
