prompt_id,family_id,cluster_id,mask_id,mask_bits,clean_margin,ablated_margin,drop_from_clean,clean_candidate_correct,ablated_candidate_correct,clean_top1_correct,ablated_top1_correct,clean_target_nll,ablated_target_nll
qseq_c767dcde7de96c2f,length_32_gap_8,qcluster_calibration_0000,qmask_5dc615d8705d787f,11101010,2.9462099075317383,0.74422574043273926,2.201984167098999,True,True,False,False,7.4854855537414551,9.5826950073242188
qseq_897390a0d0f857dd,length_32_gap_8,qcluster_calibration_0001,qmask_5dc615d8705d787f,11101010,10.119000434875488,7.4370102882385254,2.6819901466369629,True,True,True,False,3.0899577140808105,5.2210068702697754
qseq_284b47a1871f558d,length_32_gap_8,qcluster_calibration_0002,qmask_5dc615d8705d787f,11101010,8.0842056274414062,5.8475146293640137,2.2366909980773926,True,True,False,False,3.2517573833465576,5.306391716003418
qseq_9564c335f860807a,length_32_gap_8,qcluster_calibration_0003,qmask_5dc615d8705d787f,11101010,9.2612857818603516,7.1937451362609863,2.0675406455993652,True,True,True,True,2.291015625,3.7835419178009033
qseq_b055e28768e5f9db,length_32_gap_8,qcluster_calibration_0004,qmask_5dc615d8705d787f,11101010,4.9616751670837402,3.9572343826293945,1.0044407844543457,True,True,False,False,6.5294814109802246,7.3919892311096191
qseq_0ba4f1526c5f729b,length_32_gap_8,qcluster_calibration_0005,qmask_5dc615d8705d787f,11101010,6.1143627166748047,5.1279864311218262,0.98637628555297852,True,True,False,False,7.3273100852966309,8.6810894012451172
qseq_bbd13a17725542ab,length_32_gap_8,qcluster_calibration_0006,qmask_5dc615d8705d787f,11101010,4.2902603149414062,3.5921931266784668,0.69806718826293945,True,True,False,False,6.2452278137207031,6.8012909889221191
qseq_7a4e221d29fc3a2e,length_32_gap_8,qcluster_calibration_0007,qmask_5dc615d8705d787f,11101010,8.6505069732666016,6.0701322555541992,2.5803747177124023,True,True,False,False,3.6452600955963135,5.3588829040527344
qseq_913078c95f609050,length_32_gap_8,qcluster_calibration_0008,qmask_5dc615d8705d787f,11101010,6.9412646293640137,4.2529997825622559,2.6882648468017578,True,True,False,False,3.5339906215667725,5.7147116661071777
qseq_21ba8cdac201cc30,length_32_gap_8,qcluster_calibration_0009,qmask_5dc615d8705d787f,11101010,3.787869930267334,1.0005497932434082,2.7873201370239258,True,True,False,False,7.613731861114502,10.195667266845703
qseq_2d9b105d7e3736b7,length_32_gap_8,qcluster_calibration_0010,qmask_5dc615d8705d787f,11101010,5.6262378692626953,0.45517206192016602,5.1710658073425293,True,False,False,False,4.8362054824829102,9.1918525695800781
qseq_d61f332679c6ec3e,length_32_gap_8,qcluster_calibration_0011,qmask_5dc615d8705d787f,11101010,9.9936256408691406,8.0959405899047852,1.8976850509643555,True,True,True,True,2.6045970916748047,4.0588860511779785
