prompt_id,family_id,cluster_id,mask_id,mask_bits,clean_margin,ablated_margin,drop_from_clean,clean_candidate_correct,ablated_candidate_correct,clean_top1_correct,ablated_top1_correct,clean_target_nll,ablated_target_nll
qseq_c767dcde7de96c2f,length_32_gap_8,qcluster_calibration_0000,qmask_5512dd1d0711aac7,01000001,2.9462099075317383,1.9217636585235596,1.0244462490081787,True,True,False,False,7.4854855537414551,8.4419536590576172
qseq_897390a0d0f857dd,length_32_gap_8,qcluster_calibration_0001,qmask_5512dd1d0711aac7,01000001,10.119000434875488,9.6222171783447266,0.49678325653076172,True,True,True,True,3.0899577140808105,3.3323800563812256
qseq_284b47a1871f558d,length_32_gap_8,qcluster_calibration_0002,qmask_5512dd1d0711aac7,01000001,8.0842056274414062,7.0459794998168945,1.0382261276245117,True,True,False,False,3.2517573833465576,3.9993448257446289
qseq_9564c335f860807a,length_32_gap_8,qcluster_calibration_0003,qmask_5512dd1d0711aac7,01000001,9.2612857818603516,9.003143310546875,0.25814247131347656,True,True,True,True,2.291015625,2.4678621292114258
qseq_b055e28768e5f9db,length_32_gap_8,qcluster_calibration_0004,qmask_5512dd1d0711aac7,01000001,4.9616751670837402,4.608330249786377,0.35334491729736328,True,True,False,False,6.5294814109802246,6.7737936973571777
qseq_0ba4f1526c5f729b,length_32_gap_8,qcluster_calibration_0005,qmask_5512dd1d0711aac7,01000001,6.1143627166748047,5.4019765853881836,0.71238613128662109,True,True,False,False,7.3273100852966309,7.9673566818237305
qseq_bbd13a17725542ab,length_32_gap_8,qcluster_calibration_0006,qmask_5512dd1d0711aac7,01000001,4.2902603149414062,3.9260725975036621,0.36418771743774414,True,True,False,False,6.2452278137207031,6.6914653778076172
qseq_7a4e221d29fc3a2e,length_32_gap_8,qcluster_calibration_0007,qmask_5512dd1d0711aac7,01000001,8.6505069732666016,7.3327798843383789,1.3177270889282227,True,True,False,False,3.6452600955963135,4.3483200073242188
qseq_913078c95f609050,length_32_gap_8,qcluster_calibration_0008,qmask_5512dd1d0711aac7,01000001,6.9412646293640137,5.8646936416625977,1.076570987701416,True,True,False,False,3.5339906215667725,4.3311362266540527
qseq_21ba8cdac201cc30,length_32_gap_8,qcluster_calibration_0009,qmask_5512dd1d0711aac7,01000001,3.787869930267334,3.8883814811706543,-0.10051155090332031,True,True,False,False,7.613731861114502,7.5299105644226074
qseq_2d9b105d7e3736b7,length_32_gap_8,qcluster_calibration_0010,qmask_5512dd1d0711aac7,01000001,5.6262378692626953,3.5491921901702881,2.0770456790924072,True,True,False,False,4.8362054824829102,6.5090036392211914
qseq_d61f332679c6ec3e,length_32_gap_8,qcluster_calibration_0011,qmask_5512dd1d0711aac7,01000001,9.9936256408691406,9.2850017547607422,0.70862388610839844,True,True,True,True,2.6045970916748047,3.2204451560974121
qseq_72e2cd870c8a81c9,length_32_gap_8,qcluster_calibration_0012,qmask_5512dd1d0711aac7,01000001,8.16876220703125,7.6999187469482422,0.46884346008300781,True,True,True,False,3.525468111038208,4.0813875198364258
qseq_89e8b285b5f965c2,length_32_gap_8,qcluster_calibration_0013,qmask_5512dd1d0711aac7,01000001,4.9458680152893066,3.5470237731933594,1.3988442420959473,True,True,False,False,8.5723552703857422,9.9713306427001953
qseq_5184f25c7b85c53c,length_32_gap_8,qcluster_calibration_0014,qmask_5512dd1d0711aac7,01000001,9.9009943008422852,8.9692869186401367,0.93170738220214844,True,True,True,True,3.0564634799957275,3.5395622253417969
qseq_8a3b5e846ec7b1de,length_32_gap_8,qcluster_calibration_0015,qmask_5512dd1d0711aac7,01000001,6.3770685195922852,6.0213785171508789,0.35569000244140625,True,True,True,True,3.4400472640991211,3.8165404796600342
qseq_ac1a3e1869dc090c,length_32_gap_8,qcluster_calibration_0016,qmask_5512dd1d0711aac7,01000001,7.3019909858703613,6.661217212677002,0.64077377319335938,True,True,True,False,3.4240412712097168,4.0108928680419922
qseq_dc1d9c14a80d171c,length_32_gap_8,qcluster_calibration_0017,qmask_5512dd1d0711aac7,01000001,8.6210861206054688,8.1173467636108398,0.50373935699462891,True,True,False,False,4.9573874473571777,5.2672691345214844
qseq_99d34e9175e66222,length_32_gap_8,qcluster_calibration_0018,qmask_5512dd1d0711aac7,01000001,7.4291472434997559,6.7544736862182617,0.67467355728149414,True,True,False,False,5.5702128410339355,6.2170147895812988
qseq_d6492c6ac00d3b0f,length_32_gap_8,qcluster_calibration_0019,qmask_5512dd1d0711aac7,01000001,10.321548461914062,9.9807052612304688,0.34084320068359375,True,True,True,True,3.0202357769012451,3.4321622848510742
qseq_690d86412dda754a,length_32_gap_8,qcluster_calibration_0020,qmask_5512dd1d0711aac7,01000001,6.5624961853027344,5.2568016052246094,1.305694580078125,True,True,False,False,5.3217949867248535,6.8191871643066406
qseq_b13027e33741a1ba,length_32_gap_8,qcluster_calibration_0021,qmask_5512dd1d0711aac7,01000001,3.8572282791137695,1.8232958316802979,2.0339324474334717,True,True,False,False,7.5479822158813477,9.0407066345214844
qseq_ef057144bcaa8c78,length_32_gap_8,qcluster_calibration_0022,qmask_5512dd1d0711aac7,01000001,9.6949291229248047,8.597468376159668,1.0974607467651367,True,True,True,False,3.6895580291748047,4.4062943458557129
qseq_01f76172c615c93c,length_32_gap_8,qcluster_calibration_0023,qmask_5512dd1d0711aac7,01000001,1.6465693712234497,1.7224385738372803,-0.075869202613830566,True,True,False,False,8.7947292327880859,8.8977336883544922
qseq_6913410b187e9bcd,length_32_gap_8,qcluster_calibration_0024,qmask_5512dd1d0711aac7,01000001,4.9003410339355469,3.6179978847503662,1.2823431491851807,True,True,False,False,8.5771045684814453,9.5703182220458984
qseq_6f2468350cf2a4c7,length_32_gap_8,qcluster_calibration_0025,qmask_5512dd1d0711aac7,01000001,6.1921143531799316,6.051692008972168,0.14042234420776367,True,True,False,False,3.342045783996582,3.5425920486450195
qseq_48fa6ccbcf85740a,length_32_gap_8,qcluster_calibration_0026,qmask_5512dd1d0711aac7,01000001,5.4933662414550781,5.1499118804931641,0.34345436096191406,True,True,True,False,4.3495516777038574,4.8400912284851074
qseq_0a3d2a206ed1ac2f,length_32_gap_8,qcluster_calibration_0027,qmask_5512dd1d0711aac7,01000001,10.2420654296875,9.3685407638549805,0.87352466583251953,True,True,True,True,2.1275115013122559,2.5565729141235352
qseq_4e6f3e53c5cffa8c,length_32_gap_8,qcluster_calibration_0028,qmask_5512dd1d0711aac7,01000001,6.0872611999511719,5.7483549118041992,0.33890628814697266,True,True,False,False,8.5176458358764648,8.8929557800292969
qseq_addd85868ee4c978,length_32_gap_8,qcluster_calibration_0029,qmask_5512dd1d0711aac7,01000001,3.0789308547973633,2.2804882526397705,0.79844260215759277,True,True,False,False,6.4572043418884277,7.3941245079040527
qseq_d488f6be0be8d667,length_32_gap_8,qcluster_calibration_0030,qmask_5512dd1d0711aac7,01000001,9.55535888671875,8.8660163879394531,0.68934249877929688,True,True,True,True,1.4513717889785767,1.8584702014923096
qseq_29bcc3b5e07adaa6,length_32_gap_8,qcluster_calibration_0031,qmask_5512dd1d0711aac7,01000001,7.5494265556335449,7.0997681617736816,0.44965839385986328,True,True,False,False,3.9754664897918701,4.482457160949707
qseq_f92f57b1f8bac576,length_32_gap_8,qcluster_calibration_0032,qmask_5512dd1d0711aac7,01000001,3.842681884765625,3.1072967052459717,0.73538517951965332,True,True,False,False,6.3925557136535645,7.1012916564941406
qseq_caa06bf2219d5d30,length_32_gap_8,qcluster_calibration_0033,qmask_5512dd1d0711aac7,01000001,9.6303396224975586,8.5025472640991211,1.1277923583984375,True,True,True,True,2.9562137126922607,3.8875327110290527
qseq_14140e7a95fa2fb9,length_32_gap_8,qcluster_calibration_0034,qmask_5512dd1d0711aac7,01000001,3.9574613571166992,3.1227846145629883,0.83467674255371094,True,True,False,False,7.5561428070068359,8.1322517395019531
qseq_83326ff9f67b103f,length_32_gap_8,qcluster_calibration_0035,qmask_5512dd1d0711aac7,01000001,8.6613779067993164,8.5128850936889648,0.14849281311035156,True,True,True,True,2.3675370216369629,2.4750463962554932
qseq_9cae4833ac91d598,length_32_gap_8,qcluster_calibration_0036,qmask_5512dd1d0711aac7,01000001,7.7165179252624512,7.1657366752624512,0.55078125,True,True,False,False,4.7106227874755859,5.1589617729187012
qseq_cfb9d767fb841745,length_32_gap_8,qcluster_calibration_0037,qmask_5512dd1d0711aac7,01000001,5.7846426963806152,5.4565181732177734,0.3281245231628418,True,True,False,False,4.2976059913635254,4.5527176856994629
qseq_9a641dc8e553cdc9,length_32_gap_8,qcluster_calibration_0038,qmask_5512dd1d0711aac7,01000001,7.6731810569763184,7.0521421432495117,0.62103891372680664,True,True,False,False,3.8886995315551758,4.499424934387207
qseq_618c0004fec7a467,length_32_gap_8,qcluster_calibration_0039,qmask_5512dd1d0711aac7,01000001,4.5934381484985352,4.3606839179992676,0.23275423049926758,True,True,False,False,7.3684349060058594,7.6378746032714844
qseq_02dd020751347c55,length_32_gap_8,qcluster_calibration_0040,qmask_5512dd1d0711aac7,01000001,7.5618820190429688,6.9030451774597168,0.65883684158325195,True,True,False,False,5.5441646575927734,6.2807188034057617
qseq_c8384ab754451eef,length_32_gap_8,qcluster_calibration_0041,qmask_5512dd1d0711aac7,01000001,2.8867654800415039,2.2657711505889893,0.62099432945251465,True,True,False,False,6.4263396263122559,7.1325898170471191
qseq_ba05bbb94039b0ae,length_32_gap_8,qcluster_calibration_0042,qmask_5512dd1d0711aac7,01000001,6.9410629272460938,4.76800537109375,2.1730575561523438,True,True,False,False,6.4121508598327637,8.2792110443115234
qseq_4e8da5b186698007,length_32_gap_8,qcluster_calibration_0043,qmask_5512dd1d0711aac7,01000001,3.9103949069976807,3.5509963035583496,0.35939860343933105,True,True,False,False,5.7231903076171875,6.0968432426452637
qseq_e0e24ca7df1361da,length_32_gap_8,qcluster_calibration_0044,qmask_5512dd1d0711aac7,01000001,7.8520965576171875,7.479529857635498,0.37256669998168945,True,True,True,True,3.5322964191436768,3.8724675178527832
qseq_78b8701a8c418992,length_32_gap_8,qcluster_calibration_0045,qmask_5512dd1d0711aac7,01000001,12.092935562133789,10.482508659362793,1.6104269027709961,True,True,True,True,1.8507922887802124,2.7109081745147705
qseq_9a84a9d452ad6692,length_32_gap_8,qcluster_calibration_0046,qmask_5512dd1d0711aac7,01000001,12.39979076385498,11.856554985046387,0.54323577880859375,True,True,True,True,1.4711474180221558,1.9247496128082275
qseq_37ed28aef12e4075,length_32_gap_8,qcluster_calibration_0047,qmask_5512dd1d0711aac7,01000001,7.7470502853393555,7.1250686645507812,0.62198162078857422,True,True,False,False,5.7399635314941406,6.2299699783325195
qseq_4811292cd5272ac8,length_32_gap_8,qcluster_calibration_0048,qmask_5512dd1d0711aac7,01000001,12.631054878234863,12.139676094055176,0.4913787841796875,True,True,True,True,0.72314256429672241,0.88514387607574463
qseq_98e081c19e55b9c2,length_32_gap_8,qcluster_calibration_0049,qmask_5512dd1d0711aac7,01000001,12.682595252990723,12.223517417907715,0.45907783508300781,True,True,True,True,0.98284471035003662,1.0769205093383789
qseq_77a729a7d6333b5f,length_32_gap_8,qcluster_calibration_0050,qmask_5512dd1d0711aac7,01000001,9.8840513229370117,9.2366847991943359,0.64736652374267578,True,True,True,True,2.4649307727813721,2.8630118370056152
qseq_f1ed764d9e898c1c,length_32_gap_8,qcluster_calibration_0051,qmask_5512dd1d0711aac7,01000001,7.9027271270751953,6.3015365600585938,1.6011905670166016,True,True,False,False,3.6086373329162598,4.4903573989868164
qseq_496b941feed234e5,length_32_gap_8,qcluster_calibration_0052,qmask_5512dd1d0711aac7,01000001,10.570975303649902,9.1336612701416016,1.4373140335083008,True,True,True,True,1.9457254409790039,2.7615487575531006
qseq_226ec06b22020410,length_32_gap_8,qcluster_calibration_0053,qmask_5512dd1d0711aac7,01000001,4.0046439170837402,3.0943207740783691,0.91032314300537109,True,True,False,False,5.9298787117004395,6.506068229675293
qseq_433ffda24ef20d0d,length_32_gap_8,qcluster_calibration_0054,qmask_5512dd1d0711aac7,01000001,11.523992538452148,10.789310455322266,0.73468208312988281,True,True,True,True,1.9860935211181641,2.6907649040222168
qseq_523dae664b4c02de,length_32_gap_8,qcluster_calibration_0055,qmask_5512dd1d0711aac7,01000001,7.298861026763916,6.3766169548034668,0.92224407196044922,True,True,False,False,5.2400894165039062,6.2117962837219238
qseq_5729a944eb6aec71,length_32_gap_8,qcluster_calibration_0056,qmask_5512dd1d0711aac7,01000001,5.9918761253356934,5.1814556121826172,0.81042051315307617,True,True,False,False,6.1922821998596191,6.9168353080749512
qseq_769e2a1fc1ef4d7b,length_32_gap_8,qcluster_calibration_0057,qmask_5512dd1d0711aac7,01000001,5.8826560974121094,5.4463901519775391,0.43626594543457031,True,True,False,False,4.2826414108276367,4.6019015312194824
qseq_8e34020e948679cd,length_32_gap_8,qcluster_calibration_0058,qmask_5512dd1d0711aac7,01000001,12.325122833251953,12.420797348022461,-0.095674514770507812,True,True,True,True,0.57106560468673706,0.48073592782020569
qseq_4dd4a4938a07566b,length_32_gap_8,qcluster_calibration_0059,qmask_5512dd1d0711aac7,01000001,8.2067251205444336,7.0759620666503906,1.130763053894043,True,True,False,False,5.3227534294128418,6.4747414588928223
