prompt_id,bank,family_id,cluster_id,token_bank_id,input_ids,target_token_id,distractor_token_id_1,distractor_token_id_2,key_positions,source_value_positions,source_key_position,source_value_position,query_position,sequence_length,repeat_gap
qseq_9549efe255e90a60,reference,length_32_gap_8,qcluster_reference_0000,qbank_reference_69563226bd65,46790 111227 63998 11575 12803 43115 111800 144151 115387 89651 19749 119463 49055 103499 108857 36489 44045 117474 48327 148074 2156 143693 96534 2633 23149 128049 27080 96883 140436 64793 43612 2633,23149,119463,143693,23 10 20,24 11 21,23,24,31,32,8
qseq_5261c59d5bb7f921,reference,length_32_gap_8,qcluster_reference_0001,qbank_reference_69563226bd65,32844 148851 58852 36350 20869 72360 39068 128700 46503 72072 80010 24483 107122 132786 105387 95558 151445 145707 111109 21744 114236 67539 136959 99893 146536 20972 73344 60882 134446 83811 65146 99893,146536,114236,132786,23 19 12,24 20 13,23,24,31,32,8
qseq_27937a3aec2a2290,reference,length_32_gap_8,qcluster_reference_0002,qbank_reference_69563226bd65,70701 121233 76483 51150 37723 21323 111963 140879 104230 46999 93885 14074 144661 118037 70946 38148 84046 95188 117316 103556 37125 120603 147114 79541 118265 55371 91508 88206 141910 132439 104943 79541,118265,37723,121233,23 3 0,24 4 1,23,24,31,32,8
qseq_1cbecd03f733cdaf,reference,length_32_gap_8,qcluster_reference_0003,qbank_reference_69563226bd65,134302 150682 71136 147730 47803 70501 12803 123401 23470 135075 122335 66463 65916 93240 32277 70922 148729 90043 95091 20662 54970 41447 49896 74315 111918 150760 150697 67236 28202 26326 103019 74315,111918,122335,67236,23 9 26,24 10 27,23,24,31,32,8
qseq_0f46f9c0a7be1895,reference,length_32_gap_8,qcluster_reference_0004,qbank_reference_69563226bd65,71480 45556 79919 32960 64274 63340 92316 126780 47732 89415 3482 31281 57218 51205 104324 34768 77278 129287 64804 76960 32580 68442 37990 14280 44169 68640 149644 32986 138362 107986 19403 14280,44169,89415,57218,23 8 11,24 9 12,23,24,31,32,8
qseq_5113aa7efe858d6a,reference,length_32_gap_8,qcluster_reference_0005,qbank_reference_69563226bd65,33323 100828 87664 105259 10788 68087 149091 62262 4300 21744 138460 5204 105895 130934 25410 79774 85373 17639 89062 19734 37974 112706 69466 129399 61144 40761 27625 103783 134195 29451 116498 129399,61144,130934,138460,23 12 9,24 13 10,23,24,31,32,8
qseq_87c761dfd941a18e,reference,length_32_gap_8,qcluster_reference_0006,qbank_reference_69563226bd65,52028 57511 61181 99844 27017 7181 33330 23429 92707 150853 79715 32986 112843 64804 27570 119077 66115 37974 80393 94394 140645 7787 25220 89468 28152 105799 25199 104230 91325 73547 108284 89468,28152,94394,27017,23 18 3,24 19 4,23,24,31,32,8
qseq_270a0ae88eb96176,reference,length_32_gap_8,qcluster_reference_0007,qbank_reference_69563226bd65,98559 121838 150697 95527 43203 89963 11575 87892 104694 71098 111965 92462 23482 101509 18374 138665 8078 148291 107303 149091 141081 77396 141212 142141 136668 53363 148289 126196 132399 33840 10967 142141,136668,138665,104694,23 14 7,24 15 8,23,24,31,32,8
qseq_8b7a44f4fb404150,reference,length_32_gap_8,qcluster_reference_0008,qbank_reference_69563226bd65,106462 100213 16835 38750 39849 12910 137501 129312 46503 22786 121091 44744 110263 147114 13437 16786 120231 88460 59842 103033 108120 10860 42410 110249 142469 41839 33 2152 85039 35998 9270 110249,142469,33,59842,23 25 17,24 26 18,23,24,31,32,8
qseq_42580bb6d1524a8c,reference,length_32_gap_8,qcluster_reference_0009,qbank_reference_69563226bd65,63168 88038 24566 89997 10511 2126 26945 69607 128944 28194 33040 108090 144540 85213 35085 57110 97746 13440 88197 116349 119736 60977 24617 27745 143900 82063 147730 90422 65717 6530 85234 27745,143900,90422,10511,23 26 3,24 27 4,23,24,31,32,8
qseq_206bf3b2638a47be,reference,length_32_gap_8,qcluster_reference_0010,qbank_reference_69563226bd65,73474 14390 39699 119752 91692 108150 40319 8301 38857 71505 31725 60358 138056 40181 12338 25121 65177 47732 84952 56159 3767 115352 99893 134803 97084 107614 145947 139678 112784 1449 122130 134803,97084,25121,99893,23 14 21,24 15 22,23,24,31,32,8
qseq_5b9cdce51314eaed,reference,length_32_gap_8,qcluster_reference_0011,qbank_reference_69563226bd65,24031 48270 121355 25252 126025 75350 47203 60081 14356 142069 39526 138825 75366 30371 77164 150425 66765 65269 3102 42391 80308 61594 58601 136016 64057 47321 70687 9219 96068 113702 72702 136016,64057,66765,39526,23 15 9,24 16 10,23,24,31,32,8
qseq_4931d6ad72da60d2,reference,length_32_gap_8,qcluster_reference_0012,qbank_reference_69563226bd65,7916 20543 41377 85234 16369 65158 3102 145508 35220 77168 5610 146413 311 61324 111620 40537 88870 149599 123680 139573 82069 59727 20662 138107 144463 40361 50361 56370 134229 48726 66757 138107,144463,56370,41377,23 26 1,24 27 2,23,24,31,32,8
qseq_092aa93b325f90d2,reference,length_32_gap_8,qcluster_reference_0013,qbank_reference_69563226bd65,17969 95471 46375 81859 782 73674 99844 100585 136690 118037 113541 76904 99562 14231 132439 61181 83707 65895 14888 100078 130802 75156 104137 39620 89243 1791 45277 97569 47044 11250 35930 39620,89243,35930,14888,23 29 17,24 30 18,23,24,31,32,8
qseq_314e9ce6af792898,reference,length_32_gap_8,qcluster_reference_0014,qbank_reference_69563226bd65,100546 35603 118972 56243 80597 55450 115701 87267 113836 880 54718 121819 13064 12479 82130 132815 128844 89785 40592 28202 110484 61972 144540 1750 47658 106127 57317 96347 116252 84486 111165 1750,47658,96347,111165,23 26 29,24 27 30,23,24,31,32,8
qseq_8eec31aa5bd8c3be,reference,length_32_gap_8,qcluster_reference_0015,qbank_reference_69563226bd65,61452 116679 83675 70170 94650 148851 119194 78933 150425 118098 43633 5947 57976 122459 40515 3716 15815 62246 90091 125498 90154 143900 65243 96347 55663 30542 144540 32277 71310 119130 87795 96347,55663,119194,3716,23 5 14,24 6 15,23,24,31,32,8
qseq_049149f17576e296,reference,length_32_gap_8,qcluster_reference_0016,qbank_reference_69563226bd65,94381 86730 76904 130620 72954 113071 24765 146504 139016 65717 62246 137172 144952 15701 97746 5467 83811 54399 111006 35683 3048 51301 18522 42807 65490 90969 99893 8078 136016 108225 102521 42807,65490,136016,65717,23 27 8,24 28 9,23,24,31,32,8
qseq_b7bc5ea20332a605,reference,length_32_gap_8,qcluster_reference_0017,qbank_reference_69563226bd65,49222 47658 13122 98440 29754 15592 149011 15698 122643 92595 26128 95125 129635 142820 41392 139815 77278 63740 71595 89440 70240 56370 67663 63789 119398 98340 7335 85626 12595 139246 90806 63789,119398,77278,56370,23 15 20,24 16 21,23,24,31,32,8
qseq_c6693febcc1b22ff,reference,length_32_gap_8,qcluster_reference_0018,qbank_reference_69563226bd65,115701 91161 57094 143295 18542 61366 23778 19628 49437 148729 147968 122335 25050 24600 118336 84847 125404 40948 2402 10080 63196 145847 84057 115336 5467 8694 120501 82300 41593 145950 67197 115336,5467,82300,118336,23 26 13,24 27 14,23,24,31,32,8
qseq_9d738d587ba1e934,reference,length_32_gap_8,qcluster_reference_0019,qbank_reference_69563226bd65,119130 14378 40603 119503 8775 126511 80518 74426 94005 33488 23778 35484 110207 18417 134320 26289 113804 34000 82140 134047 108857 102435 128652 125169 13440 113865 121355 150762 6688 106964 19749 125169,13440,33488,126511,23 8 4,24 9 5,23,24,31,32,8
qseq_594894ace2fe261d,reference,length_32_gap_8,qcluster_reference_0020,qbank_reference_69563226bd65,77791 56506 83811 138665 24617 24596 69985 64913 120231 106600 117316 65923 3252 104073 106840 134047 91456 19054 117474 45182 88038 108775 103036 71842 112784 111976 79101 147764 118972 53265 2626 71842,112784,45182,24596,23 18 4,24 19 5,23,24,31,32,8
qseq_1f66d7c35fcb3b92,reference,length_32_gap_8,qcluster_reference_0021,qbank_reference_69563226bd65,55995 35755 21323 7974 77865 1243 33790 115570 52186 36350 16835 15701 103191 17420 149408 42863 101073 7556 95705 28152 89468 97750 68911 138898 14021 77701 103061 13532 110334 138362 69285 138898,14021,97750,138362,23 20 28,24 21 29,23,24,31,32,8
qseq_bb0c2c999c17016d,reference,length_32_gap_8,qcluster_reference_0022,qbank_reference_69563226bd65,106440 134270 76248 66108 92799 58601 67541 112049 123575 44946 119926 34000 27287 40131 16977 116157 14280 125903 8124 84616 40576 59842 36314 90718 41090 75057 19460 137267 127837 41542 20064 90718,41090,19460,36314,23 25 21,24 26 22,23,24,31,32,8
qseq_e2d9a497a2030185,reference,length_32_gap_8,qcluster_reference_0023,qbank_reference_69563226bd65,31751 86666 8832 16369 83135 80308 27816 146983 110781 115352 138091 14478 13993 64659 7701 20662 65742 131830 148386 55255 62094 11890 33870 93483 54552 1753 29674 46503 123109 38105 11141 93483,54552,115352,86666,23 8 0,24 9 1,23,24,31,32,8
qseq_605af18161d53e20,reference,length_32_gap_8,qcluster_reference_0024,qbank_reference_69563226bd65,117424 148936 142133 39596 33269 38506 131830 109768 9890 64344 108079 149311 103313 77164 14252 131208 136668 111080 14378 59364 19654 70922 39489 49337 18127 83558 35252 140956 106727 101257 150072 49337,18127,14378,70922,23 17 20,24 18 21,23,24,31,32,8
qseq_74cc9675fd1e0bd9,reference,length_32_gap_8,qcluster_reference_0025,qbank_reference_69563226bd65,5199 79774 108277 47316 149697 7523 130039 16001 27794 49156 19559 80299 49803 103230 37125 63041 143693 11410 46193 92316 52591 52796 50029 48095 71023 116594 18431 79426 14021 97737 21323 48095,71023,103230,79774,23 12 0,24 13 1,23,24,31,32,8
qseq_c1b4969a5901f64f,reference,length_32_gap_8,qcluster_reference_0026,qbank_reference_69563226bd65,21480 73833 31034 65318 81486 98852 135075 149311 145550 148496 24310 146504 82366 54970 62475 126810 12803 86730 128951 78330 27287 22741 129287 100828 22889 63820 4158 89638 13474 90969 8775 100828,22889,98852,13474,23 4 27,24 5 28,23,24,31,32,8
qseq_b7ff75ec7f21065f,reference,length_32_gap_8,qcluster_reference_0027,qbank_reference_69563226bd65,128652 16001 79895 114923 19389 96347 111650 91519 60081 23036 74917 140645 133618 33822 55450 74830 73003 122188 111976 81816 21753 927 84261 15919 61972 13975 106462 69016 62315 73842 18228 15919,61972,33822,91519,23 12 6,24 13 7,23,24,31,32,8
