layer,head,kv_group,attention_to_target,attention_to_distractors,attention_specificity,direct_logit_attribution,output_norm,n_prompts
0,0,0,0.030367136001586914,0.017783522605895996,0.012583613395690918,-0.001567840576171875,1.4895578622817993,128
0,1,0,0.038914978504180908,0.025407224893569946,0.013507753610610962,0.0048034265637397766,2.0835671424865723,128
0,2,0,0.0076925633475184441,0.0068397382274270058,0.00085282512009143829,0.00081873685121536255,2.1244335174560547,128
0,3,0,0.0023147689644247293,0.000780496746301651,0.0015342722181230783,-0.0022731423377990723,2.5789656639099121,128
0,4,0,0.023389339447021484,0.023888349533081055,-0.00049901008605957031,-0.0016300976276397705,1.1405527591705322,128
0,5,0,0.035400986671447754,0.025476124137639999,0.0099248625338077545,-0.003065451979637146,2.0657734870910645,128
0,6,0,0.0083626415580511093,0.018692433834075928,-0.010329792276024818,0.0018679872155189514,2.0711827278137207,128
0,7,1,0.016165614128112793,0.019633067771792412,-0.0034674536436796188,0.00014748424291610718,2.7328696250915527,128
0,8,1,0.0075323199853301048,0.0074886772781610489,4.3642707169055939e-05,-0.0019508525729179382,2.3079578876495361,128
0,9,1,0.03905940055847168,0.020333588123321533,0.018725812435150146,0.00087853148579597473,1.0251686573028564,128
0,10,1,4.0247832657769322e-05,0.0005758883198723197,-0.00053564051631838083,-0.00513458251953125,2.82550048828125,128
0,11,1,0.032890558242797852,0.020939350128173828,0.011951208114624023,0.00042744725942611694,1.0800329446792603,128
0,12,1,0.034966707229614258,0.022067785263061523,0.012898921966552734,0.00053619593381881714,1.1604231595993042,128
0,13,1,0.031528472900390625,0.01893460750579834,0.012593865394592285,-0.00086878985166549683,0.97411131858825684,128
0,14,2,0.016594111919403076,0.027948379516601562,-0.011354267597198486,-0.0026839636266231537,1.0753729343414307,128
0,15,2,1.6535528502004126e-08,0.0007820263272151351,-0.00078200979623943567,-0.0037647932767868042,2.238020658493042,128
0,16,2,0.023195832967758179,0.021495014429092407,0.0017008185386657715,-0.0011923424899578094,1.2741116285324097,128
0,17,2,0.021362781524658203,0.020385175943374634,0.00097760558128356934,-0.0031634010374546051,1.170055627822876,128
0,18,2,0.024420857429504395,0.023368597030639648,0.0010522603988647461,-0.0022580809891223907,0.98851984739303589,128
0,19,2,0.034309208393096924,0.024064064025878906,0.010245144367218018,-0.00067381560802459717,1.2766278982162476,128
0,20,2,0.0059532639570534229,0.0079903490841388702,-0.0020370851270854473,-0.0015866905450820923,1.9314035177230835,128
0,21,3,0.00024605903308838606,0.0010890420526266098,-0.00084298301953822374,0.0013301372528076172,3.0917768478393555,128
0,22,3,0.015189886093139648,0.011160314083099365,0.0040295720100402832,0.0036054551601409912,2.569354772567749,128
0,23,3,0.0015931557863950729,0.024814318865537643,-0.02322116307914257,0.0062141120433807373,4.9772777557373047,128
0,24,3,0.0019316747784614563,0.026288272812962532,-0.024356598034501076,-0.016910791397094727,5.0839557647705078,128
0,25,3,0.042721986770629883,0.023411571979522705,0.019310414791107178,-0.015506774187088013,4.8237085342407227,128
0,26,3,0.0019759703427553177,0.025263383984565735,-0.023287413641810417,0.0073676258325576782,4.8874492645263672,128
0,27,3,0.041417837142944336,0.024155020713806152,0.017262816429138184,0.016443550586700439,4.7920985221862793,128
1,0,0,0.029667854309082031,0.025230994448065758,0.0044368598610162735,0.00011191703379154205,1.4823575019836426,128
1,1,0,0.01721346378326416,0.021710634231567383,-0.0044971704483032227,-0.0016491077840328217,1.2282247543334961,128
1,2,0,0.0124550461769104,0.025085210800170898,-0.012630164623260498,-0.0016245171427726746,0.9679071307182312,128
1,3,0,0.003575589507818222,0.022070145234465599,-0.018494555726647377,0.0038953684270381927,1.6949894428253174,128
1,4,0,0.049604654312133789,0.023467332124710083,0.026137322187423706,-0.00066513195633888245,1.2576262950897217,128
1,5,0,0.025068044662475586,0.022395588457584381,0.0026724562048912048,-4.6610832214355469e-05,1.2560350894927979,128
1,6,0,0.012350976467132568,0.027260184288024902,-0.014909207820892334,-0.0014333724975585938,0.89384728670120239,128
1,7,1,0.014184668660163879,0.020935893058776855,-0.0067512243986129761,-0.00088148936629295349,0.97876954078674316,128
1,8,1,0.016963183879852295,0.01578819751739502,0.0011749863624572754,-0.0012045428156852722,1.0950971841812134,128
1,9,1,0.019054174423217773,0.022741317749023438,-0.0036871433258056641,0.00099148601293563843,1.3941875696182251,128
1,10,1,0.011505905538797379,0.01440545916557312,-0.0028995536267757416,0.00031813979148864746,1.1857976913452148,128
1,11,1,0.0011409600265324116,0.0075364126823842525,-0.006395452655851841,1.0639429092407227e-05,1.8153835535049438,128
1,12,1,0.0025965915992856026,0.016770608723163605,-0.014174017123878002,0.0042076967656612396,1.3464092016220093,128
