index,support_mode,contrast,fixed_factor,fixed_name,metric,mean,min,max
0,projected,direction_provider_first_order_minus_lifted,estimator,first_order,actuation_energy_l1,-9.453229033837828e-07,-1.1892848306160886e-06,-4.757140210642774e-07
1,projected,direction_provider_first_order_minus_lifted,estimator,first_order,cumulative_collateral_abs,-2.0691837223196787e-08,-2.603183268945486e-08,-1.0412734674503099e-08
2,projected,direction_provider_first_order_minus_lifted,estimator,first_order,final_target_abs_error,2.5651304872790584e-10,1.290851869839571e-10,3.2271185723686813e-10
3,projected,direction_provider_first_order_minus_lifted,estimator,first_order,final_target_squared_error,1.3858222430573655e-11,6.1942645023654874e-12,1.782034220708384e-11
4,projected,direction_provider_first_order_minus_lifted,estimator,first_order,integrated_absolute_error,2.516425260464435e-09,1.2663416981695264e-09,3.1658458077288287e-09
5,projected,direction_provider_first_order_minus_lifted,estimator,first_order,integrated_squared_error,3.5985204120218366e-10,1.1393952448202072e-10,5.071507658271912e-10
6,projected,direction_provider_first_order_minus_lifted,estimator,first_order,mean_residual_off_support_l2,2.8462203146665906e-17,-1.3354692579914897e-16,7.076534076265342e-16
7,projected,direction_provider_first_order_minus_lifted,estimator,first_order,observer_bias_abs_mean,2.1166093594944998e-10,1.0651414472651055e-10,2.662848344603397e-10
8,projected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,actuation_energy_l1,-9.453211794199963e-07,-1.1892826421444624e-06,-4.757130867005799e-07
9,projected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,cumulative_collateral_abs,-2.069151207410395e-08,-2.6031424127381797e-08,-1.0412571249673874e-08
10,projected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,final_target_abs_error,2.564849637121114e-10,1.2907086510693944e-10,3.2267677418928997e-10
11,projected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,final_target_squared_error,1.3856619232313742e-11,6.193570612975097e-12,1.7818285800823286e-11
12,projected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,integrated_absolute_error,2.5161497011853367e-09,1.2661980353101399e-09,3.1654998622343555e-09
13,projected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,integrated_squared_error,3.5981188669283644e-10,1.139267014060863e-10,5.070939224083304e-10
14,projected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,mean_residual_off_support_l2,2.841326907695715e-17,-6.295087649286109e-16,5.743972404375809e-16
15,projected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,observer_bias_abs_mean,2.1163773359506033e-10,1.065021612567385e-10,2.662556598809207e-10
