support_mode,metric,estimate_effect_at_first_order_direction_fo_minus_lifted,estimate_effect_at_lifted_direction_fo_minus_lifted,direction_effect_at_first_order_estimate_fo_minus_lifted,direction_effect_at_lifted_estimate_fo_minus_lifted,estimate_by_direction_interaction
projected,integrated_squared_error,2.2281017608705156e-07,2.2281013611902267e-07,3.5985192603504856e-10,3.5981195800616206e-10,3.9968028886505635e-14
projected,integrated_absolute_error,1.561526397075852e-06,1.5615261208523634e-06,2.5164257344556518e-09,2.516149510967125e-09,2.7622348852673895e-13
projected,final_target_mse,8.607883448131376e-09,8.607881844921624e-09,1.385822240383e-11,1.3856619194077546e-11,1.6032097524543154e-15
projected,cumulative_collateral_abs,-1.851440313060948e-06,-1.851439982658576e-06,-2.0691839353048636e-08,-2.0691508950676507e-08,-3.304023721284466e-13
projected,actuation_energy_l1,-1.0802651374319794e-05,-1.0802649626384664e-05,-9.453229097289295e-07,-9.453211617937995e-07,-1.7479351299698465e-12
projected,observer_bias_mae_path,1.3135269408270922e-07,1.3135267088251745e-07,2.116609353064458e-10,2.116377351146781e-10,2.3200191767713818e-14
projected,large_error_trajectory_rate,0.0,0.0,0.0,0.0,0.0
projected,observer_self_gain,1.8218202990638588e-07,1.8218199770991816e-07,2.932221132567747e-10,2.931899167890606e-10,3.219646771412954e-14
projected,observer_error_pole_unsaturated,-6.376371053384844e-08,-6.376369920957359e-08,-1.0262768412871992e-10,-1.0261635985386874e-10,-1.1324274851176597e-14
projected,mean_residual_off_support_l2_path,1.2855192393946776e-17,1.2806258324238742e-17,2.8462203146666825e-17,2.841326907695879e-17,4.893406970803454e-20
unprojected,integrated_squared_error,-5.505862787913429e-07,-5.505861579990778e-07,-1.500667039522341e-07,-1.5006658315996901e-07,-1.2079226507921703e-13
unprojected,integrated_absolute_error,-1.4028999828497035e-07,-1.4028996631054724e-07,-3.682613680666691e-08,-3.68261048322438e-08,-3.197442310920451e-14
unprojected,final_target_mse,-1.43596293078474e-07,-1.4359626288040772e-07,-3.8558702009083845e-08,-3.8558671811017575e-08,-3.019806626980426e-14
unprojected,cumulative_collateral_abs,-3.042306628842084e-09,-3.0423059627082694e-09,2.983505897891092e-08,2.983505964504474e-08,-6.661338147750939e-16
unprojected,actuation_energy_l1,-2.390480133840356e-07,-2.39047942329762e-07,-1.1429319357603163e-07,-1.1429312252175805e-07,-7.105427357601002e-14
unprojected,observer_bias_mae_path,-1.5270279041246226e-08,-1.5270275710577152e-08,-3.9929168860197706e-09,-3.992913555350697e-09,-3.3306690738754696e-15
unprojected,large_error_trajectory_rate,0.0,0.0,0.0,0.0,0.0
unprojected,observer_self_gain,3.2941515210049843e-09,3.294150757726655e-09,8.355635489065705e-10,8.35562785628241e-10,7.632783294297951e-16
unprojected,observer_error_pole_unsaturated,-1.1529530663523246e-09,-1.1529527332854173e-09,-2.924472886078888e-10,-2.9244695554098143e-10,-3.3306690738754696e-16
unprojected,mean_residual_off_support_l2_path,-1.638654056890232e-08,-1.638653834845627e-08,-7.443222926895032e-09,-7.443220706448983e-09,-2.220446049250313e-15
