support_mode,metric,estimate_effect_at_first_order_direction_fo_minus_lifted,estimate_effect_at_lifted_direction_fo_minus_lifted,direction_effect_at_first_order_estimate_fo_minus_lifted,direction_effect_at_lifted_estimate_fo_minus_lifted,estimate_by_direction_interaction
projected,integrated_squared_error,2.1142134420948366e-07,2.1142131978457712e-07,-1.0119203253111664e-09,-1.0119447502177081e-09,2.4424906541753444e-14
projected,integrated_absolute_error,5.409056673677526e-07,5.40905587875784e-07,-2.5793389646366904e-09,-2.5794184566052536e-09,7.949196856316121e-14
projected,final_target_mse,-6.219604469631917e-09,-6.219602678407955e-09,2.938556917329166e-11,2.938736039725335e-11,-1.791223961690458e-15
projected,cumulative_collateral_abs,-3.408106515223608e-06,-3.408106069358041e-06,-2.3474016508373552e-07,-2.3473971921816883e-07,-4.4586556668946287e-13
projected,actuation_energy_l1,-1.7931325650977215e-05,-1.79313228940714e-05,2.9708407822681693e-07,2.970868351326317e-07,-2.7569058147491887e-12
projected,observer_bias_mae_path,-2.3777076810921338e-07,-2.377707323756445e-07,1.1287994566844262e-09,1.1288351902533078e-09,-3.573356888164625e-14
projected,large_error_trajectory_rate,0.0,0.0,0.0,0.0,0.0
projected,observer_self_gain,3.1384045962035145e-07,3.1384041354609593e-07,-1.493722479040116e-09,-1.493768553295638e-09,4.6074255521943996e-14
projected,observer_error_pole_unsaturated,-1.0984416087822524e-07,-1.0984414477999138e-07,5.228029120729616e-10,5.228190103068187e-10,-1.609823385706477e-14
projected,mean_residual_off_support_l2_path,-1.4059513576384223e-16,1.3628477206893272e-16,-1.9793424378548678e-16,7.894566404728817e-17,-2.7687990783277495e-16
unprojected,integrated_squared_error,-1.4804233323673088e-06,-1.480422977095941e-06,-3.7025213117658495e-07,-3.7025177590521707e-07,-3.552713678800501e-13
unprojected,integrated_absolute_error,-3.719505130561629e-07,-3.719504277910346e-07,-9.295592562352795e-08,-9.295584035839966e-08,-8.526512829121202e-14
unprojected,final_target_mse,-3.785596645045075e-07,-3.785595819039145e-07,-9.436385095540345e-08,-9.436376835481042e-08,-8.260059303211165e-14
unprojected,cumulative_collateral_abs,-1.2831721574180222e-08,-1.283171746635503e-08,6.501488880594763e-08,6.501489291377283e-08,-4.107825191113079e-15
unprojected,actuation_energy_l1,-6.332807984676947e-07,-6.332806528064339e-07,-2.6519587237316955e-07,-2.651957267119087e-07,-1.4566126083082054e-13
unprojected,observer_bias_mae_path,-4.108550766268593e-08,-4.108549789272331e-08,-1.0049219234531392e-08,-1.0049209464568776e-08,-9.769962616701378e-15
unprojected,large_error_trajectory_rate,0.0,0.0,0.0,0.0,0.0
unprojected,observer_self_gain,8.791863907037234e-09,8.791861780266252e-09,2.158510276767389e-09,2.1585081499964076e-09,2.1267709815475655e-15
unprojected,observer_error_pole_unsaturated,-3.0771524217598767e-09,-3.077151533581457e-09,-7.55478679614896e-10,-7.554777914364763e-10,-8.881784197001252e-16
unprojected,mean_residual_off_support_l2_path,-4.2730320171102676e-08,-4.273031040114006e-08,-1.9054709810006898e-08,-1.905470004004428e-08,-9.769962616701378e-15
