support_mode,metric,estimate_effect_at_first_order_direction_fo_minus_lifted,estimate_effect_at_lifted_direction_fo_minus_lifted,direction_effect_at_first_order_estimate_fo_minus_lifted,direction_effect_at_lifted_estimate_fo_minus_lifted,estimate_by_direction_interaction
projected,integrated_squared_error,228.54394474809598,115.09325550594718,113.4509754663996,0.0002862242508097079,113.4506892421488
projected,integrated_absolute_error,39.63953878479465,25.907187482101833,13.734599211892004,0.002247909199180942,13.73235130269282
projected,final_target_mse,57.78178307338408,30.518174033080275,27.26361554935697,6.509053166327435e-06,27.263609040303802
projected,cumulative_collateral_abs,9.338196822964166,2.5825720421107268,8.14099788420291,1.3853731033494716,6.75562478085344
projected,actuation_energy_l1,149.10886043591324,97.60275769618555,51.7570252208545,0.2509224811268105,51.506102739727694
projected,observer_bias_mae_path,4.92184483816103,2.8920512572286503,2.0299530142520466,0.00015943331966727405,2.0297935809323793
projected,large_error_trajectory_rate,1.0,0.882,0.118,0.0,0.118
projected,observer_self_gain,-1.3225643768262718,-1.0762035180940852,-0.24609802525796884,0.00026283347421784953,-0.2463608587321866
projected,observer_error_pole_unsaturated,0.46289753188919514,0.3766712313329298,0.08613430884028905,-9.199171597629174e-05,0.08622630055626535
projected,mean_residual_off_support_l2_path,2.706697066704682e-15,2.1178252127367e-15,8.573715151913261e-16,2.684996612233442e-16,5.888718539679819e-16
unprojected,integrated_squared_error,44.26711675966029,35.657177185049555,11.276475927163077,2.6665363525523382,8.609939574610735
unprojected,integrated_absolute_error,7.850183826935412,7.006332202440998,1.9282014287671139,1.0843498042726996,0.8438516244944143
unprojected,final_target_mse,11.322571204668204,8.787144076467637,3.1257789394927435,0.5903518112921771,2.535427128200567
unprojected,cumulative_collateral_abs,0.31970447223225773,0.14114068004447855,0.7141923056307319,0.5356285134429527,0.17856379218777918
unprojected,actuation_energy_l1,13.68691464723748,11.865648564976492,3.3170906752333806,1.4958245929723937,1.821266082260987
unprojected,observer_bias_mae_path,0.867456269811012,0.760540471748177,0.2175919441494032,0.11067614608656817,0.10691579806283502
unprojected,large_error_trajectory_rate,0.21999999999999997,0.43533333333333335,0.21999999999999997,0.43533333333333335,-0.21533333333333338
unprojected,observer_self_gain,-0.2612154390171136,-0.25577984515591023,-0.039763733222916105,-0.03432813936171275,-0.005435593861203347
unprojected,observer_error_pole_unsaturated,0.09142540365598983,0.08952294580456854,0.01391730662802071,0.012014848776599418,0.0019024578514212909
unprojected,mean_residual_off_support_l2_path,0.7199855799936641,0.6005625249833235,0.3410590610346689,0.2216360060243283,0.11942305501034056
