observer,estimator,direction_provider,support_mode,estimator_calibration,controller_mode,step,target_mse,target_mae,observer_error_mae,collateral_abs_delta,collateral_rms_delta,mean_observer_estimate,mean_true_target,mean_target_ref,mean_residual_off_support_l2,mean_residual_off_support_normalized,mean_nearest_clean_residual_l2,mean_residual_delta_from_initial_l2,mean_abs_residual_norm_z,mean_convex_hull_extrapolation_mass,fraction_outside_clean_convex_hull,next_clip_fraction
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,0,0.7394304920663277,0.8471371938884258,0.23738413651278104,0.0,0.0,0.3307606593697305,0.3227947950363159,1.0,9.096674915252623e-15,1.532694369923427e-15,3.1628284505528405e-05,0.0,0.9716090559959412,1.1985850617391643e-06,0.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,1,0.4009390576158867,0.6311811671887855,0.3131343000499182,0.003988582382642014,0.004482361455270166,0.33638020231872384,0.5218935044818518,1.0,0.3477577889031292,0.058593542158480394,0.37566499446482726,0.3756668903294161,0.9027661659092334,0.04278363251587306,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,2,0.18160817081778813,0.4170385077626475,0.3930465259568015,0.007943672995383377,0.008927084921884279,0.3419525584676618,0.7193203942920314,1.0,0.692595486723825,0.11669507957859154,0.7481774427360641,0.7481793393453064,0.9264558035166671,0.08520799622282584,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,3,0.07849202532623764,0.2072590549721089,0.5676113841080135,0.011865553065623554,0.013334486442670294,0.34747812403988837,0.9150895081479019,1.0,1.0345376132060062,0.17430874358016252,1.117561937752089,1.117563834609542,1.0396246770847768,0.1272761263382051,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,4,0.08870208018178187,0.28326220163225685,0.7562574743143395,0.01575450145932073,0.01770487940667278,0.3529572919316956,1.109214766246035,1.0,1.373608482203493,0.23143863079269894,1.4838447442887495,1.4838466412703029,1.237033903393868,0.16899101412365117,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,5,0.20940603586226078,0.3586271566605243,0.9433195201560948,0.019610794700820403,0.022038574571436365,0.3583904517402605,1.3017099718963554,1.0,1.709832203408847,0.28808880344667454,1.847051906873657,1.8470538039296673,1.5991512685340503,0.2103556257234475,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,6,0.43782682710627097,0.4925888125036279,1.1288108227122806,0.02343470699251801,0.026335880085102487,0.3637779897913475,1.4925888125036277,1.0,2.043232684067695,0.3442632896623766,2.2072092513898713,2.207211148495517,2.0627605151666253,0.2513729023754289,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,7,0.7712416331394708,0.6818648605407021,1.312744571373924,0.027226510234355922,0.03059710150832013,0.36912028916677764,1.681864860540702,1.0,2.37383363067866,0.3999660837363263,2.564342386876795,2.564344284017891,2.7410486471872137,0.29204576062011894,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,8,1.206980905007998,0.8695515745135856,1.5091297831841248,0.030986474043157,0.03482254183597282,0.37441772973166887,1.8695515745135858,1.0,2.701658550679013,0.4552011464252941,2.918476707342244,2.9184786045099256,3.5001687374941968,0.3323770925081112,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,9,1.7424274097282562,1.055662299918414,1.705300442789549,0.034714865771795604,0.03901250151872301,0.3796706881614452,2.055662299918414,1.0,3.026730754116175,0.5099724052279292,3.269637393565139,3.269639290753496,4.330428884013369,0.37236976580570846,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,10,2.3750152909672106,1.2402102701903839,1.8998238748934546,0.03841195052820806,0.04316727848437592,0.38487953796862073,2.2402102701903837,1.0,3.34907335530518,0.564283754664026,3.6178494148848066,3.6178513120897047,5.222792171618015,0.4120266241988363,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,11,3.102229145972193,1.4311147692454262,2.092713911117995,0.042077991194243006,0.04728716815906356,0.39004464952935874,2.4232086076447192,1.0,3.668709274472226,0.6181390565514437,3.963137530975894,3.9631394281943213,6.1690140645655775,0.45135048749524365,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,12,3.9216031184739064,1.6279405139525158,2.283984266942434,0.04571324844435362,0.051372463488251106,0.39516639010980636,2.604670324409735,1.0,3.9856612393844175,0.6715421402807025,4.3055262936086365,4.305528190838337,7.161691046065253,0.4903441518250059,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,13,4.830720007291002,1.8231135304670163,2.4736485426783767,0.04931798076413303,0.05542345495756684,0.40024512389221034,2.784608323352067,1.0,4.299951786965831,0.7244968030872724,4.645040048394474,4.645041945633713,8.194248808253903,0.5290103898393432,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,14,5.827210390369189,2.0166476965998954,2.6617202244368268,0.052892444468693935,0.05944043061345714,0.40528121200081113,2.9630353989941347,1.0,4.611603264900005,0.7770068103215758,4.981702936517067,4.981704833764481,9.260893618112318,0.5673519509077725,1.0,0.0
