observer,estimator,direction_provider,support_mode,estimator_calibration,controller_mode,x1,x2,n_examples,integrated_squared_error,final_target_squared_error,cumulative_collateral_abs,actuation_energy_l1,observer_bias_abs_mean,mean_residual_delta_from_initial_l2,mean_nearest_clean_residual_l2,mean_abs_residual_norm_z,mean_convex_hull_extrapolation_mass,control_clip_fraction
est-first_order__dir-first_order__support-projected__cal-none__controller-base,first_order,first_order,projected,none,base,0.0,0.0,646,33.187385303880724,5.934387707639993,4.099636601681852,58.12050134650954,1.731182136663199,7.886377758716154,5.462119346891646,9.194127324682412,1.878018746198488,0.0
est-first_order__dir-first_order__support-projected__cal-none__controller-base,first_order,first_order,projected,none,base,0.0,1.0,327,2.2443173906126503,0.19293303322200264,1.4293704399446387,20.264168425411643,0.2985245926881629,2.749647430194475,2.7496468315236737,4.730445842022588,0.3018105520322268,0.0
est-first_order__dir-first_order__support-projected__cal-none__controller-base,first_order,first_order,projected,none,base,1.0,0.0,357,1.595347293993459,0.07775003263706623,1.1297352102428344,16.016243191208947,0.21147328586051797,2.173245948590305,2.1732582508413643,1.4392323293854972,0.2789826194917905,0.0
est-first_order__dir-first_order__support-projected__cal-none__controller-base,first_order,first_order,projected,none,base,1.0,1.0,170,4.484181987437081,0.03879604522991806,1.540530992820184,21.840090315764407,0.26456599383144486,2.963484459428883,2.963484867661834,12.183173235485164,0.25350770685475,0.0
est-first_order__dir-first_order__support-projected__cal-response_gain__controller-base,first_order,first_order,projected,response_gain,base,0.0,0.0,646,1.8919735939084406,0.029264843291702175,1.9371996421493036,19.971225365485083,0.17703813666789486,3.7265469251034737,3.7265199242627625,12.538613970387328,0.8874193498082547,0.0
est-first_order__dir-first_order__support-projected__cal-response_gain__controller-base,first_order,first_order,projected,response_gain,base,0.0,1.0,327,3.2524802829648216,0.1228258212666321,0.6754198417546553,6.963124286476024,0.3483842089943645,1.2992897993993613,1.2992892008867996,4.090557493127092,0.14261426301330266,0.0
est-first_order__dir-first_order__support-projected__cal-response_gain__controller-base,first_order,first_order,projected,response_gain,base,1.0,0.0,357,2.8588562301278575,0.11924970258154237,0.5338333266192576,5.503462545394225,0.34368078802072266,1.0269230380527945,1.0269353405411294,0.8732189072271687,0.13182792460882153,0.0
est-first_order__dir-first_order__support-projected__cal-response_gain__controller-base,first_order,first_order,projected,response_gain,base,1.0,1.0,170,9.151378243524128,0.42791754249526215,0.7279464933030585,7.504638734931931,0.6519112982962493,1.4003341252162436,1.4003345334734283,7.859624689129355,0.11979053205901334,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,0.0,0.0,646,70.99365806261864,14.740668625257909,1.0337512640888655,40.37999106049174,2.568260730794915,4.287333578629435,4.287331199185021,7.405012481007465,0.4309357368291167,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,0.0,1.0,327,4.515071694983899,0.862135028894332,0.36042548223368087,14.078800438901625,0.5718742452564494,1.4948124623926236,1.494817341575369,1.1787693997810806,0.0682744192867118,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,1.0,0.0,357,2.7076929311894062,0.44294773100463625,0.28487042026971854,11.127497903500432,0.41769625714592995,1.1814587907247813,1.1814650902693686,2.513854857480187,0.06479109338092126,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,1.0,1.0,170,5.432775248359015,0.5245931131372374,0.3884553720060498,15.17369312513445,0.5010145078359508,1.6110623687298882,1.611065400289896,6.399376025895994,0.2943004606390243,0.0
est-first_order__dir-first_order__support-unprojected__cal-response_gain__controller-base,first_order,first_order,unprojected,response_gain,base,0.0,0.0,646,1.8919735939084488,0.029264843291703396,0.389276275049081,9.86392633213975,0.1770381366678979,1.6144669451531068,1.614464566350785,0.47606143887234975,0.16227592299348387,0.0
est-first_order__dir-first_order__support-unprojected__cal-response_gain__controller-base,first_order,first_order,unprojected,response_gain,base,0.0,1.0,327,3.2524802829648163,0.12282582126663155,0.13572422499561287,3.439135243150079,0.3483842089943639,0.5628965569101567,0.5629014365170867,0.7652849484063029,0.025709686226125704,0.0
est-first_order__dir-first_order__support-unprojected__cal-response_gain__controller-base,first_order,first_order,unprojected,response_gain,base,1.0,0.0,357,2.858856230127855,0.11924970258154251,0.10727270662348487,2.7181982139802576,0.3436807880207225,0.44489800704881904,0.44490430727351854,1.5418394025323199,0.02439861460517424,0.0
est-first_order__dir-first_order__support-unprojected__cal-response_gain__controller-base,first_order,first_order,unprojected,response_gain,base,1.0,1.0,170,9.151378243524192,0.427917542495268,0.14627934735402692,3.7065929744412616,0.6519112982962527,0.6066723974685275,0.6066754290917549,3.7913332334849126,0.11082449824538744,0.0
est-first_order__dir-lifted_interaction__support-projected__cal-none__controller-base,first_order,lifted_interaction,projected,none,base,0.0,0.0,646,72.04892039256272,15.00201013163432,2.4953718017406787,75.56274605687507,2.58793963561744,9.599586371957564,7.896784144725187,18.022929279623867,3.1337339426507005,0.0
est-first_order__dir-lifted_interaction__support-projected__cal-none__controller-base,first_order,lifted_interaction,projected,none,base,0.0,1.0,327,4.590224064370563,0.8842139995046471,0.8700309409415111,26.34554378074172,0.5785628309394457,3.346971043760909,3.3469706633446243,3.9772371989145445,0.5225059271935069,0.0
est-first_order__dir-lifted_interaction__support-projected__cal-none__controller-base,first_order,lifted_interaction,projected,none,base,1.0,0.0,357,2.7476438035211337,0.45546417776714193,0.687648604248734,20.82279555413981,0.42282389913998536,2.6453541574193773,2.6453671735830566,1.399961783645971,0.46023845703966415,0.0
est-first_order__dir-lifted_interaction__support-projected__cal-none__controller-base,first_order,lifted_interaction,projected,none,base,1.0,1.0,170,5.481475596354786,0.5432000420994229,0.937692281704676,28.39440748369305,0.5072529654732609,3.6072612675445446,3.573181839192941,7.56544976028541,0.5886325265797593,0.0
est-first_order__dir-lifted_interaction__support-projected__cal-response_gain__controller-base,first_order,lifted_interaction,projected,response_gain,base,0.0,0.0,646,1.891973593908442,0.02926484329170248,0.9353334811456425,18.330323754854007,0.17703813666789564,3.5981870647805057,3.598166107490928,7.4614692706229615,1.1746089260702852,0.0
est-first_order__dir-lifted_interaction__support-projected__cal-response_gain__controller-base,first_order,lifted_interaction,projected,response_gain,base,0.0,1.0,327,3.2524802829648203,0.12282582126663147,0.32611135067230823,6.391011076214565,0.34838420899436423,1.2545361278310554,1.2545357476058112,4.079641551697926,0.19127264604858174,0.0
est-first_order__dir-lifted_interaction__support-projected__cal-response_gain__controller-base,first_order,lifted_interaction,projected,response_gain,base,1.0,0.0,357,2.8588562301278637,0.11924970258154312,0.25774947138869275,5.051279948206544,0.3436807880207232,0.9915509629451553,0.991563979391474,0.9624571293440539,0.17251038868174345,0.0
est-first_order__dir-lifted_interaction__support-projected__cal-response_gain__controller-base,first_order,lifted_interaction,projected,response_gain,base,1.0,1.0,170,9.151378243524178,0.4279175424952674,0.3514726685131364,6.888032915209039,0.6519112982962523,1.3521000102752954,1.3521011391711637,6.1629963238379055,0.21263215968244295,0.0
est-first_order__dir-lifted_interaction__support-unprojected__cal-none__controller-base,first_order,lifted_interaction,unprojected,none,base,0.0,0.0,646,82.09427930643498,17.52350863974471,0.6818898359357264,45.00270018997682,2.768712139090116,4.512713503754386,4.512710311288713,7.890619865408178,0.8151280980440011,0.0
est-first_order__dir-lifted_interaction__support-unprojected__cal-none__controller-base,first_order,lifted_interaction,unprojected,none,base,0.0,1.0,327,5.326195453303871,1.101260886216573,0.23774623691899344,15.690544216249469,0.64005981657031,1.5733929401350606,1.57339729851466,0.9638002628136196,0.13187563621125448,0.0
est-first_order__dir-lifted_interaction__support-unprojected__cal-none__controller-base,first_order,lifted_interaction,unprojected,none,base,1.0,0.0,357,3.143509290600039,0.5792690471882364,0.187908107964317,12.401375999951185,0.4700131631198511,1.2435666460871553,1.243574580225696,2.0645236325502534,0.12039416965188907,0.0
est-first_order__dir-lifted_interaction__support-unprojected__cal-none__controller-base,first_order,lifted_interaction,unprojected,none,base,1.0,1.0,170,5.983912550101985,0.7303199374387906,0.2562354979261112,16.9107804274195,0.5651965788998503,1.6957539630219391,1.6957571661541355,6.319643568215035,0.3777334900544544,0.0
est-first_order__dir-lifted_interaction__support-unprojected__cal-response_gain__controller-base,first_order,lifted_interaction,unprojected,response_gain,base,0.0,0.0,646,1.8919735939084343,0.029264843291699896,0.24524614992718016,10.26020318889701,0.17703813666789003,1.6230269967310038,1.6230238049176176,0.3124269668852561,0.2931660472603717,0.0
est-first_order__dir-lifted_interaction__support-unprojected__cal-response_gain__controller-base,first_order,lifted_interaction,unprojected,response_gain,base,0.0,1.0,327,3.25248028296481,0.12282582126663132,0.08550699275939222,3.577300275838772,0.3483842089943633,0.5658810859986243,0.565885444811409,1.044528773264229,0.0474297473717874,0.0
