observer,estimator,direction_provider,support_mode,estimator_calibration,controller_mode,x1,x2,n_examples,integrated_squared_error,final_target_squared_error,cumulative_collateral_abs,actuation_energy_l1,observer_bias_abs_mean,mean_residual_delta_from_initial_l2,mean_nearest_clean_residual_l2,mean_abs_residual_norm_z,mean_convex_hull_extrapolation_mass,control_clip_fraction
est-first_order__dir-first_order__support-unprojected__cal-none__controller-gain_matched,first_order,first_order,unprojected,none,gain_matched,0.0,0.0,635,1.8431941581861797,0.16276008015453325,0.16858396351284777,3.6457633378535093,0.32061621749925345,0.5888542619259097,0.5888663854215754,0.4429587091882849,0.019946331720639948,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-gain_matched,first_order,first_order,unprojected,none,gain_matched,0.0,1.0,337,1.0663916720578674,0.09433016289194562,0.1293149961180664,2.7965404422703926,0.24389559932048033,0.4516899769606657,0.451693351795318,1.2372700578530034,0.005940073479942024,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-gain_matched,first_order,first_order,unprojected,none,gain_matched,1.0,0.0,337,3.958413711635877,0.34891907581374176,0.24494112742949656,5.297048210916636,0.47034718290390365,0.8555655223802165,0.8555689879274827,1.9071750960852174,0.01772957653617499,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-gain_matched,first_order,first_order,unprojected,none,gain_matched,1.0,1.0,191,0.09719740424750206,0.008734505868828183,0.0421866526761151,0.9123201784351052,0.07367101655524608,0.14735559484473104,0.1473565775296717,0.6483120751288382,0.004991624244514758,0.0
est-lifted_interaction__dir-lifted_interaction__support-unprojected__cal-none__controller-gain_matched,lifted_interaction,lifted_interaction,unprojected,none,gain_matched,0.0,0.0,635,1.8431894416193138,0.16275966482662085,0.16858374560044448,3.6457587762872237,0.3206158071305494,0.5888535284105475,0.5888656519061362,0.4429584302719752,0.019946313968061756,0.0
est-lifted_interaction__dir-lifted_interaction__support-unprojected__cal-none__controller-gain_matched,lifted_interaction,lifted_interaction,unprojected,none,gain_matched,0.0,1.0,337,1.066400910593711,0.09433097715041977,0.12931553048956357,2.7965521142823992,0.24389665512506675,0.4516918646922099,0.4516952395270493,1.2372688222036219,0.005940100933988184,0.0
est-lifted_interaction__dir-lifted_interaction__support-unprojected__cal-none__controller-gain_matched,lifted_interaction,lifted_interaction,unprojected,none,gain_matched,1.0,0.0,337,3.9584332063997203,0.34892079089651873,0.24494170774802193,5.297060980111443,0.47034834272856646,0.8555675895597749,0.8555710551068624,1.9071770379213504,0.01772962469321345,0.0
est-lifted_interaction__dir-lifted_interaction__support-unprojected__cal-none__controller-gain_matched,lifted_interaction,lifted_interaction,unprojected,none,gain_matched,1.0,1.0,191,0.09719278541195336,0.008734095207488317,0.042185754792144266,0.9123007987512249,0.07366926618588415,0.14735246550335648,0.14735344818830673,0.64831501961837,0.004991520022519356,0.0
est-oracle_target__dir-oracle_target__support-unprojected__cal-none__controller-gain_matched,oracle_target,oracle_target,unprojected,none,gain_matched,0.0,0.0,635,0.00019743384435122227,2.50837257000827e-09,0.002996646170720485,0.08763430111561893,1.5866690131899341e-09,0.014155427965335232,0.01416731059587186,0.3389844718482491,0.000751598771683455,0.0
est-oracle_target__dir-oracle_target__support-unprojected__cal-none__controller-gain_matched,oracle_target,oracle_target,unprojected,none,gain_matched,0.0,1.0,337,0.00019743287080994733,2.50835230207528e-09,0.0029966340640693585,0.08763394706722134,3.56302251591778e-10,0.014155370776465831,0.014158911813055931,1.4638219704292195,0.0003350341002492001,0.0
est-oracle_target__dir-oracle_target__support-unprojected__cal-none__controller-gain_matched,oracle_target,oracle_target,unprojected,none,gain_matched,1.0,0.0,337,0.00019743288805133341,2.508352745932658e-09,0.0029966343292056052,0.08763395482090747,3.0100351378070656e-10,0.01415537202890642,0.014158651156270113,1.3065270877619386,0.000416168063416932,0.0
est-oracle_target__dir-oracle_target__support-unprojected__cal-none__controller-gain_matched,oracle_target,oracle_target,unprojected,none,gain_matched,1.0,1.0,191,0.00019743285562172965,2.50835191104711e-09,0.0029966338305071893,0.08763394023687268,4.0501581255458774e-10,0.014155369673170642,0.014156201734371055,0.769926464264781,0.0007513135257937731,0.0
first_order,first_order,first_order,unprojected,none,base,0.0,0.0,635,0.004758040105322308,0.001030557062841852,0.010981803729146256,0.37126740769909117,0.020813641981797335,0.03835882010834578,0.038371004547922,0.33795900736888274,0.001299971971767901,0.0
first_order,first_order,first_order,unprojected,none,base,0.0,1.0,337,0.0022345425326937714,0.0004970787340481473,0.008423766276533295,0.2847865383216815,0.013950860385240089,0.029423739779533165,0.029427135411664137,1.4580819399098184,0.00038794380362495046,0.0
first_order,first_order,first_order,unprojected,none,base,1.0,0.0,337,0.012773425166314616,0.0026185571310409113,0.01595582005889351,0.5394265001529156,0.03475426336789822,0.05573277818614975,0.05573625979976071,1.3270835378835615,0.0011542025477358714,0.0
first_order,first_order,first_order,unprojected,none,base,1.0,1.0,191,0.0005128754431083698,2.8702793090893994e-07,0.0027480997007379715,0.09290640018301134,0.0031991170629163887,0.009598957025666311,0.009599965493400548,0.7719893721788669,0.0003255368776719546,0.0
lifted_interaction,lifted_interaction,lifted_interaction,unprojected,none,base,0.0,0.0,635,0.004758019210167815,0.0010305527815772694,0.01098178574955716,0.37126681739611783,0.020813595067034257,0.03835875910718908,0.03837094354678639,0.33795900529837036,0.0012999703675888328,0.0
lifted_interaction,lifted_interaction,lifted_interaction,unprojected,none,base,0.0,1.0,337,0.002234567565728109,0.0004970842655241847,0.008423798183321951,0.28478763046669875,0.013950942729283874,0.02942385260927839,0.029427248241517136,1.45808189761091,0.0003879454586987255,0.0
lifted_interaction,lifted_interaction,lifted_interaction,unprojected,none,base,1.0,0.0,337,0.012773492157893352,0.002618570140599493,0.015955852363100154,0.5394276177651846,0.034754356203214445,0.05573289363897769,0.05573637525237718,1.3270835935407512,0.0011542052867333837,0.0
lifted_interaction,lifted_interaction,lifted_interaction,unprojected,none,base,1.0,1.0,191,0.000512885383586736,2.8678442395327924e-07,0.002748040264265894,0.0929043951737357,0.0031991289852799083,0.009598749867985507,0.009599758336286367,0.7719895495385949,0.0003255299764568457,0.0
oracle_target,oracle_target,oracle_target,unprojected,none,base,0.0,0.0,635,0.00019743384435122227,2.50837257000827e-09,0.002996646170720485,0.08763430111561896,1.5866690131899341e-09,0.014155427965335232,0.01416731059587186,0.3389844718482491,0.000751598771683455,0.0
oracle_target,oracle_target,oracle_target,unprojected,none,base,0.0,1.0,337,0.00019743287080994733,2.50835230207528e-09,0.0029966340640693585,0.08763394706722134,3.56302251591778e-10,0.014155370776465831,0.014158911813055931,1.4638219704292195,0.0003350341002492001,0.0
oracle_target,oracle_target,oracle_target,unprojected,none,base,1.0,0.0,337,0.00019743288805133341,2.508352745932658e-09,0.0029966343292056052,0.08763395482090747,3.0100351378070656e-10,0.01415537202890642,0.014158651156270113,1.3065270877619386,0.000416168063416932,0.0
oracle_target,oracle_target,oracle_target,unprojected,none,base,1.0,1.0,191,0.00019743285562172965,2.50835191104711e-09,0.0029966338305071893,0.08763394023687271,4.0501581255458774e-10,0.014155369673170642,0.014156201734371055,0.769926464264781,0.0007513135257937731,0.0
