selector_family,model,measurement_budget,target,policy,mean_target_loss,mean_objective,within_tolerance_fraction,mean_selected_head_count,best_fixed_action_regret
direct_risk,additive_head,160,0.5,cost_aware,0.6908295106259175,0.8041628439592509,0.23604329427083334,5.666666666666667,0.12991616280050952
direct_risk,additive_head,160,0.5,target_loss,0.7129672045314995,0.7129672045314995,0.2315673828125,5.833333333333333,0.14119332031502077
direct_risk,additive_head,160,1.0,cost_aware,0.9872899321878018,1.1018732655211352,0.13350423177083334,5.729166666666667,0.12337064381145568
direct_risk,additive_head,160,1.0,target_loss,1.0042795691018302,1.0042795691018302,0.13248697916666666,6.0,0.1336839239617499
direct_risk,additive_head,160,1.5,cost_aware,1.3841426140085484,1.5037259473418818,0.06612141927083333,5.979166666666667,0.1185653294886773
direct_risk,additive_head,160,1.5,target_loss,1.3866863317865257,1.3866863317865257,0.06742350260416667,6.104166666666667,0.1202734843439733
direct_risk,count_additive,160,0.5,cost_aware,0.7043324629582154,0.8214157962915488,0.23396809895833334,5.854166666666667,0.14716911513280748
direct_risk,count_additive,160,0.5,target_loss,0.7198150463712712,0.7198150463712712,0.23075358072916666,6.208333333333333,0.1480411621547925
direct_risk,count_additive,160,1.0,cost_aware,0.9896914377653351,1.110941437765335,0.1312255859375,6.0625,0.13243881605565555
direct_risk,count_additive,160,1.0,target_loss,1.0064433335598248,1.0064433335598248,0.13126627604166666,6.416666666666667,0.13584768841974437
direct_risk,count_additive,160,1.5,cost_aware,1.394622263809045,1.5204555971423785,0.0673828125,6.291666666666667,0.13529497928917408
direct_risk,count_additive,160,1.5,target_loss,1.3963317887391895,1.3963317887391895,0.0679931640625,6.520833333333333,0.12991894129663706
direct_risk,count_plus_PE_bin4,160,0.5,cost_aware,0.6877437732570494,0.8039937732570493,0.23128255208333334,5.8125,0.12974709209830812
direct_risk,count_plus_PE_bin4,160,0.5,target_loss,0.6898075582575984,0.6898075582575984,0.23152669270833334,6.0,0.11803367404111971
direct_risk,count_plus_PE_bin4,160,1.0,cost_aware,0.9623490389203653,1.0860990389203653,0.13623046875,6.1875,0.10759641721068576
direct_risk,count_plus_PE_bin4,160,1.0,target_loss,0.9629380211117677,0.9629380211117677,0.13720703125,6.479166666666667,0.09234237597168733
direct_risk,count_plus_PE_bin4,160,1.5,cost_aware,1.3582330186036415,1.4823996852703083,0.064697265625,6.208333333333333,0.0972390674171038
direct_risk,count_plus_PE_bin4,160,1.5,target_loss,1.35368570627179,1.35368570627179,0.068115234375,6.541666666666667,0.08727285882923752
direct_risk,count_plus_all_bin4,160,0.5,cost_aware,0.6629602963415285,0.7712936296748619,0.23758951822916666,5.416666666666667,0.09704694851612052
direct_risk,count_plus_all_bin4,160,0.5,target_loss,0.6741623011572907,0.6741623011572907,0.23583984375,5.6875,0.10238841694081202
direct_risk,count_plus_all_bin4,160,1.0,cost_aware,0.9688436730066314,1.0917603396732982,0.13655598958333334,6.145833333333333,0.1132577179636186
direct_risk,count_plus_all_bin4,160,1.0,target_loss,0.9688436730066314,0.9688436730066314,0.13655598958333334,6.145833333333333,0.09824802786655103
direct_risk,count_plus_all_bin4,160,1.5,cost_aware,1.3574965904699638,1.4808299238032971,0.06465657552083333,6.166666666666667,0.09566930595009276
direct_risk,count_plus_all_bin4,160,1.5,target_loss,1.3586674874338012,1.3586674874338012,0.0675048828125,6.4375,0.09225463999124865
direct_risk,head_pair_quadratic_screen,160,0.5,cost_aware,0.6785695367337515,0.7948195367337515,0.23697916666666666,5.8125,0.1205728555750102
direct_risk,head_pair_quadratic_screen,160,0.5,target_loss,0.7069535437816133,0.7069535437816133,0.2301025390625,6.208333333333333,0.13517965956513459
direct_risk,head_pair_quadratic_screen,160,1.0,cost_aware,0.9301367709219145,1.0493034375885812,0.14558919270833334,5.958333333333333,0.07080081587890165
direct_risk,head_pair_quadratic_screen,160,1.0,target_loss,0.9581882954807952,0.9581882954807952,0.14485677083333334,6.583333333333333,0.0875926503407148
direct_risk,head_pair_quadratic_screen,160,1.5,cost_aware,1.3562085444185261,1.4887085444185262,0.08837890625,6.625,0.10354792656532175
direct_risk,head_pair_quadratic_screen,160,1.5,target_loss,1.3629904586511354,1.3629904586511354,0.09004720052083333,7.104166666666667,0.09657761120858292
natural_mean_effect,count_plus_all_bin4,160,0.5,cost_aware,0.81862299219938,0.94612299219938,0.20894368489583334,6.375,0.27187631104063864
natural_mean_effect,count_plus_all_bin4,160,0.5,target_loss,0.8551142296055332,0.8551142296055332,0.20353190104166666,6.875,0.28334034538905445
natural_mean_effect,count_plus_all_bin4,160,1.0,cost_aware,1.0302259024271432,1.1635592357604765,0.14021809895833334,6.666666666666667,0.1850566140507969
natural_mean_effect,count_plus_all_bin4,160,1.0,target_loss,1.0384224755495477,1.0384224755495477,0.1363525390625,6.916666666666667,0.16782683040946722
natural_mean_effect,count_plus_all_bin4,160,1.5,cost_aware,1.38041054699958,1.5137438803329133,0.07425944010416667,6.666666666666667,0.12858326247970883
natural_mean_effect,count_plus_all_bin4,160,1.5,target_loss,1.3898340173182078,1.3898340173182078,0.0736083984375,6.916666666666667,0.12342116987565532
natural_mean_effect,head_pair_quadratic_screen,160,0.5,cost_aware,1.0074319967728418,1.1345153301061752,0.16800944010416666,6.354166666666667,0.46026864894743397
natural_mean_effect,head_pair_quadratic_screen,160,0.5,target_loss,1.0070764970926878,1.0070764970926878,0.16866048177083334,6.8125,0.43530261287620914
natural_mean_effect,head_pair_quadratic_screen,160,1.0,cost_aware,1.156642564223148,1.291642564223148,0.14762369791666666,6.75,0.3131399425134684
natural_mean_effect,head_pair_quadratic_screen,160,1.0,target_loss,1.1444863678188995,1.1444863678188995,0.14921061197916666,7.229166666666667,0.27389072267881903
natural_mean_effect,head_pair_quadratic_screen,160,1.5,cost_aware,1.4265443990007043,1.5615443990007043,0.10270182291666667,6.75,0.17638378114749986
natural_mean_effect,head_pair_quadratic_screen,160,1.5,target_loss,1.4104130524210632,1.4104130524210632,0.10310872395833333,7.229166666666667,0.14400020497851074
target_specific_jensen_score,head_pair_quadratic_screen,160,0.5,cost_aware,1.020292534706338,1.1544592013730048,0.162841796875,6.708333333333333,0.48021252021426347
target_specific_jensen_score,head_pair_quadratic_screen,160,0.5,target_loss,1.008815156063065,1.008815156063065,0.1656494140625,7.020833333333333,0.4370412718465862
target_specific_jensen_score,head_pair_quadratic_screen,160,1.0,cost_aware,1.156642564223148,1.291642564223148,0.14762369791666666,6.75,0.3131399425134684
target_specific_jensen_score,head_pair_quadratic_screen,160,1.0,target_loss,1.1444863678188995,1.1444863678188995,0.14921061197916666,7.229166666666667,0.27389072267881903
target_specific_jensen_score,head_pair_quadratic_screen,160,1.5,cost_aware,1.4265443990007043,1.5615443990007043,0.10270182291666667,6.75,0.17638378114749986
target_specific_jensen_score,head_pair_quadratic_screen,160,1.5,target_loss,1.4104130524210632,1.4104130524210632,0.10310872395833333,7.229166666666667,0.14400020497851074
