observer,arm_id,estimator_name,direction_name,direction_support_mode,estimator_calibration,controller_mode,loop_steps,model_test_mse,model_test_r2,observer_initial_r2_vs_plant_target,observer_initial_mae_vs_plant_target,observer_initial_r2_vs_synthetic_clean_target,observer_initial_mae_vs_synthetic_clean_target,observer_initial_r2_vs_true_target,observer_initial_mae_vs_true_target,initial_target_mse,final_target_mse,final_over_initial_target_mse,target_improvement_mse,target_improvement_fraction,integrated_squared_error,integrated_absolute_error,final_target_mae,cumulative_collateral_abs,final_collateral_abs,max_collateral_abs,actuation_energy_l1,mean_abs_strength,mean_strength,max_abs_strength,overshoot_mean,undershoot_mean,settled_fraction,settling_step_mean,large_error_trajectory_rate,final_mse_growth_flag_rate,divergence_rate,divergence_rate_mse_growth,divergence_rate_old_abs_threshold,target_error_worsened_rate,mean_observer_bias_initial,mean_observer_bias_final,observer_bias_mae_path,effective_target_gain,observer_self_gain,observer_to_target_gain_ratio,mismatch_projection,observer_error_pole_unsaturated,observer_direction_sign_compatible,locally_convergent_unsaturated,target_gain_on_support_component,target_gain_off_support_component,observer_gain_on_support_component,observer_gain_off_support_component,effective_collateral_gain,raw_target_gain,direction_norm,raw_direction_norm,normalization_mode,orientation_sign,raw_parallel_norm,raw_orthogonal_norm,fixed_parallel_norm,target_head_norm,post_normalization_target_gain_error,projected_direction_scale,projected_target_gain_before_rescale,direction_norm_ratio_vs_unprojected,residual_support_rank,residual_support_n_centroids,residual_support_absolute_tolerance,residual_support_clean_rms_radius,mean_residual_off_support_l2_path,final_residual_off_support_l2,max_residual_off_support_l2,mean_residual_off_support_normalized_path,mean_residual_delta_from_initial_l2_path,final_residual_delta_from_initial_l2,max_residual_delta_from_initial_l2,mean_residual_delta_from_initial_normalized_path,mean_nearest_clean_residual_l2_path,final_nearest_clean_residual_l2,max_nearest_clean_residual_l2,mean_nearest_clean_residual_normalized_path,mean_abs_residual_norm_z_path,max_abs_residual_norm_z,mean_convex_hull_extrapolation_mass_path,final_convex_hull_extrapolation_mass,max_convex_hull_extrapolation_mass,outside_clean_convex_hull_step_fraction,convex_hull_extrapolation_tolerance,clean_residual_norm_mean,clean_residual_norm_std,clean_residual_norm_min,clean_residual_norm_max,clean_centroid_pairwise_rms,control_clip_fraction,examples_ever_clipped_fraction,clipped_command_mass_fraction,gamma,nuisance_interaction_weight,controller_gain,max_strength,target_ref_mean,divergence_abs_error_threshold,divergence_initial_error_multiplier,divergence_final_mse_multiplier,direction_on_support_norm,direction_off_support_norm,direction_off_support_fraction,affine_calibration_offset,affine_calibration_scale,calibration_raw_mae,calibration_affine_mae,response_calibration_scale,response_calibration_raw_mae,response_calibration_corrected_mae,response_calibration_raw_gain,response_calibration_target_gain,calibration_n_states,gain_match_eligible,base_controller_gain,effective_controller_gain,controller_gain_ratio_vs_base,ise_ratio_vs_lifted_diagonal_same_condition,collateral_ratio_vs_lifted_diagonal_same_condition,final_mse_ratio_vs_lifted_diagonal_same_condition,energy_ratio_vs_lifted_diagonal_same_condition
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,15.0,0.000415664265779957,0.9999098845969049,0.8914515312080621,0.10216612099156396,0.8905002403535943,0.10272706003333747,0.8905002403535943,0.10272706003333747,0.644149517379507,6.563394536649352,10.189240788924575,-5.919245019269845,-9.189240788924575,30.562433816672367,16.798294663744116,2.3443910374221892,0.7106122243739511,0.08720299703487795,0.08720299703487795,26.87654415681836,0.24058897444125146,0.24058897444125146,0.37018871420293764,2.3443910374221892,0.7365624469121297,0.0,,0.42133333333333334,1.0,0.42133333333333334,1.0,0.0,1.0,-0.00334245583377947,-2.9888877909638567,1.5300837968142587,0.8499999999999999,0.022712065139907315,0.02672007663518508,-0.8272879348600926,0.9920507772010324,True,True,0.036767147829051966,0.813232852170948,0.022712062172958538,2.9669487786737614e-09,0.02416375542212601,0.0048220344001859115,1.5394712288943921,0.0969335056149855,parallel_orthogonal,1.0,0.008716202676578846,0.09654083240635138,1.5364411906323974,0.5532265114879802,-1.1102230246251565e-16,23.11846444962378,0.036767147829051966,1.0,3.0,4.0,8.758180926352835e-06,5.7255249348470745,2.7543987770805396,5.408110249771954,5.408110249771954,0.48107357987676075,2.8295660567175105,5.555697062122723,5.555697062122723,0.4942020319387687,2.8295694219660086,5.5556975154949,5.5556975154949,0.4942026197012073,5.338859461682803,13.07798538201199,0.1268772079420672,0.2491152477376135,0.2491152477376135,0.9375,1e-05,6.270156383514404,0.19620494544506073,5.9749836921691895,6.454622268676758,9.349733352661133,0.0,0.0,0.0,0.5,0.0,0.35,1.0,1.0,2.0,2.0,4.0,0.35248244600979406,1.4985752533151486,0.9734350504175294,0.0,1.0,,,1.0,,,,,0.0,True,0.35,0.35,1.0,1.095977194501113,1.1359754984450587,1.1128536451222624,1.01783719640888
est-first_order__dir-lifted_interaction__support-unprojected__cal-none__controller-base,est-first_order__dir-lifted_interaction__support-unprojected__cal-none__controller-base,first_order,lifted_interaction,unprojected,none,base,15.0,0.000415664265779957,0.9999098845969049,0.8914515312080621,0.10216612099156396,0.8905002403535943,0.10272706003333747,0.8905002403535943,0.10272706003333747,0.644149517379507,6.76325017419447,10.499503596165601,-6.119100656814963,-9.499503596165601,31.344512984105823,16.98666593143728,2.3798352709702346,0.6302638453446834,0.07764040573414843,0.07764040573414843,27.147507177111276,0.24336891432737265,0.24336891432737265,0.37018871420293764,2.3798352709702346,0.7365624469121297,0.0,,0.42133333333333334,1.0,0.42133333333333334,1.0,0.0,1.0,-0.00334245583377947,-3.0407111169141245,1.55055258938353,0.8499999999999999,0.01796586461362973,0.021136311310152624,-0.8320341353863702,0.9937119473852296,True,True,0.043224309475265774,0.8067756905247341,0.01796586167024268,2.9433870531864192e-09,0.021268234126157082,0.011532879496756934,1.5400374028637063,0.10722989206399844,parallel_orthogonal,1.0,0.020846577771079046,0.1051839814196587,1.5364411906323974,0.5532265114879802,-1.1102230246251565e-16,19.66486012891415,0.043224309475265774,1.0,3.0,4.0,8.758180926352835e-06,5.7255249348470745,2.7535148657923783,5.427162302371032,5.427162302371032,0.48091919904736613,2.85234627892124,5.621958461377302,5.621958461377302,0.49818074523806516,2.8523496759624503,5.621958948661207,5.621958948661207,0.4981813385533068,5.218816922697796,12.97042291368258,0.20022505282145214,0.3946412840949265,0.3946412840949265,0.9375,1e-05,6.270156383514404,0.19620494544506073,5.9749836921691895,6.454622268676758,9.349733352661133,0.0,0.0,0.0,0.5,0.0,0.35,1.0,1.0,2.0,2.0,4.0,0.4018812005683486,1.4866763947977826,0.9653508363065088,0.0,1.0,,,1.0,,,,,0.0,True,0.35,0.35,1.0,1.1240227662950024,1.007531620354674,1.1467400850579392,1.0280987925164828
est-lifted_interaction__dir-first_order__support-unprojected__cal-none__controller-base,est-lifted_interaction__dir-first_order__support-unprojected__cal-none__controller-base,lifted_interaction,first_order,unprojected,none,base,15.0,0.000415664265779957,0.9999098845969049,0.999910880084795,0.002048283657957523,0.9999999999999741,3.5104494731578545e-08,0.9999999999999741,3.5104494731578545e-08,0.644149517379507,6.145847760889805,9.541026726049566,-5.501698243510298,-8.541026726049566,28.87361271416275,16.603199464165122,2.315351717523144,0.7180955923360927,0.08714184261398313,0.08714184261398313,26.85769595722143,0.24042025226534108,0.23226354829754514,0.3499999973261947,2.2902408481189833,0.7751173786287349,0.0,,0.8726666666666667,1.0,0.8726666666666667,1.0,0.0,1.0,-0.002048283657957523,-2.8358837360724785,1.5114919343760163,0.8499999999999999,0.036603472566641204,0.04306290890193083,-0.8133965274333587,0.9871887846016756,True,True,0.036767147829051966,0.813232852170948,0.036603375018581456,9.754805975047826e-08,0.02416375542212601,0.0048220344001859115,1.5394712288943921,0.0969335056149855,parallel_orthogonal,1.0,0.008716202676578846,0.09654083240635138,1.5364411906323974,0.5532265114879802,-1.1102230246251565e-16,23.11846444962378,0.036767147829051966,1.0,3.0,4.0,8.758180926352835e-06,5.7255249348470745,2.7834050041849587,5.404317606609383,5.404317606609383,0.4861397052424682,2.859363860990098,5.551800918090366,5.551800918090366,0.4994064113819932,2.8593673547733065,5.5518015085691825,5.5518015085691825,0.4994070215938512,5.522821379954391,13.145822303256766,0.12936807151521054,0.25118254825124764,0.25118254825124764,0.9375,1e-05,6.270156383514404,0.19620494544506073,5.9749836921691895,6.454622268676758,9.349733352661133,0.0,0.0,0.0,0.5,0.0,0.35,1.0,1.0,2.0,2.0,4.0,0.35248244600979406,1.4985752533151486,0.9734350504175294,0.0,1.0,,,1.0,,,,,0.0,True,0.35,0.35,1.0,1.0354156101375973,1.1479383135490782,1.0420566743141848,1.0171233993327693
est-lifted_interaction__dir-lifted_interaction__support-unprojected__cal-none__controller-base,est-lifted_interaction__dir-lifted_interaction__support-unprojected__cal-none__controller-base,lifted_interaction,lifted_interaction,unprojected,none,base,15.0,0.000415664265779957,0.9999098845969049,0.999910880084795,0.002048283657957523,0.9999999999999741,3.5104494731578545e-08,0.9999999999999741,3.5104494731578545e-08,0.644149517379507,5.897805668712414,9.155957599262882,-5.253656151332907,-8.155957599262882,27.886012564873067,16.347675173874663,2.2681408623278605,0.6255524219903056,0.07551842906468899,0.07551842906468899,26.405543294786078,0.236717440093162,0.22868636091134908,0.3499999973261947,2.2438308509343416,0.7743165206180929,0.0,,0.6533333333333333,1.0,0.6533333333333333,1.0,0.0,1.0,-0.002048283657957523,-2.7699769400855865,1.4840384152023989,0.8499999999999999,0.04309321071849867,0.05069789496293962,-0.8069067892815012,0.9849173762485255,True,True,0.043224309475265774,0.8067756905247341,0.04309311394492135,9.677357731743136e-08,0.021268234126157082,0.011532879496756934,1.5400374028637063,0.10722989206399844,parallel_orthogonal,1.0,0.020846577771079046,0.1051839814196587,1.5364411906323974,0.5532265114879802,-1.1102230246251565e-16,19.66486012891415,0.043224309475265774,1.0,3.0,4.0,8.758180926352835e-06,5.7255249348470745,2.7329314635535495,5.278833456351932,5.278833456351932,0.47732417457833404,2.831024080333231,5.468305674804273,5.468305674804273,0.4944566852032836,2.831027643703836,5.468306339510212,5.468306339510212,0.494457307569031,5.2235722239393905,12.4709704666254,0.19677031588901212,0.3800733567748196,0.3800733567748196,0.9375,1e-05,6.270156383514404,0.19620494544506073,5.9749836921691895,6.454622268676758,9.349733352661133,0.0,0.0,0.0,0.5,0.0,0.35,1.0,1.0,2.0,2.0,4.0,0.4018812005683486,1.4866763947977826,0.9653508363065088,0.0,1.0,,,1.0,,,,,0.0,True,0.35,0.35,1.0,1.0,1.0,1.0,1.0
est-first_order__dir-first_order__support-projected__cal-none__controller-base,est-first_order__dir-first_order__support-projected__cal-none__controller-base,first_order,first_order,projected,none,base,15.0,0.000415664265779957,0.9999098845969049,0.8914515312080621,0.10216612099156396,0.8905002403535943,0.10272706003333747,0.8905002403535943,0.10272706003333747,0.644149517379507,0.19827889010949581,0.3078150099624741,0.44587062727001114,0.6921849900375259,2.4103927907176192,5.0428736514554195,0.39698315870337053,8.32383563249675,0.736140572407587,0.736140572407587,49.03995062504218,0.08785110160055976,0.08785110160055976,0.37018871420293764,0.39698315870337053,0.7365624469121297,0.0,,0.0,0.12733333333333333,0.0,0.12733333333333333,0.0,0.12733333333333333,-0.00334245583377947,-0.43152696337448365,0.3145194803610063,0.8500000000000001,0.5250680019231869,0.6177270610861022,-0.32493199807681317,0.8162261993268846,True,True,0.8499999999999994,5.975147926510204e-16,0.5250680019231866,3.746608889342113e-16,0.5586274647259868,0.0048220344001859115,8.148852897193859,0.0969335056149855,parallel_orthogonal,1.0,0.008716202676578846,0.09654083240635138,1.5364411906323974,0.5532265114879802,1.1102230246251565e-16,23.11846444962378,0.036767147829051966,5.2932804096937565,3.0,4.0,8.758180926352835e-06,5.7255249348470745,5.8431762005843845e-15,7.952353902214936e-15,9.005728648432363e-15,1.020548555298616e-15,7.588880380114755,10.7382855569909,10.7382855569909,1.3254470928817028,3.987942593296251,5.028806643918645,5.253155693078214,0.6965199940051902,8.386161819970084,14.512807769987019,0.732746869275867,1.0368378323900784,1.0368378323900784,0.9375,1e-05,6.270156383514404,0.19620494544506073,5.9749836921691895,6.454622268676758,9.349733352661133,0.0,0.0,0.0,0.5,0.0,0.35,1.0,1.0,2.0,2.0,4.0,8.148852897193851,5.417090079728563e-15,6.647671946064941e-16,0.0,1.0,,,1.0,,,,,0.0,True,0.35,0.35,1.0,1.9016042255704473,1.7774937471131218,19453.00811518246,1.5592231181393026
est-first_order__dir-lifted_interaction__support-projected__cal-none__controller-base,est-first_order__dir-lifted_interaction__support-projected__cal-none__controller-base,first_order,lifted_interaction,projected,none,base,15.0,0.000415664265779957,0.9999098845969049,0.8914515312080621,0.10216612099156396,0.8905002403535943,0.10272706003333747,0.8905002403535943,0.10272706003333747,0.644149517379507,0.7401880956136295,1.149093612030979,-0.09603857823412254,-0.14909361203097893,5.331357683476699,7.644357894423874,0.7833437877593072,7.646614081285278,0.7412425206082921,0.7412425206082921,63.25211843241082,0.11815389603631953,0.11815389603631953,0.37018871420293764,0.7833437877593072,0.7365624469121297,0.0,,0.0,0.12733333333333333,0.0,0.12733333333333333,0.0,0.5486666666666666,-0.00334245583377947,-0.8836548674118879,0.5774964563371967,0.8499999999999998,0.3532961568407423,0.4156425374596969,-0.4967038431592575,0.8763463451057402,True,True,0.8499999999999992,5.422530192492237e-16,0.3532961568407418,4.911991741230766e-16,0.41823562064650566,0.011532879496756934,7.902937597616669,0.10722989206399844,parallel_orthogonal,1.0,0.020846577771079046,0.1051839814196587,1.5364411906323974,0.5532265114879802,-2.220446049250313e-16,19.66486012891415,0.043224309475265774,5.131653025388293,3.0,4.0,8.758180926352835e-06,5.7255249348470745,7.090962770770271e-15,1.0184244942942337e-14,1.2129847220626275e-14,1.2384825586231887e-15,9.03060244845374,14.00644300935481,14.00644300935481,1.5772531866014732,5.62811352398378,8.329002730061063,8.329002730061063,0.9829864663988409,14.40764314610092,30.135971933287138,1.6759110964938075,2.6583465974914025,2.6583465974914025,0.9375,1e-05,6.270156383514404,0.19620494544506073,5.9749836921691895,6.454622268676758,9.349733352661133,0.0,0.0,0.0,0.5,0.0,0.35,1.0,1.0,2.0,2.0,4.0,7.9029375976166625,7.38464754331177e-15,9.344180505156459e-16,0.0,1.0,,,1.0,,,,,0.0,True,0.35,0.35,1.0,4.206008389159034,1.6328780764253077,72619.35460089508,2.0110983815048495
est-lifted_interaction__dir-first_order__support-projected__cal-none__controller-base,est-lifted_interaction__dir-first_order__support-projected__cal-none__controller-base,lifted_interaction,first_order,projected,none,base,15.0,0.000415664265779957,0.9999098845969049,0.999910880084795,0.002048283657957523,0.9999999999999741,3.5104494731578545e-08,0.9999999999999741,3.5104494731578545e-08,0.644149517379507,9.976046601032407e-06,1.5487159940158617e-05,0.644139541332906,0.9999845128400598,1.2665997910343316,2.477377076300944,0.0021430382732875,6.2614477931967265,0.49297710020352725,0.49297710020352725,32.84097298725155,0.05883194452261529,0.05683596144382229,0.3499999973261947,0.014565978350783161,0.7365624469121297,1.0,5.784666666666666,0.0,0.0,0.0,0.0,0.0,0.0,-0.002048283657957523,-0.005276145763123214,0.004610660244824585,0.8500000000000001,0.8462138241033226,0.9955456754156735,-0.0037861758966775128,0.7038251615638371,True,True,0.8499999999999994,5.975147926510204e-16,0.8462138241033221,5.035087919765188e-16,0.5586274647259868,0.0048220344001859115,8.148852897193859,0.0969335056149855,parallel_orthogonal,1.0,0.008716202676578846,0.09654083240635138,1.5364411906323974,0.5532265114879802,1.1102230246251565e-16,23.11846444962378,0.036767147829051966,5.2932804096937565,3.0,4.0,8.758180926352835e-06,5.7255249348470745,4.3280469027271446e-15,4.8482438314446096e-15,6.2922450162952636e-15,7.559214136655828e-16,5.70859161651304,7.19119292355993,7.19119292355993,0.9970424863175472,3.7967382871950077,4.128531222552066,4.979404969242904,0.6631249239850557,6.9684955812168194,11.086955265389037,0.5233128046085435,0.6592238692298994,0.6592238692298994,0.818125,1e-05,6.270156383514404,0.19620494544506073,5.9749836921691895,6.454622268676758,9.349733352661133,0.0,0.0,0.0,0.5,0.0,0.35,1.0,1.0,2.0,2.0,4.0,8.148852897193851,5.417090079728563e-15,6.647671946064941e-16,0.0,1.0,,,1.0,,,,,0.0,True,0.35,0.35,1.0,0.9992444069750365,1.3370860252011085,0.9787432004493949,1.0441773217806318
est-lifted_interaction__dir-lifted_interaction__support-projected__cal-none__controller-base,est-lifted_interaction__dir-lifted_interaction__support-projected__cal-none__controller-base,lifted_interaction,lifted_interaction,projected,none,base,15.0,0.000415664265779957,0.9999098845969049,0.999910880084795,0.002048283657957523,0.9999999999999741,3.5104494731578545e-08,0.9999999999999741,3.5104494731578545e-08,0.644149517379507,1.019271101597626e-05,1.5823517275060107e-05,0.644139324668491,0.999984176482725,1.2675575486768518,2.4862611116775217,0.0027836222765543037,4.682905718242739,0.3685759619843365,0.3685759619843365,31.45152868408208,0.05875092791229249,0.056757693472603954,0.3499999973261947,0.014369789461608658,0.7365624469121297,1.0,5.784666666666666,0.0,0.0,0.0,0.0,0.0,0.0,-0.002048283657957523,-0.004244754702434334,0.0037924738140495307,0.8499999999999998,0.8474200582462382,0.9969647744073393,-0.0025799417537615277,0.7034029796138166,True,True,0.8499999999999992,5.422530192492237e-16,0.8474200582462375,6.600831726563647e-16,0.41823562064650566,0.011532879496756934,7.902937597616669,0.10722989206399844,parallel_orthogonal,1.0,0.020846577771079046,0.1051839814196587,1.5364411906323974,0.5532265114879802,-2.220446049250313e-16,19.66486012891415,0.043224309475265774,5.131653025388293,3.0,4.0,8.758180926352835e-06,5.7255249348470745,3.963136443545177e-15,4.728611647931555e-15,5.8042125686966835e-15,6.92187439342805e-16,5.530481778666237,6.964573756393846,6.964573756393846,0.9659344499586837,4.40478986103694,5.015764703887083,5.479052834791143,0.769325068209591,4.7932311114907815,8.615481074690283,0.9451680011783854,1.1902561438001416,1.1902561438001416,0.9375,1e-05,6.270156383514404,0.19620494544506073,5.9749836921691895,6.454622268676758,9.349733352661133,0.0,0.0,0.0,0.5,0.0,0.35,1.0,1.0,2.0,2.0,4.0,7.9029375976166625,7.38464754331177e-15,9.344180505156459e-16,0.0,1.0,,,1.0,,,,,0.0,True,0.35,0.35,1.0,1.0,1.0,1.0,1.0
est-first_order__dir-first_order__support-unprojected__cal-response_gain__controller-base,est-first_order__dir-first_order__support-unprojected__cal-response_gain__controller-base,first_order,first_order,unprojected,response_gain,base,15.0,0.000415664265779957,0.9999098845969049,0.8914515312080621,0.10216612099156396,0.8905002403535943,0.10272706003333747,0.8905002403535943,0.10272706003333747,0.644149517379507,0.013178141653931434,0.020458203100953972,0.6309713757255756,0.9795417968990461,1.4566089807096547,3.415291482460468,0.10119069094865801,0.2612551042986072,0.020548359215790762,0.020548359215790762,6.333141091383358,0.05669195828441819,0.05669195828441819,0.37018871420293764,0.05044738618561172,0.7365624469121297,0.42133333333333334,6.0,0.0,0.12733333333333333,0.0,0.12733333333333333,0.0,0.12733333333333333,-0.00334245583377947,-0.0033424537297000925,0.10216611982107573,0.8499999999999999,0.8499999999999983,0.9999999999999982,-1.5543122344752192e-15,0.7025000000000006,True,True,0.036767147829051966,0.813232852170948,0.8499998889618147,1.110381836477714e-07,0.02416375542212601,0.0048220344001859115,1.5394712288943921,0.0969335056149855,parallel_orthogonal,1.0,0.008716202676578846,0.09654083240635138,1.5364411906323974,0.5532265114879802,-1.1102230246251565e-16,23.11846444962378,0.036767147829051966,1.0,3.0,4.0,8.758180926352835e-06,5.7255249348470745,1.0126489738057913,1.2743574862050575,1.2743574862050575,0.17686569970947802,1.0402840676133882,1.3091345803281433,1.3091345803281433,0.18169234776744075,1.040287433319785,1.309135034361952,1.309135034361952,0.18169293560985433,1.237778423940012,1.72600419641163,0.04664681851834046,0.05870179491056427,0.05870179491056427,0.9375,1e-05,6.270156383514404,0.19620494544506073,5.9749836921691895,6.454622268676758,9.349733352661133,0.0,0.0,0.0,0.5,0.0,0.35,1.0,1.0,2.0,2.0,4.0,0.35248244600979406,1.4985752533151486,0.9734350504175294,0.0,1.0,,,37.42504236246071,0.24818638045802777,1.4704600384551903e-15,0.022712065139907315,0.8499999999999999,2560.0,True,0.35,0.35,1.0,1.1472366591633085,1.0995560733911625,700.6335182442679,0.9692085475976582
est-first_order__dir-lifted_interaction__support-unprojected__cal-response_gain__controller-base,est-first_order__dir-lifted_interaction__support-unprojected__cal-response_gain__controller-base,first_order,lifted_interaction,unprojected,response_gain,base,15.0,0.000415664265779957,0.9999098845969049,0.8914515312080621,0.10216612099156396,0.8905002403535943,0.10272706003333747,0.8905002403535943,0.10272706003333747,0.644149517379507,0.013178141653931462,0.020458203100954014,0.6309713757255755,0.979541796899046,1.4566089807096572,3.4152914824604728,0.10119069094865775,0.22994913778131115,0.018086067627950078,0.018086067627950078,6.323919177041869,0.05669195828441805,0.05669195828441805,0.37018871420293764,0.0504473861856107,0.7365624469121297,0.42133333333333334,6.0,0.0,0.12733333333333333,0.0,0.12733333333333333,0.0,0.12733333333333333,-0.00334245583377947,-0.0033424537296966373,0.10216611982107504,0.8499999999999999,0.8500000000000004,1.0000000000000007,5.551115123125783e-16,0.7024999999999999,True,True,0.043224309475265774,0.8067756905247341,0.8499998607426338,1.392573666381125e-07,0.021268234126157082,0.011532879496756934,1.5400374028637063,0.10722989206399844,parallel_orthogonal,1.0,0.020846577771079046,0.1051839814196587,1.5364411906323974,0.5532265114879802,-1.1102230246251565e-16,19.66486012891415,0.043224309475265774,1.0,3.0,4.0,8.758180926352835e-06,5.7255249348470745,1.0046084253979495,1.2642389423445732,1.2642389423445732,0.17546136587121194,1.0406666546658232,1.3096160429938914,1.3096160429938914,0.18175916907322295,1.040670052166817,1.3096165309418843,1.3096165309418843,0.18175976246876877,1.2114130348062462,1.6533425405778897,0.07305195648797713,0.09193106400212357,0.09193106400212357,0.9375,1e-05,6.270156383514404,0.19620494544506073,5.9749836921691895,6.454622268676758,9.349733352661133,0.0,0.0,0.0,0.5,0.0,0.35,1.0,1.0,2.0,2.0,4.0,0.4018812005683486,1.4866763947977826,0.9653508363065088,0.0,1.0,,,47.31194508474427,0.24961024061591103,9.922726702804586e-16,0.01796586461362973,0.8499999999999999,2560.0,True,0.35,0.35,1.0,1.1472366591633103,0.9677972482004051,700.6335182442693,0.9677972482004057
