observer,estimator,direction_provider,support_mode,estimator_calibration,controller_mode,step,target_mse,target_mae,observer_error_mae,collateral_abs_delta,collateral_rms_delta,mean_observer_estimate,mean_true_target,mean_target_ref,mean_residual_off_support_l2,mean_residual_off_support_normalized,mean_nearest_clean_residual_l2,mean_residual_delta_from_initial_l2,mean_abs_residual_norm_z,mean_convex_hull_extrapolation_mass,fraction_outside_clean_convex_hull,next_clip_fraction
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,0,0.6681924357528514,0.7904561160802841,0.004506643975682691,0.0,0.0,0.21080000020635975,0.2095438838005066,1.0,2.1561992190973494e-15,4.048374956304435e-16,3.6079372522349154e-05,0.0,0.8469201922416687,2.220717514166683e-06,0.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,1,0.3304109344680792,0.5556690943695161,0.22394266508509753,0.012809618641585497,0.013237059026618871,0.22038824054538644,0.44433090563048394,1.0,0.4047400143865871,0.07599201982564943,0.41649449003517414,0.4164974048537839,0.8664882322147189,0.0037195659332582474,0.578,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,2,0.11232687538027582,0.32373459593176845,0.4464054137474563,0.025463609175949954,0.02631329683762417,0.22985999032077525,0.6762654040682318,1.0,0.8045627143613971,0.15106078857409794,0.8279317354351121,0.8279346510413701,0.8514420204969908,0.007394552906225163,0.578,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,3,0.009694278672154649,0.09461794305219917,0.6661653921345831,0.03796386237817681,0.03923066730081524,0.23921666481321774,0.9053820569478008,1.0,1.1995278419320519,0.22521752311461046,1.234370300161601,1.234373216030394,0.8042516269192136,0.011024891300442955,0.578,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,4,0.018386206582029847,0.13171509916586874,0.883255437057156,0.05031224605172529,0.051991100545833877,0.24845966210871256,1.1317150991658689,1.0,1.5896944132816322,0.2984733040391603,1.6358709143792471,1.6358738303792977,1.0747485232836305,0.01461112356561245,0.578,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,5,0.13439165501327166,0.3552983496885266,1.0977079863810568,0.06251060530751981,0.06459650325256647,0.2575903633074698,1.3552983496885267,1.0,1.9751207275869491,0.3708390773181053,2.0324935707329685,2.0324964868117656,1.5017328176619236,0.018153785561041885,0.578,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,6,0.3538125560222467,0.5761652166045544,1.3095550838742784,0.07456076283964862,0.07704875893604263,0.2666101327302762,1.5761652166045546,1.0,2.3558643757296838,0.4423256559357483,2.424297533049626,2.4243004491809144,2.0155364054163667,0.021653406635714665,0.578,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,7,0.6728608550998951,0.7943487021172971,1.5188283839949437,0.08646451919771336,0.08934972822787234,0.2755203181223538,1.7943487021172968,1.0,2.731982248901682,0.5129437215060271,2.811341345155791,2.811344261324568,2.582758092822001,0.025110509707386645,0.578,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,8,1.0878556614114367,1.0098814074758968,1.7255591566211546,0.09822365305586903,0.10150124915426369,0.28432225085474216,2.0098814074758966,1.0,3.1035305471057133,0.5827038258685738,3.193682839616066,3.193685755812954,3.1962324099595074,0.028525611340720285,0.578,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,9,1.5952204692033822,1.222795537846611,1.9297782917233786,0.10983992147859609,0.1135051374106634,0.29301724612323266,2.222795537846611,1.0,3.470564787552942,0.6516163926653851,3.5713791463713713,3.571382062590119,3.8493975770430637,0.03189922182447061,0.578,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,10,2.191480448630616,1.4331229071249494,2.131516303980062,0.121315060183243,0.12536318663306004,0.3016066031448873,2.4331229071249494,1.0,3.8331398129583807,0.7196917188983343,3.9444867012741227,3.9444896175103543,4.5363473444845255,0.03523184524773313,0.578,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,11,2.873259804298884,1.6408949426893455,2.3308033373371764,0.1326507837993793,0.13707716866599126,0.3100916053521694,2.640894942689345,1.0,4.191309799735557,0.7869399764677636,4.313061254520379,4.313064170770911,5.251831569188104,0.03852397957526573,0.578,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,12,3.6372791998594964,1.846142690097075,2.5276691695123596,0.14384878612499774,0.14864883382729532,0.3184735205847152,2.846142690097075,1.0,4.545128266091619,0.853371213692382,4.677157878979823,4.677160795242271,5.991224434882856,0.04177611672189501,0.578,0.0
