prompt_id,source_prompt_id,family_id,source_cluster_id,mask_id,mask_bits,kl_clean_to_intervened,total_variation
qcontrol_c5d556b6682f2e9e,qseq_53402bb64e257a4c,length_32_gap_8,qcluster_locked_test_0000,qmask_bcbb878aab0fd0e6,10010101,0.0043258327059447765,0.038109242916107178
qcontrol_3d6dbff59ab97005,qseq_063d071a40a8b975,length_32_gap_8,qcluster_locked_test_0001,qmask_bcbb878aab0fd0e6,10010101,0.0092043438926339149,0.053134910762310028
qcontrol_8e25272f30b8e1de,qseq_2b370320aa590f4a,length_32_gap_8,qcluster_locked_test_0002,qmask_bcbb878aab0fd0e6,10010101,0.0045691817067563534,0.037426922470331192
qcontrol_ed063b6dcfd273db,qseq_62b2d7ba14f996e1,length_32_gap_8,qcluster_locked_test_0003,qmask_bcbb878aab0fd0e6,10010101,0.0097969043999910355,0.055491182953119278
qcontrol_87bb7269d412a6c7,qseq_fc7b565459a3a9ce,length_32_gap_8,qcluster_locked_test_0004,qmask_bcbb878aab0fd0e6,10010101,0.0089765181764960289,0.051225759088993073
qcontrol_d2eaa38d58430d7b,qseq_855a3f3d1d296cbe,length_32_gap_8,qcluster_locked_test_0005,qmask_bcbb878aab0fd0e6,10010101,0.0035579283721745014,0.033947207033634186
qcontrol_24a73d4e4e356b54,qseq_bc6acb92c469fef7,length_32_gap_8,qcluster_locked_test_0006,qmask_bcbb878aab0fd0e6,10010101,0.020559225231409073,0.080899856984615326
qcontrol_ab5c86c16f90de00,qseq_8ca468b64440782b,length_32_gap_8,qcluster_locked_test_0007,qmask_bcbb878aab0fd0e6,10010101,0.02559722401201725,0.089604288339614868
qcontrol_0467ed43d31cbc26,qseq_3f0bb4eae1f06111,length_32_gap_8,qcluster_locked_test_0008,qmask_bcbb878aab0fd0e6,10010101,0.014851744286715984,0.069764584302902222
qcontrol_5c4599f1f5150e80,qseq_545d27c10930d8dd,length_32_gap_8,qcluster_locked_test_0009,qmask_bcbb878aab0fd0e6,10010101,0.0067993155680596828,0.046042401343584061
qcontrol_fdba721e76249374,qseq_c3a8805eafca385c,length_32_gap_8,qcluster_locked_test_0010,qmask_bcbb878aab0fd0e6,10010101,0.007418937049806118,0.04866829514503479
