prompt_id,source_prompt_id,family_id,source_cluster_id,mask_id,mask_bits,kl_clean_to_intervened,total_variation
qcontrol_c5d556b6682f2e9e,qseq_53402bb64e257a4c,length_32_gap_8,qcluster_locked_test_0000,qmask_a6bb6d75ba01c741,11010000,0.0073789665475487709,0.048686683177947998
qcontrol_3d6dbff59ab97005,qseq_063d071a40a8b975,length_32_gap_8,qcluster_locked_test_0001,qmask_a6bb6d75ba01c741,11010000,0.011201133020222187,0.058893345296382904
qcontrol_8e25272f30b8e1de,qseq_2b370320aa590f4a,length_32_gap_8,qcluster_locked_test_0002,qmask_a6bb6d75ba01c741,11010000,0.010307062417268753,0.055797483772039413
qcontrol_ed063b6dcfd273db,qseq_62b2d7ba14f996e1,length_32_gap_8,qcluster_locked_test_0003,qmask_a6bb6d75ba01c741,11010000,0.018361290916800499,0.075557008385658264
qcontrol_87bb7269d412a6c7,qseq_fc7b565459a3a9ce,length_32_gap_8,qcluster_locked_test_0004,qmask_a6bb6d75ba01c741,11010000,0.014094036072492599,0.063437536358833313
qcontrol_d2eaa38d58430d7b,qseq_855a3f3d1d296cbe,length_32_gap_8,qcluster_locked_test_0005,qmask_a6bb6d75ba01c741,11010000,0.0034941460471600294,0.032808039337396622
qcontrol_24a73d4e4e356b54,qseq_bc6acb92c469fef7,length_32_gap_8,qcluster_locked_test_0006,qmask_a6bb6d75ba01c741,11010000,0.06041303277015686,0.13981729745864868
qcontrol_ab5c86c16f90de00,qseq_8ca468b64440782b,length_32_gap_8,qcluster_locked_test_0007,qmask_a6bb6d75ba01c741,11010000,0.021626308560371399,0.082342945039272308
qcontrol_0467ed43d31cbc26,qseq_3f0bb4eae1f06111,length_32_gap_8,qcluster_locked_test_0008,qmask_a6bb6d75ba01c741,11010000,0.020067591220140457,0.080337196588516235
qcontrol_5c4599f1f5150e80,qseq_545d27c10930d8dd,length_32_gap_8,qcluster_locked_test_0009,qmask_a6bb6d75ba01c741,11010000,0.0092892991378903389,0.0549468994140625
qcontrol_fdba721e76249374,qseq_c3a8805eafca385c,length_32_gap_8,qcluster_locked_test_0010,qmask_a6bb6d75ba01c741,11010000,0.0094633977860212326,0.056025445461273193
qcontrol_cd16adfe498ec968,qseq_1428b8e6a33bc034,length_32_gap_8,qcluster_locked_test_0011,qmask_a6bb6d75ba01c741,11010000,0.011138085275888443,0.06022084504365921
qcontrol_e729907ce7696489,qseq_dc48f394593bb573,length_32_gap_8,qcluster_locked_test_0012,qmask_a6bb6d75ba01c741,11010000,0.08612215518951416,0.16288958489894867
qcontrol_668baf9e860bb680,qseq_84d55da9d8a1c3ec,length_32_gap_8,qcluster_locked_test_0013,qmask_a6bb6d75ba01c741,11010000,0.015703480690717697,0.065971881151199341
qcontrol_c97b66b834c31d9f,qseq_ad68734add0ca673,length_32_gap_8,qcluster_locked_test_0014,qmask_a6bb6d75ba01c741,11010000,0.012637021020054817,0.062121033668518066
qcontrol_ebc54483bd759f2a,qseq_5d11ec40ee5e399c,length_32_gap_8,qcluster_locked_test_0015,qmask_a6bb6d75ba01c741,11010000,0.0070520220324397087,0.046067949384450912
qcontrol_2098c49dc5af26a7,qseq_933613b63b18ef39,length_32_gap_8,qcluster_locked_test_0016,qmask_a6bb6d75ba01c741,11010000,0.0078068375587463379,0.047627080231904984
qcontrol_cec492db00e0f846,qseq_7982e3353af95b5a,length_32_gap_8,qcluster_locked_test_0017,qmask_a6bb6d75ba01c741,11010000,0.029474660754203796,0.094771765172481537
qcontrol_92c8ca14ea81d17a,qseq_957f2217c38cbb43,length_32_gap_8,qcluster_locked_test_0018,qmask_a6bb6d75ba01c741,11010000,0.011437040753662586,0.055524498224258423
qcontrol_9ef38e7933073940,qseq_1ca6609274aa0efd,length_32_gap_8,qcluster_locked_test_0019,qmask_a6bb6d75ba01c741,11010000,0.018506161868572235,0.072794720530509949
qcontrol_7bfadcf22fb593a6,qseq_636926d60e9fc6a4,length_32_gap_8,qcluster_locked_test_0020,qmask_a6bb6d75ba01c741,11010000,0.01230113860219717,0.061284847557544708
qcontrol_4adc18eeedd3ef7a,qseq_2b0e460c32b3f17b,length_32_gap_8,qcluster_locked_test_0021,qmask_a6bb6d75ba01c741,11010000,0.0086836786940693855,0.049539215862751007
qcontrol_93715968b217048a,qseq_597ab7a897f078ee,length_32_gap_8,qcluster_locked_test_0022,qmask_a6bb6d75ba01c741,11010000,0.015396338887512684,0.067212924361228943
qcontrol_dda2501e624acf62,qseq_ab085848a2ffe2d7,length_32_gap_8,qcluster_locked_test_0023,qmask_a6bb6d75ba01c741,11010000,0.014337343163788319,0.066508688032627106
qcontrol_0f0dccc5c19f1f5d,qseq_743feac99f8e9594,length_32_gap_8,qcluster_locked_test_0024,qmask_a6bb6d75ba01c741,11010000,0.0077707399614155293,0.049510642886161804
qcontrol_78ded0b40eb2b27c,qseq_82634b9ef4f722e5,length_32_gap_8,qcluster_locked_test_0025,qmask_a6bb6d75ba01c741,11010000,0.004788396880030632,0.037993565201759338
qcontrol_71ea360fb8af9930,qseq_6ef95ecc92d78a0d,length_32_gap_8,qcluster_locked_test_0026,qmask_a6bb6d75ba01c741,11010000,0.011678043752908707,0.060532301664352417
qcontrol_72a8669bdefe41bb,qseq_f0c0d20f4295b441,length_32_gap_8,qcluster_locked_test_0027,qmask_a6bb6d75ba01c741,11010000,0.0047120172530412674,0.038387328386306763
qcontrol_f5c79c084a82ed83,qseq_51ad2d071f274bd7,length_32_gap_8,qcluster_locked_test_0028,qmask_a6bb6d75ba01c741,11010000,0.0054224450141191483,0.040460463613271713
qcontrol_f098e7503bd78cfe,qseq_7678c941fe0cdde4,length_32_gap_8,qcluster_locked_test_0029,qmask_a6bb6d75ba01c741,11010000,0.0082980850711464882,0.048725321888923645
qcontrol_cb985f45087fdfca,qseq_abd4c2b648d044b2,length_32_gap_8,qcluster_locked_test_0030,qmask_a6bb6d75ba01c741,11010000,0.01004230510443449,0.056192845106124878
qcontrol_4eedb1edc907cb3f,qseq_376748c012341f39,length_32_gap_8,qcluster_locked_test_0031,qmask_a6bb6d75ba01c741,11010000,0.032567732036113739,0.10714807361364365
qcontrol_ce7e3d2743f6522c,qseq_19d86bb0059dd869,length_32_gap_8,qcluster_locked_test_0032,qmask_a6bb6d75ba01c741,11010000,0.008578769862651825,0.051160592585802078
qcontrol_cd891116254bb5de,qseq_c3631e47ce7a3151,length_32_gap_8,qcluster_locked_test_0033,qmask_a6bb6d75ba01c741,11010000,0.01257813349366188,0.060334634035825729
qcontrol_b78a15eac9e1d73b,qseq_d7c516de3d15276d,length_32_gap_8,qcluster_locked_test_0034,qmask_a6bb6d75ba01c741,11010000,0.018406892195343971,0.074974909424781799
qcontrol_47a96e6006fe81d4,qseq_a0ace0ffe2091903,length_32_gap_8,qcluster_locked_test_0035,qmask_a6bb6d75ba01c741,11010000,0.032540179789066315,0.09648248553276062
qcontrol_4b25178f8bfcd58f,qseq_ba465edb70f8e1ca,length_32_gap_8,qcluster_locked_test_0036,qmask_a6bb6d75ba01c741,11010000,0.005235522985458374,0.038556229323148727
qcontrol_d15821c919988bba,qseq_76850ece32132587,length_32_gap_8,qcluster_locked_test_0037,qmask_a6bb6d75ba01c741,11010000,0.013182017952203751,0.062170643359422684
qcontrol_1ed152e282946d26,qseq_f7a4abff778dac0d,length_32_gap_8,qcluster_locked_test_0038,qmask_a6bb6d75ba01c741,11010000,0.0272800512611866,0.090171322226524353
qcontrol_639187d5eabfec69,qseq_e853f0c08b8332c6,length_32_gap_8,qcluster_locked_test_0039,qmask_a6bb6d75ba01c741,11010000,0.020341020077466965,0.079836249351501465
qcontrol_645b510cfbaa4148,qseq_076c730602874c8e,length_32_gap_8,qcluster_locked_test_0040,qmask_a6bb6d75ba01c741,11010000,0.012029984034597874,0.059087745845317841
qcontrol_0610fb9acf8072f8,qseq_419e4d2a6546e726,length_32_gap_8,qcluster_locked_test_0041,qmask_a6bb6d75ba01c741,11010000,0.024240855127573013,0.086230114102363586
qcontrol_3e1b775d651cbe18,qseq_0dee966050bfd253,length_32_gap_8,qcluster_locked_test_0042,qmask_a6bb6d75ba01c741,11010000,0.014524144120514393,0.067199178040027618
qcontrol_6640639f17c20a2b,qseq_33d6299f018a63df,length_32_gap_8,qcluster_locked_test_0043,qmask_a6bb6d75ba01c741,11010000,0.0060621369630098343,0.04334607720375061
qcontrol_92ea2bf42a9ea623,qseq_1d6ac5c0e2ef6aec,length_32_gap_8,qcluster_locked_test_0044,qmask_a6bb6d75ba01c741,11010000,0.014722555875778198,0.070238798856735229
qcontrol_a82ad6489f53d75c,qseq_1a159a1dae28da54,length_32_gap_8,qcluster_locked_test_0045,qmask_a6bb6d75ba01c741,11010000,0.015256213955581188,0.066965438425540924
qcontrol_c35a305ca8c70ee5,qseq_d93f64d04e6cfa98,length_32_gap_8,qcluster_locked_test_0046,qmask_a6bb6d75ba01c741,11010000,0.020658690482378006,0.080355368554592133
qcontrol_ea32ec7a986b12ef,qseq_dc46b739b3b479f2,length_32_gap_8,qcluster_locked_test_0047,qmask_a6bb6d75ba01c741,11010000,0.034171737730503082,0.09986935555934906
qcontrol_d7c2e41273b93372,qseq_53c883855c13ae86,length_32_gap_8,qcluster_locked_test_0048,qmask_a6bb6d75ba01c741,11010000,0.010321874171495438,0.055614020675420761
qcontrol_90b2d8a79b134e9b,qseq_e298a08ae621717b,length_32_gap_8,qcluster_locked_test_0049,qmask_a6bb6d75ba01c741,11010000,0.013290634378790855,0.064787276089191437
qcontrol_d3a40d21f04937c0,qseq_ea09c5e6da440673,length_32_gap_8,qcluster_locked_test_0050,qmask_a6bb6d75ba01c741,11010000,0.014274371787905693,0.066061303019523621
qcontrol_326b6598268f9751,qseq_a2aac0b7a5eb8c02,length_32_gap_8,qcluster_locked_test_0051,qmask_a6bb6d75ba01c741,11010000,0.010763240978121758,0.062289204448461533
qcontrol_81760386fa700394,qseq_53d58b039bf71abb,length_32_gap_8,qcluster_locked_test_0052,qmask_a6bb6d75ba01c741,11010000,0.010094636119902134,0.056117836385965347
qcontrol_28d679f8a2236bbd,qseq_57fea2d3713a1c13,length_32_gap_8,qcluster_locked_test_0053,qmask_a6bb6d75ba01c741,11010000,0.0061684274114668369,0.043182838708162308
qcontrol_6ef40afd7318b950,qseq_6bb14f29e14dbe31,length_32_gap_8,qcluster_locked_test_0054,qmask_a6bb6d75ba01c741,11010000,0.013939239084720612,0.062485408037900925
qcontrol_6040e519bcd27e62,qseq_c7a13f21952ded5a,length_32_gap_8,qcluster_locked_test_0055,qmask_a6bb6d75ba01c741,11010000,0.0072204316966235638,0.047636635601520538
qcontrol_64c5eb25cd7a84e9,qseq_71f308c25e9caab7,length_32_gap_8,qcluster_locked_test_0056,qmask_a6bb6d75ba01c741,11010000,0.0095728505402803421,0.053540162742137909
qcontrol_38856061e8482247,qseq_26a93fd64c7f9015,length_32_gap_8,qcluster_locked_test_0057,qmask_a6bb6d75ba01c741,11010000,0.0099685657769441605,0.054108455777168274
qcontrol_c9091d2ed80a111b,qseq_33f34f1b438ee96a,length_32_gap_8,qcluster_locked_test_0058,qmask_a6bb6d75ba01c741,11010000,0.015142837539315224,0.068276867270469666
qcontrol_683c62a695aeff10,qseq_24ccd50234842011,length_32_gap_8,qcluster_locked_test_0059,qmask_a6bb6d75ba01c741,11010000,0.011022130958735943,0.057536277920007706
qcontrol_54fd3e7c2d896601,qseq_63f2c7e7b133ee97,length_32_gap_8,qcluster_locked_test_0060,qmask_a6bb6d75ba01c741,11010000,0.010717936791479588,0.056495726108551025
qcontrol_4a1d0e738375b9f4,qseq_711e35e6d00c9b8a,length_32_gap_8,qcluster_locked_test_0061,qmask_a6bb6d75ba01c741,11010000,0.0057436865754425526,0.040732469409704208
qcontrol_97fa59d6e3239d3c,qseq_d224e19075385ed8,length_32_gap_8,qcluster_locked_test_0062,qmask_a6bb6d75ba01c741,11010000,0.012580148875713348,0.060817815363407135
qcontrol_eff80ed4079fb6cb,qseq_4c7dc78ad63b55dc,length_32_gap_8,qcluster_locked_test_0063,qmask_a6bb6d75ba01c741,11010000,0.019020071253180504,0.076799772679805756
qcontrol_a82894500025faab,qseq_37fbc1efcc49dff0,length_32_gap_8,qcluster_locked_test_0064,qmask_a6bb6d75ba01c741,11010000,0.017115106806159019,0.071324139833450317
qcontrol_c055b809b87b5d92,qseq_f0ed42bd23a3cace,length_32_gap_8,qcluster_locked_test_0065,qmask_a6bb6d75ba01c741,11010000,0.012660223990678787,0.061855107545852661
qcontrol_ed173cb33a3175fa,qseq_515697cc75f06e70,length_32_gap_8,qcluster_locked_test_0066,qmask_a6bb6d75ba01c741,11010000,0.024316880851984024,0.082401275634765625
qcontrol_4517e48083cc4517,qseq_96d314c9d3591e09,length_32_gap_8,qcluster_locked_test_0067,qmask_a6bb6d75ba01c741,11010000,0.0061087040230631828,0.042713075876235962
qcontrol_542320740c3e93c4,qseq_569073b643561562,length_32_gap_8,qcluster_locked_test_0068,qmask_a6bb6d75ba01c741,11010000,0.015148762613534927,0.071576498448848724
qcontrol_fe040917656e1413,qseq_dc6d370c76042e72,length_32_gap_8,qcluster_locked_test_0069,qmask_a6bb6d75ba01c741,11010000,0.011790091171860695,0.058559246361255646
qcontrol_76ca14ccd5080c7a,qseq_c6faefd1da62ae42,length_32_gap_8,qcluster_locked_test_0070,qmask_a6bb6d75ba01c741,11010000,0.0093134650960564613,0.054306179285049438
qcontrol_f74ec0b92bb8d8ba,qseq_e00e119c8be36667,length_32_gap_8,qcluster_locked_test_0071,qmask_a6bb6d75ba01c741,11010000,0.01301111001521349,0.060366839170455933
qcontrol_a3f3f47d9ae333e8,qseq_645ebdf02cfb52ff,length_32_gap_8,qcluster_locked_test_0072,qmask_a6bb6d75ba01c741,11010000,0.014843929558992386,0.066397115588188171
qcontrol_58d036ba5a976b9b,qseq_4e044c96a554b8f8,length_32_gap_8,qcluster_locked_test_0073,qmask_a6bb6d75ba01c741,11010000,0.0077089127153158188,0.050426937639713287
qcontrol_966b379ac0fa5eed,qseq_52f4560ca732e1d6,length_32_gap_8,qcluster_locked_test_0074,qmask_a6bb6d75ba01c741,11010000,0.0096440315246582031,0.052343029528856277
qcontrol_9dd319ebd571a131,qseq_84b5482266e1f7c7,length_32_gap_8,qcluster_locked_test_0075,qmask_a6bb6d75ba01c741,11010000,0.015177229419350624,0.068281419575214386
qcontrol_4e9e37101cdf0ac2,qseq_6a68aa5398b75a42,length_32_gap_8,qcluster_locked_test_0076,qmask_a6bb6d75ba01c741,11010000,0.0065322406589984894,0.0450926274061203
