observer,estimator,direction_provider,support_mode,estimator_calibration,controller_mode,step,target_mse,target_mae,observer_error_mae,collateral_abs_delta,collateral_rms_delta,mean_observer_estimate,mean_true_target,mean_target_ref,mean_residual_off_support_l2,mean_residual_off_support_normalized,mean_nearest_clean_residual_l2,mean_residual_delta_from_initial_l2,mean_abs_residual_norm_z,mean_convex_hull_extrapolation_mass,fraction_outside_clean_convex_hull,next_clip_fraction
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,0,0.67993970876371,0.7749194125533104,0.10263043830771498,0.0,0.0,0.2601307222153539,0.24769385159015656,1.0,2.922896635674888e-15,4.865914034515771e-16,4.907141179057107e-05,0.0,0.9547942876815796,2.7696978744292806e-06,0.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,1,0.34626485976423454,0.562724876422949,0.2025553740086518,0.004075136432214387,0.004433857486163477,0.26524957201923577,0.4678049460278876,1.0,0.3843371969195749,0.06398282230208249,0.39303606527245466,0.3930320157935111,0.8231003943702863,0.014855890650352964,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,2,0.12841865472298775,0.35199838314912,0.4160601917356271,0.008122078679383932,0.008837038944540736,0.2703330066165379,0.686393198352165,1.0,0.7660153235896496,0.12752297389566694,0.7833488534025291,0.7833448054786101,0.7759158067463939,0.029606527003181848,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,3,0.02403442806215925,0.14272981940575813,0.6280878578533042,0.012141021805424587,0.013209756609892069,0.27538127103044047,0.9034691288837449,1.0,1.1450527770184982,0.19062351743646494,1.1709612296626835,1.1709571822571017,0.8480818229259949,0.04425510979835006,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,4,0.03078340429351772,0.1387249142742966,0.8386485921632796,0.01613215952468565,0.01755222124861318,0.2803946085889093,1.1190432007521889,1.0,1.5214678269330968,0.2532874943909387,1.5558918763164393,1.5558878291700202,1.1716622819824682,0.05880234510225233,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,5,0.14637420740550644,0.33312580469698816,1.0477525437605635,0.020095684211286862,0.02186464216889417,0.28537326093642457,1.3331258046969883,1.0,1.8952786166597295,0.31551792518290067,1.938159346989086,1.9381552999981608,1.774401243213684,0.07324893409630194,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,6,0.3685523085699027,0.5457272595684017,1.255409791522773,0.02403178690839084,0.02614722723080815,0.2903174680456284,1.5457272595684017,1.0,2.266503163998504,0.37731780933909914,2.3177820670436424,2.317778020156374,2.5540348551941623,0.08759557311072755,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,7,0.6950994817173036,0.7568578128248273,1.4616303445959367,0.027940657337411696,0.030400182856330473,0.29522746822889107,1.7568578128248276,1.0,2.635159362091813,0.4386901256337964,2.6947783343949117,2.694774287581682,3.4525022201392557,0.10184295365813693,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,8,1.1238332668711852,0.9665276410267325,1.666424142876934,0.031822483907159284,0.034623714039287996,0.30010349814979814,1.9665276410267325,1.0,3.001264980286791,0.4996378322323463,3.069166320372943,3.069162273615238,4.457745190362375,0.11599176246684763,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,9,1.6526064411318029,1.1747468503271674,1.8698010574926096,0.03567745372292088,0.03881802435524006,0.3049457928345578,2.1747468503271676,1.0,3.3648376649918026,0.5601638668337792,3.4409640705927176,3.4409600238781968,5.558094727184852,0.13004268151398793,1.0,0.0
