observer,estimator,direction_provider,support_mode,estimator_calibration,controller_mode,x1,x2,n_examples,integrated_squared_error,final_target_squared_error,cumulative_collateral_abs,actuation_energy_l1,observer_bias_abs_mean,mean_residual_delta_from_initial_l2,mean_nearest_clean_residual_l2,mean_abs_residual_norm_z,mean_convex_hull_extrapolation_mass,control_clip_fraction
est-first_order__dir-first_order__support-projected__cal-none__controller-base,first_order,first_order,projected,none,base,0.0,0.0,639,1.9677901636806685,0.00012187121211090984,15.582728349578417,62.53855447081477,0.013032361512561147,10.202569414885513,7.320105033118624,60.13675217355659,4.605743977042706,0.0
est-first_order__dir-first_order__support-projected__cal-none__controller-base,first_order,first_order,projected,none,base,0.0,1.0,333,1.089482584445799,0.00014264164193092833,11.687046769421329,46.90391788882011,0.013268462497987188,7.65192739327067,6.984055827168074,68.99276526418288,4.157420115736899,0.0
est-first_order__dir-first_order__support-projected__cal-none__controller-base,first_order,first_order,projected,none,base,1.0,0.0,344,0.8223580216862941,8.764679458465027e-05,10.128774108502679,40.65006314021449,0.010510489168679315,6.631670565731801,6.631673436287996,69.04495798605885,3.603106906747996,0.0
est-first_order__dir-first_order__support-projected__cal-none__controller-base,first_order,first_order,projected,none,base,1.0,1.0,184,0.30996693561017313,4.021989424914531e-05,6.2330923508590255,25.015425845908567,0.007048689074021293,4.081028427910162,4.081023069058647,59.93987252175827,1.6254491202790207,0.0
est-first_order__dir-first_order__support-projected__cal-response_gain__controller-base,first_order,first_order,projected,response_gain,base,0.0,0.0,639,1.9864925076352498,4.645226769201841e-05,15.372276698707587,61.43608424505812,0.0018072386712653047,10.064779194308063,7.240111213575159,58.197697226851695,4.530880104884081,0.0
est-first_order__dir-first_order__support-projected__cal-response_gain__controller-base,first_order,first_order,projected,response_gain,base,0.0,1.0,333,1.0990509037685583,2.0969143104603254e-06,11.529208024417738,46.077065183615815,0.0023081925220008043,7.548584723352336,6.921469307146577,67.56551332774141,4.101272209181017,0.0
est-first_order__dir-first_order__support-projected__cal-response_gain__controller-base,first_order,first_order,projected,response_gain,base,1.0,0.0,344,0.8297675277784127,5.034826124637944e-06,9.991980526235693,39.93345744527267,0.0010115882961821178,6.542106916332272,6.542109786889234,67.79242540427504,3.5544453865718424,0.0
est-first_order__dir-first_order__support-projected__cal-response_gain__controller-base,first_order,first_order,projected,response_gain,base,1.0,1.0,184,0.31269244711972166,6.402133395640354e-07,6.148911676856316,24.574437684076198,0.0012032110590431133,4.025912330739173,4.0259069718878475,59.09457228855275,1.603496711262275,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,0.0,0.0,639,47.88318942142526,10.3294558167426,1.1700716982768666,38.199392263585445,2.087609984760968,3.9709989030328625,3.971003999148229,26.487267453014535,0.20289656119788751,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,0.0,1.0,333,27.03531647096994,5.827994846005708,0.8775538117949641,28.649545441127607,1.5692017474644173,2.9782493065356825,2.9782445463625917,19.0373237938019,0.06612144221645425,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,1.0,0.0,344,20.28286219070992,4.373335064990369,0.7605466550354847,24.829606641407533,1.3589860349806535,2.5811494605833873,2.5811462406402903,16.69092888916114,0.07458704260008821,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,1.0,1.0,184,7.689637270872403,1.6576694923394937,0.4680287552265188,15.279759383860366,0.8368798729746748,1.5883998188567119,1.588398327145887,11.50973926339713,0.08116163733490094,0.0
est-first_order__dir-first_order__support-unprojected__cal-response_gain__controller-base,first_order,first_order,unprojected,response_gain,base,0.0,0.0,639,1.9864925076352498,4.645226769201538e-05,0.43063530069783723,9.015723509289213,0.0018072386712649718,1.461493606927411,1.4614987034269977,4.843423669507027,0.07466981721324492,0.0
est-first_order__dir-first_order__support-unprojected__cal-response_gain__controller-base,first_order,first_order,unprojected,response_gain,base,0.0,1.0,333,1.0990509037685585,2.0969143104622545e-06,0.3229764895411018,6.761792925440103,0.002308192522000308,1.0961202527690224,1.0961154927573462,3.1653032255862685,0.024337919344042086,0.0
est-first_order__dir-first_order__support-unprojected__cal-response_gain__controller-base,first_order,first_order,unprojected,response_gain,base,1.0,0.0,344,0.8297675277784117,5.034826124635951e-06,0.2799129642809657,5.860220675205319,0.0010115882961825896,0.9499709083993012,0.9499676886742865,3.1823866586500067,0.027452040757443983,0.0
est-first_order__dir-first_order__support-unprojected__cal-response_gain__controller-base,first_order,first_order,unprojected,response_gain,base,1.0,1.0,184,0.3126924471197223,6.402133395611927e-07,0.17225414821931273,3.6062899886675495,0.0012032110590433007,0.5845975375945676,0.5845960459526149,3.6451722455016706,0.02987093142152611,0.0
est-first_order__dir-lifted_interaction__support-projected__cal-none__controller-base,first_order,lifted_interaction,projected,none,base,0.0,0.0,639,1.9677901652490783,0.00012187117348293503,15.582728646479838,62.53855409506023,0.013032360084845764,10.202569406086162,7.3201042214106495,60.13674348455265,4.60574326435391,0.0
est-first_order__dir-lifted_interaction__support-projected__cal-none__controller-base,first_order,lifted_interaction,projected,none,base,0.0,1.0,333,1.0894825852351542,0.00014264161058825123,11.6870469920974,46.9039176070042,0.013268461427200527,7.651927386671156,6.98405529166148,68.9927605525341,4.157419581220279,0.0
est-first_order__dir-lifted_interaction__support-projected__cal-none__controller-base,first_order,lifted_interaction,projected,none,base,1.0,0.0,344,0.8223580223009131,8.764677329183843e-05,10.128774301488612,40.65006289597403,0.010510488240664199,6.631670560012224,6.63167343056906,69.04495514535546,3.6031064435002467,0.0
est-first_order__dir-lifted_interaction__support-projected__cal-none__controller-base,first_order,lifted_interaction,projected,none,base,1.0,1.0,184,0.3099669358350772,4.0219885372845794e-05,6.23309246961961,25.01542569560672,0.007048688502934926,4.081028424390421,4.081023065538577,59.9398744531274,1.6254489768271438,0.0
est-first_order__dir-lifted_interaction__support-projected__cal-response_gain__controller-base,first_order,lifted_interaction,projected,response_gain,base,0.0,0.0,639,1.986492507635249,4.645226769201235e-05,15.372277011858461,61.43608398204868,0.001807238671264729,10.064779198892001,7.240110412223187,58.197688728781124,4.530879409027271,0.0
est-first_order__dir-lifted_interaction__support-projected__cal-response_gain__controller-base,first_order,lifted_interaction,projected,response_gain,base,0.0,1.0,333,1.0990509037685579,2.096914310459682e-06,11.529208259280901,46.077064986358714,0.0023081925220010888,7.548584726790291,6.921468780614996,67.56550877340496,4.1012716872883885,0.0
