prompt_idx,subset_idx,subset_name,logit_diff,drop_from_clean
0,0,clean,4.074490547180176,0.0
0,1,P:9.9,4.637584686279297,-0.5630941390991211
0,2,P:9.6,4.7194719314575195,-0.6449813842773438
0,3,P:10.0,3.7096548080444336,0.3648357391357422
0,4,B:9.0,4.022965431213379,0.051525115966796875
0,5,B:9.7,3.3676939010620117,0.7067966461181641
0,6,B:10.1,3.639674186706543,0.4348163604736328
0,7,B:10.2,4.420780181884766,-0.34628963470458984
0,8,B:10.6,3.6829919815063477,0.3914985656738281
0,9,B:10.10,4.226838111877441,-0.15234756469726562
0,10,B:11.2,3.994645118713379,0.07984542846679688
0,11,B:11.9,4.031162261962891,0.043328285217285156
0,12,E:10.7,4.343654632568359,-0.2691640853881836
0,13,E:11.10,5.174765586853027,-1.1002750396728516
0,14,E:10.7|E:11.10,5.70234489440918,-1.627854347229004
0,15,B:9.0|B:9.7|B:10.1|B:10.2|B:10.6|B:10.10|B:11.2|B:11.9,2.8201723098754883,1.2543182373046875
0,16,B:9.0|B:9.7|B:10.1|B:10.2|B:10.6|B:10.10|B:11.2|B:11.9|E:10.7|E:11.10,3.7047109603881836,0.3697795867919922
0,17,P:9.9|P:9.6|P:10.0,4.920202255249023,-0.8457117080688477
0,18,P:9.9|P:9.6|P:10.0|E:10.7|E:11.10,5.315813064575195,-1.2413225173950195
0,19,P:9.9|P:9.6|P:10.0|B:9.0|B:9.7|B:10.1|B:10.2|B:10.6|B:10.10|B:11.2|B:11.9,1.9255952835083008,2.148895263671875
0,20,P:9.9|P:9.6|P:10.0|B:9.0|B:9.7|B:10.1|B:10.2|B:10.6|B:10.10|B:11.2|B:11.9|E:10.7|E:11.10,1.5703039169311523,2.5041866302490234
0,21,B:11.9|E:10.7|E:11.10,5.676966667175293,-1.6024761199951172
0,22,B:11.2|B:11.9|E:11.10,5.0649261474609375,-0.9904356002807617
0,23,B:10.6|E:10.7,3.962749481201172,0.1117410659790039
0,24,B:10.6|E:10.7|E:11.10,5.154857635498047,-1.080367088317871
0,25,B:10.2|E:11.10,5.609783172607422,-1.535292625427246
0,26,B:10.2|E:10.7,4.703956604003906,-0.6294660568237305
0,27,B:10.2|B:11.9|E:10.7|E:11.10,6.116060256958008,-2.041569709777832
0,28,B:10.1|B:10.2|B:10.10,4.126921653747559,-0.05243110656738281
0,29,B:9.7|B:11.2|E:10.7|E:11.10,4.740294456481934,-0.6658039093017578
0,30,B:9.7|B:10.10|B:11.2|E:10.7,3.5270214080810547,0.5474691390991211
0,31,B:9.7|B:10.6|B:10.10|B:11.2|E:11.10,3.2417850494384766,0.8327054977416992
0,32,B:9.7|B:10.2|B:10.10|E:10.7,4.1507415771484375,-0.07625102996826172
0,33,B:9.7|B:10.1|B:10.6|B:10.10|B:11.2|E:10.7|E:11.10,3.2994346618652344,0.7750558853149414
0,34,B:9.7|B:10.1|B:10.2|B:10.10|B:11.9|E:10.7,3.679417610168457,0.39507293701171875
0,35,B:9.0|B:11.9,3.979572296142578,0.09491825103759766
0,36,B:9.0|B:10.6|B:11.9,3.5826854705810547,0.4918050765991211
0,37,B:9.0|B:10.2|E:10.7|E:11.10,6.086165428161621,-2.0116748809814453
0,38,B:9.0|B:10.2|B:10.10|B:11.2|B:11.9,4.295677185058594,-0.22118663787841797
0,39,B:9.0|B:10.1|B:10.10|B:11.2|E:10.7|E:11.10,4.564862251281738,-0.4903717041015625
0,40,B:9.0|B:10.1|B:10.6|B:10.10,3.3660573959350586,0.7084331512451172
0,41,B:9.0|B:9.7|B:11.2|B:11.9|E:10.7|E:11.10,4.652231216430664,-0.5777406692504883
0,42,B:9.0|B:9.7|B:10.10|B:11.2|B:11.9|E:11.10,3.7331581115722656,0.34133243560791016
0,43,B:9.0|B:9.7|B:10.6|B:10.10|B:11.2|B:11.9,2.825601577758789,1.2488889694213867
0,44,B:9.0|B:9.7|B:10.1|B:10.10,3.0634565353393555,1.0110340118408203
0,45,B:9.0|B:9.7|B:10.1|B:10.6|B:10.10|B:11.2|B:11.9|E:10.7,2.680666923522949,1.3938236236572266
0,46,B:9.0|B:9.7|B:10.1|B:10.2|B:10.10|B:11.2|B:11.9|E:11.10,3.735133171081543,0.3393573760986328
0,47,B:9.0|B:9.7|B:10.1|B:10.2|B:10.6|B:11.2,2.9097795486450195,1.1647109985351562
0,48,B:9.0|B:9.7|B:10.1|B:10.2|B:10.6|B:10.10|B:11.9|E:10.7|E:11.10,3.9259281158447266,0.14856243133544922
0,49,B:9.0|B:9.7|B:10.1|B:10.2|B:10.6|B:10.10|B:11.2|B:11.9|E:10.7,3.075577735900879,0.9989128112792969
0,50,P:10.0|E:10.7,3.9876365661621094,0.0868539810180664
0,51,P:10.0|B:11.2|E:10.7,3.358062744140625,0.7164278030395508
0,52,P:10.0|B:10.2|E:10.7|E:11.10,5.531121253967285,-1.4566307067871094
0,53,P:10.0|B:10.2|B:11.9|E:11.10,4.864579200744629,-0.7900886535644531
0,54,P:10.0|B:10.1|E:11.10,3.9072885513305664,0.16720199584960938
0,55,P:10.0|B:9.0,3.6533870697021484,0.42110347747802734
0,56,P:10.0|B:9.0|B:10.1|B:11.2|B:11.9|E:10.7,2.8363866806030273,1.2381038665771484
0,57,P:10.0|B:9.0|B:10.1|B:10.2|E:10.7|E:11.10,4.879425048828125,-0.8049345016479492
0,58,P:10.0|B:9.0|B:10.1|B:10.2|B:10.6|B:10.10|B:11.9,3.152986526489258,0.921504020690918
0,59,P:10.0|B:9.0|B:9.7|B:10.1|B:10.6|B:11.9,2.0745325088500977,1.9999580383300781
0,60,P:10.0|B:9.0|B:9.7|B:10.1|B:10.2|B:10.6|B:11.2|B:11.9,1.9885435104370117,2.085947036743164
0,61,P:10.0|B:9.0|B:9.7|B:10.1|B:10.2|B:10.6|B:11.2|B:11.9|E:10.7|E:11.10,3.0161209106445312,1.0583696365356445
0,62,P:9.6|E:11.10,6.075322151184082,-2.0008316040039062
0,63,P:9.6|E:10.7|E:11.10,5.950305938720703,-1.8758153915405273
0,64,P:9.6|B:10.2|E:10.7|E:11.10,6.39616584777832,-2.3216753005981445
0,65,P:9.6|B:10.2|B:10.10|B:11.2|E:10.7|E:11.10,5.940302848815918,-1.8658123016357422
