observer,example_idx,x1_before,x2_before,x1_after,x2_after,interaction_after,target_after,nuisance_after,control_strength,local_target_gain,direction_feasible
first_order,0,1.0,0.0,1.1640532194296551,0.1409856980633773,0.16411485572421164,0.6343081900065839,1.0209860796423107,0.2997630636342441,0.85,True
first_order,1,0.0,1.0,0.1913189108071787,1.164417560878414,0.22277509947200985,0.5907388914982692,-0.13289630964390775,0.385979713447496,0.8499999999999999,True
first_order,2,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.595374149888417,0.9633521889383194,0.9129246923032147,0.85,True
first_order,3,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.681576020094076,0.9395056689312605,0.9129246923032147,0.85,True
first_order,4,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.579011093800379,0.9594636990976722,0.9129246923032147,0.85,True
first_order,5,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6508711226866213,0.863457913300822,0.9129246923032147,0.85,True
first_order,6,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.654454971241022,0.946055286821509,0.9129246923032147,0.85,True
first_order,7,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6106329163514554,0.9350995674059048,0.9129246923032147,0.85,True
first_order,8,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6457675097978193,0.9727128869847155,0.9129246923032147,0.85,True
first_order,9,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6027548102172537,0.9240286405110707,0.9129246923032147,0.85,True
first_order,10,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.632855095483464,0.9498537685947654,0.9129246923032147,0.85,True
first_order,11,0.0,1.0,0.1913189108071787,1.164417560878414,0.22277509947200985,0.6045560503417626,-0.1452849827303963,0.385979713447496,0.8499999999999999,True
first_order,12,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6333135603581,0.9508315900154565,0.9129246923032147,0.85,True
first_order,13,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6146810392144086,1.0049746377111561,0.9129246923032147,0.85,True
first_order,14,1.0,0.0,1.1640532194296551,0.1409856980633773,0.16411485572421164,0.526361606499082,1.0408480302646452,0.2997630636342441,0.85,True
first_order,15,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6804502768758973,0.9545110640642603,0.9129246923032147,0.85,True
first_order,16,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.642323684860808,0.9917610840421476,0.9129246923032147,0.85,True
first_order,17,1.0,0.0,1.1640532194296551,0.1409856980633773,0.16411485572421164,0.6717512342470644,1.0079166353493472,0.2997630636342441,0.85,True
first_order,18,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.656703644544861,0.9288147066945732,0.9129246923032147,0.85,True
first_order,19,0.0,1.0,0.1913189108071787,1.164417560878414,0.22277509947200985,0.6388334752828773,-0.09598061708630354,0.385979713447496,0.8499999999999999,True
first_order,20,0.0,1.0,0.1913189108071787,1.164417560878414,0.22277509947200985,0.6219856887675335,-0.09589435449890768,0.385979713447496,0.8499999999999999,True
first_order,21,0.0,1.0,0.1913189108071787,1.164417560878414,0.22277509947200985,0.5923201393648396,-0.07236556226252,0.385979713447496,0.8499999999999999,True
first_order,22,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6323376698078946,0.9199589652769617,0.9129246923032147,0.85,True
first_order,23,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.5867061111327327,0.9436227193829019,0.9129246923032147,0.85,True
first_order,24,0.0,1.0,0.1913189108071787,1.164417560878414,0.22277509947200985,0.6081617785063986,-0.09826598603580577,0.385979713447496,0.8499999999999999,True
first_order,25,0.0,1.0,0.1913189108071787,1.164417560878414,0.22277509947200985,0.6127727515459332,-0.11767435263372766,0.385979713447496,0.8499999999999999,True
first_order,26,0.0,1.0,0.1913189108071787,1.164417560878414,0.22277509947200985,0.6043586589703764,-0.1307439069592855,0.385979713447496,0.8499999999999999,True
first_order,27,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.728375127874183,0.9745622069768418,0.9129246923032147,0.85,True
first_order,28,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6568712103514898,0.9236022663404396,0.9129246923032147,0.85,True
first_order,29,0.0,1.0,0.1913189108071787,1.164417560878414,0.22277509947200985,0.6154641249872344,-0.14930123580230248,0.385979713447496,0.8499999999999999,True
first_order,30,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.663325971324837,0.9624545322243508,0.9129246923032147,0.85,True
first_order,31,1.0,1.0,0.9285630051687505,0.9386077602204435,0.871556442505005,1.5815944408730678,0.6021393816969833,-0.22718191522147466,0.85,True
first_order,32,0.0,1.0,0.1913189108071787,1.164417560878414,0.22277509947200985,0.6079761705022452,-0.08408427605118254,0.385979713447496,0.8499999999999999,True
first_order,33,1.0,0.0,1.1640532194296551,0.1409856980633773,0.16411485572421164,0.6162636587128947,1.0279187519637776,0.2997630636342441,0.85,True
first_order,34,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.659843146137022,0.9147504774294898,0.9129246923032147,0.85,True
first_order,35,0.0,1.0,0.1913189108071787,1.164417560878414,0.22277509947200985,0.59390629050761,-0.07438204007331728,0.385979713447496,0.8499999999999999,True
first_order,36,0.0,1.0,0.1913189108071787,1.164417560878414,0.22277509947200985,0.6216506320734452,-0.15630606264174723,0.385979713447496,0.8499999999999999,True
first_order,37,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.643579105093693,0.9451854391987382,0.9129246923032147,0.85,True
first_order,38,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.608255084868963,0.9538870063132805,0.9129246923032147,0.85,True
first_order,39,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.664336435327896,0.9933118174845389,0.9129246923032147,0.85,True
first_order,40,1.0,0.0,1.1640532194296551,0.1409856980633773,0.16411485572421164,0.6515169567627874,1.0086493050840475,0.2997630636342441,0.85,True
first_order,41,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6624663222552005,0.9689828897166316,0.9129246923032147,0.85,True
first_order,42,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6451339314593545,0.9166780743905942,0.9129246923032147,0.85,True
first_order,43,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6308999803835365,0.9370876914233,0.9129246923032147,0.85,True
first_order,44,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6312406553535017,0.9807230975243466,0.9129246923032147,0.85,True
first_order,45,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.637431447044323,0.9137053007128353,0.9129246923032147,0.85,True
first_order,46,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6433341952045057,0.932336782887385,0.9129246923032147,0.85,True
first_order,47,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6768279290012216,0.9433971801237774,0.9129246923032147,0.85,True
first_order,48,0.0,1.0,0.1913189108071787,1.164417560878414,0.22277509947200985,0.5801449650009175,-0.12091542691078716,0.385979713447496,0.8499999999999999,True
first_order,49,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.667242739613759,0.9048905942092098,0.9129246923032147,0.85,True
first_order,50,1.0,0.0,1.1640532194296551,0.1409856980633773,0.16411485572421164,0.5966872176105888,1.0385917276439056,0.2997630636342441,0.85,True
first_order,51,1.0,0.0,1.1640532194296551,0.1409856980633773,0.16411485572421164,0.6834817316228605,0.9828807916766296,0.2997630636342441,0.85,True
first_order,52,1.0,0.0,1.1640532194296551,0.1409856980633773,0.16411485572421164,0.6216492070431054,1.0132116759829197,0.2997630636342441,0.85,True
first_order,53,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6717142232181508,0.9579837702695061,0.9129246923032147,0.85,True
first_order,54,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6887340538055833,0.9625487366934652,0.9129246923032147,0.85,True
first_order,55,1.0,0.0,1.1640532194296551,0.1409856980633773,0.16411485572421164,0.6093416753112147,1.0282738996458378,0.2997630636342441,0.85,True
first_order,56,1.0,0.0,1.1640532194296551,0.1409856980633773,0.16411485572421164,0.6331966073050372,1.0291354681645881,0.2997630636342441,0.85,True
first_order,57,1.0,0.0,1.1640532194296551,0.1409856980633773,0.16411485572421164,0.6131637290856029,1.0501833592523244,0.2997630636342441,0.85,True
first_order,58,1.0,0.0,1.1640532194296551,0.1409856980633773,0.16411485572421164,0.7036668786465378,0.973917564933908,0.2997630636342441,0.85,True
first_order,59,0.0,1.0,0.1913189108071787,1.164417560878414,0.22277509947200985,0.5847284309842922,-0.097505208738145,0.385979713447496,0.8499999999999999,True
first_order,60,0.0,1.0,0.1913189108071787,1.164417560878414,0.22277509947200985,0.5626683467915659,-0.08473328233225597,0.385979713447496,0.8499999999999999,True
first_order,61,1.0,0.0,1.1640532194296551,0.1409856980633773,0.16411485572421164,0.6622964675953303,1.0017201379741718,0.2997630636342441,0.85,True
first_order,62,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.633371405593031,0.9744466190169236,0.9129246923032147,0.85,True
first_order,63,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6479531911941003,0.9465972250471256,0.9129246923032147,0.85,True
first_order,64,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.619821856627812,0.9445963149380278,0.9129246923032147,0.85,True
first_order,65,1.0,1.0,0.9285630051687505,0.9386077602204435,0.871556442505005,1.5674401561071694,0.6281205054014491,-0.22718191522147466,0.85,True
first_order,66,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6528006821411183,0.8983586035414687,0.9129246923032147,0.85,True
