observer,arm_id,estimator_name,direction_name,direction_support_mode,estimator_calibration,controller_mode,loop_steps,model_test_mse,model_test_r2,observer_initial_r2_vs_plant_target,observer_initial_mae_vs_plant_target,observer_initial_r2_vs_synthetic_clean_target,observer_initial_mae_vs_synthetic_clean_target,observer_initial_r2_vs_true_target,observer_initial_mae_vs_true_target,initial_target_mse,final_target_mse,final_over_initial_target_mse,target_improvement_mse,target_improvement_fraction,integrated_squared_error,integrated_absolute_error,final_target_mae,cumulative_collateral_abs,final_collateral_abs,max_collateral_abs,actuation_energy_l1,mean_abs_strength,mean_strength,max_abs_strength,overshoot_mean,undershoot_mean,settled_fraction,settling_step_mean,large_error_trajectory_rate,final_mse_growth_flag_rate,divergence_rate,divergence_rate_mse_growth,divergence_rate_old_abs_threshold,target_error_worsened_rate,mean_observer_bias_initial,mean_observer_bias_final,observer_bias_mae_path,effective_target_gain,observer_self_gain,observer_to_target_gain_ratio,mismatch_projection,omitted_response_gain,normalized_omitted_response,true_to_observer_response_ratio,true_response_direction_compatible,predicted_final_true_error_mae_unsaturated_affine,affine_true_error_prediction_residual_mae,observer_error_pole_unsaturated,observer_direction_sign_compatible,locally_convergent_unsaturated,target_gain_on_support_component,target_gain_off_support_component,observer_gain_on_support_component,observer_gain_off_support_component,effective_collateral_gain,raw_target_gain,direction_norm,raw_direction_norm,normalization_mode,orientation_sign,raw_parallel_norm,raw_orthogonal_norm,fixed_parallel_norm,target_head_norm,post_normalization_target_gain_error,projected_direction_scale,projected_target_gain_before_rescale,direction_norm_ratio_vs_unprojected,residual_support_rank,residual_support_n_centroids,residual_support_absolute_tolerance,residual_support_clean_rms_radius,mean_residual_off_support_l2_path,final_residual_off_support_l2,max_residual_off_support_l2,mean_residual_off_support_normalized_path,mean_residual_delta_from_initial_l2_path,final_residual_delta_from_initial_l2,max_residual_delta_from_initial_l2,mean_residual_delta_from_initial_normalized_path,mean_nearest_clean_residual_l2_path,final_nearest_clean_residual_l2,max_nearest_clean_residual_l2,mean_nearest_clean_residual_normalized_path,mean_abs_residual_norm_z_path,max_abs_residual_norm_z,mean_convex_hull_extrapolation_mass_path,final_convex_hull_extrapolation_mass,max_convex_hull_extrapolation_mass,outside_clean_convex_hull_step_fraction,convex_hull_extrapolation_tolerance,clean_residual_norm_mean,clean_residual_norm_std,clean_residual_norm_min,clean_residual_norm_max,clean_centroid_pairwise_rms,control_clip_fraction,examples_ever_clipped_fraction,clipped_command_mass_fraction,gamma,nuisance_interaction_weight,controller_gain,max_strength,target_ref_mean,divergence_abs_error_threshold,divergence_initial_error_multiplier,divergence_final_mse_multiplier,direction_on_support_norm,direction_off_support_norm,direction_off_support_fraction,affine_calibration_offset,affine_calibration_scale,calibration_raw_mae,calibration_affine_mae,response_calibration_scale,response_calibration_raw_mae,response_calibration_corrected_mae,response_calibration_raw_gain,response_calibration_target_gain,calibration_n_states,gain_match_eligible,base_controller_gain,effective_controller_gain,controller_gain_ratio_vs_base,ise_ratio_vs_lifted_diagonal_same_condition,collateral_ratio_vs_lifted_diagonal_same_condition,final_mse_ratio_vs_lifted_diagonal_same_condition,energy_ratio_vs_lifted_diagonal_same_condition
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,15.0,0.0003983044447491215,0.9999200138697227,0.7688754528053348,0.23897465655645544,0.7679199822222613,0.23954699841281588,0.7679199822222613,0.23954699841281588,0.7175249182613791,14.081615245924079,19.62526302228635,-13.3640903276627,-18.62526302228635,59.274448308321205,21.0493431843786,3.2002959005108034,1.6883060808306583,0.2281542932066349,0.2281542932066349,36.34725386153264,0.31639277151778206,0.2868489782741161,0.6290321895135278,3.196867932456565,0.8371399257721727,0.0,,0.422,0.8766666666666667,0.422,0.8766666666666667,0.422,1.0,0.0012890311612222748,-4.059309300446057,1.9965041262753958,0.85,-0.09372501251804471,-0.11026472060946438,-0.9437250125180447,0.9437250125180447,-10.06908387807738,-9.06908387807738,False,3.200295879133771,5.516221989069573e-08,1.0328037543813156,False,False,0.2133287188268627,0.6366712811731372,-0.09372495010836977,-6.240967495574345e-08,-0.04807406357866431,-0.01390331591840813,1.5100899388255187,0.24074546482353595,parallel_orthogonal,-1.0,0.02438765139405931,0.23950703808569432,1.4909755202717032,0.5700965498381241,0.0,3.98446118588402,0.2133287188268627,1.0,3.0,4.0,7.556024705912741e-06,5.122832870112398,2.809039490729807,6.073727287949212,6.073727287949212,0.548337133369759,3.3145393749434984,7.166723114791855,7.166723114791855,0.6470129826567571,3.314546455382951,7.166727893278527,7.166727893278527,0.6470143647903602,7.927455087604743,20.370090430807494,0.8369326431292936,1.809612418482958,1.809612418482958,0.963875,1e-05,5.984141826629639,0.20603378117084503,5.809903621673584,6.321515083312988,8.36555290222168,0.0,0.0,0.0,1.15,0.0,0.35,1.0,1.0,2.0,2.0,4.0,0.8015725189065792,1.279786357278362,0.8474901556351825,0.0,1.0,,,1.0,,,,,0.0,False,0.35,0.35,1.0,6.275814876953345,3.3987596903345314,9.046781632508495,1.9695044336829899
est-first_order__dir-lifted_interaction__support-unprojected__cal-none__controller-base,est-first_order__dir-lifted_interaction__support-unprojected__cal-none__controller-base,first_order,lifted_interaction,unprojected,none,base,15.0,0.0003983044447491215,0.9999200138697227,0.7688754528053348,0.23897465655645544,0.7679199822222613,0.23954699841281588,0.7679199822222613,0.23954699841281588,0.7175249182613791,10.530984617876541,14.676820762398007,-9.813459699615162,-13.676820762398007,46.45082251649975,18.83450816171025,2.749066245714554,0.6820669770560911,0.0886387823115302,0.0886387823115302,32.0612301993739,0.2810022103572919,0.25476307991197966,0.503384265307462,2.7667055029998218,0.8160727004326679,0.0,,0.422,0.8766666666666667,0.422,0.8766666666666667,0.422,0.8766666666666667,0.0012890311612222748,-3.427044324032716,1.7459837427166782,0.85,-0.04712982455675356,-0.05544685241971007,-0.8971298245567535,0.8971298245567535,-19.03528886419751,-18.03528886419751,False,2.7490662243375215,5.5162219229965006e-08,1.0164954385948637,False,False,0.261815671146165,0.5881843288538351,-0.047129766900631254,-5.7656122334770465e-08,-0.021029201679902965,0.07757791653311877,1.5106711797479953,0.27863378343584405,parallel_orthogonal,1.0,0.13607855819360182,0.24314483599641462,1.4909755202717032,0.5700965498381241,0.0,3.246558910239818,0.261815671146165,1.0,3.0,4.0,7.556024705912741e-06,5.122832870112398,2.3967344576846106,4.9835252196537025,4.9835252196537025,0.46785333788022343,3.0623455795553878,6.367529109483667,6.367529109483667,0.5977836203522677,3.0623519249085724,6.367533103872893,6.367533103872893,0.5977848589937276,5.811383305879624,15.292178011031462,0.7582158294512377,1.5765474362170102,1.5765474362170102,0.963875,1e-05,5.984141826629639,0.20603378117084503,5.809903621673584,6.321515083312988,8.36555290222168,0.0,0.0,0.0,1.15,0.0,0.35,1.0,1.0,2.0,2.0,4.0,0.9403418425332047,1.1823217127763734,0.7826466332492052,0.0,1.0,,,1.0,,,,,0.0,False,0.35,0.35,1.0,4.918084795651217,1.3730814418354809,6.7656669032205885,1.737262882845347
est-lifted_interaction__dir-first_order__support-unprojected__cal-none__controller-base,est-lifted_interaction__dir-first_order__support-unprojected__cal-none__controller-base,lifted_interaction,first_order,unprojected,none,base,15.0,0.0003983044447491215,0.9999200138697227,0.9999202648228506,0.004087429757054386,0.9999999999999345,1.1259040936195675e-07,0.9999999999999345,1.1259040936195675e-07,0.7175249182613791,2.155329566865716,3.0038393260101044,-1.4378046486043372,-2.0038393260101044,12.268092796858157,11.973515816307808,1.4456895258131328,1.2142596289490393,0.12891775389752266,0.12891775389752266,20.53788365020157,0.17877658526698437,0.13904210392091004,0.35000001535085384,1.3772959211060418,0.9021055624250262,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0014315653279985809,-1.3257429047228093,1.0035433054676428,0.85,0.21365823243181975,0.2513626263903762,-0.6363417675681802,0.6363417675681802,2.9783161656138972,3.9783161656138972,True,1.4456895044361162,5.516222511111242e-08,0.925219618648863,True,True,0.2133287188268627,0.6366712811731372,0.21365814555763463,8.687418512733427e-08,-0.04807406357866431,-0.01390331591840813,1.5100899388255187,0.24074546482353595,parallel_orthogonal,-1.0,0.02438765139405931,0.23950703808569432,1.4909755202717032,0.5700965498381241,0.0,3.98446118588402,0.2133287188268627,1.0,3.0,4.0,7.556024705912741e-06,5.122832870112398,2.020310942692681,3.4319375223824773,3.4319375223824773,0.39437377597843715,2.3838754105391162,4.049530840638832,4.049530840638832,0.46534319408448954,2.3838824910208163,4.049535619223714,4.049535619223714,0.4653445762263395,4.193066653210663,7.865998520481286,0.5570531922485091,0.946269918108165,0.946269918108165,0.963875,1e-05,5.984141826629639,0.20603378117084503,5.809903621673584,6.321515083312988,8.36555290222168,0.0,0.0,0.0,1.15,0.0,0.35,1.0,1.0,2.0,2.0,4.0,0.8015725189065792,1.279786357278362,0.8474901556351825,0.0,1.0,,,1.0,,,,,0.0,True,0.35,0.35,1.0,1.2989117821204264,2.444448152696375,1.3846988145175445,1.11286131991243
est-lifted_interaction__dir-lifted_interaction__support-unprojected__cal-none__controller-base,est-lifted_interaction__dir-lifted_interaction__support-unprojected__cal-none__controller-base,lifted_interaction,lifted_interaction,unprojected,none,base,15.0,0.0003983044447491215,0.9999200138697227,0.9999202648228506,0.004087429757054386,0.9999999999999345,1.1259040936195675e-07,0.9999999999999345,1.1259040936195675e-07,0.7175249182613791,1.5565331206098232,2.169308801680963,-0.8390082023484441,-1.169308801680963,9.44490069743685,10.614554603537167,1.2286001163908358,0.49674182191577143,0.051022089510342046,0.051022089510342046,18.455025152476033,0.16174996492013757,0.12579978187883356,0.35000001535085384,1.1843314133766556,0.8779806607321153,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0014315653279985809,-1.1081051283203585,0.8670716644611284,0.85,0.26200921037225205,0.3082461298497083,-0.5879907896277479,0.5879907896277479,2.2441607636325243,3.2441607636325243,True,1.2286000950138174,5.516222512621146e-08,0.9082967763697118,True,True,0.261815671146165,0.5881843288538351,0.2620091301132561,8.02589960016871e-08,-0.021029201679902965,0.07757791653311877,1.5106711797479953,0.27863378343584405,parallel_orthogonal,1.0,0.13607855819360182,0.24314483599641462,1.4909755202717032,0.5700965498381241,0.0,3.246558910239818,0.261815671146165,1.0,3.0,4.0,7.556024705912741e-06,5.122832870112398,1.745515149109256,2.86860743348843,2.86860743348843,0.3407324020451517,2.2302723540285903,3.6652651549515154,3.6652651549515154,0.43535918710923255,2.230278699430008,3.665269149449848,3.665269149449848,0.43536042576010764,3.014120340883456,5.491205554402385,0.507395372080335,0.8338560262015577,0.8338560262015577,0.963875,1e-05,5.984141826629639,0.20603378117084503,5.809903621673584,6.321515083312988,8.36555290222168,0.0,0.0,0.0,1.15,0.0,0.35,1.0,1.0,2.0,2.0,4.0,0.9403418425332047,1.1823217127763734,0.7826466332492052,0.0,1.0,,,1.0,,,,,0.0,True,0.35,0.35,1.0,1.0,1.0,1.0,1.0
est-first_order__dir-first_order__support-projected__cal-none__controller-base,est-first_order__dir-first_order__support-projected__cal-none__controller-base,first_order,first_order,projected,none,base,15.0,0.0003983044447491215,0.9999200138697227,0.7688754528053348,0.23897465655645544,0.7679199822222613,0.23954699841281588,0.7679199822222613,0.23954699841281588,0.7175249182613791,46.91717531286896,65.38752051504089,-46.19965039460758,-64.38752051504089,185.6335463160867,37.22795818529937,6.3135426226494795,10.437198019519611,1.6106462243078645,1.6106462243078645,131.25453725811104,0.5605689850188547,0.4973148928395652,1.0,6.0952114988806425,1.052043081486773,0.0,,1.0,1.0,1.0,1.0,0.8766666666666667,1.0,0.0012890311612222748,-9.125260509628715,4.08426409534746,0.8500000000000001,-0.37344342585571566,-0.4393452068890772,-1.2234434258557156,1.2234434258557156,-3.2761145093190303,-2.2761145093190307,False,,,1.1307051990495005,False,False,0.8500000000000003,-1.9401181924339782e-16,-0.3734434258557156,-3.897510707328538e-17,-0.19154897581471805,-0.01390331591840813,3.19383458925455,0.24074546482353595,parallel_orthogonal,-1.0,0.02438765139405931,0.23950703808569432,1.4909755202717032,0.5700965498381241,1.1102230246251565e-16,3.98446118588402,0.2133287188268627,2.114996270843691,3.0,4.0,7.556024705912741e-06,5.122832870112398,3.1365301381031864e-15,6.67700320304817e-15,7.794220376807331e-15,6.122647795914468e-16,10.876684379235757,26.855469210248003,26.855469210248003,2.1231776743474193,10.222064354518356,24.624778172176967,24.624778172176967,1.9953929034374447,32.66291583000625,98.73690287409626,7.322593536730955,18.623208070437514,18.623208070437514,0.963875,1e-05,5.984141826629639,0.20603378117084503,5.809903621673584,6.321515083312988,8.36555290222168,0.19693333333333332,0.422,0.13956498664113828,1.15,0.0,0.35,1.0,1.0,2.0,2.0,4.0,3.1938345892545503,7.276580858896991e-16,2.278321138915139e-16,0.0,1.0,,,1.0,,,,,0.0,False,0.35,0.35,1.0,130.6010248146924,12.34736391653562,746690.0155613071,8.78239362071457
est-first_order__dir-lifted_interaction__support-projected__cal-none__controller-base,est-first_order__dir-lifted_interaction__support-projected__cal-none__controller-base,first_order,lifted_interaction,projected,none,base,15.0,0.0003983044447491215,0.9999200138697227,0.7688754528053348,0.23897465655645544,0.7679199822222613,0.23954699841281588,0.7679199822222613,0.23954699841281588,0.7175249182613791,20.364073577017866,28.380998427708494,-19.646548658756487,-27.380998427708494,80.94403056797096,24.258091724377252,3.875722534214858,2.6614729557214627,0.37826367674206257,0.37826367674206257,85.04458360628178,0.369367409455355,0.3348770058865611,0.8310267394522891,3.840759925337929,0.8686745665948635,0.0,,0.6453333333333333,0.8766666666666667,0.6453333333333333,0.8766666666666667,0.422,1.0,0.0012890311612222748,-5.03698356463604,2.3671133830107687,0.85,-0.15300956466877003,-0.18001125255149417,-1.00300956466877,1.00300956466877,-6.55520827629339,-5.55520827629339,False,3.875722512837839,5.516222430893928e-08,1.0535533476340695,False,False,0.8500000000000001,-1.0436552626133788e-16,-0.1530095646687699,-1.3661334870881944e-16,-0.06827234294074573,0.07757791653311877,3.052875187547504,0.27863378343584405,parallel_orthogonal,1.0,0.13607855819360182,0.24314483599641462,1.4909755202717032,0.5700965498381241,0.0,3.246558910239818,0.261815671146165,2.020873389572954,3.0,4.0,7.556024705912741e-06,5.122832870112398,2.394422256758695e-15,4.9434127244106956e-15,5.0240880907599116e-15,4.67401985867667e-16,7.438173716169617,16.91448899122429,16.91448899122429,1.4519649390799703,6.363030059049528,13.926184774328581,13.926184774328581,1.2420920651486957,16.445873088668332,50.7235365845387,3.985730958327588,9.443444838058577,9.443444838058577,0.963875,1e-05,5.984141826629639,0.20603378117084503,5.809903621673584,6.321515083312988,8.36555290222168,0.0,0.0,0.0,1.15,0.0,0.35,1.0,1.0,2.0,2.0,4.0,3.052875187547504,8.747410856390872e-16,2.8653024834002514e-16,0.0,1.0,,,1.0,,,,,0.0,False,0.35,0.35,1.0,56.947537525401984,3.1485629645860764,324095.6070930447,5.6904319206228475
est-lifted_interaction__dir-first_order__support-projected__cal-none__controller-base,est-lifted_interaction__dir-first_order__support-projected__cal-none__controller-base,lifted_interaction,first_order,projected,none,base,15.0,0.0003983044447491215,0.9999200138697227,0.9999202648228506,0.004087429757054386,0.9999999999999345,1.1259040936195675e-07,0.9999999999999345,1.1259040936195675e-07,0.7175249182613791,7.172923919202151e-05,9.99675932730354e-05,0.717453189022187,0.9999000324067269,1.422054308058054,2.822372017304909,0.007453487922637236,2.3702029268925,0.18635720993921123,0.18635720993921123,15.186593422025378,0.06485972552505188,0.050444148954227816,0.35000001535085384,0.09280838893954868,0.7412550947914521,1.0,6.422,0.0,0.0,0.0,0.0,0.0,0.0,0.0014315653279985809,0.00242475369437504,0.004655067957534782,0.8500000000000001,0.8513125880223535,1.0015442212027688,0.0013125880223534558,-0.0013125880223534558,-0.0015418402603474604,0.9984581597396526,True,0.007453467451487762,5.516222508133286e-08,0.7020405941921763,True,True,0.8500000000000003,-1.9401181924339782e-16,0.8513125880223538,-1.5107421779291065e-16,-0.19154897581471805,-0.01390331591840813,3.19383458925455,0.24074546482353595,parallel_orthogonal,-1.0,0.02438765139405931,0.23950703808569432,1.4909755202717032,0.5700965498381241,1.1102230246251565e-16,3.98446118588402,0.2133287188268627,2.114996270843691,3.0,4.0,7.556024705912741e-06,5.122832870112398,1.4481404754007212e-15,1.8804576465490008e-15,2.285820007224847e-15,2.8268352923427466e-16,2.470006710837233,3.107268522472004,3.107268522472004,0.48215641100605333,2.4700161703596333,3.107275838899987,3.107275838899987,0.48215825754734015,1.3487409332249563,1.7348451453275917,1.3535618052619456,1.702778374604169,1.702778374604169,0.963875,1e-05,5.984141826629639,0.20603378117084503,5.809903621673584,6.321515083312988,8.36555290222168,0.0,0.0,0.0,1.15,0.0,0.35,1.0,1.0,2.0,2.0,4.0,3.1938345892545503,7.276580858896991e-16,2.278321138915139e-16,0.0,1.0,,,1.0,,,,,0.0,True,0.35,0.35,1.0,1.0004751493477007,2.8039860927853293,1.1415756888885076,1.016152614425064
est-lifted_interaction__dir-lifted_interaction__support-projected__cal-none__controller-base,est-lifted_interaction__dir-lifted_interaction__support-projected__cal-none__controller-base,lifted_interaction,lifted_interaction,projected,none,base,15.0,0.0003983044447491215,0.9999200138697227,0.9999202648228506,0.004087429757054386,0.9999999999999345,1.1259040936195675e-07,0.9999999999999345,1.1259040936195675e-07,0.7175249182613791,6.28335377935917e-05,8.7569833736008e-05,0.7174620847235855,0.999912430166264,1.4213789407815063,2.8165560342234324,0.007041972241514788,0.8452976756878519,0.06647363188217525,0.06647363188217525,14.945189537910014,0.06491025894128011,0.05048345092713542,0.35000001535085384,0.09292478162744224,0.7412550947914521,1.0,6.422,0.0,0.0,0.0,0.0,0.0,0.0,0.0014315653279985809,0.001907179517064142,0.004320970486796102,0.85,0.8506280759333753,1.0007389128627946,0.0006280759333753272,-0.0006280759333753272,-0.0007383672737184855,0.9992616327262815,True,0.007041951770365353,5.5162225147135695e-08,0.7022801734233186,True,True,0.8500000000000001,-1.0436552626133788e-16,0.8506280759333753,-8.524533432651901e-17,-0.06827234294074573,0.07757791653311877,3.052875187547504,0.27863378343584405,parallel_orthogonal,1.0,0.13607855819360182,0.24314483599641462,1.4909755202717032,0.5700965498381241,0.0,3.246558910239818,0.261815671146165,2.020873389572954,3.0,4.0,7.556024705912741e-06,5.122832870112398,1.4750503166627982e-15,1.492424770364754e-15,2.1424714200516515e-15,2.879364511906153e-16,2.3624027214419936,2.9724437840867637,2.9724437840867637,0.4611516286671599,2.362410093228897,2.97244887358696,2.97244887358696,0.46115306767309483,2.4360480107220517,2.9024603317421644,1.0639367200552607,1.3386736897426779,1.3386736897426779,0.963875,1e-05,5.984141826629639,0.20603378117084503,5.809903621673584,6.321515083312988,8.36555290222168,0.0,0.0,0.0,1.15,0.0,0.35,1.0,1.0,2.0,2.0,4.0,3.052875187547504,8.747410856390872e-16,2.8653024834002514e-16,0.0,1.0,,,1.0,,,,,0.0,True,0.35,0.35,1.0,1.0,1.0,1.0,1.0
est-first_order__dir-first_order__support-unprojected__cal-response_gain__controller-base,est-first_order__dir-first_order__support-unprojected__cal-response_gain__controller-base,first_order,first_order,unprojected,response_gain,base,15.0,0.0003983044447491215,0.9999200138697227,0.7688754528053348,0.23897465655645544,0.7679199822222613,0.23954699841281588,0.7679199822222613,0.23954699841281588,0.7175249182613791,0.0685662390357689,0.09555938377988384,0.6489586792256102,0.9044406162201162,2.378547624311376,5.120441470183301,0.23771660163394456,0.5109967841778895,0.040191159164491626,0.040191159164491626,6.402852405753283,0.05573505569342502,0.050530685966734795,0.4003349979173598,0.149770175618581,0.7412550947914521,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0012890311612222748,0.001289033741872249,0.23897460484186914,0.85,0.8500000000000005,1.0000000000000007,5.551115123125783e-16,-5.551115123125783e-16,-6.530723674265622e-16,0.9999999999999993,True,0.2377166567961697,5.516222516231221e-08,0.7024999999999999,True,True,0.2133287188268627,0.6366712811731372,0.8499994340014235,5.659985770067877e-07,-0.04807406357866431,-0.01390331591840813,1.5100899388255187,0.24074546482353595,parallel_orthogonal,-1.0,0.02438765139405931,0.23950703808569432,1.4909755202717032,0.5700965498381241,0.0,3.98446118588402,0.2133287188268627,1.0,3.0,4.0,7.556024705912741e-06,5.122832870112398,0.8502072951637987,1.069934458478926,1.069934458478926,0.1659642851368572,1.0032061015818874,1.2624742026378157,1.2624742026378157,0.19583033977836495,1.0032131823916959,1.262478981653528,1.262478981653528,0.19583172198426313,1.4670048368177362,1.7956809320084979,0.25331879591583556,0.3187839593241853,0.3187839593241853,0.963875,1e-05,5.984141826629639,0.20603378117084503,5.809903621673584,6.321515083312988,8.36555290222168,0.0,0.0,0.0,1.15,0.0,0.35,1.0,1.0,2.0,2.0,4.0,0.8015725189065792,1.279786357278362,0.8474901556351825,0.0,1.0,,,-9.069083878077384,0.2831175037554134,4.534350325768876e-16,-0.09372501251804471,0.85,2560.0,True,0.35,0.35,1.0,1.6741317839637773,1.961519347784127,1237.324373127103,0.8639311912744694
est-first_order__dir-lifted_interaction__support-unprojected__cal-response_gain__controller-base,est-first_order__dir-lifted_interaction__support-unprojected__cal-response_gain__controller-base,first_order,lifted_interaction,unprojected,response_gain,base,15.0,0.0003983044447491215,0.9999200138697227,0.7688754528053348,0.23897465655645544,0.7679199822222613,0.23954699841281588,0.7679199822222613,0.23954699841281588,0.7175249182613791,0.06856623903576861,0.09555938377988343,0.6489586792256105,0.9044406162201165,2.378547624311372,5.1204414701833,0.23771660163394484,0.2235270670363678,0.01758095590226492,0.01758095590226492,6.359147312363691,0.05573505569342518,0.050530685966734906,0.4003349979173598,0.1497701756185821,0.7412550947914521,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0012890311612222748,0.0012890337418701209,0.23897460484186933,0.85,0.849999999999998,0.9999999999999977,-1.9984014443252818e-15,1.9984014443252818e-15,2.351060522735631e-15,1.0000000000000024,True,0.23771665679617043,5.516222559694602e-08,0.7025000000000008,True,True,0.261815671146165,0.5881843288538351,0.8499989601551767,1.039844821026925e-06,-0.021029201679902965,0.07757791653311877,1.5106711797479953,0.27863378343584405,parallel_orthogonal,1.0,0.13607855819360182,0.24314483599641462,1.4909755202717032,0.5700965498381241,0.0,3.246558910239818,0.261815671146165,1.0,3.0,4.0,7.556024705912741e-06,5.122832870112398,0.7854580881536857,0.9884514976370553,0.9884514976370553,0.1533249489235147,1.0035922404633728,1.2629601350656021,1.2629601350656021,0.1959057158234704,1.0035985861828038,1.2629641299806016,1.2629641299806016,0.19590695453642318,0.9632812770895901,1.267239397438992,0.24848815901352944,0.3127048949506183,0.3127048949506183,0.963875,1e-05,5.984141826629639,0.20603378117084503,5.809903621673584,6.321515083312988,8.36555290222168,0.0,0.0,0.0,1.15,0.0,0.35,1.0,1.0,2.0,2.0,4.0,0.9403418425332047,1.1823217127763734,0.7826466332492052,0.0,1.0,,,-18.03528886419746,0.26913894736702615,8.214349339619175e-16,-0.04712982455675356,0.85,2560.0,True,0.35,0.35,1.0,1.6741317839637744,0.8580341018205698,1237.3243731270977,0.8580341018205715
