observer,estimator,direction_provider,support_mode,estimator_calibration,controller_mode,x1,x2,n_examples,integrated_squared_error,final_target_squared_error,cumulative_collateral_abs,actuation_energy_l1,observer_bias_abs_mean,mean_residual_delta_from_initial_l2,mean_nearest_clean_residual_l2,mean_abs_residual_norm_z,mean_convex_hull_extrapolation_mass,control_clip_fraction
est-first_order__dir-first_order__support-projected__cal-none__controller-base,first_order,first_order,projected,none,base,0.0,0.0,633,363.66360350999554,86.4907055280719,16.020150809203912,189.19501564430934,6.536691273207361,16.69472244692443,15.657320674319896,56.62385325697486,11.936460989881907,0.4666666666666666
est-first_order__dir-first_order__support-projected__cal-none__controller-base,first_order,first_order,projected,none,base,0.0,1.0,335,81.70642403231082,26.29821721352145,7.729884622318177,108.09333258451736,2.856313465440089,8.055372252938486,7.404604525246109,20.17691980469367,4.935616441748611,0.0
est-first_order__dir-first_order__support-projected__cal-none__controller-base,first_order,first_order,projected,none,base,1.0,0.0,347,50.12633288384186,16.26083695196651,6.141743677111288,85.88505189612394,2.2378972890520696,6.4003583518463305,6.172269366772939,15.506768183393385,3.776843012987074,0.0
est-first_order__dir-first_order__support-projected__cal-none__controller-base,first_order,first_order,projected,none,base,1.0,1.0,185,18.84199400424659,6.349909087415477,4.293757635779106,60.04314357054288,1.3797578208509855,4.474557876353523,4.322662479488561,5.466799670996762,2.508726837885866,0.0
est-first_order__dir-first_order__support-projected__cal-response_gain__controller-base,first_order,first_order,projected,response_gain,base,0.0,0.0,633,1.819029213599801,0.01844531688271947,3.2607949709257777,20.90017987447724,0.14154216533111122,3.39809953378573,3.3981255754687028,1.6138175680427638,2.4296051346125065,0.0
est-first_order__dir-first_order__support-projected__cal-response_gain__controller-base,first_order,first_order,projected,response_gain,base,0.0,1.0,335,2.528122102638864,0.07484716510456556,1.3875603784323316,8.893616972090674,0.2711444088413276,1.4459873488187425,1.4459854863492982,0.18358604608067985,0.5250876282867696,0.0
est-first_order__dir-first_order__support-projected__cal-response_gain__controller-base,first_order,first_order,projected,response_gain,base,1.0,0.0,347,2.0236461877955554,0.06732520314367074,1.1024796096233564,7.066381773316356,0.25753415520170986,1.1489024857045114,1.1488978914251309,1.3563104488093893,0.40423501258798916,0.0
est-first_order__dir-first_order__support-projected__cal-response_gain__controller-base,first_order,first_order,projected,response_gain,base,1.0,1.0,185,4.687836825455751,0.23101528197842622,0.7707550967573987,4.940181859034902,0.4792864204939061,0.8032098179453154,0.8032094022574207,2.270888966967246,0.35323337254414094,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,0.0,0.0,633,126.03843702793507,29.793377265622617,2.703880597934136,58.211384547066835,3.458975154635825,5.308349480438429,5.308371266268259,13.417237410760581,1.5706838997102897,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,0.0,1.0,335,15.619229043140638,3.965273467642393,1.1505775797489504,24.770588611483895,1.1882072524962366,2.258852666175764,2.2588492373907547,4.1036656922228,0.34235417013459113,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,1.0,0.0,347,9.339084122523754,2.371846500017218,0.9141860352024097,19.681355339205727,0.9125112986172627,1.7947608221674085,1.794757498253135,4.354259543181911,0.2590224854207578,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,1.0,1.0,185,3.5472319126002643,0.6044200680044716,0.6391170774191591,13.759442629481981,0.4893733314712787,1.2547361774959434,1.2547314870642046,2.769812335226507,0.3058735499526266,0.0
est-first_order__dir-first_order__support-unprojected__cal-response_gain__controller-base,first_order,first_order,unprojected,response_gain,base,0.0,0.0,633,1.8190292135998007,0.01844531688271929,0.8183790285618937,10.254389644106665,0.14154216533111072,1.6066692791047783,1.606691065427585,1.3923758209778279,0.47541205292308514,0.0
