support_mode,metric,estimate_effect_at_first_order_direction_fo_minus_lifted,estimate_effect_at_lifted_direction_fo_minus_lifted,direction_effect_at_first_order_estimate_fo_minus_lifted,direction_effect_at_lifted_estimate_fo_minus_lifted,estimate_by_direction_interaction
projected,integrated_squared_error,338.4444733565694,269.2457369929465,69.20009148834038,0.0013551247174610204,69.19873636362291
projected,integrated_absolute_error,52.00853988985596,44.41630684344705,7.603875895011889,0.011642848602980926,7.592233046408907
projected,final_target_mse,81.08171205800726,67.197867320903,13.883873158410339,2.8421306088590175e-05,13.883844737104255
projected,cumulative_collateral_abs,23.56856172228732,13.710546549525205,11.327191518554795,1.4691763457926794,9.858015172762116
projected,actuation_energy_l1,132.82998871458335,118.19069810435151,14.710966794970233,0.07167618473840243,14.63929061023184
projected,observer_bias_mae_path,7.720349658815092,5.846994931743117,1.8743231733385892,0.0009684462666137315,1.873354727071975
projected,large_error_trajectory_rate,1.0,1.0,0.0,0.0,0.0
projected,observer_self_gain,-1.6603774934893096,-1.4337321251419821,-0.22536832619094938,0.0012770421563780276,-0.2266453683473275
projected,observer_error_pole_unsaturated,0.5811321227212582,0.5018062437996939,0.07887891416683201,-0.00044696475473238184,0.0793258789215644
projected,mean_residual_off_support_l2_path,5.988695204976671e-15,4.9604708835247005e-15,1.2366631591343562e-15,2.0843883768238593e-16,1.0282243214519703e-15
unprojected,integrated_squared_error,132.96104985099248,102.31698466629267,31.50852657226943,0.8644613875696239,30.644065184699812
unprojected,integrated_absolute_error,21.802416724461136,18.514865498250465,3.8040130217395927,0.5164617955289206,3.2875512262106703
unprojected,final_target_mse,35.00195509547189,27.615814056029855,7.56027840242831,0.1741373629862717,7.3861410394420375
unprojected,cumulative_collateral_abs,3.182840495471839,1.959506631621125,2.059666568508538,0.8363327046578242,1.2233338638507139
unprojected,actuation_energy_l1,37.55893046763889,31.23367667920472,7.5208751134718455,1.1956213250376777,6.325253788434168
unprojected,observer_bias_mae_path,2.486841687609984,2.0518278259969813,0.4859050710706758,0.05089120945767278,0.4350138616130028
unprojected,large_error_trajectory_rate,0.8726666666666667,0.8726666666666667,0.0,0.0,0.0
unprojected,observer_self_gain,-0.5648526754533997,-0.523795486173097,-0.06211576709419331,-0.021058577813890644,-0.041057189280302664
unprojected,observer_error_pole_unsaturated,0.19769843640868978,0.18332842016058393,0.02174051848296754,0.007370502234861687,0.014370016248105855
unprojected,mean_residual_off_support_l2_path,1.845173177124265,1.4973752089486332,0.45552554183000504,0.10772757365437324,0.3477979681756318
