observer,estimator,direction_provider,support_mode,estimator_calibration,controller_mode,x1,x2,n_examples,integrated_squared_error,final_target_squared_error,cumulative_collateral_abs,actuation_energy_l1,observer_bias_abs_mean,mean_residual_delta_from_initial_l2,mean_nearest_clean_residual_l2,mean_abs_residual_norm_z,mean_convex_hull_extrapolation_mass,control_clip_fraction
est-first_order__dir-first_order__support-projected__cal-none__controller-base,first_order,first_order,projected,none,base,0.0,0.0,653,2.045422639623791,0.0007623286599168253,14.820437483199202,66.46072858853712,0.019872293189968106,12.557730316574371,7.642606179865561,24.959899313749183,2.381532753020551,0.0
est-first_order__dir-first_order__support-projected__cal-none__controller-base,first_order,first_order,projected,none,base,0.0,1.0,330,1.209662490986353,0.0009783663956022442,11.115328552938337,49.84554841695443,0.02547534449690005,9.418298110710525,8.479414760797987,31.82928302986167,2.4892777564953557,0.0
est-first_order__dir-first_order__support-projected__cal-none__controller-base,first_order,first_order,projected,none,base,1.0,0.0,340,0.8807878588753336,0.00045953132399022555,9.633284993163493,43.19947640361171,0.01640697555220913,8.162525238812083,8.140094598580811,31.950128267715296,2.157372606178958,0.0
est-first_order__dir-first_order__support-projected__cal-none__controller-base,first_order,first_order,projected,none,base,1.0,1.0,177,0.3673998945403291,0.0005756608333650808,5.928176001679831,26.58429595748168,0.020897727914262004,5.023092981072619,5.023091867112541,27.863980456798792,1.1888549664504429,0.0
est-first_order__dir-first_order__support-projected__cal-response_gain__controller-base,first_order,first_order,projected,response_gain,base,0.0,0.0,653,2.023254200853747,0.0001485446580187822,14.99917738631558,67.50709121836478,0.007179537948682077,12.709181142684638,7.735971925339106,25.83099502904548,2.421561480324984,0.0
est-first_order__dir-first_order__support-projected__cal-response_gain__controller-base,first_order,first_order,projected,response_gain,base,0.0,1.0,330,1.1948023268600556,0.0003885645602373729,11.24938348558868,50.63032042042841,0.015955777688642175,9.531886234795117,8.546431244061544,32.44041720226559,2.519299303163539,0.0
est-first_order__dir-first_order__support-projected__cal-response_gain__controller-base,first_order,first_order,projected,response_gain,base,1.0,0.0,340,0.8707377362872073,0.00013023635813109134,9.749465937776124,43.87961215741473,0.00815668410660323,8.2609682822124,8.216285142647871,32.4916642345704,2.183391280625942,0.0
est-first_order__dir-first_order__support-projected__cal-response_gain__controller-base,first_order,first_order,projected,response_gain,base,1.0,1.0,177,0.36229130253088276,0.0003176938319601955,5.999671975088056,27.0028410806085,0.015820624954117304,5.08367332182162,5.08367220786133,28.230292438948613,1.203192988429786,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,0.0,0.0,653,49.716275824661885,10.814458419002086,0.7461745335160991,38.55950600573637,2.129071581142905,4.068489229966332,4.06848748470853,8.16842687007983,2.8227431392389285e-07,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,0.0,1.0,330,27.67082840379358,6.031099835843612,0.5596309223171827,28.919630650487314,1.5875540170142972,3.051367043410984,3.0513729453634264,7.804384178377772,2.8305129966613163e-07,0.0
