analysis_status,screen_status,model,measurement_budget,term,coefficient
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,intercept,0.1113292737182488
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_0,0.22682413893264383
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_1,-0.5847686754053515
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_2,0.3423138316793551
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_3,0.010067983879844936
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_4,0.1681570984622305
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_5,0.16622615351343814
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_6,-0.178858978963646
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_7,0.30447000564724774
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_8,0.31086778844894986
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_9,-0.5829318597066411
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_10,-0.0648025414407263
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_11,-1.6079436398789457
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_12,-1.3543224778334098
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_0:head_1,-0.25600500337137133
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_0:head_2,0.0024077764410051954
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_0:head_3,-0.00608865822701011
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_0:head_4,-0.018568875773607454
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_0:head_5,0.032624798181920794
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_0:head_6,0.349069854147193
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_0:head_7,0.043312225658740953
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_0:head_8,0.04605666126449295
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_0:head_9,0.3088329213021678
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_0:head_10,-0.04077439161940728
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_0:head_11,1.6432480992220144
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_0:head_12,0.4400489397364797
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_1:head_2,0.17361060131893072
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_1:head_3,0.07220564990895889
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_1:head_4,0.16000585872859985
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_1:head_5,-0.01026244965109175
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_1:head_6,0.18310745924195598
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_1:head_7,0.09929408762894779
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_1:head_8,0.07266551737316675
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_1:head_9,-0.025802868459571634
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_1:head_10,-0.016607606381798982
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_1:head_11,0.7191895779875805
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_1:head_12,-0.051388473539486494
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_2:head_3,0.025056187908913865
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_2:head_4,-0.03334610537549692
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_2:head_5,-0.0791223697758525
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_2:head_6,-0.04488817964353867
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_2:head_7,-0.0015773995961822051
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_2:head_8,-0.14531556528149378
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_2:head_9,0.35395876736243725
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_2:head_10,0.04832693119628898
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_2:head_11,-0.05838391779340806
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_2:head_12,0.28931972306432935
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_3:head_4,0.009977334244547553
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_3:head_5,-0.022263042912114842
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_3:head_6,0.0009140638993668426
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_3:head_7,-0.02049138164099392
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_3:head_8,-0.05540727346975516
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_3:head_9,-0.10109234774476064
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_3:head_10,0.11850483125371661
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_3:head_11,0.14383523093839398
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_3:head_12,-0.05362615043682517
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_4:head_5,-0.0161260038942304
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_4:head_6,0.13672398985553924
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_4:head_7,0.023319679863448302
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_4:head_8,0.03360589149341668
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_4:head_9,-0.12174549240789934
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_4:head_10,0.028183506404418676
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_4:head_11,0.06731777366291407
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_4:head_12,0.010784096769840924
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_5:head_6,-0.0728078724484319
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_5:head_7,-0.04241652247463334
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_5:head_8,-0.1529987676720074
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_5:head_9,0.1099295394946664
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_5:head_10,0.04441870438194837
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_5:head_11,-0.0767854786157886
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_5:head_12,0.18773123202083428
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_6:head_7,-0.11235869216743229
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_6:head_8,-0.13327357054545125
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_6:head_9,0.1168336612007441
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_6:head_10,0.02522408480422991
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_6:head_11,-0.048719481283283995
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_6:head_12,0.23808302351900282
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_7:head_8,0.013051816322153941
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_7:head_9,0.07050859241125894
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_7:head_10,0.036452143036314305
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_7:head_11,-0.012473205197920544
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_7:head_12,0.22160540281091357
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_8:head_9,0.10127592107837036
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_8:head_10,-0.053667438861923135
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_8:head_11,-0.009446432417066828
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_8:head_12,0.3373782125765851
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_9:head_10,0.047464437328664524
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_9:head_11,0.05586712568763844
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_9:head_12,-0.11696016480343178
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_10:head_11,-0.029351090991179364
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_10:head_12,0.04000944774537852
exploratory_post_outcome_not_confirmatory,capacity_matched_posthoc_mean_effect_control,head_pair_quadratic_screen,160,head_11:head_12,-0.5852695158935965
