analysis_status,selector_family,model,measurement_budget,pool_id,target,policy,selected_mask_id,selected_head_count,selected_mean_target_loss,selected_mean_objective,selected_within_tolerance,oracle_mask_id,oracle_head_count,oracle_mean_objective,best_fixed_action_regret
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_00,0.5,cost_aware,mask_153f1c2a9e066490,6,1.2720103673636913,1.3920103673636914,0.09375,mask_1d6d3f9f5c61b0fa,7,0.8553922468423844,0.5366181205213071
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_00,0.5,target_loss,mask_153f1c2a9e066490,6,1.2720103673636913,1.2720103673636913,0.09375,mask_1d6d3f9f5c61b0fa,7,0.7153922468423843,0.556618120521307
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_00,1.0,cost_aware,mask_153f1c2a9e066490,6,1.2370610050857067,1.3570610050857068,0.1484375,mask_b611eb15c1cbe033,4,0.9203022922575473,0.4367587128281595
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_00,1.0,target_loss,mask_153f1c2a9e066490,6,1.2370610050857067,1.2370610050857067,0.1484375,mask_b611eb15c1cbe033,4,0.8403022922575474,0.39675871282815933
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_00,1.5,cost_aware,mask_153f1c2a9e066490,6,1.3477625511586666,1.4677625511586667,0.1484375,mask_b611eb15c1cbe033,4,1.034523902386427,0.4332386487722397
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_00,1.5,target_loss,mask_153f1c2a9e066490,6,1.3477625511586666,1.3477625511586666,0.1484375,mask_b611eb15c1cbe033,4,0.9545239023864269,0.3932386487722397
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_01,0.5,cost_aware,mask_c6f04107d7ae9b56,9,1.470562655478716,1.6505626554787158,0.08203125,mask_d4041af54a719d70,7,0.9154260674118996,0.7351365880668163
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_01,0.5,target_loss,mask_c6f04107d7ae9b56,9,1.470562655478716,1.470562655478716,0.08203125,mask_d4041af54a719d70,7,0.7754260674118996,0.6951365880668163
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_01,1.0,cost_aware,mask_c6f04107d7ae9b56,9,1.361037541180849,1.541037541180849,0.15625,mask_d34cab07e9bf4ded,4,0.9738709907233715,0.5671665504574775
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_01,1.0,target_loss,mask_c6f04107d7ae9b56,9,1.361037541180849,1.361037541180849,0.15625,mask_d4041af54a719d70,7,0.8844334930181503,0.47660404816269875
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_01,1.5,cost_aware,mask_c6f04107d7ae9b56,9,1.3976847119629383,1.5776847119629382,0.09375,mask_4d3f046ece5f8214,9,1.1053086559474468,0.4723760560154915
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_01,1.5,target_loss,mask_c6f04107d7ae9b56,9,1.3976847119629383,1.3976847119629383,0.09375,mask_4d3f046ece5f8214,9,0.9253086559474468,0.4723760560154915
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_02,0.5,cost_aware,mask_3c9ed4cc352cbb27,5,0.8387492820620537,0.9387492820620538,0.1953125,mask_a0046e43df20ac57,5,0.7725410893559456,0.1662081927061082
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_02,0.5,target_loss,mask_3c9ed4cc352cbb27,5,0.8387492820620537,0.8387492820620537,0.1953125,mask_a0046e43df20ac57,5,0.6725410893559456,0.1662081927061081
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_02,1.0,cost_aware,mask_3c9ed4cc352cbb27,5,0.910904623568058,1.010904623568058,0.1796875,mask_a0046e43df20ac57,5,0.7307129338383674,0.28019168972969066
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_02,1.0,target_loss,mask_3c9ed4cc352cbb27,5,0.910904623568058,0.910904623568058,0.1796875,mask_a0046e43df20ac57,5,0.6307129338383675,0.28019168972969055
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_02,1.5,cost_aware,mask_3c9ed4cc352cbb27,5,1.1592875197529793,1.2592875197529794,0.1015625,mask_a0046e43df20ac57,5,0.9503166064620018,0.3089709132909776
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_02,1.5,target_loss,mask_3c9ed4cc352cbb27,5,1.1592875197529793,1.1592875197529793,0.1015625,mask_a0046e43df20ac57,5,0.8503166064620018,0.3089709132909775
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_03,0.5,cost_aware,mask_aedb2c503c8eced2,5,0.616867259144783,0.716867259144783,0.19921875,mask_aedb2c503c8eced2,5,0.716867259144783,0.0
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_03,0.5,target_loss,mask_aedb2c503c8eced2,5,0.616867259144783,0.616867259144783,0.19921875,mask_aedb2c503c8eced2,5,0.616867259144783,0.0
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_03,1.0,cost_aware,mask_0f1c886d2bd569f0,7,1.0626073703169823,1.2026073703169824,0.16796875,mask_aedb2c503c8eced2,5,0.7699579432606697,0.4326494270563127
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_03,1.0,target_loss,mask_0f1c886d2bd569f0,7,1.0626073703169823,1.0626073703169823,0.16796875,mask_aedb2c503c8eced2,5,0.6699579432606697,0.39264942705631256
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_03,1.5,cost_aware,mask_0f1c886d2bd569f0,7,0.9623276218771935,1.1023276218771936,0.15234375,mask_aedb2c503c8eced2,5,1.0365645423531533,0.06576307952404026
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_03,1.5,target_loss,mask_0f1c886d2bd569f0,7,0.9623276218771935,0.9623276218771935,0.15234375,mask_30716df5e75daa97,7,0.9066104851663113,0.05571713671088219
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_04,0.5,cost_aware,mask_93f84412f1b2de39,7,0.7250357046723366,0.8650357046723366,0.171875,mask_a70ae2b6886df911,7,0.8003780873119831,0.06465761736035347
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_04,0.5,target_loss,mask_93f84412f1b2de39,7,0.7250357046723366,0.7250357046723366,0.171875,mask_a70ae2b6886df911,7,0.6603780873119831,0.06465761736035347
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_04,1.0,cost_aware,mask_6d2e3876c8f68db8,9,0.9499495401978493,1.1299495401978492,0.14453125,mask_a70ae2b6886df911,7,0.7551203103363514,0.3748292298614978
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_04,1.0,target_loss,mask_6d2e3876c8f68db8,9,0.9499495401978493,0.9499495401978493,0.14453125,mask_a70ae2b6886df911,7,0.6151203103363514,0.3348292298614979
