observer,estimator,direction_provider,support_mode,estimator_calibration,controller_mode,x1,x2,n_examples,integrated_squared_error,final_target_squared_error,cumulative_collateral_abs,actuation_energy_l1,observer_bias_abs_mean,mean_residual_delta_from_initial_l2,mean_nearest_clean_residual_l2,mean_abs_residual_norm_z,mean_convex_hull_extrapolation_mass,control_clip_fraction
est-first_order__dir-first_order__support-projected__cal-none__controller-base,first_order,first_order,projected,none,base,0.0,0.0,633,7.483855436747773,0.9888740416509719,10.608680238071074,71.32182921913395,0.7523163250902793,10.340305872005198,4.5600970285314695,12.201662541851583,2.3723940751792822,0.0
est-first_order__dir-first_order__support-projected__cal-none__controller-base,first_order,first_order,projected,none,base,0.0,1.0,335,2.092307251420799,0.192599078251127,6.3453989676150835,42.65992105892711,0.31160463445233477,6.1848754729717585,3.500651893975814,6.681104481253852,0.654907520807388,0.0
est-first_order__dir-first_order__support-projected__cal-none__controller-base,first_order,first_order,projected,none,base,1.0,0.0,347,1.4769744103363331,0.1297534357416144,5.3469613307483606,35.94745569806028,0.25537866089822037,5.21169593247868,4.974952120329493,7.954906895081643,0.704684961008686,0.0
est-first_order__dir-first_order__support-projected__cal-none__controller-base,first_order,first_order,projected,none,base,1.0,1.0,185,0.9569971690072832,0.09300856682408803,1.0836797543400414,7.285545480945398,0.2802419501376977,1.0562652352327795,1.0562661178382378,3.4657635793495403,0.24234283132758877,0.0
est-first_order__dir-first_order__support-projected__cal-response_gain__controller-base,first_order,first_order,projected,response_gain,base,0.0,0.0,633,1.8541534310151142,0.0031032113941000436,6.711551908135501,37.77798831636919,0.06102798994277684,6.541765615378732,3.768539631963335,8.65343256375731,1.5008855270736272,0.0
est-first_order__dir-first_order__support-projected__cal-response_gain__controller-base,first_order,first_order,projected,response_gain,base,0.0,1.0,335,1.5341381962969423,0.015034450574805151,4.0143989255275665,22.59625162430669,0.11943207497745269,3.9128441852020273,3.6202329616278526,0.817199382719417,0.3686637681592773,0.0
est-first_order__dir-first_order__support-projected__cal-response_gain__controller-base,first_order,first_order,projected,response_gain,base,1.0,0.0,347,1.1561222589770195,0.012749980654358246,3.3827401445588268,19.04077021345094,0.11023367564731291,3.2971648683238386,3.2971668358299726,3.0982335350607286,0.44581617640424775,0.0
est-first_order__dir-first_order__support-projected__cal-response_gain__controller-base,first_order,first_order,projected,response_gain,base,1.0,1.0,185,0.5739328477841563,0.043715722608153276,0.6855869683910053,3.8590324318784206,0.20962664678239631,0.6682432494838539,0.6682441321469224,1.8804872693995067,0.15331798109908368,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,0.0,0.0,633,56.15935437744793,11.990166804936385,1.1065288424520157,39.13293596460114,2.2720772533363975,4.04719477924043,4.047195441794348,6.59232775382261,0.5024104125728956,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,0.0,1.0,335,16.672532783070054,3.6680238537270204,0.6618511272810296,23.406690172299605,1.2179978804935943,2.420759698437178,2.4207604704524277,3.9722500801461393,0.1421649113946482,0.0
