index,support_mode,contrast,fixed_factor,fixed_name,metric,mean,min,max
0,projected,direction_provider_first_order_minus_lifted,estimator,first_order,actuation_energy_l1,-62.06123535752508,-90.62977105278847,-9.25785732309317
1,projected,direction_provider_first_order_minus_lifted,estimator,first_order,cumulative_collateral_abs,4.548133482482807,0.6784584712927926,6.641767503665369
2,projected,direction_provider_first_order_minus_lifted,estimator,first_order,final_target_abs_error,-1.8091083408863018,-2.64189189595845,-0.2698700212049896
3,projected,direction_provider_first_order_minus_lifted,estimator,first_order,final_target_squared_error,-6.691502238778326,-12.233900786711093,-0.23743600023955103
4,projected,direction_provider_first_order_minus_lifted,estimator,first_order,integrated_absolute_error,-10.656828857408469,-15.790959539530984,-1.6477625840922125
5,projected,direction_provider_first_order_minus_lifted,estimator,first_order,integrated_squared_error,-28.95377104470864,-53.51591985584841,-1.2287070795102562
6,projected,direction_provider_first_order_minus_lifted,estimator,first_order,mean_residual_off_support_l2,-8.608866325999888e-16,-1.2467721828100148e-15,1.0657119124047811e-16
7,projected,direction_provider_first_order_minus_lifted,estimator,first_order,observer_bias_abs_mean,-1.1079024807483862,-1.6199100370848154,-0.16547427876478515
8,projected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,actuation_energy_l1,0.6499548748412439,0.08640707777704693,0.8640719199114955
9,projected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,cumulative_collateral_abs,3.7509465288390946,0.498662816451825,4.986634755914402
10,projected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,final_target_abs_error,-0.0006698707918619079,-0.0014837658455970626,0.0009644477748373959
11,projected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,final_target_squared_error,-7.948171976944401e-06,-1.579221242516575e-05,4.604161409826345e-06
12,projected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,integrated_absolute_error,-0.009972939324242645,-0.014436986378596472,-0.001443696729561017
13,projected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,integrated_squared_error,-0.0011057019379573827,-0.001715768165500231,-1.9869619216243e-05
14,projected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,mean_residual_off_support_l2,-1.8530352651331758e-16,-3.9582197170178225e-16,3.1619523012291e-17
15,projected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,observer_bias_abs_mean,0.00031018895309333893,-0.000912839045002653,0.0008200316657215809
16,projected,estimator_first_order_minus_lifted,direction_provider,first_order,actuation_energy_l1,22.01705689271163,3.719672272191085,35.66304999737075
17,projected,estimator_first_order_minus_lifted,direction_provider,first_order,cumulative_collateral_abs,2.502613212010858,0.4506078250884469,4.27795257752018
18,projected,estimator_first_order_minus_lifted,direction_provider,first_order,final_target_abs_error,0.6347976524836828,0.30367391041631353,0.9908224636036032
19,projected,estimator_first_order_minus_lifted,direction_provider,first_order,final_target_squared_error,0.501788862680291,0.09300687903658432,0.9888610888703283
20,projected,estimator_first_order_minus_lifted,direction_provider,first_order,integrated_absolute_error,4.160111793864348,2.0632778013982334,6.4438116841240225
21,projected,estimator_first_order_minus_lifted,direction_provider,first_order,integrated_squared_error,2.8049567228931696,0.6622108316491768,5.502837360558464
22,projected,estimator_first_order_minus_lifted,direction_provider,first_order,mean_residual_off_support_l2,7.419636965674552e-16,3.063315468810843e-16,1.2093418588232417e-15
23,projected,estimator_first_order_minus_lifted,direction_provider,first_order,observer_bias_abs_mean,0.4780724571272717,0.2495935376294684,0.7511662666007801
24,projected,estimator_first_order_minus_lifted,direction_provider,lifted_interaction,actuation_energy_l1,84.72824712507794,13.063936673061301,127.15689297007071
25,projected,estimator_first_order_minus_lifted,direction_provider,lifted_interaction,cumulative_collateral_abs,1.7054262583671465,0.2708121702474793,2.6228198297692122
26,projected,estimator_first_order_minus_lifted,direction_provider,lifted_interaction,final_target_abs_error,2.4432361225781225,0.5733955552328691,3.631230593716456
27,projected,estimator_first_order_minus_lifted,direction_provider,lifted_interaction,final_target_squared_error,7.19328315328664,0.33044247173458025,13.222748993882172
28,projected,estimator_first_order_minus_lifted,direction_provider,lifted_interaction,integrated_absolute_error,14.806967711948573,5.084525354559021,22.22033423727641
29,projected,estimator_first_order_minus_lifted,direction_provider,lifted_interaction,integrated_squared_error,31.757622065663853,2.1652317390147537,59.01704144824137
30,projected,estimator_first_order_minus_lifted,direction_provider,lifted_interaction,mean_residual_off_support_l2,1.4175468026541266e-15,2.587680765060183e-16,2.2443333272638956e-15
31,projected,estimator_first_order_minus_lifted,direction_provider,lifted_interaction,observer_bias_abs_mean,1.586285126828751,0.444743976217291,2.371896335351317
32,unprojected,direction_provider_first_order_minus_lifted,estimator,first_order,actuation_energy_l1,-1.9179523305389947,-2.800839841578089,-0.28610659981764375
33,unprojected,direction_provider_first_order_minus_lifted,estimator,first_order,cumulative_collateral_abs,0.5320705574908506,0.07937053264718275,0.7769976303489476
34,unprojected,direction_provider_first_order_minus_lifted,estimator,first_order,final_target_abs_error,-0.1840287401569623,-0.26874235569879446,-0.02745210935468667
35,unprojected,direction_provider_first_order_minus_lifted,estimator,first_order,final_target_squared_error,-1.067805059475405,-1.933361102512702,-0.031341120348530926
36,unprojected,direction_provider_first_order_minus_lifted,estimator,first_order,integrated_absolute_error,-0.9692053098971887,-1.4258903607844111,-0.1478238408817889
37,unprojected,direction_provider_first_order_minus_lifted,estimator,first_order,integrated_squared_error,-4.149604165354099,-7.562997069863613,-0.13905002264629562
38,unprojected,direction_provider_first_order_minus_lifted,estimator,first_order,mean_residual_off_support_l2,-0.043572506255878315,-0.06363015888125778,-0.006499839131506813
39,unprojected,direction_provider_first_order_minus_lifted,estimator,first_order,observer_bias_abs_mean,-0.10599007500813265,-0.15478029363284662,-0.015810851756921263
40,unprojected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,actuation_energy_l1,0.8149263190208902,0.10833890867792384,1.0833905188183692
41,unprojected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,cumulative_collateral_abs,0.5416432293975443,0.072007781557749,0.7200787673866025
42,unprojected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,final_target_abs_error,0.12343805528083178,0.016410249474477334,0.16410271165779244
43,unprojected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,final_target_squared_error,0.6063930071444033,0.009346723611430255,0.9377575040080668
44,unprojected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,integrated_absolute_error,0.6782960739810515,0.09017484734560544,0.9017496654000681
45,unprojected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,integrated_squared_error,2.457643070153354,0.03783298047285055,3.8005264277721054
46,unprojected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,mean_residual_off_support_l2,0.13170809742071943,0.017509695300735928,0.17509718445301115
47,unprojected,direction_provider_first_order_minus_lifted,estimator,lifted_interaction,observer_bias_abs_mean,0.07232054240413778,0.009614523983558776,0.09614536692173803
48,unprojected,estimator_first_order_minus_lifted,direction_provider,first_order,actuation_energy_l1,0.8127655997043932,-2.7304265792778324,4.588143959130463
49,unprojected,estimator_first_order_minus_lifted,direction_provider,first_order,cumulative_collateral_abs,0.007067956092567324,-0.0909576889740148,0.10857854398914935
50,unprojected,estimator_first_order_minus_lifted,direction_provider,first_order,final_target_abs_error,0.11765346670642594,-0.3114798516221211,0.5234033430735483
51,unprojected,estimator_first_order_minus_lifted,direction_provider,first_order,final_target_squared_error,0.9257466765794293,-1.1747002466269714,3.350807636031016
52,unprojected,estimator_first_order_minus_lifted,direction_provider,first_order,integrated_absolute_error,0.6616910694096796,-2.5699842686533447,3.331535507511866
53,unprojected,estimator_first_order_minus_lifted,direction_provider,first_order,integrated_squared_error,3.7552645798586335,-6.392165235388735,14.983429906815708
54,unprojected,estimator_first_order_minus_lifted,direction_provider,first_order,mean_residual_off_support_l2,0.02491661011346004,-0.3206524267135993,0.3827710885343203
55,unprojected,estimator_first_order_minus_lifted,direction_provider,first_order,observer_bias_abs_mean,0.0693732670657016,-0.24041356464819952,0.343953890201635
56,unprojected,estimator_first_order_minus_lifted,direction_provider,lifted_interaction,actuation_energy_l1,3.5456442492642783,-0.614550243831701,8.47237431952692
57,unprojected,estimator_first_order_minus_lifted,direction_provider,lifted_interaction,cumulative_collateral_abs,0.016640627999260863,-0.014526966802057784,0.05165968102680418
58,unprojected,estimator_first_order_minus_lifted,direction_provider,lifted_interaction,final_target_abs_error,0.42512026214422005,-0.06936222027384797,0.9562484104301352
59,unprojected,estimator_first_order_minus_lifted,direction_provider,lifted_interaction,final_target_squared_error,2.5999447431992375,-0.246151501140762,6.221926242551785
60,unprojected,estimator_first_order_minus_lifted,direction_provider,lifted_interaction,integrated_absolute_error,2.30919245328792,-1.2811645346165683,5.659175533696345
