support_mode,metric,estimate_effect_at_first_order_direction_fo_minus_lifted,estimate_effect_at_lifted_direction_fo_minus_lifted,direction_effect_at_first_order_estimate_fo_minus_lifted,direction_effect_at_lifted_estimate_fo_minus_lifted,estimate_by_direction_interaction
projected,integrated_squared_error,2.8049567228931696,31.757622065663845,-28.953771044708635,-0.0011057019379572264,-28.952665342770675
projected,integrated_absolute_error,4.160111793864349,14.806967711948573,-10.656828857408467,-0.009972939324242702,-10.646855918084224
projected,final_target_mse,0.501788862680291,7.19328315328664,-6.691502238778326,-7.948171976944393e-06,-6.691494290606349
projected,cumulative_collateral_abs,2.502613212010859,1.705426258367146,4.548133482482807,3.7509465288390937,0.7971869536437128
projected,actuation_energy_l1,22.017056892711633,84.72824712507797,-62.06123535752509,0.6499548748412423,-62.711190232366334
projected,observer_bias_mae_path,0.47807245712727175,1.5862851268287512,-1.1079024807483862,0.00031018895309333893,-1.1082126697014796
projected,large_error_trajectory_rate,0.0,0.6453333333333333,-0.6453333333333333,0.0,-0.6453333333333333
projected,observer_self_gain,-0.4399385398653549,-0.8396922844806417,0.398449624409171,-0.0013041202061158108,0.3997537446152868
projected,observer_error_pole_unsaturated,0.15397848895287414,0.2938922995682246,-0.1394573685432099,0.00045644207214057264,-0.13991381061535046
projected,mean_residual_off_support_l2_path,7.419636965674552e-16,1.4175468026541266e-15,-8.608866325999892e-16,-1.8530352651331786e-16,-6.755831060866713e-16
unprojected,integrated_squared_error,3.7552645798586326,10.362511815366087,-4.149604165354102,2.4576430701533525,-6.6072472355074545
unprojected,integrated_absolute_error,0.6616910694096845,2.3091924532879204,-0.969205309897184,0.678296073981052,-1.647501383878236
unprojected,final_target_mse,0.92574667657943,2.599944743199237,-1.067805059475404,0.606393007144403,-1.674198066619807
unprojected,cumulative_collateral_abs,0.0070679560925672735,0.016640627999260832,0.5320705574908506,0.5416432293975442,-0.009572671906693558
unprojected,actuation_energy_l1,0.8127655997043917,3.5456442492642744,-1.9179523305389914,0.8149263190208913,-2.7328786495598827
unprojected,observer_bias_mae_path,0.06937326706570102,0.24768388447797185,-0.10599007500813284,0.07232054240413799,-0.17831061741227083
unprojected,large_error_trajectory_rate,-0.22333333333333333,0.0,-0.22333333333333333,0.0,-0.22333333333333333
unprojected,observer_self_gain,-0.026755642117811597,-0.06881721349544359,0.024040926016173393,-0.0180206453614586,0.042061571377631994
unprojected,observer_error_pole_unsaturated,0.009364474741234141,0.024086024723405264,-0.008414324105660675,0.006307225876510447,-0.014721549982171123
unprojected,mean_residual_off_support_l2_path,0.024916610113460358,0.2001972137900574,-0.04357250625587783,0.1317080974207192,-0.17528060367659704
