observer,estimator,direction_provider,support_mode,estimator_calibration,controller_mode,step,target_mse,target_mae,observer_error_mae,collateral_abs_delta,collateral_rms_delta,mean_observer_estimate,mean_true_target,mean_target_ref,mean_residual_off_support_l2,mean_residual_off_support_normalized,mean_nearest_clean_residual_l2,mean_residual_delta_from_initial_l2,mean_abs_residual_norm_z,mean_convex_hull_extrapolation_mass,fraction_outside_clean_convex_hull,next_clip_fraction
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,0,0.702463704939058,0.82092187149326,0.20429158146774246,0.0,0.0,0.32194617001306947,0.3171124756336212,1.0,2.572624693539074e-15,4.656237635688871e-16,3.781383933142555e-05,0.0,0.7262900471687317,2.426316817409521e-06,0.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,1,0.37186649343973227,0.6066409877724473,0.28700999726861687,0.007760838985338815,0.008708476930241828,0.305648986866186,0.5188335121476753,1.0,0.3582576047474504,0.06484165944166663,0.39350172778705006,0.39350242234215527,1.057559500776032,0.09729595903419545,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,2,0.1531536620070851,0.38720981902794527,0.4364428414624675,0.01570821155949312,0.017626264150000546,0.28896009709251724,0.7254029385549847,1.0,0.7251260152158058,0.13124180340585126,0.7964620723916362,0.7964627678786622,1.7437313802282173,0.1969315908468269,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,3,0.05484390366389663,0.18219884636427477,0.6650672237387238,0.023846601101105643,0.026758392481272708,0.27187008593123685,0.9369373096699607,1.0,1.1008121941441136,0.19923789043429754,1.2091076642185086,1.2091083600161159,2.944192808361096,0.2989619884845216,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,4,0.08594425719108456,0.2643862809214505,0.8991866467698877,0.03218059874787833,0.03611001366304385,0.2543693123355302,1.1535559591054179,1.0,1.4855280786694904,0.26886827939360297,1.6316712899797554,1.63167198593261,4.613580248698675,0.40344471070665655,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,5,0.2559756398462811,0.377853564797964,1.1389331851518418,0.04071490598658673,0.04568640325755667,0.236447903533756,1.3753810886855977,1.0,1.8794906998879508,0.3401722511147377,2.064391331854802,2.0643920279007695,6.686701966926242,0.5104386997109167,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,6,0.5749996661370325,0.602537837384305,1.3844420879244184,0.04945433730534601,0.055492963626432246,0.2180957494598869,1.602537837384305,1.0,2.282922305288902,0.41319003055267567,2.5075119016591474,2.5075125977671613,9.14859314064184,0.6200043143845605,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,7,1.0536468150108569,0.8351543519199889,1.6421903967961358,0.05840382290962434,0.06553522697832256,0.19930249705008266,1.8351543519199889,1.0,2.6960504841323876,0.48796280947863624,2.961282978511642,2.9612836746639504,11.98106790187757,0.7322033643548848,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,8,1.703146012111287,1.0733618590475893,1.9156727563457692,0.06756841150353728,0.07581885848981487,0.1800575444021807,2.073361859047589,1.0,3.1191082958398013,0.5645327697177401,3.425960549844984,3.4259612460304902,15.16480894619731,0.8470991448581053,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,9,2.5353556970166586,1.31729473958794,2.1957283286757336,0.07695327313798991,0.0863496595013468,0.1603500347948085,2.31729473958794,1.0,3.5523344014705,0.6429431069451876,3.9018067558130873,3.9018074520243946,18.68088764137494,0.964756472446313,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,10,3.5627964488055865,1.5691478277517008,2.482515102499913,0.08656370212727597,0.09713357078993687,0.14016885056274386,2.5670906042364847,1.0,3.9959731983584836,0.7232380550543838,4.3890900371716395,4.38909073340357,22.511714353572103,1.085241721552662,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,11,4.7986852468876044,1.8408745919892942,2.7761948638280596,0.09640512003577743,0.10817667592057527,0.11950260682506829,2.822890371194068,1.0,4.4502749579851155,0.8054629111107561,4.888085286713833,4.888085982962623,26.641528059137695,1.2086228619354038,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,12,6.256971447807537,2.1191323728613267,3.076933287234687,0.10648307873645009,0.11948520467816638,0.09833964506257542,3.0848383456636106,1.0,4.915495967165617,0.889664060905345,5.399074004346253,5.399074700609077,31.056564132471845,1.334969497021903,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,13,7.952374562686185,2.404078144887402,3.384900029321644,0.11680326354282117,0.13106553658195877,0.07666802654080948,3.3530823012574946,1.0,5.391898672629053,0.9758890051225785,5.922344455892203,5.922345152166888,35.74502389164078,1.4643529031742586,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,14,9.900423924107137,2.695872655506588,3.7002688244270696,0.1273714964162643,0.14292420448444523,0.054475525575026516,3.627773563361603,1.0,5.879751829073286,1.0641863861369985,6.458191835711989,6.458192531996831,40.69693797821463,1.596846069898682,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,15,12.117500335609066,2.9946805157604315,4.023217582634752,0.13819373925036318,0.15506789825676368,0.03174962263327718,3.9090670945030332,1.0,6.379330650778507,1.1546060154540494,7.006918433231884,7.006919129525515,45.90398439989087,1.732523741021317,1.0,
est-first_order__dir-lifted_interaction__support-unprojected__cal-none__controller-base,first_order,lifted_interaction,unprojected,none,base,0,0.702463704939058,0.82092187149326,0.20429158146774246,0.0,0.0,0.32194617001306947,0.3171124756336212,1.0,2.572624693539074e-15,4.656237635688871e-16,3.781383933142555e-05,0.0,0.7262900471687317,2.426316817409521e-06,0.0,0.0
est-first_order__dir-lifted_interaction__support-unprojected__cal-none__controller-base,first_order,lifted_interaction,unprojected,none,base,1,0.37186649343973227,0.6066409877724473,0.2838632457733503,0.0032263085542025838,0.0036202572514637097,0.3139427736559346,0.5188335121476751,1.0,0.3443258460508171,0.06232012649760704,0.39297113663779387,0.3929726982994811,0.9240891136218142,0.09063184043095723,1.0,0.0
est-first_order__dir-lifted_interaction__support-unprojected__cal-none__controller-base,first_order,lifted_interaction,unprojected,none,base,2,0.15505059739256333,0.3898308497374395,0.41709062763319804,0.006490698784206927,0.007283246145190721,0.30584490935183645,0.7229355369850345,1.0,0.6927159361189618,0.12537584750309663,0.7905822802928251,0.790583842874067,0.8754919435333065,0.18233458008624695,1.0,0.0
est-first_order__dir-lifted_interaction__support-unprojected__cal-none__controller-base,first_order,lifted_interaction,unprojected,none,base,3,0.05615357778400721,0.17935681993244887,0.6317952144028247,0.009793620186398014,0.01098947106336269,0.29765146205003856,0.9294466764528634,1.0,1.0452182424366143,0.18917584559319706,1.192886620654359,1.1928881835421044,1.2443322478592003,0.27511973140273277,1.0,0.0
est-first_order__dir-lifted_interaction__support-unprojected__cal-none__controller-base,first_order,lifted_interaction,unprojected,none,base,4,0.07942819451435294,0.25863418978603653,0.8490340629546539,0.01313552756278328,0.014739442341627189,0.2893613035383227,1.1383953664929765,1.0,1.401881303475347,0.2537289058292768,1.599939553319463,1.5999411163604498,2.292695166959834,0.36900007060726103,1.0,0.0
est-first_order__dir-lifted_interaction__support-unprojected__cal-none__controller-base,first_order,lifted_interaction,unprojected,none,base,5,0.22924534076678635,0.3593332961435695,1.068837086402688,0.016516881083617874,0.018533676339369996,0.2809732922876377,1.3498103786903257,1.0,1.7627542306297188,0.3190439169670208,2.0117971281194107,2.0117986912523342,3.76802867167545,0.46398852473064556,1.0,0.0
est-first_order__dir-lifted_interaction__support-unprojected__cal-none__controller-base,first_order,lifted_interaction,unprojected,none,base,6,0.5100970506170226,0.5637208242347533,1.2912345509398389,0.019938146350768206,0.022372695510815343,0.2724862732949145,1.5637208242347533,1.0,2.1278867149797662,0.3851298726803835,2.428516056531056,2.4285176197252634,5.6199369477105305,0.560098173387679,1.0,0.0
est-first_order__dir-lifted_interaction__support-unprojected__cal-none__controller-base,first_order,lifted_interaction,unprojected,none,base,7,0.92659958045132,0.7801561579295163,1.5162570800054906,0.02339979446182405,0.026257028476966822,0.2638990779240257,1.7801561579295164,1.0,2.497329034133306,0.45199587279999104,2.8501537194420403,2.8501552826800154,7.824093963119779,0.6573422505781548,1.0,0.0
est-first_order__dir-lifted_interaction__support-unprojected__cal-none__controller-base,first_order,lifted_interaction,unprojected,none,base,8,1.4834965659737518,0.9991461822471186,1.7570038799232655,0.026902302074967223,0.03018721009839654,0.2552105237448687,1.9991461822471186,1.0,2.8711320591490064,0.5196511245661586,3.27676817504102,3.2767697383118164,10.353775367832881,0.755734146509149,1.0,0.0
est-first_order__dir-lifted_interaction__support-unprojected__cal-none__controller-base,first_order,lifted_interaction,unprojected,none,base,9,2.18566225662622,1.2207210514330205,2.001713258235467,0.03044615147460606,0.03416378154889402,0.24641941437054712,2.2207210514330207,1.0,3.2493472615411774,0.5881049438966989,3.708418166808446,3.7084197301047657,13.182051167092704,0.855287409438809,1.0,0.0
est-first_order__dir-lifted_interaction__support-unprojected__cal-none__controller-base,first_order,lifted_interaction,unprojected,none,base,10,3.0381048292883497,1.4449112756577822,2.2493110593547154,0.03403183063778425,0.03818729038998392,0.23752453929263395,2.444911275657782,1.0,3.63202672036723,0.6573667566696959,4.145163131603905,4.145164694920637,16.283278684560667,0.9560157475419069,1.0,0.0
est-first_order__dir-lifted_interaction__support-unprojected__cal-none__controller-base,first_order,lifted_interaction,unprojected,none,base,11,4.045969783169079,1.680321270859277,2.4998313767283897,0.037659833301373916,0.04225829064632376,0.22852467371448706,2.671747725218223,1.0,4.019223129398812,0.7274461000214176,4.587063207849718,4.58706477118315,19.633952658204507,1.0579330307974124,1.0,0.0
est-first_order__dir-lifted_interaction__support-unprojected__cal-none__controller-base,first_order,lifted_interaction,unprojected,none,base,12,5.214543417847482,1.9241255273553386,2.75330870622527,0.041330659030061556,0.046377342881991135,0.21941857838259887,2.901261634788164,1.0,4.410989804377567,0.7983526236595523,5.034179243811497,5.034180807158839,23.213067020402896,1.1610532928983466,1.0,0.0
est-first_order__dir-lifted_interaction__support-unprojected__cal-none__controller-base,first_order,lifted_interaction,unprojected,none,base,13,6.549256396467208,2.170807523069143,3.009777950885508,0.045044813285136515,0.050545014277671815,0.21020499941595497,3.1334846077193403,1.0,4.807380690356548,0.8700960911919398,5.486572805976567,5.486574369335676,27.002155153767657,1.2653907331841776,1.0,0.0
est-first_order__dir-lifted_interaction__support-unprojected__cal-none__controller-base,first_order,lifted_interaction,unprojected,none,base,14,8.055687396136916,2.4204012253445115,3.2692744257266764,0.048802807494091625,0.054761878708758774,0.200882668133379,3.3684486203930946,1.0,5.208450369128289,0.9426863814709932,5.944306187531386,5.944307750900582,30.985145487992543,1.3709597185960234,1.0,0.0
est-first_order__dir-lifted_interaction__support-unprojected__cal-none__controller-base,first_order,lifted_interaction,unprojected,none,base,15,9.73956684763806,2.6729410024582054,3.5318338626065255,0.052605159121045075,0.059028516824373004,0.19145030087883827,3.6061860266234134,1.0,5.614254066740541,1.0161334899539847,6.407442416939067,6.407443980317,35.148128574297694,1.4777747856549384,1.0,
est-lifted_interaction__dir-first_order__support-unprojected__cal-none__controller-base,lifted_interaction,first_order,unprojected,none,base,0,0.702463704939058,0.82092187149326,0.006425616309033232,0.0,0.0,0.3231333333351931,0.3171124756336212,1.0,2.572624693539074e-15,4.656237635688871e-16,3.781383933142555e-05,0.0,0.7262900471687317,2.426316817409521e-06,0.0,0.0
