observer,estimator,direction_provider,support_mode,estimator_calibration,controller_mode,step,target_mse,target_mae,observer_error_mae,collateral_abs_delta,collateral_rms_delta,mean_observer_estimate,mean_true_target,mean_target_ref,mean_residual_off_support_l2,mean_residual_off_support_normalized,mean_nearest_clean_residual_l2,mean_residual_delta_from_initial_l2,mean_abs_residual_norm_z,mean_convex_hull_extrapolation_mass,fraction_outside_clean_convex_hull,next_clip_fraction
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,0,0.6653784171737892,0.789344089075923,0.0025220133429816713,0.0,0.0,0.2111999999850872,0.21065592765808105,1.0,2.8394993714309434e-15,4.980176360474424e-16,4.100600288795277e-05,0.0,0.8645108938217163,3.332671952478531e-06,0.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,1,0.32845063449746736,0.5546760966305773,0.2285258119626836,0.007526184579925323,0.007780721494042365,0.21679809140673914,0.4453239033694228,1.0,0.41367194284542663,0.07255360756470673,0.4206211155166602,0.4206166018245118,0.8715663195771717,0.011361432727953208,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,2,0.11037774787136712,0.3216735288240821,0.45597001784494645,0.014998956039498393,0.01550622342640971,0.22235645333097148,0.6783264711759179,1.0,0.82440806754357,0.14459230421649488,0.8382526121449003,0.8382480994522266,0.9348402825074497,0.02264202470581998,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,3,0.008669050877933852,0.09032457369004598,0.6818000585930436,0.022418693450132556,0.023176897688778682,0.22787536771691036,0.9096754263099539,1.0,1.2322292095132754,0.21611974426363575,1.2529201904432161,1.2529156780836974,1.0517080595075643,0.03384255863959295,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,4,0.020874793694944504,0.13938250441417324,0.9060273898915472,0.02978577319298201,0.03079313339158171,0.23335511452262578,1.1393825044141734,1.0,1.6371560563050074,0.28713955607987784,1.6646448847616502,1.6646403725687051,1.2514649180614312,0.044963602698959874,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,5,0.14458558029260338,0.36745935784369205,1.1286633861243585,0.037100568978034425,0.038355316883745334,0.2387959717193336,1.367459357843692,1.0,2.039209148650265,0.35765534228850265,2.073447580566296,2.073443068473293,1.694229943615127,0.056005721021324596,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,6,0.37743175719432764,0.5939175562571903,1.3497193409516952,0.04436345186306828,0.045863831772288775,0.24419821530549526,1.5939175562571903,1.0,2.438408881503555,0.4276706799450764,2.4793490151656083,2.479344503139229,2.290577114499761,0.06696947374042346,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,7,0.7170828111700136,0.8187685872038054,1.5692064678829862,0.05157479027247534,0.05331905894178286,0.2495621193208192,1.8187685872038055,1.0,2.834775505076965,0.4971891207189016,2.882369778714743,2.8823652667359503,2.9557652704133477,0.07785541701473946,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,8,1.1612467757334077,1.0420238567058617,1.7871359008457002,0.05873495001594983,0.0607213765736714,0.25488795586016166,2.0420238567058617,1.0,3.228329125867396,0.5662141910731844,3.282530315248145,3.28252580330504,3.682326952482252,0.08866410305571437,1.0,0.0
est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,9,1.7076696463170344,1.2636946898374637,2.0035186947501344,0.06584429430704503,0.06807116016545521,0.2601759950873294,2.2636946898374637,1.0,3.619089707676508,0.63474939244392,3.679850923712643,3.6798464117972944,4.4632031260467535,0.09939608015576112,1.0,0.0
